
[00:00:00.000 --> 00:00:03.600]  神的兒女縱然心中持定
[00:00:03.600 --> 00:00:06.600]  敬畏主是得福之源
[00:00:06.600 --> 00:00:10.000]  但是善惡報應倒轉的現實
[00:00:10.000 --> 00:00:14.000]  即是看見惡人享福 惡人吃苦
[00:00:14.000 --> 00:00:15.600]  很多人就會去問
[00:00:15.600 --> 00:00:18.600]  人生這條路如何可以走下去
[00:00:18.600 --> 00:00:20.400]  這是上一大段
[00:00:20.400 --> 00:00:24.400]  展示給我們看到人生的虛空和矛盾
[00:00:24.400 --> 00:00:29.400]  不單止善惡報應有一個道德的秩序在運作
[00:00:29.400 --> 00:00:32.000]  傳道書一而再再而三和我們描述
[00:00:32.000 --> 00:00:34.200]  在這個日光之下的創造
[00:00:34.200 --> 00:00:36.200]  就是這個物質的世界
[00:00:36.200 --> 00:00:38.400]  是有一個物質秩序
[00:00:38.400 --> 00:00:41.400]  神在當中給我們各人有不同的際遇
[00:00:41.400 --> 00:00:44.600]  各人有不一樣的一份
[00:00:44.600 --> 00:00:46.200]  秩序是什麼意思呢?
[00:00:46.200 --> 00:00:49.800]  秩序就是在創造裏面一個規律
[00:00:49.800 --> 00:00:55.600]  創造的神學就是在創世紀裏面
[00:00:55.600 --> 00:01:00.000]  一直去看神的創造那六天和之後的描述
[00:01:00.000 --> 00:01:04.200]  每一樣神所做的事都是有規則 有規律
[00:01:04.200 --> 00:01:08.400]  會去分類 會去各從其類
[00:01:08.400 --> 00:01:11.200]  以創造神學裏面提到的三個秩序
[00:01:11.200 --> 00:01:13.600]  這是楊石昌牧師的洞見
[00:01:13.600 --> 00:01:16.400]  他提到第一個是物質的秩序
[00:01:16.400 --> 00:01:17.800]  即是中間那一個
[00:01:17.800 --> 00:01:19.600]  我們傳道書不斷看的
[00:01:19.600 --> 00:01:22.600]  禍福 際遇 萬物的定時
[00:01:22.600 --> 00:01:26.800]  另一個秩序就是道德的秩序
[00:01:26.800 --> 00:01:29.000]  即是神給我們行事為人的準則
[00:01:29.000 --> 00:01:31.000]  什麼是對 什麼是錯
[00:01:31.000 --> 00:01:36.800]  是非黑白 而祂會賞善罰惡
[00:01:36.800 --> 00:01:39.800]  而第三個秩序就是今天會看多一點的第九章
[00:01:39.800 --> 00:01:42.800]  提到的功能的秩序
[00:01:42.800 --> 00:01:46.400]  神給我們每個人有祂做你的目的
[00:01:46.400 --> 00:01:49.800]  給你和其他人有不同的任務
[00:01:49.800 --> 00:01:53.600]  因為你會有自己的個性 特點 強項
[00:01:53.600 --> 00:01:56.600]  人生的歷練也不一樣
[00:01:56.600 --> 00:02:01.200]  當人能夠在這一生發揮神給你的特質特點
[00:02:01.200 --> 00:02:04.200]  活到那個角色 召命
[00:02:04.200 --> 00:02:07.800]  在神看來這就是有意義了
[00:02:07.800 --> 00:02:09.200]  不過發揮功能
[00:02:09.200 --> 00:02:11.200]  活出召命的過程
[00:02:11.200 --> 00:02:13.600]  有很多的勞苦愁煩
[00:02:13.600 --> 00:02:16.200]  當我們不斷去做 不斷去發揮
[00:02:16.200 --> 00:02:18.600]  不過果效遲遲未見
[00:02:18.600 --> 00:02:20.800]  又或者很多時候我們的勞碌
[00:02:20.800 --> 00:02:23.600]  是讓我們很疲倦
[00:02:23.600 --> 00:02:27.200]  很多的責任其實重重複複
[00:02:27.200 --> 00:02:29.200]  可能是照顧家人
[00:02:29.200 --> 00:02:31.000]  可能在工作裡面
[00:02:31.000 --> 00:02:34.400]  一直都是同樣做類似的事情
[00:02:34.400 --> 00:02:35.400]  不是說失敗
[00:02:35.400 --> 00:02:38.000]  而是好像感覺不到有什麼果效
[00:02:38.000 --> 00:02:39.600]  或者成就的時候
[00:02:39.600 --> 00:02:41.600]  我們感覺到迷失
[00:02:41.600 --> 00:02:44.400]  也是傳道書裡面所提到的虛空
[00:02:44.400 --> 00:02:48.200]  這些或多或少我們在人生裡面試過的
[00:02:48.200 --> 00:02:51.400]  傳道者怎樣跟我們解呢?
[00:02:51.400 --> 00:02:53.000]  我們再一次禱告
[00:02:53.000 --> 00:02:54.800]  求神保守這段時間
[00:02:54.800 --> 00:02:57.400]  天父 求祢的靈引導我們
[00:02:57.400 --> 00:02:58.800]  當我們看傳道書
[00:02:58.800 --> 00:03:01.800]  祢給我們人生的智慧的時候
[00:03:01.800 --> 00:03:04.800]  讓我們在靈裡面得著
[00:03:04.800 --> 00:03:06.000]  明白
[00:03:06.000 --> 00:03:08.400]  也可以活用在我們生命當中
[00:03:08.400 --> 00:03:09.200]  多謝祢
[00:03:09.200 --> 00:03:10.400]  祈禱奉主耶穌基督
[00:03:10.400 --> 00:03:11.800]  得性命之祈求
[00:03:11.800 --> 00:03:12.800]  阿門
[00:03:19.000 --> 00:03:20.400]  我請大家幫我讀一次
[00:03:20.400 --> 00:03:21.400]  預備起
[00:03:21.400 --> 00:03:43.600]  你會讀到有五個例子
[00:03:43.600 --> 00:03:46.400]  這裡是說人按著他的特點
[00:03:46.400 --> 00:03:47.800]  他的照命
[00:03:47.800 --> 00:03:49.600]  即是功能的秩序
[00:03:49.600 --> 00:03:51.200]  他去做他的事
[00:03:51.200 --> 00:03:53.000]  跑得快的就去比賽
[00:03:53.000 --> 00:03:56.600]  強壯健壯的在古代就去當兵打仗
[00:03:56.600 --> 00:03:59.600]  有智慧的能夠積聚到糧食
[00:03:59.600 --> 00:04:02.000]  精明的可以儲到財富
[00:04:02.000 --> 00:04:05.200]  博學的人應該去輔助君王
[00:04:05.200 --> 00:04:06.000]  這是很應該的
[00:04:06.000 --> 00:04:09.400]  因為在發揮他的特點
[00:04:09.400 --> 00:04:10.800]  按照他的特質
[00:04:10.800 --> 00:04:12.800]  就活出他的照命
[00:04:12.800 --> 00:04:14.600]  就好像你認識有人
[00:04:14.600 --> 00:04:17.200]  他可能唱歌很厲害
[00:04:17.200 --> 00:04:18.200]  以前的世界
[00:04:18.200 --> 00:04:19.600]  你就會跟他說
[00:04:19.600 --> 00:04:21.600]  你去試試參加比賽
[00:04:21.600 --> 00:04:24.000]  現在錄一段影片放上YouTube
[00:04:24.000 --> 00:04:25.600]  看看你有多少人點擊
[00:04:25.600 --> 00:04:27.400]  可能有唱片公司
[00:04:27.400 --> 00:04:29.200]  去賞識你
[00:04:29.200 --> 00:04:31.000]  發展你的歌唱事業
[00:04:31.000 --> 00:04:32.600]  有人可能煮食很厲害
[00:04:32.600 --> 00:04:34.400]  我過去認識一位同工
[00:04:34.400 --> 00:04:38.200]  他可以一晚裡煮很多道菜
[00:04:38.200 --> 00:04:39.800]  一桌十幾人
[00:04:39.800 --> 00:04:41.400]  他都做得到
[00:04:41.400 --> 00:04:45.200]  味道比外面的法國餐廳好吃
[00:04:45.200 --> 00:04:48.200]  不如你去開私房菜吧
[00:04:48.200 --> 00:04:52.400]  我們會想用我們的特點特質
[00:04:52.400 --> 00:04:54.600]  在我們生命當中活用出來
[00:04:54.600 --> 00:04:55.600]  而你做到的時候
[00:04:55.600 --> 00:04:58.000]  你會感覺到快樂
[00:04:58.000 --> 00:05:02.000]  或者你是知道自己在做要做的事
[00:05:02.000 --> 00:05:03.400]  但是傳道者這裡說
[00:05:03.400 --> 00:05:06.800]  這五種按照他的功能秩序去發揮的
[00:05:06.800 --> 00:05:10.600]  卻是得不到的
[00:05:10.600 --> 00:05:12.800]  我重新排列過
[00:05:12.800 --> 00:05:13.600]  在第二行開始
[00:05:13.600 --> 00:05:16.200]  你看到一連串連續五個未必
[00:05:16.200 --> 00:05:18.600]  未必未必未必未必
[00:05:18.600 --> 00:05:20.400]  就是告訴你
[00:05:20.400 --> 00:05:23.800]  即使你去努力發揮
[00:05:23.800 --> 00:05:27.200]  可以是沒有果效不成功的
[00:05:27.200 --> 00:05:27.800]  為什麼?
[00:05:27.800 --> 00:05:29.400]  因為最後那兩行說
[00:05:29.400 --> 00:05:31.000]  因為時機
[00:05:31.000 --> 00:05:32.800]  其實原文是定時
[00:05:32.800 --> 00:05:36.800]  因為定時和際遇臨到你
[00:05:36.800 --> 00:05:39.600]  原來這裡不是說你去把握機會
[00:05:39.600 --> 00:05:40.800]  這麼簡單
[00:05:40.800 --> 00:05:43.600]  而是說定時
[00:05:43.600 --> 00:05:44.400]  如果用到這個字
[00:05:44.400 --> 00:05:47.800]  其實是帶我們回想第三章
[00:05:47.800 --> 00:05:48.800]  傳道書第三章
[00:05:48.800 --> 00:05:50.600]  我們很熟悉的篇章
[00:05:50.600 --> 00:05:52.400]  生有定時
[00:05:52.400 --> 00:05:53.800]  死有定時
[00:05:53.800 --> 00:05:56.800]  那十四對的對比
[00:05:56.800 --> 00:05:58.600]  是說這件事
[00:05:58.600 --> 00:06:00.800]  這個定時還不是你去把握
[00:06:00.800 --> 00:06:03.200]  而是它會臨到你
[00:06:03.200 --> 00:06:06.800]  來到你出現了
[00:06:06.800 --> 00:06:09.400]  在日光之下每樣的物質
[00:06:09.400 --> 00:06:11.000]  都會有完結
[00:06:11.000 --> 00:06:13.000]  有改變的時候
[00:06:13.000 --> 00:06:14.000]  這個不同
[00:06:14.000 --> 00:06:17.400]  這個限制就是我們生命當中常常經歷的
[00:06:17.400 --> 00:06:20.200]  這個也是神創造的設計
[00:06:20.200 --> 00:06:21.800]  在第一十一節說到
[00:06:21.800 --> 00:06:22.800]  你明不明白
[00:06:22.800 --> 00:06:25.000]  按著你的努力去發揮
[00:06:25.000 --> 00:06:26.400]  會用你的長處
[00:06:26.400 --> 00:06:28.600]  譬如跑得快去比賽
[00:06:28.600 --> 00:06:31.400]  跑得快去賽跑應該要拿獎的
[00:06:31.400 --> 00:06:33.800]  最快那個應該要拿獎的
[00:06:33.800 --> 00:06:36.200]  在神的設計裡面的定時臨到
[00:06:36.200 --> 00:06:37.400]  就贏不到比賽了
[00:06:37.400 --> 00:06:38.200]  即是怎樣呢?
[00:06:38.200 --> 00:06:40.000]  講個例子你就明白了
[00:06:40.000 --> 00:06:42.600]  2013年9月8日的凌晨
[00:06:42.600 --> 00:06:45.200]  電視傳來一陣歡呼聲
[00:06:45.200 --> 00:06:47.200]  在那時候播出的就是
[00:06:47.200 --> 00:06:49.400]  半夜的時候揭曉
[00:06:49.400 --> 00:06:53.200]  哪一個城市可以拿到奧運的主辦權
[00:06:53.200 --> 00:06:57.800]  當時前日本的首相安倍晉三
[00:06:57.800 --> 00:06:59.800]  他就在現場接受訪問
[00:06:59.800 --> 00:07:01.400]  很開心很緊張
[00:07:01.400 --> 00:07:02.600]  我們得獎了
[00:07:02.600 --> 00:07:06.600]  接著訪問那個新辦奧運的團隊的領隊
[00:07:06.600 --> 00:07:10.200]  就問為什麼你們可以拿到主辦權
[00:07:10.200 --> 00:07:11.400]  那個人就回答
[00:07:11.400 --> 00:07:14.200]  因為我們大家是非常齊心協力
[00:07:14.200 --> 00:07:16.000]  有團隊精神的
[00:07:16.000 --> 00:07:20.600]  你知道日本人很合作
[00:07:20.600 --> 00:07:22.200]  很集體的
[00:07:22.200 --> 00:07:25.000]  他們這種特質發揮了出來
[00:07:25.000 --> 00:07:26.400]  擊敗了其他的城市
[00:07:26.400 --> 00:07:29.000]  成為了在亞洲第一個
[00:07:29.000 --> 00:07:33.400]  可以兩次主辦奧運的都市
[00:07:33.400 --> 00:07:34.400]  發揮特質
[00:07:34.400 --> 00:07:36.000]  拿到了
[00:07:36.000 --> 00:07:38.800]  接著那七年就去預備
[00:07:38.800 --> 00:07:40.800]  建設 安排
[00:07:40.800 --> 00:07:45.000]  其他的國家就找自己的選手去訓練
[00:07:45.000 --> 00:07:47.000]  已經在青少年那裡物色
[00:07:47.000 --> 00:07:49.000]  有沒有人跑得快
[00:07:49.000 --> 00:07:50.000]  培育他
[00:07:50.000 --> 00:07:53.800]  去到七年後他可以參加比賽
[00:07:53.800 --> 00:07:55.000]  去到2020年
[00:07:55.000 --> 00:07:55.800]  你知道了
[00:07:55.800 --> 00:07:58.600]  定時臨到
[00:07:58.600 --> 00:08:00.000]  在沒有人預測的時候
[00:08:00.000 --> 00:08:01.600]  定時臨到
[00:08:01.600 --> 00:08:04.600]  新冠疫情來了
[00:08:04.600 --> 00:08:07.000]  結果沒得奧運
[00:08:07.000 --> 00:08:10.400]  原本在去年
[00:08:10.400 --> 00:08:12.200]  應該在狀態最頂峰
[00:08:12.200 --> 00:08:14.800]  全世界跑得最快的那個人
[00:08:14.800 --> 00:08:16.000]  如果有奧運的話
[00:08:16.000 --> 00:08:18.600]  他就拿金牌
[00:08:18.600 --> 00:08:22.600]  一年後他還是不是在他的頂峰
[00:08:22.600 --> 00:08:25.400]  他是不是保持到呢
[00:08:25.400 --> 00:08:28.000]  可能他過了
[00:08:28.000 --> 00:08:28.800]  機會就沒有了
[00:08:28.800 --> 00:08:30.600]  原本應該最快的
[00:08:30.600 --> 00:08:33.600]  未必得獎
[00:08:33.600 --> 00:08:35.200]  這個就是功能秩序裡面
[00:08:35.200 --> 00:08:36.800]  你去發揮
[00:08:36.800 --> 00:08:38.200]  但是遇上物質秩序
[00:08:38.200 --> 00:08:40.200]  神的創造給你的一份
[00:08:40.200 --> 00:08:42.000]  那個定時
[00:08:42.000 --> 00:08:43.200]  你就很明白了
[00:08:43.200 --> 00:08:44.600]  那個是你預計不到
[00:08:44.600 --> 00:08:45.400]  突然間來到
[00:08:45.400 --> 00:08:46.400]  好像被捉住
[00:08:46.400 --> 00:08:47.200]  被困住
[00:08:47.200 --> 00:08:48.800]  游游很開心
[00:08:48.800 --> 00:08:50.200]  被網圈住了
[00:08:50.200 --> 00:08:51.600]  飛飛很快樂
[00:08:51.600 --> 00:08:54.200]  突然間有網捉住你
[00:08:54.200 --> 00:08:56.000]  這個就是那種感覺
[00:08:56.000 --> 00:08:56.800]  忽然臨到
[00:08:56.800 --> 00:08:57.600]  是惡的
[00:08:57.600 --> 00:08:59.600]  我們覺得不好的
[00:08:59.600 --> 00:09:04.400]  我們每個人都開始經歷這件事
[00:09:04.400 --> 00:09:07.000]  這就是傳道者教我們看的
[00:09:07.000 --> 00:09:09.000]  下一次你看到有一個地方
[00:09:09.000 --> 00:09:12.800]  有一堆人遭殃
[00:09:12.800 --> 00:09:14.800]  你不一定就馬上說
[00:09:14.800 --> 00:09:15.400]  是的
[00:09:15.400 --> 00:09:16.400]  他是不是做錯什麼
[00:09:16.400 --> 00:09:18.000]  神去罰他
[00:09:18.000 --> 00:09:21.600]  不一定要從道德秩序去看
[00:09:21.600 --> 00:09:23.600]  未必是報應的問題
[00:09:23.600 --> 00:09:24.800]  特別有天災人禍
[00:09:24.800 --> 00:09:27.000]  我們不要隨便說
[00:09:27.000 --> 00:09:27.400]  是的
[00:09:27.400 --> 00:09:28.400]  神去罰他
[00:09:28.400 --> 00:09:30.800]  當年南亞海嘯
[00:09:30.800 --> 00:09:32.000]  有人竟然說
[00:09:32.000 --> 00:09:33.200]  因為那裡有很多回教徒
[00:09:33.200 --> 00:09:35.000]  所以神就說
[00:09:35.000 --> 00:09:36.200]  是不是真的這樣呢
[00:09:36.200 --> 00:09:38.400]  你真的知道嗎
[00:09:38.400 --> 00:09:39.600]  傳道書告訴我們
[00:09:39.600 --> 00:09:43.000]  還有其他在創造之下的秩序
[00:09:43.000 --> 00:09:44.000]  只有神知道
[00:09:44.000 --> 00:09:47.200]  那個定時只有神知道
[00:09:47.200 --> 00:09:48.800]  所以傳道者在這裡不是教我們
[00:09:48.800 --> 00:09:49.800]  你聰明一點
[00:09:49.800 --> 00:09:51.600]  懂得看時機
[00:09:51.600 --> 00:09:52.800]  抓住機會
[00:09:52.800 --> 00:09:53.800]  不
