
[00:00:00.000 --> 00:00:04.000]  我今天是和大家繼續講這個十一貢獻這個題目
[00:00:04.000 --> 00:00:06.000]  記得在三個月前
[00:00:06.000 --> 00:00:09.000]  我和大家講了兩次關於這個題目
[00:00:09.000 --> 00:00:14.000]  一個是在未有律法之前的十一貢獻
[00:00:14.000 --> 00:00:19.000]  第二個是在律法之下的十一貢獻
[00:00:19.000 --> 00:00:21.000]  我和大家講一會兒
[00:00:21.000 --> 00:00:23.000]  講第一個的時候
[00:00:23.000 --> 00:00:25.000]  我都說過
[00:00:25.000 --> 00:00:28.000]  有很多不認同十一貢獻的基督徒
[00:00:28.000 --> 00:00:30.000]  他們會這樣說
[00:00:30.000 --> 00:00:33.000]  他們說十一貢獻是舊約時代
[00:00:33.000 --> 00:00:36.000]  神給以色列人的規定
[00:00:36.000 --> 00:00:40.000]  我們新約的信徒是因信稱賢
[00:00:40.000 --> 00:00:42.000]  不是靠守律法稱賢
[00:00:42.000 --> 00:00:46.000]  所以新約的信徒是不一定需要十一貢獻
[00:00:46.000 --> 00:00:51.000]  我就說這個理由是不成立的
[00:00:51.000 --> 00:00:55.000]  這個是因為對聖經有誤解
[00:00:55.000 --> 00:00:59.000]  因為十一貢獻不是用來稱賢
[00:00:59.000 --> 00:01:01.000]  或者用來贖罪
[00:01:01.000 --> 00:01:06.000]  十一貢獻是用來表達對神的敬畏和感恩
[00:01:06.000 --> 00:01:11.000]  況且在未有律法之前
[00:01:11.000 --> 00:01:16.000]  那些認定神是次卜的神的人
[00:01:16.000 --> 00:01:20.000]  他們已經開始自願去做十一貢獻
[00:01:20.000 --> 00:01:26.000]  比如亞伯拉罕、亞各他們已經這樣做
[00:01:26.000 --> 00:01:28.000]  第二
[00:01:28.000 --> 00:01:33.000]  後來去到西乃山頒發律法的時候
[00:01:33.000 --> 00:01:38.000]  神就將十一貢獻寫在頒發上面
[00:01:38.000 --> 00:01:43.000]  規定百姓每年要做十一貢獻
[00:01:43.000 --> 00:01:47.000]  神這樣做是什麼意思呢
[00:01:47.000 --> 00:01:52.000]  是不是要為難百姓或者是壓迫他們呢
[00:01:52.000 --> 00:01:54.000]  不是
[00:01:54.000 --> 00:01:57.000]  神這樣做是為了他們的好處
[00:01:57.000 --> 00:02:02.000]  為了使他們能夠時常敬畏神
[00:02:02.000 --> 00:02:07.000]  並且可以享受到神更多的福氣
[00:02:07.000 --> 00:02:11.000]  在律法之下的以色列人
[00:02:11.000 --> 00:02:14.000]  除了每年的十一貢獻和贖罪
[00:02:14.000 --> 00:02:18.000]  或者是感恩的貢獻之外
[00:02:18.000 --> 00:02:22.000]  每隔三年他們會再加一個十一貢獻
[00:02:22.000 --> 00:02:25.000]  是作詞彙之用的
[00:02:25.000 --> 00:02:33.000]  十一貢獻是神應許每次更多福氣的命令
[00:02:33.000 --> 00:02:37.000]  這是上兩次講道所講的
[00:02:37.000 --> 00:02:41.000]  這樣新約的信號
[00:02:41.000 --> 00:02:45.000]  我們需不需要十一貢獻呢
[00:02:45.000 --> 00:02:47.000]  是需要的
[00:02:47.000 --> 00:02:53.000]  主耶穌有沒有吩咐過說十一貢獻呢
[00:02:53.000 --> 00:02:56.000]  很多人想聽
[00:02:56.000 --> 00:03:00.000]  我可以說很大膽或者很有信心地告訴大家
[00:03:00.000 --> 00:03:04.000]  主耶穌是有吩咐過說十一貢獻的
[00:03:04.000 --> 00:03:09.000]  這個也是我今天要和大家去分享的
[00:03:09.000 --> 00:03:13.000]  當我們明白主耶穌是認同十一貢獻的時候
[00:03:13.000 --> 00:03:18.000]  我們自然就知道我們是要十一貢獻
[00:03:18.000 --> 00:03:25.000]  我們首先看看《馬太福音》二十章二十二節
[00:03:25.000 --> 00:03:35.000]  《馬太福音》二十章是《路加福音》二十章二十二節
[00:03:35.000 --> 00:03:42.000]  我們納粹給凱撒可以不可以
[00:03:42.000 --> 00:03:47.000]  大家有沒有想過為什麼要問一個這麼奇怪的問題
[00:03:47.000 --> 00:03:49.000]  這個問題看上去很簡單
[00:03:49.000 --> 00:03:52.000]  答案就是可以或者不可以
[00:03:52.000 --> 00:03:54.000]  yes or no的問題
[00:03:54.000 --> 00:03:57.000]  為什麼有什麼好問呢
[00:03:57.000 --> 00:04:00.000]  原來這個問題不是這麼簡單
[00:04:00.000 --> 00:04:04.000]  如果耶穌很簡單直接地答yes or no的話
[00:04:04.000 --> 00:04:12.000]  可以或者不可以都會有很嚴重的後果
[00:04:12.000 --> 00:04:20.000]  當時的猶太百姓很討厭向羅馬政府納粹
[00:04:20.000 --> 00:04:25.000]  因為那些稅吏得收稅的人
[00:04:25.000 --> 00:04:27.000]  他們濫收稅款
[00:04:27.000 --> 00:04:32.000]  以致納粹成為百姓的重擔
[00:04:32.000 --> 00:04:38.000]  所以如果耶穌說可以的時候
[00:04:38.000 --> 00:04:40.000]  那些百姓就會很反感
[00:04:40.000 --> 00:04:44.000]  會唾棄耶穌不理會
[00:04:44.000 --> 00:04:48.000]  但是如果耶穌說不可以
[00:04:48.000 --> 00:04:52.000]  旁邊那些白利塞人、希臘黨的人
[00:04:52.000 --> 00:04:55.000]  就會馬上出來捉拿耶穌
[00:04:55.000 --> 00:05:02.000]  告他反政府稅先到百姓納稅
[00:05:02.000 --> 00:05:04.000]  可以將他收監
[00:05:04.000 --> 00:05:10.000]  因此我們可以想像當時的氣氛是非常緊張
[00:05:10.000 --> 00:05:14.000]  也可以想像可能大家都是平息正氣
[00:05:14.000 --> 00:05:18.000]  去看看耶穌怎樣回答
[00:05:18.000 --> 00:05:20.000]  第23節
[00:05:20.000 --> 00:05:23.000]  耶穌當然很有智慧
[00:05:23.000 --> 00:05:25.000]  看得出他們的詭詐
[00:05:25.000 --> 00:05:27.000]  於是就對他們說
[00:05:27.000 --> 00:05:28.000]  第24節
[00:05:28.000 --> 00:05:30.000]  哪一個民前給我汗
[00:05:30.000 --> 00:05:32.000]  即是個遷徽
[00:05:32.000 --> 00:05:34.000]  遷徽上
[00:05:34.000 --> 00:05:38.000]  這一象何者好是誰呢
[00:05:38.000 --> 00:05:41.000]  第25節
[00:05:41.000 --> 00:05:43.000]  第24節
[00:05:43.000 --> 00:05:46.000]  當然那些人看都不用看
[00:05:46.000 --> 00:05:49.000]  自然知道是凱撒人
[00:05:49.000 --> 00:05:50.000]  第25節
[00:05:50.000 --> 00:05:57.000]  他就說這樣凱撒的物當歸給凱撒神的物當歸給神
[00:05:57.000 --> 00:05:59.000]  26節
[00:05:59.000 --> 00:06:02.000]  那些想告耶穌的人得不到把柄
[00:06:02.000 --> 00:06:06.000]  也很驚訝耶穌的回答
[00:06:06.000 --> 00:06:11.000]  我相信在這裡耶穌是認同要納稅的
