
[00:00:00.000 --> 00:00:02.600]  各位大英姐妹 早晨
[00:00:02.600 --> 00:00:05.100]  若翰一書 如果你記得之前我們也說過
[00:00:05.100 --> 00:00:06.900]  彼此相愛
[00:00:06.900 --> 00:00:10.200]  也有說過敵基督 是不是
[00:00:10.200 --> 00:00:12.600]  也說過住在神裡面
[00:00:12.600 --> 00:00:15.100]  神也住在我們裡面
[00:00:15.100 --> 00:00:17.700]  其實這三個主題我們之前也說過了
[00:00:17.700 --> 00:00:19.400]  都在我們今天這一段經文
[00:00:19.400 --> 00:00:23.200]  若翰一書四章一至二十一節再出現
[00:00:23.200 --> 00:00:26.300]  今天我們求神幫助我們藉著這段經文
[00:00:26.300 --> 00:00:29.400]  去怎麼樣 特別在我們現在這個世代裡面
[00:00:29.400 --> 00:00:31.400]  我們能夠靠著神的話
[00:00:31.400 --> 00:00:33.100]  彼此相愛 去愛
[00:00:33.100 --> 00:00:35.900]  和去活出基督徒的樣式
[00:00:35.900 --> 00:00:41.000]  所以今天的題目是「亂世而唔真」
[00:00:41.000 --> 00:00:44.500]  我相信大家都玩過一個遊戲叫做「老師話」
[00:00:44.500 --> 00:00:48.000]  老師話在我們前幾個禮拜戶外崇拜
[00:00:48.000 --> 00:00:50.900]  弟兄姊妹大過我們玩過這個老師話
[00:00:50.900 --> 00:00:53.200]  主持人會有很多不同的指令
[00:00:53.200 --> 00:00:55.900]  但是一個很重要的指令就是
[00:00:55.900 --> 00:00:58.400]  當你聽到老師話
[00:00:58.400 --> 00:01:01.000]  你就先要跟著那個指令去做
[00:01:01.000 --> 00:01:04.400]  如果那句話沒有老師話的話
[00:01:04.400 --> 00:01:08.700]  參加者跟著那個指令去做就是輸了
[00:01:08.700 --> 00:01:10.900]  這個遊戲很簡單吧
[00:01:10.900 --> 00:01:13.000]  所以小朋友
[00:01:13.000 --> 00:01:18.100]  即使是很小的小朋友都可以一起玩
[00:01:18.100 --> 00:01:20.200]  這個遊戲非常簡單
[00:01:20.200 --> 00:01:24.400]  只要你很專心聽清楚指示
[00:01:24.400 --> 00:01:26.700]  這樣就可以了
[00:01:26.700 --> 00:01:27.900]  但是這個遊戲很簡單
[00:01:27.900 --> 00:01:30.400]  有時候我們都會輸的
[00:01:30.400 --> 00:01:32.600]  經常都會失敗的
[00:01:32.600 --> 00:01:34.200]  為什麼呢?
[00:01:34.200 --> 00:01:36.600]  就因為太簡單了
[00:01:36.600 --> 00:01:40.200]  太簡單我們輕視了這個遊戲
[00:01:40.200 --> 00:01:42.200]  有時候以為自己聽到
[00:01:42.200 --> 00:01:45.400]  但原來聽不到或者聽錯了
