
[00:00:00.000 --> 00:00:07.040]  好 今天講題是在黑暗世代的學習和對壘
[00:00:07.040 --> 00:00:09.880]  很多時候我們很怕對壘
[00:00:09.880 --> 00:00:11.720]  或者很怕對質
[00:00:11.720 --> 00:00:15.000]  又或者很怕對抗等等
[00:00:15.000 --> 00:00:18.240]  當然我們對壘或者對質等等
[00:00:18.240 --> 00:00:19.760]  都有兩方面
[00:00:19.760 --> 00:00:22.680]  一方面可能是Destructive 傷害性
[00:00:22.680 --> 00:00:26.280]  另一方面是建設性
[00:00:26.280 --> 00:00:27.920]  什麼是傷害性呢
[00:00:27.920 --> 00:00:31.280]  如果我們抱住了心態就是告訴你
[00:00:31.280 --> 00:00:32.640]  我是裁判
[00:00:32.640 --> 00:00:34.400]  是告訴你結果
[00:00:34.400 --> 00:00:35.400]  不是談的
[00:00:35.400 --> 00:00:37.840]  不去商討 不去討論
[00:00:37.840 --> 00:00:40.360]  往往帶來很大的傷害性
[00:00:40.360 --> 00:00:42.800]  因為一方覺得它全對的
[00:00:42.800 --> 00:00:45.640]  又或者建設性是什麼呢
[00:00:45.640 --> 00:00:47.560]  就是如果我們好好討論
[00:00:47.560 --> 00:00:49.280]  好好明白那件事
[00:00:49.280 --> 00:00:52.680]  互相的交流就帶來一些很不同的結果
[00:00:52.680 --> 00:00:54.240]  有一個作者
[00:00:54.240 --> 00:00:57.120]  back seller author 叫做 Jacob Morgan
[00:00:57.120 --> 00:00:58.960]  有一篇文章我覺得挺好
[00:00:58.960 --> 00:01:02.840]  也相當符合聖經的原則
[00:01:02.840 --> 00:01:03.960]  我抽了幾個來講
[00:01:03.960 --> 00:01:05.600]  有些是技巧
[00:01:05.600 --> 00:01:08.440]  是建設性的confrontation
[00:01:08.440 --> 00:01:09.520]  對質 對抗
[00:01:09.520 --> 00:01:11.520]  怎樣才會帶來好的結果呢
[00:01:11.520 --> 00:01:14.960]  例如我們要私下進行
[00:01:14.960 --> 00:01:16.320]  不要公開進行
[00:01:16.320 --> 00:01:17.920]  讓他們可以討論
[00:01:17.920 --> 00:01:20.000]  去到結果才公佈
[00:01:20.000 --> 00:01:21.320]  又或者盡快去做
[00:01:21.320 --> 00:01:22.920]  不要放在內心
[00:01:22.920 --> 00:01:24.560]  不然會累積
[00:01:24.560 --> 00:01:25.680]  去到某個位置
[00:01:25.680 --> 00:01:26.920]  一個大爆炸
[00:01:26.920 --> 00:01:28.080]  就一發包就收拾了
[00:01:28.080 --> 00:01:31.400]  又或者每次只談一個問題
[00:01:31.400 --> 00:01:33.160]  太多問題處理不了的
[00:01:33.160 --> 00:01:35.400]  又或者這麼說
[00:01:35.400 --> 00:01:37.560]  他說每一次你表達一個觀點
[00:01:37.560 --> 00:01:39.760]  不要繼續重複
[00:01:39.760 --> 00:01:41.120]  每天提十次
[00:01:41.120 --> 00:01:42.440]  十天提一百次
[00:01:42.440 --> 00:01:43.600]  講來講去很倒楣
[00:01:43.600 --> 00:01:44.680]  沒用的
[00:01:44.680 --> 00:01:47.200]  處理那個一步一步來
[00:01:47.200 --> 00:01:48.560]  接著呢
[00:01:48.560 --> 00:01:53.760]  就是處理一個可以改變的行為
[00:01:53.760 --> 00:01:56.600]  讓那件事真的可以進入解決狀況
[00:01:56.600 --> 00:01:58.160]  不要膠著的狀況
[00:01:58.160 --> 00:02:01.040]  我覺得是相當好的智慧
[00:02:01.040 --> 00:02:02.880]  我們在神道叫common grace
[00:02:02.880 --> 00:02:04.280]  每人神拜內心
[00:02:04.280 --> 00:02:06.320]  都有很重要的智慧去學習
[00:02:06.320 --> 00:02:07.960]  當然這是外面的行為
[00:02:07.960 --> 00:02:13.040]  我們內心應該又帶著什麼的心態呢
[00:02:13.040 --> 00:02:15.080]  我覺得更加重要
[00:02:15.080 --> 00:02:17.560]  當然我很喜歡我師父這本書
[00:02:17.560 --> 00:02:19.600]  叫Caring enough to confront
[00:02:19.600 --> 00:02:20.880]  因為對質的時候
[00:02:20.880 --> 00:02:22.720]  你要關心對質
[00:02:22.720 --> 00:02:24.040]  你真的為他好
[00:02:24.040 --> 00:02:26.200]  裡面提到其中一段
[00:02:26.200 --> 00:02:26.880]  原來我也很喜歡
[00:02:26.880 --> 00:02:28.000]  我翻譯了中文
[00:02:28.000 --> 00:02:29.360]  他說我愛你
[00:02:29.360 --> 00:02:31.280]  就是說原來對質的內容是
[00:02:31.280 --> 00:02:32.040]  愛你
[00:02:32.040 --> 00:02:33.000]  不是想你死
[00:02:33.000 --> 00:02:35.240]  不是裁判等等
[00:02:35.240 --> 00:02:36.920]  如果我愛你
[00:02:36.920 --> 00:02:39.000]  我就要告訴你真相
[00:02:39.000 --> 00:02:40.480]  如果我告訴你真相呢
[00:02:40.480 --> 00:02:42.080]  我希望你聽到我的愛
[00:02:42.080 --> 00:02:43.800]  不是聽到我其他的東西
[00:02:43.800 --> 00:02:45.800]  在譴責
[00:02:45.800 --> 00:02:46.920]  指責裡面有愛
[00:02:46.920 --> 00:02:48.640]  在愛裡面有譴責
[00:02:48.640 --> 00:02:50.520]  讓整個過程都繼續前行
[00:02:50.520 --> 00:02:53.280]  會否在我的真相裡面聽到愛
[00:02:53.280 --> 00:02:54.280]  不過很有趣
[00:02:54.280 --> 00:02:56.320]  裡面這個題不單止是一方面
[00:02:56.320 --> 00:02:59.880]  另一方面同時發生就是
[00:02:59.880 --> 00:03:03.120]  對方都想聽到對方的層面
[00:03:03.120 --> 00:03:04.920]  我也想要你的愛
[00:03:04.920 --> 00:03:06.640]  我也想要你的真相
[00:03:06.640 --> 00:03:08.880]  我也想要你愛我
[00:03:08.880 --> 00:03:12.280]  愛到願意告訴我內容
[00:03:12.280 --> 00:03:13.400]  很不同的
[00:03:13.400 --> 00:03:16.080]  兩方面可以一起傾談
[00:03:16.080 --> 00:03:18.280]  很不同的結果
[00:03:18.280 --> 00:03:21.920]  當然待會我這邊也會有很多這類的內容
[00:03:21.920 --> 00:03:23.720]  但是有時候我們知道
[00:03:23.720 --> 00:03:26.280]  我們用了這些內容慢慢走
[00:03:26.280 --> 00:03:28.760]  在一些極端的情況
[00:03:28.760 --> 00:03:30.360]  有時候都沒有結果
[00:03:30.360 --> 00:03:32.920]  或者極端的邪惡裡面
[00:03:32.920 --> 00:03:34.440]  極端的困境都未必有
[00:03:34.440 --> 00:03:36.400]  不過不是等於我們不去嘗試
[00:03:36.400 --> 00:03:39.000]  因為的確這些帶來了很多好的結果
[00:03:39.000 --> 00:03:40.840]  今天說的對壘
[00:03:40.840 --> 00:03:43.840]  承接上個星期梁牧師提到
[00:03:43.840 --> 00:03:47.080]  是以利亞
[00:03:47.080 --> 00:03:48.040]  以及阿哈
[00:03:48.040 --> 00:03:51.320]  阿哈是以色列北國的王
[00:03:51.320 --> 00:03:54.160]  當時犯了很大的罪
[00:03:54.160 --> 00:03:55.360]  不僅如此
[00:03:55.360 --> 00:03:57.360]  他們的對壘
[00:03:57.360 --> 00:04:00.760]  其實是在代表先知的對壘
[00:04:00.760 --> 00:04:07.720]  即是代表那個信的神子的發言人的對壘
[00:04:07.720 --> 00:04:09.360]  所以今天我們提到以利亞
[00:04:09.360 --> 00:04:11.400]  是耶和華神的先知
[00:04:11.400 --> 00:04:13.360]  巴力的先知的對壘
[00:04:13.360 --> 00:04:15.720]  當然也都是代表背後
[00:04:15.720 --> 00:04:16.840]  耶和華和巴力
[00:04:16.840 --> 00:04:18.800]  或者背後的理念信念
[00:04:18.800 --> 00:04:20.600]  背後的ideology
[00:04:20.600 --> 00:04:21.880]  背後的價值觀
[00:04:21.880 --> 00:04:23.720]  裡面的對壘
[00:04:23.720 --> 00:04:25.840]  而今天我們將會看到
[00:04:25.840 --> 00:04:31.000]  究竟誰才是掌權的神
[00:04:31.000 --> 00:04:36.840]  今天我會從三個角色學習三個功課
[00:04:36.840 --> 00:04:37.800]  三個角色
[00:04:37.800 --> 00:04:38.920]  不同的角色
[00:04:38.920 --> 00:04:40.200]  很感謝查查
[00:04:40.200 --> 00:04:42.200]  經常幫我做一些很好的power point
[00:04:42.200 --> 00:04:44.840]  這三個角色
[00:04:44.840 --> 00:04:45.320]  很有趣
[00:04:45.320 --> 00:04:47.400]  其實好像是一樣樣的
[00:04:47.400 --> 00:04:49.000]  除了髮型和眼鏡
[00:04:49.000 --> 00:04:50.760]  當然我們一會兒看下去
[00:04:50.760 --> 00:04:52.440]  裡面真的有三個不同的角色
[00:04:52.440 --> 00:04:54.840]  很有趣
[00:04:54.840 --> 00:04:56.200]  但是慢慢地看下去
[00:04:56.200 --> 00:04:57.640]  你會發現第十八章
[00:04:57.640 --> 00:05:01.960]  會帶到你一個非常血腥的場面
[00:05:01.960 --> 00:05:03.160]  究竟我們今天怎樣運用
[00:05:03.160 --> 00:05:04.040]  怎樣去學習呢
[00:05:04.040 --> 00:05:07.680]  我們立刻看一看十八章的背景
[00:05:07.680 --> 00:05:09.960]  上星期林牧師說到
[00:05:09.960 --> 00:05:14.120]  因為阿哈做了的邪惡
[00:05:14.120 --> 00:05:17.320]  所以神就要懲罰他們沒有下雨
[00:05:17.320 --> 00:05:18.760]  好了 到十八章是這樣說的
[00:05:18.760 --> 00:05:19.560]  我們就讀
[00:05:19.560 --> 00:05:20.520]  一二三
[00:05:20.520 --> 00:05:23.480]  過了許久到第三年
[00:05:23.480 --> 00:05:26.600]  耶和華的話臨到以利亞說
[00:05:26.600 --> 00:05:29.320]  你去使那哈得見你
[00:05:29.320 --> 00:05:31.480]  不要過雨在地上
[00:05:31.480 --> 00:05:32.920]  以利亞走去
[00:05:32.920 --> 00:05:35.080]  要使那哈得見哈
[00:05:35.080 --> 00:05:37.960]  那時撒馬里亞有大饑荒
[00:05:37.960 --> 00:05:39.800]  有大饑荒
[00:05:39.800 --> 00:05:41.480]  三年了
[00:05:41.480 --> 00:05:44.840]  耶和華現在差遣以利亞去見哈
[00:05:44.840 --> 00:05:46.600]  這是一個很危險的事
[00:05:46.600 --> 00:05:48.440]  阿哈就很穩妥的
