
[00:00:00.000 --> 00:00:05.000]  上一回主席跟我們說過有兩個人物
[00:00:05.000 --> 00:00:08.900]  印象很深刻的就是三毛和恆林梓
[00:00:08.900 --> 00:00:12.500]  最主要就是釋放生命潛能的要訣
[00:00:12.500 --> 00:00:15.300]  就是我們一種生命的態度
[00:00:15.300 --> 00:00:19.900]  恆林梓他不是因為自己淚風濕關節炎
[00:00:19.900 --> 00:00:26.800]  就對自己的人生很悲觀
[00:00:26.800 --> 00:00:30.100]  反之而是他的老友三毛看到他這麼慘
[00:00:30.100 --> 00:00:32.800]  求上帝接他走
[00:00:32.800 --> 00:00:34.100]  但是恆林梓就說
[00:00:34.100 --> 00:00:35.800]  「站住!」
[00:00:35.800 --> 00:00:39.300]  「你為什麼不相信上帝可以賜福我這個殘軀」
[00:00:39.300 --> 00:00:41.600]  「可以祝福更多人呢?」
[00:00:41.600 --> 00:00:45.500]  到後來三毛四十多歲的時候就自殺死
[00:00:45.500 --> 00:00:47.500]  在醫院裡自殺死
[00:00:47.500 --> 00:00:48.900]  他並沒有病痛
[00:00:48.900 --> 00:00:50.700]  他只是人生不開心
[00:00:50.700 --> 00:00:53.900]  他心外的老公潛水死了
[00:00:53.900 --> 00:00:55.500]  當他死了之後
[00:00:55.500 --> 00:00:59.700]  他這個老友恆林梓就將一個簡單的評語
[00:00:59.700 --> 00:01:02.400]  在他的傳記裡面寫下
[00:01:02.400 --> 00:01:04.100]  他說他的老友死了
[00:01:04.100 --> 00:01:06.200]  是因為他看到人世間的悲滄
[00:01:06.200 --> 00:01:09.300]  而見不到上帝對人的憐憫
[00:01:09.300 --> 00:01:17.000]  這很常我們被痛苦抓住
[00:01:17.000 --> 00:01:20.000]  被人生的挫敗覆蓋成一種心態
[00:01:20.000 --> 00:01:24.600]  現在說下集了
[00:01:24.600 --> 00:01:26.900]  我們今天的powerpoint會完整一點
[00:01:26.900 --> 00:01:30.400]  所以你看那邊多一個望望就對了
[00:01:30.400 --> 00:01:32.100]  聽聞已經讀了
[00:01:32.100 --> 00:01:33.000]  再看下一個
[00:01:33.000 --> 00:01:35.300]  匈牙利那裡
[00:01:35.300 --> 00:01:39.100]  上一頁
[00:01:39.100 --> 00:01:41.700]  匈牙利有一位貴族女士
[00:01:41.700 --> 00:01:45.400]  她自小就接受一些很貴族的訓練
[00:01:45.400 --> 00:01:47.600]  貴族訓練是一種很獨特的訓練
[00:01:47.600 --> 00:01:49.100]  她跳舞跳華爾滋
[00:01:49.100 --> 00:01:50.300]  不跳普通的舞
[00:01:50.300 --> 00:01:51.500]  什麼七斤鬚那些
[00:01:51.500 --> 00:01:53.600]  完全不適得提的
[00:01:53.600 --> 00:01:56.500]  所以她就受一些尊貴貴族的訓練
[00:01:56.500 --> 00:01:59.100]  但她的人生是為了追求擁有
[00:01:59.100 --> 00:02:00.500]  追求享樂
[00:02:00.500 --> 00:02:01.800]  在十八歲的時候
[00:02:01.800 --> 00:02:03.200]  去到維也納讀書
[00:02:03.200 --> 00:02:06.700]  就認識了一個平民的醫生
[00:02:06.700 --> 00:02:07.600]  然後她私奔了
[00:02:07.600 --> 00:02:09.600]  一年之後和丈夫離婚
[00:02:09.600 --> 00:02:12.800]  她再回到維也納的時候
[00:02:12.800 --> 00:02:15.100]  和一位導演談戀愛
[00:02:15.100 --> 00:02:16.200]  後來沒多久
[00:02:16.200 --> 00:02:17.500]  和這個導演結了婚之後
[00:02:17.500 --> 00:02:21.000]  婚後就飛到美國的荷里活發展
[00:02:21.000 --> 00:02:25.700]  在那種充滿了試探迷引誘燈紅走綠的生活之下
[00:02:25.700 --> 00:02:28.300]  她沉迷在酒色才氣裡面
[00:02:28.300 --> 00:02:30.100]  一直墮落犯罪
[00:02:30.100 --> 00:02:31.700]  後來丈夫和她離了婚
[00:02:31.700 --> 00:02:34.800]  她回到歐洲的巴黎
[00:02:34.800 --> 00:02:37.800]  她仍然去享受社交那種生活
[00:02:37.800 --> 00:02:40.500]  尋求一種繁華和富足
[00:02:40.500 --> 00:02:42.400]  但她的心靈就越來越空虛
[00:02:42.400 --> 00:02:44.200]  甚至痛苦
[00:02:44.200 --> 00:02:45.800]  因為已經太多這些經歷
[00:02:45.800 --> 00:02:47.900]  她得不到滿足
[00:02:47.900 --> 00:02:50.100]  她偶然在報紙裡面發現
[00:02:50.100 --> 00:02:52.100]  有一個史懷哲醫生
[00:02:52.100 --> 00:02:54.100]  他不用他的醫學賺錢
[00:02:54.100 --> 00:02:57.500]  跑去非洲服侍一些貧困的病人
[00:02:57.500 --> 00:03:02.200]  於是他就去找他
[00:03:02.200 --> 00:03:05.300]  私底下扣他門
[00:03:05.300 --> 00:03:07.000]  和他分享
[00:03:07.000 --> 00:03:08.400]  到史懷哲醫生要走的時候
[00:03:08.400 --> 00:03:09.300]  他主動跟他說
[00:03:09.300 --> 00:03:14.000]  可不可以跟著你去非洲服侍貧困的人
[00:03:14.000 --> 00:03:16.400]  史懷哲醫生答應了他
[00:03:16.400 --> 00:03:18.000]  所以當他去了之後
[00:03:18.000 --> 00:03:20.200]  他以往過的貴族生活
[00:03:20.200 --> 00:03:22.300]  突然之間完全的轉變
[00:03:22.300 --> 00:03:26.000]  他在一些很貧困、很落後、很偏逼的地方
[00:03:26.000 --> 00:03:28.100]  和病人包集
[00:03:28.100 --> 00:03:29.600]  小朋友洗澡
[00:03:29.600 --> 00:03:33.400]  為麻瘋病人進食
[00:03:33.400 --> 00:03:34.600]  在他臨死之前
[00:03:34.600 --> 00:03:36.700]  他寫了一本書名叫做
[00:03:36.700 --> 00:03:44.400]  《我以前曾經追求要得著的一切》
[00:03:44.400 --> 00:03:47.900]  他以前希望追求這個世界裡吸引人的東西
[00:03:47.900 --> 00:03:53.500]  繁華、榮譽、掌聲、祝勇、享受
[00:03:53.500 --> 00:03:55.100]  但是他人生下半場的時候
[00:03:55.100 --> 00:03:57.500]  他發覺會越來越痛苦
[00:03:57.500 --> 00:03:58.600]  不斷去尋求這東西
[00:03:58.600 --> 00:04:02.100]  原來填補不了他心靈的空虛
[00:04:02.100 --> 00:04:04.400]  最後他反而是放下這一切
[00:04:04.400 --> 00:04:05.900]  去到非洲這個地方
[00:04:05.900 --> 00:04:10.000]  他反而是找到生命的意義和光輝
[00:04:10.000 --> 00:04:11.800]  所以生命的意義不在乎長短
[00:04:11.800 --> 00:04:13.700]  不是在乎你擁有
[00:04:13.700 --> 00:04:14.900]  是在乎你找到什麼
[00:04:14.900 --> 00:04:19.100]  在心靈裡面是高層次的意義
[00:04:19.100 --> 00:04:22.100]  我是在用高層次的意義
[00:04:22.100 --> 00:04:23.700]  一會兒我會慢慢去注釋
[00:04:23.700 --> 00:04:25.800]  和去碰觸你的心靈
[00:04:25.800 --> 00:04:30.100]  令你去寫適合你自己的人生故事和目的
[00:04:30.100 --> 00:04:33.800]  好了,我們去跳
[00:04:33.800 --> 00:04:38.700]  由於上一集有些內容已經放在我們的網頁裡面
[00:04:38.700 --> 00:04:41.800]  我們一講就不會去講上一集的東西
[00:04:41.800 --> 00:04:43.200]  去回第一個分題
[00:04:43.200 --> 00:04:47.400]  得著生命的要訣,上一次講過
[00:04:47.400 --> 00:04:49.200]  生命本身,我用了一個墨紙
[00:04:49.200 --> 00:04:53.200]  耶穌用了一個墨紙來比喻自己的生命
[00:04:53.200 --> 00:04:56.300]  由放在地下裡面,破殼而出
[00:04:56.300 --> 00:05:00.200]  死了,卻是用另一種形態來生存
[00:05:00.200 --> 00:05:04.400]  茁壯,完成了一個墨紙本身的一個循環
[00:05:04.400 --> 00:05:07.100]  結算墨水
[00:05:07.100 --> 00:05:09.900]  接著到墨水,又再落地
[00:05:09.900 --> 00:05:13.500]  又再被侵蝕,又再種植破殼而出
[00:05:13.500 --> 00:05:18.200]  這個是生命本身有的活潑,生命的形態
[00:05:18.200 --> 00:05:21.800]  但曲線的生存就是我們吃了它
[00:05:21.800 --> 00:05:24.600]  我們生存,我們吃了它
[00:05:24.600 --> 00:05:27.100]  它就死了,但它的死法是不會再生的
[00:05:27.100 --> 00:05:32.100]  但在我們的生命裡面,它令到我們再生
[00:05:32.100 --> 00:05:34.600]  這就是曲線存在
[00:05:34.600 --> 00:05:36.700]  上帝是最後才創造人
[00:05:36.700 --> 00:05:40.600]  人之前創造一切的蔬菜果實
[00:05:40.600 --> 00:05:44.200]  就是要養活我們,供養我們
[00:05:44.200 --> 00:05:46.700]  好了,犧牲了這些生命供養了我們
[00:05:46.700 --> 00:05:49.300]  我們又怎樣生存呢?
[00:05:49.300 --> 00:05:52.000]  我們有沒有對這些生命有一個責任呢?
