
[00:00:00.000 --> 00:00:05.600]  感謝主讓我們有機會一齊來思想上帝的說話
[00:00:05.600 --> 00:00:08.300]  讓我們先低頭祈禱
[00:00:08.300 --> 00:00:12.200]  感謝主的恩典
[00:00:12.200 --> 00:00:16.300]  讓我們在主日的清晨可以一同來敬拜祢
[00:00:16.300 --> 00:00:18.300]  可以思想祢的話語
[00:00:18.300 --> 00:00:20.300]  求聖靈幫助我們
[00:00:20.300 --> 00:00:24.600]  能夠好好的學習思想祢的說話
[00:00:24.600 --> 00:00:29.700]  並且幫助我們在日常生活當中實踐主的教訓
[00:00:30.000 --> 00:00:33.300]  奉主耶穌基督的名祈禱 阿們
[00:00:33.300 --> 00:00:40.000]  受苦 我相信沒有人會喜歡的
[00:00:40.000 --> 00:00:46.600]  但是人生在世 也都一定會受苦的
[00:00:46.600 --> 00:00:49.400]  苦從何來呢?
[00:00:49.400 --> 00:00:53.000]  佛教的說法就是說
[00:00:53.000 --> 00:00:57.600]  苦是從人內心的貪愛而來
[00:00:58.600 --> 00:01:03.400]  由於我們貪愛一些人或物而產生了煩惱
[00:01:03.400 --> 00:01:08.000]  因此就導致了有痛苦
[00:01:08.000 --> 00:01:11.200]  要消滅這些痛苦
[00:01:11.200 --> 00:01:17.200]  就要靠自己去消滅心中的貪愛
[00:01:17.200 --> 00:01:25.800]  基督教相信苦的來源是由於人犯了罪
[00:01:26.600 --> 00:01:30.500]  得罪上帝而被上帝懲罰
[00:01:30.500 --> 00:01:32.500]  因而受苦
[00:01:32.500 --> 00:01:37.000]  不過要解決人生的苦
[00:01:37.000 --> 00:01:41.000]  就不是要人去解決自己的罪
[00:01:41.000 --> 00:01:48.000]  而是上帝派了他的僕人耶穌基督來到世上
[00:01:48.000 --> 00:01:51.000]  受最大的痛苦
[00:01:51.000 --> 00:01:54.500]  讓所有願意跟隨耶穌的人
[00:01:54.500 --> 00:01:58.900]  可以重建跟上帝的關係
[00:01:58.900 --> 00:02:02.400]  還可以有一個豐富的人生
[00:02:02.400 --> 00:02:04.400]  幸福的人生
[00:02:04.400 --> 00:02:07.400]  更加會得到榮生
[00:02:07.400 --> 00:02:14.400]  今天我們讀的耳塞書52至53章的經文
[00:02:14.400 --> 00:02:21.400]  是有關上帝那位特別選擇的僕人的預言
[00:02:22.400 --> 00:02:28.400]  這個預言大概在主耶穌出世前幾百年就寫成了
[00:02:28.400 --> 00:02:32.400]  而我們可以從福音書的記載
[00:02:32.400 --> 00:02:36.400]  發現耶穌的生與死
[00:02:36.400 --> 00:02:41.400]  竟然非常準確地應驗了先知的預言
[00:02:41.400 --> 00:02:45.400]  可能有人說:預言應驗有什麼了不起的?
[00:02:45.400 --> 00:02:48.400]  有什麼這麼厲害的?
[00:02:48.400 --> 00:02:53.400]  了不起的地方就是在人類的歷史當中
[00:02:53.400 --> 00:02:56.400]  從來沒有一個人在出生之前
[00:02:56.400 --> 00:03:00.400]  已經有他生平的預言
[00:03:00.400 --> 00:03:03.400]  請問在座中有沒有人在出生之前
[00:03:03.400 --> 00:03:07.400]  一百年或者三十年前就有預言
[00:03:07.400 --> 00:03:10.400]  並且是應驗的呢?
[00:03:10.400 --> 00:03:15.400]  而舊約聖經竟然有超過五十個以上
[00:03:15.400 --> 00:03:17.400]  有關耶穌的預言
[00:03:17.400 --> 00:03:21.400]  都是應驗了在耶穌身上
[00:03:21.400 --> 00:03:26.400]  這就證明有一位超越時間的上帝存在
[00:03:26.400 --> 00:03:30.400]  啟示了先知寫下這些預言
[00:03:30.400 --> 00:03:33.400]  同時耶穌應驗了預言
[00:03:33.400 --> 00:03:37.400]  就證明祂不是一個普通人
[00:03:37.400 --> 00:03:42.400]  真是上帝預言中那位上帝的僕人
[00:03:42.400 --> 00:03:49.400]  今天我想從爾賽亞書的預言和福音書的記載
[00:03:49.400 --> 00:03:54.400]  來看耶穌是怎樣應驗了預言的
[00:03:54.400 --> 00:03:59.400]  我們先看爾賽亞書第五十三章第二節
[00:03:59.400 --> 00:04:16.400]  他在耶華面前生長如嫩芽,橡根出於乾地。他無階型美容,使我們注視他,也無美貌,使我們仰慕他。
[00:04:16.400 --> 00:04:20.400]  耶穌基督在世上的時候是很平凡的
[00:04:20.400 --> 00:04:25.400]  在馬達福音記載到耶穌在祂的原生地
[00:04:25.400 --> 00:04:29.400]  那撒勒的人是看不起的
[00:04:29.400 --> 00:04:31.400]  他們這樣說
[00:04:31.400 --> 00:04:37.400]  這人哪來這樣的智慧和異能呢?這不是那木匠的兒子嗎?
[00:04:37.400 --> 00:04:39.400]  他母親不是叫瑪利亞嗎?
[00:04:39.400 --> 00:04:43.400]  他兄弟們不是叫牙國約翰西門猶大嗎?
[00:04:43.400 --> 00:04:46.400]  他姐妹們不是也都在我們這裡嗎?
[00:04:46.400 --> 00:04:50.400]  他這一切是從哪裡來的呢?
[00:04:50.400 --> 00:04:55.400]  他們就厭棄他
[00:04:55.400 --> 00:04:57.400]  在以色列的歷史中
[00:04:57.400 --> 00:05:00.400]  第一位的皇帝叫蘇羅
[00:05:00.400 --> 00:05:04.400]  聖經形容他是柔健壯、柔英俊
[00:05:04.400 --> 00:05:09.400]  在以色列人中沒有一個可以與他相比
[00:05:09.400 --> 00:05:13.400]  他比眾百姓高出一個頭
[00:05:13.400 --> 00:05:17.400]  這是根據《撒慕爾記》上九章二字的形容
[00:05:17.400 --> 00:05:20.400]  用今天的話來說
[00:05:20.400 --> 00:05:26.400]  這位蘇羅真是高大威猛的帥哥
[00:05:26.400 --> 00:05:30.400]  而耶穌肉身的祖先也不是差很遠
[00:05:30.400 --> 00:05:32.400]  大位也很英俊
[00:05:32.400 --> 00:05:35.400]  在《撒慕爾記》上十六章十二字說
[00:05:35.400 --> 00:05:37.400]  他面色紅潤
[00:05:37.400 --> 00:05:39.400]  雙目清瘦
[00:05:39.400 --> 00:05:42.400]  容貌俊美
[00:05:42.400 --> 00:05:45.400]  也是一位帥哥
[00:05:45.400 --> 00:05:47.400]  不過耶穌就不同
[00:05:47.400 --> 00:05:50.400]  他的外表很平凡
[00:05:50.400 --> 00:05:53.400]  一點也不吸引人
[00:05:53.400 --> 00:05:59.400]  新約聖經從來沒有用英俊去形容耶穌
[00:05:59.400 --> 00:06:01.400]  但在福音書中
[00:06:01.400 --> 00:06:05.400]  我們看到有一大群人跟隨耶穌
[00:06:05.400 --> 00:06:08.400]  他們不是被他的外表吸引
[00:06:08.400 --> 00:06:13.400]  而是被他的講話和行神蹟的能力吸引
[00:06:13.400 --> 00:06:16.400]  我們再看
[00:06:16.400 --> 00:06:19.400]  以上宣五十三章三節
[00:06:19.400 --> 00:06:23.400]  「他被藐視,被人棄絕」
[00:06:23.400 --> 00:06:26.400]  被人棄絕其實有三方面
[00:06:26.400 --> 00:06:28.400]  有三類人都棄絕他
[00:06:28.400 --> 00:06:30.400]  首先是他的門徒
[00:06:30.400 --> 00:06:35.400]  我們知道耶穌被他一位門徒尤大出賣
[00:06:35.400 --> 00:06:38.400]  其他門徒又如何?
[00:06:38.400 --> 00:06:41.400]  其實在耶穌被捕之後
[00:06:41.400 --> 00:06:45.400]  所有的門徒都離開了他
[00:06:45.400 --> 00:06:48.400]  連他最有趣的弟子彼得
[00:06:48.400 --> 00:06:51.400]  在大濟師父的外院裏
[00:06:51.400 --> 00:06:53.400]  三次都跟人說
[00:06:53.400 --> 00:06:59.400]  「我不認識他,你搞錯了,我不認識這個人」
[00:06:59.400 --> 00:07:01.400]  第二方面的棄絕
[00:07:01.400 --> 00:07:04.400]  是被猶太人的領袖棄絕
[00:07:04.400 --> 00:07:07.400]  他們一定要耶穌死
[00:07:07.400 --> 00:07:10.400]  他們不能夠容忍耶穌
[00:07:10.400 --> 00:07:14.400]  在《讓福音》十一章四十九至五十字說
[00:07:14.400 --> 00:07:17.400]  「你們什麼都不知道,也不想想
[00:07:17.400 --> 00:07:22.400]  一個人替百姓死,免得整個民族滅亡
[00:07:22.400 --> 00:07:25.400]  這對你們是有利的」
[00:07:25.400 --> 00:07:28.400]  這句說話是出於當時大濟師的口
[00:07:28.400 --> 00:07:31.400]  第三方面的棄絕
[00:07:31.400 --> 00:07:34.400]  是被群眾的棄絕
[00:07:34.400 --> 00:07:37.400]  本來羅馬的總督比拉多
[00:07:37.400 --> 00:07:40.400]  是不想殺耶穌的
[00:07:40.400 --> 00:07:44.400]  但群眾在濟師的慫恿下
[00:07:44.400 --> 00:07:47.400]  就一定要耶穌死
[00:07:47.400 --> 00:07:51.400]  《路加福音》二十三章二十至二十一字說
[00:07:51.400 --> 00:07:54.400]  比拉多願意釋放耶穌
[00:07:54.400 --> 00:07:57.400]  再次對他們說
[00:07:57.400 --> 00:08:02.400]  「無奈他們喊著說
[00:08:02.400 --> 00:08:07.400]  巴他釘十字架!巴他釘十字架!」
[00:08:07.400 --> 00:08:11.400]  比拉多受不住群眾的壓力
[00:08:11.400 --> 00:08:16.400]  最後才將耶穌釘十字架
[00:08:16.400 --> 00:08:19.400]  釘死在十字架上
[00:08:19.400 --> 00:08:21.400]  是一種最殘酷的死刑
[00:08:21.400 --> 00:08:27.400]  是羅馬人用來殺死犯了很重罪的犯人
[00:08:27.400 --> 00:08:33.400]  並且那位犯人不可以是羅馬公民
[00:08:33.400 --> 00:08:36.400]  假如一個人是羅馬公民
[00:08:36.400 --> 00:08:38.400]  他即使犯了很大的罪
[00:08:38.400 --> 00:08:40.400]  叛國罪、死罪
[00:08:40.400 --> 00:08:42.400]  可以殺頭
[00:08:42.400 --> 00:08:46.400]  但不可以被釘在十字架上
[00:08:46.400 --> 00:08:49.400]  耶穌當然不是羅馬公民
[00:08:49.400 --> 00:08:55.400]  他真是被藐視、被人棄絕
[00:08:55.400 --> 00:08:59.400]  我們再看 2蔡信用13章5節
[00:08:59.400 --> 00:09:05.400]  「他為我們過犯受害,為我們的罪孽被壓傷」
[00:09:05.400 --> 00:09:09.400]  這裡提到耶穌是為我們的罪惡被打
[00:09:09.400 --> 00:09:15.400]  換句話說,耶穌受害不是由於自己的罪惡
[00:09:15.400 --> 00:09:17.400]  是不是真的?
[00:09:17.400 --> 00:09:20.400]  我們看看羅馬官員怎麼說
[00:09:20.400 --> 00:09:24.400]  在《路加福音》23章14至15節
[00:09:24.400 --> 00:09:28.400]  「比拉多說:我在你們面前審問他
[00:09:28.400 --> 00:09:35.400]  卻查不出他犯過你們所控告的任何罪狀
[00:09:35.400 --> 00:09:40.400]  連希律也查不出他有罪」
[00:09:40.400 --> 00:09:47.400]  這裡我們可以看到兩位羅馬官員都審問過耶穌
[00:09:47.400 --> 00:09:53.400]  而且比拉多的審問是公開在猶太人面前審的
[00:09:53.400 --> 00:09:58.400]  都查不出耶穌有什麼該死的罪
[00:09:58.400 --> 00:10:00.400]  但他仍然鞭打耶穌
[00:10:00.400 --> 00:10:03.400]  在《路加福音》23章16節
[00:10:03.400 --> 00:10:06.400]  還是比拉多在說
[00:10:06.400 --> 00:10:11.400]  「我要叫人鞭打他,然後把他釋放了」
[00:10:11.400 --> 00:10:14.400]  然後在23章22節
[00:10:14.400 --> 00:10:19.400]  比拉多第三次跟群眾說
[00:10:19.400 --> 00:10:23.400]  「我查不出他有該死的罪狀
[00:10:23.400 --> 00:10:27.400]  我要叫人鞭打他,把他釋放了」
[00:10:27.400 --> 00:10:31.400]  根據現代歷史學家的研究
[00:10:31.400 --> 00:10:36.400]  發現羅馬人鞭打人用的皮鞭
[00:10:36.400 --> 00:10:38.400]  不是普通的皮鞭
[00:10:38.400 --> 00:10:43.400]  他們在一條皮鞭上再加上很多條軟鞭
[00:10:43.400 --> 00:10:47.400]  然後綁一些很尖的牙釘之類的東西
[00:10:47.400 --> 00:10:52.400]  當那個行刑者一鞭下去之後再一拉
[00:10:52.400 --> 00:10:57.400]  被鞭的人一定皮開肉裂
[00:10:57.400 --> 00:11:00.400]  如果有人看過一套由Mel Gibson拍攝的
[00:11:00.400 --> 00:11:03.400]  《Passion of the Christ》的電影
[00:11:03.400 --> 00:11:09.400]  就知道耶穌大概是怎樣被人鞭打
[00:11:09.400 --> 00:11:14.400]  相信當耶穌被人鞭打了以後
[00:11:14.400 --> 00:11:19.400]  祂也同時應驗了《二賽亞書》五十二章十四節的話
[00:11:19.400 --> 00:11:25.400]  因為祂的容貌憔悴幾乎沒有人的形象
[00:11:25.400 --> 00:11:30.400]  我相信耶穌不可能一出生就不似人形
