
[00:00:00.000 --> 00:00:02.520]  讓我們再次同心祈禱
[00:00:02.520 --> 00:00:11.400]  主,我們多謝祢
[00:00:11.400 --> 00:00:16.280]  因為我們都嘗過主恩的滋味
[00:00:16.280 --> 00:00:19.120]  亦都知道福音的美善
[00:00:19.120 --> 00:00:22.120]  主,讓我們能夠將這個信息
[00:00:22.120 --> 00:00:24.680]  這個消息來到去分享
[00:00:24.680 --> 00:00:26.480]  讓更多的人
[00:00:26.480 --> 00:00:28.800]  共享這個福音的好處
[00:00:29.440 --> 00:00:31.440]  用願僕人口中的言語
[00:00:31.440 --> 00:00:34.000]  領姊妹的心思意念
[00:00:34.000 --> 00:00:35.960]  蒙聖靈的啟迪
[00:00:35.960 --> 00:00:37.440]  蒙主的月立
[00:00:37.440 --> 00:00:40.080]  禱告藉主耶穌基督的聖名而求
[00:00:40.080 --> 00:00:41.160]  阿門
[00:00:41.160 --> 00:00:51.040]  在今時今日
[00:00:51.040 --> 00:00:54.760]  靠著資訊科技的發達
[00:00:54.760 --> 00:00:56.680]  很多的消息
[00:00:56.680 --> 00:00:59.160]  就算是在很遠的地方
[00:00:59.560 --> 00:01:00.920]  在很短的時間
[00:01:00.920 --> 00:01:02.760]  我們就能夠接收得到
[00:01:02.760 --> 00:01:07.840]  其中一個在這幾年經常見的例子
[00:01:07.840 --> 00:01:09.280]  就是大家在
[00:01:09.280 --> 00:01:11.120]  出外吃東西的時候
[00:01:11.120 --> 00:01:12.120]  去到一些餐廳
[00:01:12.120 --> 00:01:16.680]  你點了很多不同的菜式
[00:01:16.680 --> 00:01:19.400]  當美食當前的時候
[00:01:19.400 --> 00:01:20.840]  第一時間
[00:01:20.840 --> 00:01:22.560]  大家就不是去吃東西
[00:01:22.560 --> 00:01:23.720]  也不是去祈禱
[00:01:23.720 --> 00:01:24.960]  第一時間做什麼呢?
[00:01:24.960 --> 00:01:25.720]  拍照
[00:01:25.720 --> 00:01:27.240]  先拍下來
[00:01:27.400 --> 00:01:30.800]  接著就向所有的友好發放
[00:01:30.800 --> 00:01:34.320]  讓大家知道你現在正在享受美食
[00:01:34.320 --> 00:01:37.440]  雖然不是跟你在一起
[00:01:37.440 --> 00:01:40.000]  但是就算可能在遠方的親友
[00:01:40.000 --> 00:01:42.480]  透過手機
[00:01:42.480 --> 00:01:44.400]  就可以見證得到
