
[00:00:00.000 --> 00:00:03.700]  今天是一個叫做中樹主日
[00:00:03.700 --> 00:00:05.600]  大家不知道知不知道中樹
[00:00:05.600 --> 00:00:09.900]  因爲耶穌大概在這個時候進入耶路撒冷
[00:00:09.900 --> 00:00:12.000]  最後一次進入耶路撒冷
[00:00:12.000 --> 00:00:17.700]  當時有很多人民去夾道歡迎耶穌
[00:00:17.700 --> 00:00:19.900]  耶穌進入耶路撒冷的時候
[00:00:19.900 --> 00:00:23.200]  很多人夾道歡迎耶穌
[00:00:23.200 --> 00:00:26.100]  講到這一章經文十二章
[00:00:26.100 --> 00:00:28.000]  十二十三節講到
[00:00:28.000 --> 00:00:29.800]  很多人去過節
[00:00:29.800 --> 00:00:31.500]  聽到耶穌進入耶路撒冷
[00:00:31.500 --> 00:00:33.600]  有些中樹枝去迎接祂
[00:00:33.600 --> 00:00:34.600]  大家就知道
[00:00:34.600 --> 00:00:35.600]  那些布衣服
[00:00:35.600 --> 00:00:36.900]  中士豬搖來搖去
[00:00:36.900 --> 00:00:39.300]  耶穌騎着駱驅子進入去
[00:00:39.300 --> 00:00:41.000]  就歡迎祂
[00:00:41.000 --> 00:00:42.200]  在他們的心目中
[00:00:42.200 --> 00:00:45.100]  這個王終於要去做一些大事了
[00:00:45.100 --> 00:00:46.100]  可以這麼說
[00:00:46.100 --> 00:00:47.700]  過往都做了一些事情
[00:00:47.700 --> 00:00:49.200]  但未夠大
[00:00:49.200 --> 00:00:50.300]  過往做了什麼
[00:00:50.300 --> 00:00:51.900]  做了醫病
[00:00:51.900 --> 00:00:52.700]  趕鬼
[00:00:52.700 --> 00:00:54.300]  或者是五病二愈
[00:00:54.300 --> 00:00:56.000]  在海上行神蹟
[00:00:56.000 --> 00:00:59.100]  很多很多神蹟已經發生了
[00:00:59.100 --> 00:01:00.600]  不過這些事情
[00:01:00.600 --> 00:01:02.700]  還未到驚天動地
[00:01:02.700 --> 00:01:03.600]  可以這麼說
[00:01:03.600 --> 00:01:05.600]  這一次耶穌進入耶路撒冷
[00:01:05.600 --> 00:01:07.500]  他們認爲
[00:01:07.500 --> 00:01:07.900]  哇
[00:01:07.900 --> 00:01:10.000]  耶穌可能要做王了
[00:01:10.000 --> 00:01:11.400]  他們有些應驗了
[00:01:11.400 --> 00:01:12.400]  舊約聖經
[00:01:12.400 --> 00:01:15.600]  講到神尼賽亞進入一個
[00:01:15.600 --> 00:01:20.000]  耶路撒冷那種軍王的姿態出現
[00:01:20.000 --> 00:01:21.600]  所以他們很期待
[00:01:21.600 --> 00:01:23.400]  耶穌進入去
[00:01:23.400 --> 00:01:25.200]  所以這個星期日
[00:01:25.200 --> 00:01:27.100]  被稱爲一箇中樹主日
[00:01:27.100 --> 00:01:30.300]  就是說很多人預備迎接耶穌爲王
[00:01:30.300 --> 00:01:31.600]  但我們知道
[00:01:31.600 --> 00:01:32.900]  耶穌爲王
[00:01:32.900 --> 00:01:35.700]  和他實際要經歷的
[00:01:35.700 --> 00:01:38.600]  和當事人的那種想法有一定的距離
[00:01:38.600 --> 00:01:39.300]  他們的想法
[00:01:39.300 --> 00:01:42.800]  耶穌會進入去奪取這個大城
[00:01:42.800 --> 00:01:45.500]  好像昔日的大胃王
[00:01:45.500 --> 00:01:46.300]  所羅門王
[00:01:46.300 --> 00:01:48.900]  在耶路撒冷真的坐上了寶座
[00:01:48.900 --> 00:01:51.000]  再一次成爲一個地上的王
[00:01:51.000 --> 00:01:53.300]  是他們的想法
[00:01:53.300 --> 00:01:54.800]  但我們知道
[00:01:54.800 --> 00:01:57.700]  耶穌要經歷的是不同的
[00:01:57.700 --> 00:01:59.200]  這個時候
[00:01:59.200 --> 00:02:01.500]  在今天要講到的幾節經文前面
[00:02:01.500 --> 00:02:03.400]  就提到一個小小的引子
[00:02:03.400 --> 00:02:05.000]  那時候很多人來過節
[00:02:05.000 --> 00:02:07.100]  有幾個希臘人
[00:02:07.100 --> 00:02:09.700]  他們來到加利利
[00:02:09.700 --> 00:02:12.800]  見加利利的白菜大的肥力
[00:02:12.800 --> 00:02:13.900]  他來自這個地方
[00:02:13.900 --> 00:02:14.500]  他說先生
[00:02:14.500 --> 00:02:16.000]  我們願意見耶穌
[00:02:16.000 --> 00:02:18.000]  肥力就告訴安德烈
[00:02:18.000 --> 00:02:19.900]  安德烈和肥力
[00:02:19.900 --> 00:02:21.200]  一起去告訴耶穌
[00:02:21.200 --> 00:02:23.500]  有些人想見你
[00:02:23.500 --> 00:02:25.800]  其實耶穌沒有回答這幾個人
[00:02:25.800 --> 00:02:26.900]  見不見他們
[00:02:26.900 --> 00:02:28.100]  所以耶穌就講了
[00:02:28.100 --> 00:02:30.500]  剛纔讀經的幾節經文
[00:02:30.500 --> 00:02:31.400]  這些希臘人
[00:02:31.400 --> 00:02:33.600]  可能都是很敬畏神
[00:02:33.600 --> 00:02:35.600]  或者他們聽過耶穌的事蹟
[00:02:35.600 --> 00:02:36.700]  這個時候來到
[00:02:36.700 --> 00:02:37.800]  知道耶穌在這裏
[00:02:37.800 --> 00:02:39.400]  很想去見他
[00:02:39.400 --> 00:02:41.300]  爲什麼他要問肥力
[00:02:41.300 --> 00:02:41.700]  肥力說
[00:02:41.700 --> 00:02:43.500]  爲什麼要問安德烈呢
[00:02:43.500 --> 00:02:45.300]  聖經就有些提示
[00:02:45.300 --> 00:02:48.100]  說到原來在十二個門徒裏面
[00:02:48.100 --> 00:02:48.900]  是這兩位
[00:02:48.900 --> 00:02:51.300]  他們獨有希臘的名字
[00:02:51.300 --> 00:02:52.400]  是希臘文
[00:02:52.400 --> 00:02:56.500]  所以相信他們和希臘人的交往比較多
[00:02:56.500 --> 00:02:58.800]  因爲如果你不是和希臘人多交往
[00:02:58.800 --> 00:03:00.900]  你就不會用希臘的名字
[00:03:00.900 --> 00:03:04.100]  其他都是用阿蘭文希伯來文
[00:03:04.100 --> 00:03:05.900]  就是那些的名字
[00:03:05.900 --> 00:03:07.500]  但他們用了希臘文的名字
[00:03:07.500 --> 00:03:09.100]  因爲他們有一定的相交
[00:03:09.100 --> 00:03:11.800]  或者熟悉外邦的世界
[00:03:11.800 --> 00:03:15.700]  正如我有個英文名
[00:03:15.700 --> 00:03:16.600]  如果我不懂英文
[00:03:16.600 --> 00:03:18.000]  我就不夠膽改英文名
[00:03:18.000 --> 00:03:18.900]  最多改英文名
[00:03:18.900 --> 00:03:20.300]  不懂也要改
[00:03:20.300 --> 00:03:21.600]  但是你有個英文名
[00:03:21.600 --> 00:03:23.400]  人家都知道你懂英文
[00:03:23.400 --> 00:03:24.600]  如果你沒有英文名
[00:03:24.600 --> 00:03:26.700]  人家就會想你懂不懂英文
[00:03:26.700 --> 00:03:29.400]  我叫親之星
[00:03:29.400 --> 00:03:31.200]  這樣跟別人介紹
[00:03:31.200 --> 00:03:33.100]  人家就會說你不懂英文
[00:03:33.100 --> 00:03:34.700]  他的名字一聽就知道
[00:03:34.700 --> 00:03:37.400]  你都有些聯繫
[00:03:37.400 --> 00:03:40.800]  所以就問他
[00:03:40.800 --> 00:03:44.200]  這段經文講到耶穌用了一個麥子的比喻
[00:03:44.200 --> 00:03:47.200]  其實講麥子或者種子的比喻
[00:03:47.200 --> 00:03:49.000]  在四福音裏面都有不少
[00:03:49.000 --> 00:03:52.800]  講到跟天國的增長
[00:03:52.800 --> 00:03:55.600]  爆破性有關
[00:03:55.600 --> 00:04:01.300]  不過這次耶穌更加講到基礎的一個問題
