
[00:00:00.000 --> 00:00:03.320]  相信大家近日都會很留意
[00:00:03.320 --> 00:00:07.120]  在巴黎舉辦的奧運會
[00:00:07.120 --> 00:00:09.680]  香港的劍擊很厲害
[00:00:09.680 --> 00:00:12.600]  男女都拿了金牌
[00:00:12.600 --> 00:00:17.400]  但其中有件事都幾人成為爭議性
[00:00:17.400 --> 00:00:21.240]  就是奧運開幕的儀式
[00:00:21.240 --> 00:00:23.120]  有很多爭論
[00:00:23.120 --> 00:00:30.600]  其中有一幕的項目
[00:00:30.600 --> 00:00:33.400]  有一張長桌
[00:00:33.400 --> 00:00:38.360]  有一些藝人在唱歌跳舞
[00:00:38.360 --> 00:00:44.240]  當中這些人物是一些
[00:00:44.240 --> 00:00:47.320]  我們稱為Drag Queen
[00:00:47.320 --> 00:00:51.240]  即是變幅的皇后
[00:00:51.240 --> 00:00:52.360]  甚麼是變幅皇后呢?
[00:00:52.360 --> 00:00:55.040]  即是一個男性
[00:00:55.040 --> 00:00:58.240]  穿著女性的服裝
[00:00:58.240 --> 00:01:02.240]  去做一些歌藝
[00:01:02.240 --> 00:01:08.000]  這件事就在幕出了出來
[00:01:08.000 --> 00:01:11.480]  很多基督教的人士很批評
[00:01:11.480 --> 00:01:13.760]  覺得這個的台形
[00:01:13.760 --> 00:01:15.600]  有一張長桌
[00:01:15.600 --> 00:01:17.800]  有些人在表演
[00:01:17.800 --> 00:01:20.520]  好像一起走在一起
[00:01:20.520 --> 00:01:23.800]  就好像仿效達文西的名畫
[00:01:23.800 --> 00:01:25.080]  《最後的晚餐》
[00:01:25.080 --> 00:01:29.280]  這個畫是講述主耶穌基督和那些門徒
[00:01:29.280 --> 00:01:35.080]  在余戰中食用余戰的晚餐
[00:01:35.080 --> 00:01:37.640]  一個神聖的畫像
[00:01:37.640 --> 00:01:38.720]  一個景象
[00:01:38.720 --> 00:01:43.920]  竟然用在這樣的場合裏面
[00:01:43.920 --> 00:01:47.120]  侮辱了基督教的信仰
[00:01:47.120 --> 00:01:52.600]  當然大會的發言人表達是有協議的
[00:01:52.600 --> 00:01:54.160]  但他很講明
[00:01:54.160 --> 00:01:58.520]  其實這位藝術創作的設計者
[00:01:58.520 --> 00:01:59.840]  Thomas Joly
[00:01:59.840 --> 00:02:01.040]  沒有這個意思
[00:02:01.040 --> 00:02:02.440]  因為他的靈感
[00:02:02.440 --> 00:02:08.720]  並非來自達文西這個《最後的晚餐》的名畫
[00:02:08.720 --> 00:02:10.400]  無論如何
[00:02:10.400 --> 00:02:13.240]  發言人都講到其實那個意義
[00:02:13.240 --> 00:02:17.160]  是希望一個社會的群體
[00:02:17.160 --> 00:02:22.920]  應該有共融這個好的目標
[00:02:22.920 --> 00:02:24.480]  無論如何
[00:02:24.480 --> 00:02:26.920]  其實大部份的人看完這些畫
[00:02:26.920 --> 00:02:29.560]  都覺得這是鼓吹
[00:02:29.560 --> 00:02:32.920]  就是說人可以按照自己的自由
[00:02:32.920 --> 00:02:37.880]  去定自己的性別的身份
[00:02:37.880 --> 00:02:40.480]  就是說我可以覺得我是男或是女
[00:02:40.480 --> 00:02:43.760]  又或者每個人都有自由
[00:02:43.760 --> 00:02:48.040]  去選擇不同性別身份的人
[00:02:48.040 --> 00:02:50.320]  進入一些親密的關係
[00:02:50.320 --> 00:02:55.560]  這個似乎大家都知道他是鼓吹這件事
[00:02:55.560 --> 00:03:01.920]  其實這些風氣在歐美已經非常之普遍
[00:03:01.920 --> 00:03:02.960]  越來越普遍
[00:03:02.960 --> 00:03:07.560]  我聽到有一些朋友在外國
[00:03:07.560 --> 00:03:08.840]  如果你新入職
[00:03:08.840 --> 00:03:14.040]  他就會問你要求你去報名你自己的身份
[00:03:14.040 --> 00:03:16.120]  即是性別的身份
[00:03:16.120 --> 00:03:17.880]  譬如你是男的
[00:03:17.880 --> 00:03:20.600]  你就要說「He」
[00:03:20.600 --> 00:03:22.240]  如果你認為自己是女的
[00:03:22.240 --> 00:03:24.080]  你就要說自己是「She」
[00:03:24.080 --> 00:03:28.320]  又或者你都未確定到自己性別的身份
[00:03:28.320 --> 00:03:30.120]  你可以說「They」
[00:03:30.120 --> 00:03:31.280]  即是他們
[00:03:31.280 --> 00:03:33.280]  就是這樣去介紹
[00:03:33.280 --> 00:03:35.280]  即是代表意義是什麼呢
[00:03:35.280 --> 00:03:39.280]  即是我有絕對的自由去決定我性別的身份
[00:03:39.280 --> 00:03:43.440]  無論你是一個有沒有做過一些變性手術
[00:03:43.440 --> 00:03:44.520]  或者怎樣也好
[00:03:44.520 --> 00:03:47.920]  你覺得你自己是什麼就是什麼
[00:03:47.920 --> 00:03:49.480]  就不知道這樣
[00:03:49.480 --> 00:03:51.920]  我聽到有一位姐妹去到一間教會
[00:03:51.920 --> 00:03:52.760]  都是這樣
[00:03:52.760 --> 00:03:54.160]  新人來到的時候
[00:03:54.160 --> 00:03:55.280]  大家介紹的時候
[00:03:55.280 --> 00:03:59.000]  請問你講一下你是「He」「She」或「They」
[00:03:59.000 --> 00:04:03.800]  原來連教會都好像覺得這些是要接納的東西
[00:04:03.800 --> 00:04:10.880]  我們都要去有共融的一種文化在教會裏面
[00:04:10.880 --> 00:04:17.000]  我相信香港很快都會慢慢有這些現象出現
[00:04:17.000 --> 00:04:20.120]  在這些潮流文化裏面
[00:04:20.120 --> 00:04:20.880]  我們知道
[00:04:20.880 --> 00:04:21.960]  我們基督徒
[00:04:21.960 --> 00:04:24.480]  聖經教導我們愛每一個人
[00:04:24.480 --> 00:04:28.000]  無論是聖的取向是怎樣也好
[00:04:28.000 --> 00:04:30.960]  但是聖經的真理也告訴我們男女有別
[00:04:30.960 --> 00:04:32.120]  婚姻的制度
[00:04:32.120 --> 00:04:34.680]  是為了一男一女而設的
[00:04:34.680 --> 00:04:37.040]  這些真理在今天的潮流裏面
[00:04:37.040 --> 00:04:38.400]  潮流文化裏面
[00:04:38.400 --> 00:04:40.760]  似乎越來越多的壓力
[00:04:40.760 --> 00:04:43.480]  如果我們持守我們的信仰的時候
[00:04:43.480 --> 00:04:47.360]  我們很容易就被人批評
[00:04:47.360 --> 00:04:50.160]  甚至乎被人排斥
[00:04:50.160 --> 00:04:53.880]  能夠持守我們信徒生命的內涵
[00:04:53.880 --> 00:04:56.480]  今天似乎都很大的挑戰
[00:04:56.480 --> 00:04:57.960]  或者我們今天看這段經文
[00:04:57.960 --> 00:05:03.720]  在《路加福音》第二十三章五十節到五十六節
[00:05:03.720 --> 00:05:08.440]  我們看到耶穌基督在十字架上死亡
[00:05:08.440 --> 00:05:11.880]  然後這一段是說祂被埋葬
[00:05:11.880 --> 00:05:13.760]  這個埋葬的裏面
[00:05:13.760 --> 00:05:16.600]  在上文就說到有很多的人
[00:05:16.600 --> 00:05:17.480]  熟悉耶穌的人
[00:05:17.480 --> 00:05:21.400]  以及從伽利利跟著祂來的婦女們
[00:05:21.400 --> 00:05:25.320]  都遠遠的站著看這些事情
[00:05:25.320 --> 00:05:27.760]  在這樣的情況下
[00:05:27.760 --> 00:05:29.680]  有一些人物
[00:05:29.680 --> 00:05:31.160]  他們表達到
[00:05:31.160 --> 00:05:34.720]  他們就算在這個好像很黑暗的時候
[00:05:34.720 --> 00:05:39.480]  他們仍然是保持一種忠誠愛主的心
[00:05:39.480 --> 00:05:45.040]  這個信徒是我們生命很重要的內涵
[00:05:45.040 --> 00:05:47.760]  或者我們看看這些人物
[00:05:47.760 --> 00:05:49.160]  讓我們再反映一下
[00:05:49.160 --> 00:05:50.840]  檢視一下我們自己
[00:05:50.840 --> 00:05:54.920]  我們屬靈的生命的內涵又是怎樣
[00:05:54.920 --> 00:05:57.800]  或者我們首先看一個人物
[00:05:57.800 --> 00:06:00.600]  第五十節到五十三節
[00:06:00.600 --> 00:06:03.200]  或者我們讀一讀這段經文
[00:06:03.200 --> 00:06:06.320]  他有一個人名叫約瑟是個議員
[00:06:06.320 --> 00:06:08.400]  為人善良正直
[00:06:08.400 --> 00:06:11.640]  卻沒有附從別人的所謂所為
[00:06:11.640 --> 00:06:16.800]  他是猶太的亞里瑪太成人
[00:06:16.800 --> 00:06:20.120]  掃上攀望神的國
[00:06:20.120 --> 00:06:23.760]  這人去見比拉多要求要耶穌的身體
[00:06:23.760 --> 00:06:25.920]  他把耶穌的身體取下來
[00:06:25.920 --> 00:06:27.960]  用西麻布果好
[00:06:27.960 --> 00:06:32.680]  好安放在作啞而成的墳墓裡
[00:06:32.680 --> 00:06:36.600]  那墳墓從來沒有撞過人
[00:06:36.600 --> 00:06:39.760]  我們看看這個約瑟這個人物
[00:06:39.760 --> 00:06:42.000]  這個稱為議員
[00:06:42.000 --> 00:06:46.720]  議員即是當時一些議會的一個成員
[00:06:46.720 --> 00:06:50.680]  議會是什麼機構什麼團體呢
[00:06:50.680 --> 00:06:53.360]  就是羅馬政府授權他們
[00:06:53.360 --> 00:06:54.880]  這幫猶太人
[00:06:54.880 --> 00:07:01.960]  去管治自己猶太人的一個組織
[00:07:01.960 --> 00:07:03.080]  他們是什麼呢
[00:07:03.080 --> 00:07:06.720]  他們是能夠負責這個國家裡面的宗教
[00:07:06.720 --> 00:07:10.600]  司法或者秩序的所有任務
[00:07:10.600 --> 00:07:11.800]  是他們負責的
[00:07:11.800 --> 00:07:13.800]  所以非常大的權力
[00:07:13.800 --> 00:07:19.920]  而這位在另外一段經文說到
[00:07:19.920 --> 00:07:23.760]  四福音裡面也說到其中有提到
[00:07:23.760 --> 00:07:26.680]  這位約瑟是一個財主
[00:07:26.680 --> 00:07:29.200]  簡單來說他有權有勢
[00:07:29.200 --> 00:07:31.480]  但是他的品格又是怎樣呢
[00:07:31.480 --> 00:07:33.440]  這裡強調他的品格
[00:07:33.440 --> 00:07:39.560]  就是說他是一個善良正直的人
[00:07:39.560 --> 00:07:41.760]  他特別強調他是善良正直
[00:07:41.760 --> 00:07:44.920]  因為他是一個善良
[00:07:44.920 --> 00:07:47.680]  就是說處處為人的好處
[00:07:47.680 --> 00:07:51.480]  去給人一些好的東西
[00:07:51.480 --> 00:07:52.800]  是一個善良的人
[00:07:52.800 --> 00:07:54.560]  他是公義的人
[00:07:54.560 --> 00:07:56.560]  他按照神的方法
[00:07:56.560 --> 00:07:58.080]  認為神是對的事情
[00:07:58.080 --> 00:07:59.280]  他就會做
[00:07:59.280 --> 00:08:00.800]  一個很公義的人
[00:08:00.800 --> 00:08:02.600]  為什麼特別強調這個呢
[00:08:02.600 --> 00:08:07.280]  就是因為他沒有附從別人所謂所為
[00:08:07.280 --> 00:08:09.920]  這個別人是在說工會的人
[00:08:09.920 --> 00:08:11.480]  如果我們看上文的時候
[00:08:11.480 --> 00:08:12.440]  這些工會的人
[00:08:12.440 --> 00:08:14.920]  如果我們看二十三章第一節
[00:08:14.920 --> 00:08:18.440]  他們沒錯是很認識聖經
[00:08:18.440 --> 00:08:21.640]  或者甚至覺得自己很敬虔的人
[00:08:21.640 --> 00:08:23.120]  是宗教的領袖
[00:08:23.120 --> 00:08:25.640]  但是我們看到他們的所作所為是怎樣呢
[00:08:25.640 --> 00:08:27.840]  他們是控告主耶穌
[00:08:27.840 --> 00:08:33.200]  他說我們見者人是煽惑我們的國民
[00:08:33.200 --> 00:08:36.480]  禁止我們納稅給凱撒
[00:08:36.480 --> 00:08:39.160]  並且自己說自己是基督 是王
[00:08:39.160 --> 00:08:43.760]  就是說他不但拒絕接受耶穌基督
[00:08:43.760 --> 00:08:45.360]  是彌賽亞的身份
[00:08:45.360 --> 00:08:46.960]  並且誣告他
[00:08:46.960 --> 00:08:49.520]  另外這些經文更加是說
[00:08:49.520 --> 00:08:53.440]  是用這些假見證去誣告耶穌的
[00:08:53.440 --> 00:08:54.880]  這裡特別說
[00:08:54.880 --> 00:08:57.080]  他說是煽惑那些人民
[00:08:57.080 --> 00:09:00.000]  禁止他們納稅給凱撒
[00:09:00.000 --> 00:09:02.320]  當然主耶穌絕沒有這樣做
[00:09:02.320 --> 00:09:04.080]  凱撒的物歸於凱撒
[00:09:04.080 --> 00:09:06.000]  神的物歸於神
[00:09:06.000 --> 00:09:08.120]  這些完全是作假的
[00:09:08.120 --> 00:09:09.880]  這些人的生命
[00:09:09.880 --> 00:09:14.240]  沒錯是取得了很崇高的身份
[00:09:14.240 --> 00:09:19.440]  但是他們的生命是一個腐敗的生命
[00:09:19.440 --> 00:09:21.240]  這個也提醒我們
[00:09:21.240 --> 00:09:22.600]  不是看外貌的
[00:09:22.600 --> 00:09:24.960]  信徒的品格和質素
[00:09:24.960 --> 00:09:28.320]  是看我們的內心和主有沒有一個真正的關係
[00:09:28.320 --> 00:09:31.360]  不在乎你是不是在做一個領袖
[00:09:31.360 --> 00:09:34.240]  我們發覺以色列人的歷史裡面看
[00:09:34.240 --> 00:09:36.520]  很多領袖是走歪的
[00:09:36.520 --> 00:09:39.920]  祭司、利美人走歪了
[00:09:39.920 --> 00:09:44.000]  整個百姓都陷在墮落當中
[00:09:44.000 --> 00:09:47.960]  但是這位的藥室很不同
[00:09:47.960 --> 00:09:49.120]  他是正直的
[00:09:49.120 --> 00:09:50.880]  或者我們再看一下
[00:09:50.880 --> 00:09:55.080]  他是一個很正直的人
[00:09:55.080 --> 00:09:58.440]  還有他是盼望著神國的
[00:09:58.440 --> 00:10:02.480]  就是說他盼望神國的降臨
[00:10:02.480 --> 00:10:04.960]  在舊約的聖經應許尼塞亞
[00:10:04.960 --> 00:10:06.440]  是成為以色列人
[00:10:06.440 --> 00:10:10.640]  或者甚至是全世界的救主
[00:10:10.640 --> 00:10:14.120]  這位藥室就是等候這位尼塞亞來到
[00:10:14.120 --> 00:10:18.200]  他等望尼塞亞的來臨的時候
[00:10:18.200 --> 00:10:20.480]  他就留意到主耶穌基督
[00:10:20.480 --> 00:10:21.720]  所以你會看到
[00:10:21.720 --> 00:10:25.120]  他對主耶穌是很有愛護的心
[00:10:25.120 --> 00:10:29.480]  如果我們看另外一些福音書
[00:10:29.480 --> 00:10:30.840]  約翰福音
[00:10:30.840 --> 00:10:36.080]  是講到這位藥室是主的門徒
[00:10:36.080 --> 00:10:38.000]  他只不過是怕猶太人
[00:10:38.000 --> 00:10:41.000]  所以他做了一個暗地裡的門徒
[00:10:41.000 --> 00:10:44.760]  他看到神國的來臨的時候
[00:10:44.760 --> 00:10:45.760]  他又知道
[00:10:45.760 --> 00:10:46.960]  耶穌基督說
[00:10:46.960 --> 00:10:50.720]  進入天國的是要信靠耶穌基督
[00:10:50.720 --> 00:10:53.360]  才能夠有這個福分
[00:10:53.360 --> 00:10:58.360]  所以這位藥室是一位信了主的人
[00:10:58.360 --> 00:11:03.720]  他只不過是為勢所迫
[00:11:03.720 --> 00:11:05.640]  就是在這樣的氛圍裡
[00:11:05.640 --> 00:11:08.960]  他不敢承認自己這個信徒的身份
[00:11:08.960 --> 00:11:10.760]  但在這個時刻
[00:11:10.760 --> 00:11:14.560]  當耶穌基督被釘死
[00:11:14.560 --> 00:11:16.400]  危急的時候
[00:11:16.400 --> 00:11:19.520]  他信徒的內涵就表現了出來
[00:11:19.520 --> 00:11:23.520]  我們看看他信徒的內涵是怎樣表達的
[00:11:23.520 --> 00:11:25.080]  他這裡說
[00:11:25.080 --> 00:11:30.400]  52節:這人去見彼拉多,請求要耶穌的身體
[00:11:30.400 --> 00:11:33.920]  其實這個做法是非常冒險的
[00:11:33.920 --> 00:11:36.160]  是以前很膽怯
[00:11:36.160 --> 00:11:38.320]  但到了這個時刻的時候
[00:11:38.320 --> 00:11:40.920]  他信徒裡面那種內涵
[00:11:40.920 --> 00:11:43.000]  愛主的心就出來了
[00:11:43.000 --> 00:11:45.080]  在《馬後福音》說到
[00:11:45.080 --> 00:11:48.160]  他放膽去找這個彼拉多
[00:11:48.160 --> 00:11:51.600]  就是說這個動作其實帶有冒險的
[00:11:51.600 --> 00:11:52.800]  有兩方面的冒險
[00:11:52.800 --> 00:11:53.360]  第一
[00:11:53.360 --> 00:11:58.600]  他和議會的人如果公開性地要為主做這個事情
[00:11:58.600 --> 00:12:00.600]  是跟他們有很大的分歧
[00:12:00.600 --> 00:12:05.080]  以至於他的仕途或者工作的前途
[00:12:05.080 --> 00:12:06.880]  其實是不利的
[00:12:06.880 --> 00:12:07.680]  另外
[00:12:07.680 --> 00:12:12.600]  去羅馬政府那裡去拿這個屍體
[00:12:12.600 --> 00:12:15.720]  拿這個猶太人的王的時候
[00:12:15.720 --> 00:12:20.720]  也會引起羅馬政府對他的猜疑
[00:12:20.720 --> 00:12:23.200]  他冒著這個危險
[00:12:23.200 --> 00:12:28.560]  他也要去請求耶穌的身體
[00:12:28.560 --> 00:12:32.880]  看到他很愛主耶穌基督
[00:12:32.880 --> 00:12:35.160]  其實在我們的生活裡面
[00:12:35.160 --> 00:12:38.000]  我們都面對很多的壓力
[00:12:38.000 --> 00:12:40.080]  很多時候我們在工作的場合
[00:12:40.080 --> 00:12:42.240]  我聽到一些電影節目說
[00:12:42.240 --> 00:12:47.040]  如果你不和那些同事或者那些文化一起
[00:12:47.040 --> 00:12:49.040]  很容易被人排擠
[00:12:49.040 --> 00:12:54.720]  例如最常有的就是他們很喜歡一群人去吃東西
[00:12:54.720 --> 00:12:56.120]  有時候他也不知道跟不跟
[00:12:56.120 --> 00:12:59.720]  因為跟去可能都是說這些是非多的
[00:12:59.720 --> 00:13:01.800]  當然不是間間是這樣
[00:13:01.800 --> 00:13:08.240]  但他不去又好像是自己一個人不賣堆的所謂
[00:13:08.240 --> 00:13:12.520]  有時候公司有些是很信風水命理的
[00:13:12.520 --> 00:13:16.080]  很多的八卦陣這些陣
[00:13:16.080 --> 00:13:19.000]  如果你覺得表達你不認同
[00:13:19.000 --> 00:13:21.400]  也都可能被人排擠
[00:13:21.400 --> 00:13:22.720]  教會又怎樣
[00:13:22.720 --> 00:13:26.520]  其實教會都被世界的一些價值觀
[00:13:26.520 --> 00:13:28.160]  進入了我們這裡
[00:13:28.160 --> 00:13:33.040]  以致我們沒有把愛主的心放在我們的生命裡面
[00:13:33.040 --> 00:13:34.760]  一個很明顯的例子
[00:13:34.760 --> 00:13:38.280]  就是世界說要成功
[00:13:38.280 --> 00:13:41.920]  我們教會有主要學
[00:13:41.920 --> 00:13:44.960]  那些小孩子是甚麼重要
[00:13:44.960 --> 00:13:48.800]  將來事業成功有成是重要的
[00:13:48.800 --> 00:13:50.400]  所以一到考試的時候
[00:13:50.400 --> 00:13:53.160]  你會發覺很多小朋友不回來上主學
[00:13:53.160 --> 00:13:55.240]  有一位姊妹跟我分享
[00:13:55.240 --> 00:13:57.120]  一到考試的時候
[00:13:57.120 --> 00:14:00.840]  有大概一半的小朋友是不回來主學的
[00:14:00.840 --> 00:14:02.960]  他就想為甚麼
[00:14:02.960 --> 00:14:05.000]  其實這些考試只不過是
[00:14:05.000 --> 00:14:06.680]  就算將來將來的成功
[00:14:06.680 --> 00:14:11.560]  都只不過是暫時一些短暫所得到的利益
[00:14:11.560 --> 00:14:15.480]  但是最寶貴的是一個人去敬拜神
[00:14:15.480 --> 00:14:17.240]  有愛神的心
[00:14:17.240 --> 00:14:19.680]  讓神帶領他一生的路
[00:14:19.680 --> 00:14:22.560]  神的話語氣迷更加重要嗎
[00:14:22.560 --> 00:14:24.600]  況且這位姊妹說
[00:14:24.600 --> 00:14:28.720]  況且是一個星期回來幾個小時
[00:14:28.720 --> 00:14:30.360]  是否真的影響這麼大呢
[00:14:30.360 --> 00:14:31.920]  由此可見
[00:14:31.920 --> 00:14:34.480]  世人的價值觀擁抱著我們每一個人
[00:14:34.480 --> 00:14:35.600]  我們覺得
[00:14:35.600 --> 00:14:38.520]  真是有多少爭取就多少爭取
[00:14:38.520 --> 00:14:40.160]  我們要成功
[00:14:40.160 --> 00:14:41.800]  這個是不是世人
[00:14:41.800 --> 00:14:44.840]  將他們的價值觀加在我們身上
[00:14:44.840 --> 00:14:47.360]  以至於我們對愛神的心
[00:14:47.360 --> 00:14:50.360]  那個先後次序調轉了呢
[00:14:50.360 --> 00:14:51.840]  換句話說
[00:14:51.840 --> 00:14:53.320]  我有時很覺得
[00:14:53.320 --> 00:14:56.240]  小朋友努力努力地讀書
[00:14:56.240 --> 00:14:59.640]  但是如果他不認識甚麼是真道
[00:14:59.640 --> 00:15:01.880]  他將來就算是很成功
[00:15:01.880 --> 00:15:05.000]  不見得他這個人生是豐盛
[00:15:05.000 --> 00:15:07.000]  所以我們有時都在這個價值觀裏面
[00:15:07.000 --> 00:15:08.680]  我們要愛主
[00:15:08.680 --> 00:15:11.040]  其實一點都不容易
[00:15:11.040 --> 00:15:12.640]  還要膽量
[00:15:12.640 --> 00:15:14.400]  或者我們看看
[00:15:14.400 --> 00:15:16.880]  這位弱室怎樣去愛主
[00:15:16.880 --> 00:15:19.400]  我們看看他請求了
[00:15:19.400 --> 00:15:21.640]  彼得多拿了主耶穌的身體
[00:15:21.640 --> 00:15:23.440]  然後第五十三節
[00:15:23.440 --> 00:15:26.280]  是很有情的
[00:15:26.280 --> 00:15:27.560]  你到這裏看一下
[00:15:27.560 --> 00:15:31.320]  他說他把耶穌的身體取下來
[00:15:31.320 --> 00:15:32.120]  很親手
[00:15:32.120 --> 00:15:35.320]  當然可能有人去協助他怎樣也好
[00:15:35.320 --> 00:15:37.080]  但是這裏的描寫
[00:15:37.080 --> 00:15:38.160]  他用愛心
[00:15:38.160 --> 00:15:40.320]  親自將這位主耶穌基督
[00:15:40.320 --> 00:15:45.440]  拿下來從釘十字架的地方拿下來
[00:15:45.440 --> 00:15:52.080]  一個身體受過摧殘的一個身體
[00:15:52.080 --> 00:15:56.160]  卻是弱室很愛顧的
