
[00:00:00.000 --> 00:00:04.340]  平安,我們一齊祈禱
[00:00:04.340 --> 00:00:06.520]  希望我們感謝站美志的恩典
[00:00:06.520 --> 00:00:10.840]  在主耶穌的精神,讓我們有機會一同來敬拜祢
[00:00:10.840 --> 00:00:14.540]  祂求祢幫助我們一生都會重讚主的名
[00:00:14.540 --> 00:00:17.360]  因為我們要看解釋的時候
[00:00:17.360 --> 00:00:20.860]  由聖靈在我們當中幫助我們講的講得清楚
[00:00:20.860 --> 00:00:22.800]  聽的也會明白
[00:00:22.800 --> 00:00:28.100]  知道主對世界的宗教計劃
[00:00:28.100 --> 00:00:32.300]  讓我們帶著警醒的心來等待主再來
[00:00:32.300 --> 00:00:36.700]  奉耶穌基督的名祈禱
[00:00:36.700 --> 00:00:40.780]  我們最近一直在看啟示錄
[00:00:40.780 --> 00:00:45.060]  過去幾個星期我們已經講過了七教會
[00:00:45.060 --> 00:00:48.180]  七人七號
[00:00:48.180 --> 00:00:52.660]  在十二到十四章都有七個不同的異象
[00:00:52.660 --> 00:00:59.420]  其實是有關屬靈的征戰的
[00:00:59.420 --> 00:01:01.900]  不過主任牧師沒有選擇這段經文
[00:01:01.900 --> 00:01:07.140]  所以我也想很簡單地講講這段經文的意義
[00:01:07.140 --> 00:01:09.300]  有些連貫性
[00:01:09.300 --> 00:01:17.700]  十二到十七章有七個屬靈戰爭的片段
[00:01:17.700 --> 00:01:22.380]  在十二章一到六節就是撒旦想殺耶穌
[00:01:22.380 --> 00:01:27.300]  然後七到十八節就是撒旦要對付教會
[00:01:27.300 --> 00:01:31.940]  十三章一到十節就是使用政治迫害教會
[00:01:31.940 --> 00:01:41.140]  然後十一到十八節就是假宗教和地方的權力被迫害
[00:01:41.140 --> 00:01:46.940]  十四章一到五節是耶穌帶著天上的聖徒
[00:01:46.940 --> 00:01:52.180]  六到十三節就是天使宣告末後的真理
[00:01:52.180 --> 00:01:57.940]  最後十四到二十節是有兩種的收割
[00:01:57.940 --> 00:02:00.940]  在上帝和撒旦的征戰當中
[00:02:00.940 --> 00:02:03.620]  其實撒旦已經輸了
[00:02:03.620 --> 00:02:05.220]  上帝已經贏了
[00:02:05.220 --> 00:02:07.740]  並且上帝是會繼續贏下去的
[00:02:07.740 --> 00:02:12.900]  不過上帝的計劃是一步一步地去實現的
[00:02:12.900 --> 00:02:18.100]  上帝首先驅逐了撒旦離開天上的領域
[00:02:18.100 --> 00:02:22.220]  撒旦來到地上想殺害耶穌
[00:02:22.220 --> 00:02:24.580]  當他不能夠成功的時候
[00:02:24.580 --> 00:02:29.580]  他就開始攻擊耶穌建立的教會
[00:02:29.580 --> 00:02:30.860]  他用什麼方法呢?
[00:02:30.860 --> 00:02:36.420]  他用的方法就是藉著政治或軍事的力量
[00:02:36.420 --> 00:02:42.060]  地區的勢力和異教的力量來迫害基督徒
[00:02:42.060 --> 00:02:44.980]  表面上他也有幾分成功
[00:02:44.980 --> 00:02:50.980]  早期教會一定有人是受不住試探和迫害
[00:02:50.980 --> 00:02:55.580]  而去拜羅馬皇帝的像
[00:02:55.580 --> 00:03:00.780]  又稱羅馬皇帝凱撒為主
[00:03:00.780 --> 00:03:03.540]  然後當他們做了這件事的時候
[00:03:03.540 --> 00:03:07.580]  羅馬政府會發一張良民證給他們
[00:03:07.580 --> 00:03:12.980]  有了這張良民證他們才可以做生意做買賣
[00:03:12.980 --> 00:03:17.500]  有些基督徒不想拜羅馬皇帝的像
[00:03:17.500 --> 00:03:20.780]  但他們又不想受苦
[00:03:20.780 --> 00:03:22.740]  那怎麼辦?
[00:03:22.740 --> 00:03:25.100]  出點辦法吧
[00:03:25.100 --> 00:03:26.980]  說謊話吧
[00:03:26.980 --> 00:03:28.380]  找人去頂替吧
[00:03:28.380 --> 00:03:29.620]  拜拜而已
[00:03:29.620 --> 00:03:32.220]  隨便找個人去頂替
[00:03:32.220 --> 00:03:36.300]  拿到這張良民證就可以了
[00:03:36.300 --> 00:03:39.380]  不過撒旦的勝利只是表面的
[00:03:39.380 --> 00:03:42.380]  不是所有信徒都會出賣主的
[00:03:42.380 --> 00:03:45.460]  有很多信徒寧願被俘虜
[00:03:45.460 --> 00:03:49.380]  寧願慘死都沒有出賣主
[00:03:49.380 --> 00:03:53.820]  就好像七教會當中的仕美男教會
[00:03:53.820 --> 00:03:58.580]  就是一間致死忠心的教會
[00:03:58.580 --> 00:04:04.260]  所以勝利者仍然是上帝和那些不說謊
[00:04:04.260 --> 00:04:06.940]  忠心致死的信徒
[00:04:06.940 --> 00:04:09.940]  當他們走完了世間的路程
[00:04:09.940 --> 00:04:11.980]  認識了地上的奴婦
[00:04:11.980 --> 00:04:13.780]  他們就回到天家
[00:04:13.780 --> 00:04:17.140]  和耶穌一起唱新歌
[00:04:17.140 --> 00:04:19.940]  而上帝藉著天使宣告
[00:04:19.940 --> 00:04:23.940]  祂要審判那些拜偶像的人
[00:04:23.940 --> 00:04:26.660]  所以在十四章最後一個二章
[00:04:26.660 --> 00:04:28.740]  就有兩種修葛
[00:04:28.740 --> 00:04:29.980]  一種是農作物
[00:04:29.980 --> 00:04:31.300]  一種是葡萄
[00:04:31.300 --> 00:04:35.460]  農作物就是象徵忠心的信徒
[00:04:35.460 --> 00:04:41.940]  葡萄就是代表要被上主懲罰的人
[00:04:41.940 --> 00:04:44.540]  一個人受苦的時候
[00:04:44.540 --> 00:04:48.900]  最多是問一個什麼問題呢?
[00:04:48.900 --> 00:04:52.260]  其實他們很多時候很自然會問
[00:04:52.260 --> 00:04:56.300]  啟示第六章十節的問題
[00:04:56.300 --> 00:04:58.380]  「神聖而信實的主宰下
