
[00:00:00.000 --> 00:00:03.920]  今天很想跟大家講一個主題就是客旅人心
[00:00:03.920 --> 00:00:08.000]  我不知道喜不喜歡讓大家去旅遊
[00:00:08.000 --> 00:00:13.040]  科技發達、互聯網、互享經濟、建立地球村
[00:00:13.040 --> 00:00:16.160]  什麼都很近很方便的時候
[00:00:16.160 --> 00:00:18.360]  自助旅遊各種形式的旅行
[00:00:18.360 --> 00:00:22.080]  是以前二十年三十年前都是不方便
[00:00:22.080 --> 00:00:23.000]  不可以有的
[00:00:23.000 --> 00:00:24.800]  現在有人這樣說
[00:00:24.800 --> 00:00:27.720]  是前所未有從海陸空
[00:00:27.720 --> 00:00:29.960]  包括深海潛水的方式
[00:00:29.960 --> 00:00:33.120]  去體會文化和不同地方旅行
[00:00:33.120 --> 00:00:37.240]  有一個很重要的武將的問答遊戲
[00:00:37.240 --> 00:00:39.760]  就是幾條
[00:00:39.760 --> 00:00:42.160]  在心中 你知道的
[00:00:42.160 --> 00:00:44.240]  我答得到 挺好的
[00:00:44.240 --> 00:00:45.600]  我認識這個世界
[00:00:45.600 --> 00:00:49.080]  我知道什麼是旅行
[00:00:49.080 --> 00:00:51.160]  第一條就是問
[00:00:51.160 --> 00:00:53.720]  二零二三年全球統計
[00:00:53.720 --> 00:00:57.760]  究竟有多少人次的國際入境旅客是指非的
[00:00:57.760 --> 00:01:02.280]  如果你陸路走路就是沒得統計
[00:01:02.280 --> 00:01:06.640]  心裡面你想一個答案好不好
[00:01:06.640 --> 00:01:10.000]  多少億呢
[00:01:10.000 --> 00:01:13.400]  答案就是十三億
[00:01:13.400 --> 00:01:14.880]  第二條
[00:01:14.880 --> 00:01:16.720]  看你最後你都答不出一條
[00:01:16.720 --> 00:01:20.840]  國際入境旅客人次最多的是哪個國家呢
[00:01:20.840 --> 00:01:24.880]  我忘記了
[00:01:24.880 --> 00:01:27.800]  亞洲人答案多數是B
[00:01:27.800 --> 00:01:31.240]  其實答案是C
[00:01:31.240 --> 00:01:33.920]  是C
[00:01:33.920 --> 00:01:36.000]  最後
[00:01:36.000 --> 00:01:38.880]  這個關係我們很重大
[00:01:38.880 --> 00:01:40.680]  當然環球和平指數
[00:01:40.680 --> 00:01:44.680]  美國在安全旅行指數上的排名
[00:01:44.680 --> 00:01:46.760]  如果用168個國家
[00:01:46.760 --> 00:01:48.880]  因為它有某個統計
[00:01:48.880 --> 00:01:53.480]  168個國家裡面排行幾多呢
[00:01:53.480 --> 00:01:55.960]  A是1到20
[00:01:55.960 --> 00:01:57.360]  B是20到50
[00:01:57.360 --> 00:01:59.120]  安全的意思
[00:01:59.120 --> 00:02:00.800]  C是51到84
[00:02:00.800 --> 00:02:02.360]  B是85以上
[00:02:02.360 --> 00:02:03.880]  就是一半以上
[00:02:03.880 --> 00:02:06.320]  都不是現在
[00:02:06.320 --> 00:02:07.920]  多 是不是
[00:02:07.920 --> 00:02:09.120]  是 真的很差
[00:02:09.120 --> 00:02:10.920]  原來一百多
[00:02:10.920 --> 00:02:13.280]  所以不好意思
[00:02:13.280 --> 00:02:15.000]  大家在美國生活
[00:02:15.000 --> 00:02:17.560]  原來差不多可以這樣說
[00:02:17.560 --> 00:02:19.960]  我們在美國出發的話
[00:02:19.960 --> 00:02:22.680]  去大部分國家都安全的
[00:02:22.680 --> 00:02:26.040]  反過來說回程那一刻就大件事了
[00:02:26.040 --> 00:02:28.840]  回程那一刻就危險了
[00:02:28.840 --> 00:02:32.640]  剛才讀的聖經
[00:02:32.640 --> 00:02:34.920]  其實是講一些經文
[00:02:34.920 --> 00:02:39.080]  就是寫給去了第二個地區的朋友
[00:02:39.080 --> 00:02:40.400]  第二個地區的
[00:02:40.400 --> 00:02:42.680]  主要是一些猶太的信徒
[00:02:42.680 --> 00:02:44.400]  那些地區就是
[00:02:44.400 --> 00:02:46.840]  包括今天其實都很喜歡去的地方
[00:02:46.840 --> 00:02:51.120]  土耳其 亞細亞 加拉太那些地方
[00:02:51.120 --> 00:02:54.000]  無論是希伯來書那段經文
[00:02:54.000 --> 00:02:56.200]  或者是彼得前書那段經文
[00:02:56.200 --> 00:03:00.120]  都是給這些朋友
[00:03:00.120 --> 00:03:04.160]  給這些都是猶太背景的文化
[00:03:04.160 --> 00:03:08.640]  但是去了一個很不同的地區的朋友
[00:03:08.640 --> 00:03:10.280]  都是信了耶穌的
[00:03:10.280 --> 00:03:11.760]  但是大家留意一下
[00:03:11.760 --> 00:03:14.120]  這些移居了的那些地方
[00:03:14.120 --> 00:03:19.240]  甲伯哥 加拉太 亞細亞地方的人
[00:03:19.240 --> 00:03:22.640]  他們不是去旅行的
[00:03:22.640 --> 00:03:24.560]  你知道有什麼分別吧
[00:03:24.560 --> 00:03:25.560]  我們過境的時候
[00:03:25.560 --> 00:03:26.560]  你去旅行的話
[00:03:26.560 --> 00:03:28.240]  很多時候會問
[00:03:28.240 --> 00:03:30.280]  什麼時候回來的
[00:03:30.280 --> 00:03:32.680]  如果你說我不回來了
[00:03:32.680 --> 00:03:34.480]  很久之前有一位女士
[00:03:34.480 --> 00:03:36.080]  她就想去英國
[00:03:36.080 --> 00:03:37.560]  去英國的時候
[00:03:37.560 --> 00:03:38.720]  過境的時候
[00:03:38.720 --> 00:03:42.120]  她說我還沒訂我回程機票
[00:03:42.120 --> 00:03:44.560]  接著就問她你怎麼生活
[00:03:44.560 --> 00:03:45.680]  她說我有錢
[00:03:45.680 --> 00:03:47.200]  她說多少錢
[00:03:47.200 --> 00:03:51.080]  她大概有兩三百鎊左右
[00:03:51.080 --> 00:03:52.440]  你想想玩多久
[00:03:52.440 --> 00:03:53.520]  三個星期
[00:03:53.520 --> 00:03:54.800]  你有沒有信用卡
[00:03:54.800 --> 00:03:57.080]  沒有啊
[00:03:57.080 --> 00:03:59.840]  那你猜最後她過不過境
[00:03:59.840 --> 00:04:02.160]  因為那個國官都不覺得
[00:04:02.160 --> 00:04:05.320]  看來你都不可能回到
[00:04:05.320 --> 00:04:07.560]  再來這個機場走了
[00:04:07.560 --> 00:04:08.520]  又沒有機票
[00:04:08.520 --> 00:04:09.400]  又沒有信用卡
[00:04:09.400 --> 00:04:10.560]  不知道為什麼
[00:04:10.560 --> 00:04:12.920]  所以頂梓梅
[00:04:12.920 --> 00:04:13.920]  那個是旅行的
[00:04:13.920 --> 00:04:14.760]  你不覺得你旅行
[00:04:14.760 --> 00:04:16.320]  應該是旅行的表現
[00:04:16.320 --> 00:04:18.080]  這些人去到這些地區
[00:04:18.080 --> 00:04:18.760]  他們不是旅行
[00:04:18.760 --> 00:04:20.240]  他們是移居的地方
[00:04:20.240 --> 00:04:23.400]  彼得和寫希伯來書的作者
[00:04:23.400 --> 00:04:26.560]  就是告訴他們很重要的事情
[00:04:26.560 --> 00:04:29.840]  就是原來在這一班
[00:04:29.840 --> 00:04:32.200]  各個地區信了耶穌
[00:04:32.200 --> 00:04:33.320]  又在那裡生活了
[00:04:33.320 --> 00:04:35.040]  但是猶太背景的人
[00:04:35.040 --> 00:04:37.240]  他們很需要知道一件事情
[00:04:37.240 --> 00:04:38.960]  就是剛才讀的
[00:04:38.960 --> 00:04:42.160]  包括希伯來書十一章的這段
[00:04:42.160 --> 00:04:43.200]  信心
[00:04:43.200 --> 00:04:45.120]  這個很重要的主題
[00:04:45.120 --> 00:04:47.480]  就是這班人
[00:04:47.480 --> 00:04:48.720]  他們有一個難題
[00:04:48.720 --> 00:04:49.720]  除了他們在
[00:04:49.720 --> 00:04:51.000]  不是自己原居地
[00:04:51.000 --> 00:04:53.760]  文化的地方生活
[00:04:53.760 --> 00:04:55.000]  他們會有逼迫
[00:04:55.000 --> 00:04:55.480]  為什麼呢
[00:04:55.480 --> 00:04:57.600]  因為信仰的緣故
[00:04:57.600 --> 00:04:58.800]  可能我們在北美洲
[00:04:58.800 --> 00:05:01.880]  覺得被逼迫的機會很微的
[00:05:01.880 --> 00:05:02.880]  很少的
[00:05:02.880 --> 00:05:05.840]  我前幾天就看回
[00:05:05.840 --> 00:05:10.760]  有一位牧師叫Sumit
[00:05:10.760 --> 00:05:12.280]  我看回這個Sumit
[00:05:12.280 --> 00:05:15.880]  他那時候在街頭講福音
[00:05:15.880 --> 00:05:17.440]  他是有一個慣例的
[00:05:17.440 --> 00:05:21.240]  他很喜歡崇拜早半個小時
[00:05:21.240 --> 00:05:24.080]  他就在對開公園的地方
[00:05:24.080 --> 00:05:25.840]  講幾個字福音
[00:05:25.840 --> 00:05:27.560]  講完就回去崇拜
[00:05:27.560 --> 00:05:30.480]  那天他講完之後
[00:05:30.480 --> 00:05:31.120]  很奇怪
[00:05:31.120 --> 00:05:33.760]  好像有些聲音一樣
[00:05:33.760 --> 00:05:37.680]  左邊太陽穴好像被東西撞到
[00:05:37.680 --> 00:05:38.640]  他沒事
[00:05:38.640 --> 00:05:40.400]  他又去撿東西
[00:05:40.400 --> 00:05:43.800]  撿完東西回到教會那裡
[00:05:43.800 --> 00:05:45.840]  準備的時候
[00:05:45.840 --> 00:05:47.360]  那些人看著他
[00:05:47.360 --> 00:05:48.920]  喂 牧師
[00:05:48.920 --> 00:05:50.960]  你太陽穴有血
[00:05:50.960 --> 00:05:55.120]  原來他中了槍
[00:05:55.120 --> 00:05:57.920]  那些子彈還卡在他的腦袋裡
[00:05:57.920 --> 00:05:59.200]  馬上送去醫院
[00:05:59.200 --> 00:06:00.400]  我看那個新聞的時候
[00:06:00.400 --> 00:06:02.000]  幾個月
[00:06:02.000 --> 00:06:03.760]  昨晚想起他的時候
[00:06:03.760 --> 00:06:05.440]  就看他的更新
[00:06:05.440 --> 00:06:07.280]  很感謝神
[00:06:07.280 --> 00:06:11.000]  本來醫生就想著他不能生存
[00:06:11.000 --> 00:06:16.080]  現在他竟然可以重新起來
[00:06:16.080 --> 00:06:18.000]  還可以生活
[00:06:18.000 --> 00:06:19.640]  但是暫時說不了話
[00:06:19.640 --> 00:06:22.680]  你記不記得他為了這個Sumit的牧師
[00:06:22.680 --> 00:06:24.880]  在美國來祈禱
[00:06:24.880 --> 00:06:28.240]  他說原來在美國
[00:06:28.240 --> 00:06:29.760]  他在那個同樣的位置
[00:06:29.760 --> 00:06:35.120]  已經傳遞了一年多的Street Preaching
[00:06:35.120 --> 00:06:35.840]  都沒事
