
[00:00:00.000 --> 00:00:02.000]  丙姐妹,聖誕平安!
[00:00:02.000 --> 00:00:09.000]  願我們平安,心裡有神
[00:00:09.000 --> 00:00:11.000]  我們一起禱告,好嗎?
[00:00:11.000 --> 00:00:17.000]  天父,我們將我們自己在你面前攤開
[00:00:17.000 --> 00:00:19.000]  求祢光照我們
[00:00:19.000 --> 00:00:24.000]  又求祢讓我們能夠容得下你的說話
[00:00:24.000 --> 00:00:27.000]  將我們的人生被你所改變
[00:00:27.000 --> 00:00:30.000]  我們多謝祢,我們祈禱奉耶穌的聖名,阿門
[00:00:30.000 --> 00:00:32.000]  我想問一問
[00:00:32.000 --> 00:00:36.000]  昨晚這裡的弟兄姊妹有沒有參加報道會的?
[00:00:36.000 --> 00:00:39.000]  有,有一部份
[00:00:39.000 --> 00:00:42.000]  或者在網上參加的
[00:00:42.000 --> 00:00:46.000]  昨晚的題目是什麼,大家記不記得?
[00:00:46.000 --> 00:00:52.000]  不安中的平安
[00:00:52.000 --> 00:00:55.000]  但今天是平安下的不安
[00:00:55.000 --> 00:00:57.000]  你說你搞什麼?
[00:00:57.000 --> 00:00:59.000]  越說越亂
[00:00:59.000 --> 00:01:03.000]  其實昨晚的訊息主要是對微信的朋友說的
[00:01:03.000 --> 00:01:07.000]  今天我想多一點跟弟兄姊妹從另一個角度去思考
[00:01:07.000 --> 00:01:09.000]  聖誕這個課題
[00:01:09.000 --> 00:01:14.000]  路加二章八到十四節說些什麼呢?
[00:01:14.000 --> 00:01:16.000]  剛才大家讀過
[00:01:16.000 --> 00:01:18.000]  大家可以看看你的程序也有
[00:01:18.000 --> 00:01:20.000]  百里行的野地發生什麼事
[00:01:20.000 --> 00:01:23.000]  這一段的敘事其實非常簡單
[00:01:23.000 --> 00:01:26.000]  但是又很精準
[00:01:26.000 --> 00:01:28.000]  為什麼這麼精準呢?
[00:01:28.000 --> 00:01:30.000]  因為說出了耶穌的身份
[00:01:30.000 --> 00:01:32.000]  降生的目的
[00:01:32.000 --> 00:01:34.000]  對世界有什麼意義
[00:01:34.000 --> 00:01:38.000]  我們首先看看耶穌的身份是什麼身份
[00:01:38.000 --> 00:01:42.000]  今天在大衛的城裡為你們生了一個救主
[00:01:42.000 --> 00:01:44.000]  就是主基督
[00:01:44.000 --> 00:01:46.000]  是救主,是主基督
[00:01:46.000 --> 00:01:50.000]  是誰說的?
[00:01:50.000 --> 00:01:52.000]  是天使說的
[00:01:52.000 --> 00:01:54.000]  沒有人自己說的
[00:01:54.000 --> 00:01:56.000]  是從神而來的聲音
[00:01:56.000 --> 00:01:59.000]  降生是什麼目的呢?
[00:01:59.000 --> 00:02:01.000]  天使的宣告也說得很清楚
[00:02:01.000 --> 00:02:04.000]  在至高之處榮耀歸於神
[00:02:04.000 --> 00:02:06.000]  就是說什麼呢?
[00:02:06.000 --> 00:02:11.000]  耶穌來是令至高的神得榮耀
[00:02:11.000 --> 00:02:15.000]  因為祂要成就救恩
[00:02:15.000 --> 00:02:18.000]  粉碎了撒旦的權勢
[00:02:18.000 --> 00:02:20.000]  彰顯神的榮耀
[00:02:20.000 --> 00:02:24.000]  至高之處榮耀歸於上帝
[00:02:24.000 --> 00:02:27.000]  在地上平安歸於祂
[00:02:27.000 --> 00:02:29.000]  所以這是什麼意思呢?
[00:02:29.000 --> 00:02:31.000]  很清楚耶穌來這個世界
[00:02:31.000 --> 00:02:33.000]  是要帶給世人平安
[00:02:33.000 --> 00:02:35.000]  在地上
[00:02:35.000 --> 00:02:39.000]  不是局限在伯利恆或猶太地
[00:02:39.000 --> 00:02:42.000]  救恩是關乎萬民的
[00:02:42.000 --> 00:02:45.000]  是覆蓋全人類的
[00:02:45.000 --> 00:02:50.000]  耶穌既然從至高之處而來
[00:02:50.000 --> 00:02:54.000]  是為了要叫全世界的人得平安
[00:02:54.000 --> 00:02:57.000]  這就表明了耶穌貫通了
[00:02:57.000 --> 00:03:01.000]  神和人之間的橋樑
[00:03:01.000 --> 00:03:03.000]  祂是中保
[00:03:03.000 --> 00:03:05.000]  耶穌是道路真理
[00:03:05.000 --> 00:03:09.000]  生命是道路
[00:03:09.000 --> 00:03:13.000]  所以耶穌的降生
[00:03:13.000 --> 00:03:15.000]  是全人類的喜訊
[00:03:15.000 --> 00:03:17.000]  應該普世歡騰
[00:03:17.000 --> 00:03:22.000]  人人都應該有平安有希望
[00:03:22.000 --> 00:03:24.000]  但很弔詭
[00:03:24.000 --> 00:03:26.000]  耶穌的降生
[00:03:26.000 --> 00:03:28.000]  偏偏有人不安
[00:03:28.000 --> 00:03:30.000]  有什麼人不安呢?
[00:03:30.000 --> 00:03:32.000]  我們看第二段經文
[00:03:32.000 --> 00:03:34.000]  你會看到剛才所讀過的
[00:03:34.000 --> 00:03:39.000]  希律王和那些人不安呢?
[00:03:39.000 --> 00:03:42.000]  耶路撒冷全城的人都不安
[00:03:42.000 --> 00:03:44.000]  為什麼呢?
[00:03:44.000 --> 00:03:46.000]  其實希律是在羅馬體制下
[00:03:46.000 --> 00:03:48.000]  一個分封的王
[00:03:48.000 --> 00:03:53.000]  他聽到一位猶太人的王要出世
[00:03:53.000 --> 00:03:54.000]  你想想
[00:03:54.000 --> 00:03:59.000]  如果有一個真正屬於猶太人的王出現
[00:03:59.000 --> 00:04:04.000]  就意味著猶太人要造反
[00:04:04.000 --> 00:04:08.000]  他的地位肯定受威脅
[00:04:08.000 --> 00:04:10.000]  不僅會被推翻
[00:04:10.000 --> 00:04:12.000]  還會連性命都沒了
[00:04:12.000 --> 00:04:16.000]  所以希律一定會用盡一切手段
[00:04:16.000 --> 00:04:18.000]  去剷除這個威脅
[00:04:18.000 --> 00:04:20.000]  他出了一招
[00:04:20.000 --> 00:04:22.000]  他怎麼做呢?
[00:04:22.000 --> 00:04:25.000]  大家看看這個螢幕
[00:04:25.000 --> 00:04:28.000]  希律暗地裡召了博士來
[00:04:28.000 --> 00:04:32.000]  查問他們「聖」何時出現呢?
[00:04:32.000 --> 00:04:38.000]  「你們回來告訴我他在哪裡」
[00:04:38.000 --> 00:04:43.000]  「我也好去拜他」
[00:04:43.000 --> 00:04:47.000]  他用朝拜主作為藉口
[00:04:47.000 --> 00:04:50.000]  實際上是想掏取情報
[00:04:50.000 --> 00:04:52.000]  找出嬰兒的所在
[00:04:52.000 --> 00:04:56.000]  然後殺了他
[00:04:56.000 --> 00:04:58.000]  於是你看到耶穌的出現
[00:04:58.000 --> 00:05:02.000]  帶來了一個權力的張力
[00:05:02.000 --> 00:05:05.000]  一個power struggle
[00:05:05.000 --> 00:05:07.000]  所以在希律的管治下
[00:05:07.000 --> 00:05:10.000]  整個耶路撒冷的氣氛都很緊張
[00:05:10.000 --> 00:05:13.000]  全城的人都不安
[00:05:13.000 --> 00:05:17.000]  果然希律真的做得很狠
[00:05:17.000 --> 00:05:18.000]  做得很盡
[00:05:18.000 --> 00:05:23.000]  後來下令屠殺嬰兒
[00:05:23.000 --> 00:05:28.000]  其實不僅是希律和耶路撒冷的居民不安
[00:05:28.000 --> 00:05:34.000]  你想想耶穌的降臨還有誰會不安呢?
[00:05:34.000 --> 00:05:39.000]  創造的主「道成肉身成為人」
[00:05:39.000 --> 00:05:41.000]  親自來到這個世界
[00:05:41.000 --> 00:05:46.000]  其實是直接踩入世界統治者撒旦的地盤
[00:05:46.000 --> 00:05:49.000]  最不安的是撒旦
[00:05:49.000 --> 00:05:53.000]  所以他要不斷試探耶穌
[00:05:53.000 --> 00:05:56.000]  破壞神的救贖計劃
[00:05:56.000 --> 00:06:00.000]  別以為耶穌只受過三次魔鬼的試探
[00:06:00.000 --> 00:06:04.000]  希伯來書說他凡事都受過試探
[00:06:04.000 --> 00:06:08.000]  只是沒有犯罪
[00:06:08.000 --> 00:06:11.000]  事實上耶穌來到這個世界
[00:06:11.000 --> 00:06:16.000]  都踩入了人心的地盤
[00:06:16.000 --> 00:06:21.000]  所以都會引起很多人的抗拒和不安
[00:06:21.000 --> 00:06:23.000]  約翰福音怎樣說呢?
[00:06:23.000 --> 00:06:30.000]  約翰福音告訴我們他是光
[00:06:30.000 --> 00:06:32.000]  耶穌就是這個世界的光
[00:06:32.000 --> 00:06:34.000]  是生命的光
[00:06:34.000 --> 00:06:36.000]  生命在裡面
[00:06:36.000 --> 00:06:38.000]  這生命就是人的光
[00:06:38.000 --> 00:06:40.000]  光照在黑暗裡
[00:06:40.000 --> 00:06:42.000]  黑暗卻沒有勝過光
[00:06:42.000 --> 00:06:45.000]  黑暗是不能接受光的
[00:06:45.000 --> 00:06:49.000]  約翰福音第一章第九十二節也說
[00:06:49.000 --> 00:06:50.000]  耶穌是真光
[00:06:50.000 --> 00:06:52.000]  來到這個世界要做什麼呢?
[00:06:52.000 --> 00:06:57.000]  他就是照亮所有的人
[00:06:57.000 --> 00:07:00.000]  但是人不接納他
[00:07:00.000 --> 00:07:02.000]  凡是接納他的
[00:07:02.000 --> 00:07:05.000]  上帝就賜權並造神的兒女
[00:07:05.000 --> 00:07:08.000]  其實有沒有想過
[00:07:08.000 --> 00:07:12.000]  光是很具入侵性的
[00:07:12.000 --> 00:07:14.000]  很刺眼的
[00:07:14.000 --> 00:07:17.000]  令人很不安的
[00:07:17.000 --> 00:07:20.000]  大家還記不記得當時的保羅索羅
[00:07:20.000 --> 00:07:23.000]  被呼召的時候看到什麼呢?
[00:07:23.000 --> 00:07:25.000]  看到大光
[00:07:25.000 --> 00:07:28.000]  《小郎傳》第九章告訴我們
[00:07:28.000 --> 00:07:32.000]  保羅在大馬式的途中
[00:07:32.000 --> 00:07:36.000]  有一道光從天上下來
