
[00:00:00.000 --> 00:00:03.000]  今天我們一起去會體是
[00:00:03.000 --> 00:00:06.000]  哥羅西書一章三至十四節
[00:00:06.000 --> 00:00:09.000]  獻上息事的禱告
[00:00:09.000 --> 00:00:11.000]  是獻上息事的禱告
[00:00:11.000 --> 00:00:15.000]  願我們一起先低頭禱告
[00:00:15.000 --> 00:00:20.000]  天父多虧傳你給今天有這麼好的聖經教導
[00:00:20.000 --> 00:00:24.000]  讓我們真的看到保羅
[00:00:24.000 --> 00:00:29.000]  如何為哥羅西教會獻上息事的禱告
[00:00:29.000 --> 00:00:34.000]  也教導我們如何為我們當前的環境
[00:00:34.000 --> 00:00:35.000]  為我們的群體
[00:00:35.000 --> 00:00:39.000]  為我們的社會獻上息事的禱告
[00:00:39.000 --> 00:00:43.000]  願上帝親自賜我們悟性
[00:00:43.000 --> 00:00:44.000]  好真知道你
[00:00:44.000 --> 00:00:45.000]  聽我們的禱告
[00:00:45.000 --> 00:00:47.000]  奉基督耶穌的名
[00:00:47.000 --> 00:00:48.000]  阿們
[00:00:48.000 --> 00:00:56.000]  近來有些屬上帝的家
[00:00:56.000 --> 00:01:00.000]  因著香港今天所發生的事
[00:01:00.000 --> 00:01:04.000]  經歷了不同的撕裂
[00:01:04.000 --> 00:01:08.000]  發生了很多令人憂心的事
[00:01:08.000 --> 00:01:10.000]  弟兄姊妹
[00:01:10.000 --> 00:01:15.000]  不知道我們有沒有掛心這些事
[00:01:15.000 --> 00:01:23.000]  有沒有為香港的屬臣家禱告
[00:01:25.000 --> 00:01:30.000]  現在天氣都開始慢慢轉涼了
[00:01:30.000 --> 00:01:36.000]  早上大家會穿一件可能是長袖的衣服
[00:01:36.000 --> 00:01:39.000]  在這個時候
[00:01:39.000 --> 00:01:42.000]  我們有沒有開始去掛念一些
[00:01:42.000 --> 00:01:47.000]  我們身邊身體軟弱的朋友或者長者
[00:01:47.000 --> 00:01:51.000]  有沒有打過電話去問候他們
[00:01:51.000 --> 00:01:56.000]  去知道他們的情況
[00:01:56.000 --> 00:01:59.000]  剛剛看到一個片段
[00:01:59.000 --> 00:02:03.000]  關於我們親愛的次宏執事
[00:02:03.000 --> 00:02:05.000]  他的情況
[00:02:05.000 --> 00:02:08.000]  讓我們更加能夠具體懂得
[00:02:08.000 --> 00:02:11.000]  怎樣為他去禱告
[00:02:11.000 --> 00:02:15.000]  事實上對我們基督徒而言
[00:02:15.000 --> 00:02:19.000]  除了向那些需要關心的人
[00:02:19.000 --> 00:02:24.000]  或者做出一些回應行動之外
[00:02:24.000 --> 00:02:27.000]  我想我們更加重要的就是
[00:02:27.000 --> 00:02:33.000]  要為他們向神獻上息事的禱告
[00:02:33.000 --> 00:02:34.000]  是不是?弟兄姊妹
[00:02:34.000 --> 00:02:37.000]  有時我們說我甚麼都做不到
[00:02:37.000 --> 00:02:40.000]  我只能夠為你祈禱
[00:02:40.000 --> 00:02:41.000]  弟兄姊妹
[00:02:41.000 --> 00:02:43.000]  我估我們不要這樣說
[00:02:43.000 --> 00:02:47.000]  事實上禱告才是一切的一切
[00:02:47.000 --> 00:02:51.000]  禱告我們求神給合適的人
[00:02:51.000 --> 00:02:56.000]  去到所禱告對象當中去協助他們
[00:02:56.000 --> 00:02:59.000]  沒有禱告不能夠成事
[00:02:59.000 --> 00:03:03.000]  所以我們不是說我們甚麼都做不到
[00:03:03.000 --> 00:03:06.000]  只跟你祈禱
[00:03:06.000 --> 00:03:09.000]  我們應該說我們會為你祈禱
[00:03:09.000 --> 00:03:11.000]  我們相信透過禱告
[00:03:11.000 --> 00:03:13.000]  上帝會親自動功
[00:03:13.000 --> 00:03:19.000]  讓我們今天在《哥羅西書1章3-14》裡
[00:03:19.000 --> 00:03:23.000]  看看保羅如何為哥羅西教會
[00:03:23.000 --> 00:03:27.000]  獻上息事的禱告
[00:03:27.000 --> 00:03:32.000]  從而使我們能夠有一些啟發
[00:03:32.000 --> 00:03:36.000]  在了解這段經文之先
[00:03:36.000 --> 00:03:40.000]  在明白保羅如何為哥羅西教會
[00:03:40.000 --> 00:03:42.000]  獻上息事的禱告
[00:03:42.000 --> 00:03:45.000]  我估最重要的是
[00:03:45.000 --> 00:03:51.000]  要了解哥羅西教會所面對的情況
[00:03:51.000 --> 00:03:53.000]  我們才能在經文裡
[00:03:53.000 --> 00:03:58.000]  更加明白保羅的禱告是怎樣的息事
[00:03:58.000 --> 00:04:03.000]  哥羅西是在小阿西亞東南方
[00:04:03.000 --> 00:04:06.000]  現在的土耳其一個叫做呂加河岸
[00:04:06.000 --> 00:04:09.000]  我不知道大家有沒有去過土耳其
[00:04:09.000 --> 00:04:12.000]  我沒有去過
[00:04:12.000 --> 00:04:15.000]  去過好像有很多人都說挺好玩的
[00:04:15.000 --> 00:04:17.000]  我不知道
[00:04:17.000 --> 00:04:19.000]  一個小的市鎮
[00:04:19.000 --> 00:04:25.000]  這封信的收信人是那裡的教會
[00:04:25.000 --> 00:04:28.000]  有些學者就會認為
[00:04:28.000 --> 00:04:34.000]  保羅可能沒有去過哥羅西的教會
[00:04:34.000 --> 00:04:37.000]  不過大家知道
[00:04:37.000 --> 00:04:39.000]  通常聖經的學者
[00:04:39.000 --> 00:04:42.000]  都會有不同的派別不同的說法
[00:04:42.000 --> 00:04:45.000]  有些人說保羅其實都去過
[00:04:45.000 --> 00:04:48.000]  但是我們基本上
[00:04:48.000 --> 00:04:52.000]  在這裡暫時不做一個定論
[00:04:52.000 --> 00:04:54.000]  我們只知道
[00:04:54.000 --> 00:04:58.000]  多數的學者都說保羅沒有去過
[00:04:58.000 --> 00:05:00.000]  那些學者他們說
[00:05:00.000 --> 00:05:05.000]  這個教會其實的建立是由以巴忽
[00:05:05.000 --> 00:05:08.000]  剛才大家讀經文都讀過了
[00:05:08.000 --> 00:05:12.000]  是保羅的同宮裡面建立的
[00:05:12.000 --> 00:05:13.000]  以巴忽
[00:05:13.000 --> 00:05:17.000]  他就將福音帶到了哥羅西
[00:05:17.000 --> 00:05:19.000]  然後就成立了教會
[00:05:19.000 --> 00:05:23.000]  接著他就回來告訴保羅
[00:05:23.000 --> 00:05:27.000]  因為保羅當時在羅馬坐牢
[00:05:27.000 --> 00:05:31.000]  就說哥羅西教會成立了
[00:05:31.000 --> 00:05:36.000]  那麼哥羅西教會成立不久
[00:05:36.000 --> 00:05:39.000]  就立刻受到一些異端
[00:05:39.000 --> 00:05:45.000]  就用花言巧語去迷惑那裡的信徒
[00:05:45.000 --> 00:05:47.000]  其實在哥羅西書裡二章四節
[00:05:47.000 --> 00:05:49.000]  不跟大家讀了
[00:05:49.000 --> 00:05:53.000]  都已經發現有異端的搞擾
[00:05:53.000 --> 00:05:55.000]  而以巴忽
[00:05:55.000 --> 00:06:00.000]  他就將教會的困擾帶到保羅那裡
[00:06:00.000 --> 00:06:03.000]  就問保羅怎樣去應付
[00:06:03.000 --> 00:06:08.000]  於是保羅就寫了這封信
[00:06:08.000 --> 00:06:11.000]  來駁斥異端的錯誤
[00:06:11.000 --> 00:06:16.000]  而且要告訴一些哥羅西教會
[00:06:16.000 --> 00:06:19.000]  是怎樣去認識上帝
[00:06:19.000 --> 00:06:21.000]  認識神
[00:06:21.000 --> 00:06:24.000]  是這樣的情況
[00:06:24.000 --> 00:06:30.000]  哥羅西教會當時有一些異端的教訓
[00:06:30.000 --> 00:06:34.000]  大概可以分為三類的異端
[00:06:34.000 --> 00:06:37.000]  一類就是移民的主義
[00:06:37.000 --> 00:06:39.000]  什麼叫移民主義呢
[00:06:39.000 --> 00:06:43.000]  就是有一些在猶太教的愛悉尼派
[00:06:43.000 --> 00:06:45.000]  大家知道有三派
[00:06:45.000 --> 00:06:49.000]  猶太教、薩都該、法利塞和愛悉尼
[00:06:49.000 --> 00:06:55.000]  愛悉尼派認為一定要重視一些傳統
[00:06:55.000 --> 00:06:56.000]  非常重要
[00:06:56.000 --> 00:07:01.000]  例如飲食、節旗或是國禮等等
[00:07:01.000 --> 00:07:05.000]  去搞擾這些信耶穌的基督徒
[00:07:05.000 --> 00:07:10.000]  覺得一定要去謹守這方面
[00:07:10.000 --> 00:07:13.000]  第二方面就是禁欲主義
[00:07:13.000 --> 00:07:16.000]  人一定要服從
[00:07:16.000 --> 00:07:25.000]  不可以放縱欲提
[00:07:25.000 --> 00:07:31.000]  服從那些不可常的規條
[00:07:31.000 --> 00:07:36.000]  我們怎樣才能夠得救或得贖呢
[00:07:36.000 --> 00:07:38.000]  是要輔待己身
[00:07:38.000 --> 00:07:42.000]  這一類就是禁欲派
[00:07:42.000 --> 00:07:45.000]  第三派就是智慧主義
[00:07:45.000 --> 00:07:47.000]  那些洛斯底主義
[00:07:47.000 --> 00:07:49.000]  大家經常聽到
[00:07:49.000 --> 00:07:55.000]  他們說那些擁有獨特的智慧的人
[00:07:55.000 --> 00:07:58.000]  他才能夠體驗到宇宙的奧妙
[00:07:58.000 --> 00:08:01.000]  所以是追求智慧
[00:08:01.000 --> 00:08:05.000]  而在保羅的書信裏面
[00:08:05.000 --> 00:08:15.000]  其實會發現在哥羅西教會都有不同的異教色彩
[00:08:15.000 --> 00:08:17.000]  所以大家知道
[00:08:17.000 --> 00:08:20.000]  整個過程
[00:08:20.000 --> 00:08:24.000]  你見到的就是哥羅西新的教會
[00:08:24.000 --> 00:08:26.000]  這個新的教會
[00:08:26.000 --> 00:08:30.000]  正在經歷不同異端的攻擊
[00:08:30.000 --> 00:08:37.000]  同時亦都有一些流行的當地的小亞細亞的宗教
[00:08:37.000 --> 00:08:39.000]  來搞擾
[00:08:39.000 --> 00:08:43.000]  以巴弗將這個難處
[00:08:43.000 --> 00:08:48.000]  告訴正在羅馬坐牢的保羅
[00:08:48.000 --> 00:08:53.000]  保羅就寫了這一封哥羅西書
[00:08:53.000 --> 00:08:57.000]  亦都是其中一封的監獄書信
[00:08:57.000 --> 00:09:02.000]  是向哥羅西教會講解
