
[00:00:00.000 --> 00:00:04.840]  我們繼續探討《仕途信經》中的每一句禱文
[00:00:04.840 --> 00:00:07.080]  當然我們上一次提到一句聖經
[00:00:07.080 --> 00:00:09.040]  在《仕途信經》中的一句說話
[00:00:09.040 --> 00:00:10.960]  就是耶穌基督的生平當中
[00:00:10.960 --> 00:00:13.040]  我們從來不會懷疑祂的誕生
[00:00:13.040 --> 00:00:15.600]  也不會懷疑祂的成長過程當中
[00:00:15.600 --> 00:00:19.000]  也不會懷疑祂有三年的時間的服侍
[00:00:19.000 --> 00:00:21.800]  但我們也不會懷疑祂釘在十字架上
[00:00:21.800 --> 00:00:24.160]  祂曾經為我們的罪
[00:00:24.160 --> 00:00:26.600]  背負我們的罪釘在十字架上
[00:00:26.600 --> 00:00:29.160]  祂所流的補血能夠潔淨我們的罪
[00:00:29.160 --> 00:00:31.680]  以致祂能夠真的死在十字架上
[00:00:31.680 --> 00:00:34.200]  同樣祂真的埋葬了
[00:00:34.200 --> 00:00:37.560]  但同樣祂在第三天復活然後升天
[00:00:37.560 --> 00:00:39.560]  這些耶穌的生平當中
[00:00:39.560 --> 00:00:41.520]  我們從來都不會懷疑
[00:00:41.520 --> 00:00:43.080]  但在《仕途信經》中
[00:00:43.080 --> 00:00:45.320]  在祂埋葬之後
[00:00:45.320 --> 00:00:47.000]  在祂復活的中間
[00:00:47.000 --> 00:00:48.800]  忽然間加上一句
[00:00:48.800 --> 00:00:51.720]  就是耶穌基督降在陰間
[00:00:51.720 --> 00:00:53.560]  上一次我和大家分析
[00:00:53.560 --> 00:00:57.520]  究竟耶穌有沒有真的降在陰間
[00:00:57.520 --> 00:00:59.120]  去到今天這個時代
[00:00:59.120 --> 00:01:02.680]  在神學界仍然有不同的爭拗
[00:01:02.680 --> 00:01:05.440]  有些人說耶穌真的降在陰間
[00:01:05.440 --> 00:01:06.840]  有些人說不是
[00:01:06.840 --> 00:01:09.760]  耶穌真的不知道有沒有降在陰間
[00:01:09.760 --> 00:01:11.360]  當然上一次我的分析
[00:01:11.360 --> 00:01:12.640]  去到結尾的時候
[00:01:12.640 --> 00:01:13.680]  我就強調
[00:01:13.680 --> 00:01:15.800]  耶穌基督曾經說了一句話
[00:01:15.800 --> 00:01:18.560]  祂在十字架上和旁邊一個強盜說
[00:01:18.560 --> 00:01:22.040]  「你今天和我在樂園裡」
[00:01:22.040 --> 00:01:25.000]  以致我看到耶穌基督自己說
[00:01:25.000 --> 00:01:27.800]  一個在主那邊離開世界的人
[00:01:27.800 --> 00:01:32.000]  耶穌基督和他一定是在樂園裡
[00:01:32.000 --> 00:01:32.840]  換言之
[00:01:32.840 --> 00:01:35.440]  每一個在主那邊離開世界的人
[00:01:35.440 --> 00:01:37.360]  縱然真的去到陰間
[00:01:37.360 --> 00:01:41.240]  這個陰間都會被轉化成一個樂園
[00:01:41.240 --> 00:01:43.040]  正如耶穌基督的比喻裡
[00:01:43.040 --> 00:01:45.680]  祂說到一個財主和拉撒路的比喻裡
[00:01:45.680 --> 00:01:47.480]  這個財主是在火裡
[00:01:47.480 --> 00:01:51.440]  而拉撒路是在阿伯拉罕的懷抱當中
[00:01:51.440 --> 00:01:53.840]  所以這是我自己的信念
[00:01:53.840 --> 00:01:57.320]  我們無論有沒有降載陰間的觀念也好
[00:01:57.320 --> 00:02:00.920]  我深信今天如果我回去離開這個世界
[00:02:00.920 --> 00:02:04.960]  我一定和神和耶穌基督一起在樂園裡
[00:02:04.960 --> 00:02:06.240]  我們帶著這個信心
[00:02:06.240 --> 00:02:10.080]  我們有一天和耶穌基督一定在樂園裡
[00:02:10.080 --> 00:02:10.800]  你和旁邊的人說
[00:02:10.800 --> 00:02:13.040]  一定在樂園裡
[00:02:13.040 --> 00:02:14.200]  當然
[00:02:14.200 --> 00:02:16.240]  耶穌基督第三天復活
[00:02:16.240 --> 00:02:17.800]  我們從來都不會懷疑
[00:02:17.800 --> 00:02:18.920]  這個在復活節那邊
[00:02:18.920 --> 00:02:20.320]  我們一定會說到
[00:02:20.320 --> 00:02:22.360]  耶穌基督是第三天復活
[00:02:22.360 --> 00:02:24.360]  祂升天我們也不會懷疑
[00:02:24.360 --> 00:02:27.520]  因為在《使徒行傳》那邊很清楚
[00:02:27.520 --> 00:02:30.080]  當耶穌給了一個使命之後
[00:02:30.080 --> 00:02:33.200]  當時那些門徒是望著耶穌升天
[00:02:33.200 --> 00:02:34.400]  耶穌怎樣升天
[00:02:34.400 --> 00:02:35.400]  我真的不知道
[00:02:35.400 --> 00:02:36.880]  是否一塊雲升上去
[00:02:36.880 --> 00:02:37.760]  我也不知道
[00:02:37.760 --> 00:02:39.400]  不過我們只知道
[00:02:39.400 --> 00:02:41.680]  那些門徒真的望著耶穌
[00:02:41.680 --> 00:02:43.280]  望著耶穌這樣升上去
[00:02:43.280 --> 00:02:45.960]  直到升到祂看不到
[00:02:45.960 --> 00:02:49.000]  而那些門徒仍然都是望著天
[00:02:49.000 --> 00:02:50.520]  這是聖經說的
[00:02:50.520 --> 00:02:54.240]  當時這班門徒望著天的原因
[00:02:54.240 --> 00:02:58.320]  他們很希望能夠即時見到耶穌就降下來
[00:02:58.320 --> 00:02:59.760]  因為大佬走了
[00:02:59.760 --> 00:03:00.400]  搞不定
[00:03:00.400 --> 00:03:01.680]  大佬快點下來
[00:03:01.680 --> 00:03:03.360]  於是他們一直期待
[00:03:03.360 --> 00:03:05.640]  耶穌即時降下來
[00:03:05.640 --> 00:03:09.240]  這個也是早期教會信徒的信念
[00:03:09.240 --> 00:03:10.360]  他們的信念就是說
[00:03:10.360 --> 00:03:13.800]  耶穌升天會即時降下來
[00:03:13.800 --> 00:03:14.760]  不過很可惜
[00:03:14.760 --> 00:03:16.560]  在聖經那邊教導我們
[00:03:16.560 --> 00:03:18.640]  也是很清楚的記載
