
[00:00:00.000 --> 00:00:01.440]  大興姐妹主內平安
[00:00:01.440 --> 00:00:02.280]  內平安
[00:00:02.280 --> 00:00:05.640]  近來的天氣都變幻莫測
[00:00:05.640 --> 00:00:07.480]  今天早上天氣好
[00:00:07.480 --> 00:00:08.960]  剛才大風大雨
[00:00:08.960 --> 00:00:12.560]  但是沒有阻礙我們的火熱的心來到教會
[00:00:12.560 --> 00:00:14.560]  我們一起去敬拜我們的主
[00:00:14.560 --> 00:00:17.280]  那麼不知不覺
[00:00:17.280 --> 00:00:20.520]  我講創世紀也講了差不多半年的時間
[00:00:20.520 --> 00:00:23.480]  那麼今天其實是去到第十一講的
[00:00:23.480 --> 00:00:26.080]  那麼也是最後一講
[00:00:26.080 --> 00:00:27.680]  我保證你們是最後一講
[00:00:27.920 --> 00:00:31.640]  那麼就因為之前說不嫁有監
[00:00:31.640 --> 00:00:33.200]  說講完就再講
[00:00:33.200 --> 00:00:35.000]  那麼就有些人說我長氣
[00:00:35.000 --> 00:00:39.160]  那麼其實就是有很多很多的東西
[00:00:39.160 --> 00:00:40.440]  其實還沒講完的
[00:00:40.440 --> 00:00:43.200]  其實自小我都很喜歡看創世紀
[00:00:43.200 --> 00:00:47.160]  但是以前看就只不過是看一個故事的形式去看一下
[00:00:47.160 --> 00:00:51.240]  就是看一下究竟上帝如何創造天地
[00:00:51.240 --> 00:00:53.680]  如何興起阿巴拉罕的民族
[00:00:53.680 --> 00:00:55.360]  雅各的故事
[00:00:55.360 --> 00:00:56.680]  約瑟的故事
[00:00:56.680 --> 00:00:59.080]  都是真的非常之轉奇
[00:00:59.080 --> 00:01:04.440]  但是當我這半年去準備這個創世紀的講章的時候
[00:01:04.440 --> 00:01:09.680]  那麼就發覺原來內裡是有很多的不同的意思在裡面
[00:01:09.680 --> 00:01:12.040]  那麼我試一下從一個重新的角度
[00:01:12.040 --> 00:01:15.720]  去看一下究竟上帝和我說什麼話
[00:01:15.720 --> 00:01:17.560]  或者和我們說什麼話
[00:01:17.560 --> 00:01:19.120]  那麼如果上帝許可的話
[00:01:19.120 --> 00:01:22.240]  其實我想將這十一堂講道就撒成一本書
[00:01:22.240 --> 00:01:24.280]  不過都知道你們不會看書的
[00:01:24.280 --> 00:01:27.400]  看看我們退休之後有沒有時間寫
[00:01:27.400 --> 00:01:29.840]  那麼首先就是這個創世紀這個字
[00:01:29.840 --> 00:01:31.840]  中文創世以前都講過
[00:01:31.840 --> 00:01:35.520]  其實是翻譯有點小錯誤的
[00:01:35.520 --> 00:01:37.800]  因為原文那個希伯來文
[00:01:37.800 --> 00:01:39.280]  它是或者英文都好
[00:01:39.280 --> 00:01:41.200]  Genesis就不是解創造
[00:01:41.200 --> 00:01:42.360]  不是Creation
[00:01:42.360 --> 00:01:44.280]  Genesis是解Origin
[00:01:44.280 --> 00:01:46.720]  是起源
[00:01:46.720 --> 00:01:50.520]  那麼就當我講創世紀第一堂第二堂的時候
[00:01:50.520 --> 00:01:52.000]  就講第一章第二章
[00:01:52.000 --> 00:01:54.480]  是講到宇宙的起源
[00:01:54.480 --> 00:01:58.440]  宇宙的起源是包括了上帝去創造這個
[00:01:58.440 --> 00:02:01.280]  我們所謂的Dimension 即是空間
[00:02:01.280 --> 00:02:03.840]  創制Particles 即是物質
[00:02:03.840 --> 00:02:05.720]  和創造這個很重要的
[00:02:05.720 --> 00:02:07.920]  亦都是我們最不喜歡的就是時間
[00:02:07.920 --> 00:02:09.280]  這個Time
[00:02:09.280 --> 00:02:11.200]  看到上帝那個的屬性
[00:02:11.200 --> 00:02:13.080]  就是他無所不能
[00:02:13.080 --> 00:02:15.360]  Omnipotent 無所不在
[00:02:15.360 --> 00:02:18.320]  Omnipresent 即是他無論在哪裡他都在
[00:02:18.320 --> 00:02:20.120]  無論你去到哪裡他都在
[00:02:20.120 --> 00:02:23.160]  而且他是沒有什麼是做不到的
[00:02:23.160 --> 00:02:24.840]  那麼當然你真是研究創世紀
[00:02:24.840 --> 00:02:28.680]  你可以真是從一個很科學的角度去看都不一定
[00:02:28.680 --> 00:02:31.240]  但我盡量又不想講得太過離地
[00:02:31.240 --> 00:02:33.680]  因為變了大家就可能很悶
[00:02:33.680 --> 00:02:34.360]  其實都不是的
[00:02:34.360 --> 00:02:36.280]  講完之後我曾經有姊妹來
[00:02:36.280 --> 00:02:39.720]  和我去研究這個上帝的粒子
[00:02:39.720 --> 00:02:40.640]  知不知道上帝的粒子
[00:02:40.640 --> 00:02:44.040]  希格斯波色子
[00:02:44.040 --> 00:02:47.080]  那麼實在其實都是可以很多地方研究
[00:02:47.080 --> 00:02:48.160]  你說是不是很離地
[00:02:48.160 --> 00:02:48.880]  其實都不是
[00:02:48.880 --> 00:02:53.800]  因為記住看聖經是上帝和我們說什麼話
[00:02:53.800 --> 00:02:56.560]  如果你是對這個上帝粒子有興趣的
[00:02:56.560 --> 00:02:58.760]  就是上帝和你講的這件事
[00:02:58.760 --> 00:03:00.560]  如果你說我完全不知道你講什麼
[00:03:00.560 --> 00:03:02.360]  那麼上帝沒有和你說
[00:03:02.360 --> 00:03:04.800]  絕對是不關乎我們的信仰
[00:03:04.800 --> 00:03:06.760]  聖經是一本活的書
[00:03:06.760 --> 00:03:09.760]  它看不同人身上它有不同的說話
[00:03:09.760 --> 00:03:12.840]  但是離不開了上帝的真理
[00:03:12.840 --> 00:03:17.240]  它第三第四課就講到地球的起源
[00:03:17.240 --> 00:03:18.320]  地球的起源
[00:03:18.320 --> 00:03:21.960]  是關乎上帝創造這個所謂窮倉
[00:03:21.960 --> 00:03:23.320]  就是今天我看到的天
[00:03:23.320 --> 00:03:26.920]  窮倉以下和窮倉以上
[00:03:26.920 --> 00:03:30.800]  上帝創造萬物生物
[00:03:30.800 --> 00:03:32.720]  和不單止是生物
[00:03:32.720 --> 00:03:36.840]  所以很重要就是上帝是做了一個自然生態出來
[00:03:36.840 --> 00:03:39.120]  一個環境系統出來
[00:03:39.120 --> 00:03:40.320]  記得我都提過
[00:03:40.320 --> 00:03:43.640]  就是上帝是吩咐我們有個使命
[00:03:43.640 --> 00:03:46.040]  新約的大使命大家都很清楚了
[00:03:46.040 --> 00:03:48.240]  就是將那個福音傳遍天下
[00:03:48.240 --> 00:03:50.640]  原來舊約的一個使命在創世紀已經講了
[00:03:50.640 --> 00:03:53.480]  就是叫我們人類去管理萬物
[00:03:53.480 --> 00:03:56.400]  管理這個自然生態
[00:03:56.400 --> 00:03:58.480]  今天我們做了多少呢
[00:03:58.480 --> 00:04:01.560]  今天我們教會我們基督徒我們很注重傳福音
[00:04:01.560 --> 00:04:03.080]  這個當然一定要做
[00:04:03.080 --> 00:04:04.320]  也是最重要
[00:04:04.320 --> 00:04:05.520]  但是我們有沒有忘記了
[00:04:05.520 --> 00:04:08.680]  我們也要維護這個自然生態呢
[00:04:08.680 --> 00:04:11.480]  這個也是上帝叫我們去做的
[00:04:11.480 --> 00:04:14.760]  第五第六課我們就講到人類的起源
[00:04:14.760 --> 00:04:16.080]  這個大家都很關注
[00:04:16.080 --> 00:04:17.440]  因為我們都是人類
[00:04:17.440 --> 00:04:21.160]  人類的起源我特別看到人和上帝的關係
[00:04:21.160 --> 00:04:22.880]  這個也都是很重要
[00:04:22.880 --> 00:04:26.120]  今天我們和上帝的關係是什麼
[00:04:26.120 --> 00:04:28.800]  也都是看到男和女的關係
[00:04:28.800 --> 00:04:31.040]  因為上帝做亞當和夏娃
[00:04:31.040 --> 00:04:32.360]  我們的始祖
[00:04:32.360 --> 00:04:34.360]  這個男女的關係
[00:04:34.360 --> 00:04:36.000]  你就可能說都是很清楚
[00:04:36.000 --> 00:04:39.320]  但是今天其實已經是很模糊
[00:04:39.320 --> 00:04:40.120]  就算是男
[00:04:40.120 --> 00:04:41.920]  有的是男有的是女
[00:04:41.920 --> 00:04:43.240]  有的是不男不女
[00:04:43.240 --> 00:04:45.000]  有的是可男可女
[00:04:45.000 --> 00:04:48.520]  我們在生活上我們都越來越接觸得多
[00:04:48.520 --> 00:04:52.480]  其實已經是很違反了上帝的那個願意
[00:04:52.480 --> 00:04:54.600]  第七課我們講到罪了
[00:04:54.600 --> 00:04:56.280]  就是我們也是很關注
[00:04:56.280 --> 00:04:58.280]  或者給我們很困擾的這件事
[00:04:58.280 --> 00:05:00.680]  就是罪和死亡的起源
[00:05:00.680 --> 00:05:02.360]  Origin of Sin和Death
[00:05:02.360 --> 00:05:05.400]  這個起源就是
[00:05:05.400 --> 00:05:06.960]  零裡頭的死亡
[00:05:06.960 --> 00:05:09.000]  就是零裡頭的分隔
[00:05:09.000 --> 00:05:10.920]  和上帝分隔
[00:05:10.920 --> 00:05:12.560]  接著引申到第八第十課
[00:05:12.560 --> 00:05:16.080]  就是有三個的罪性就引用約翰一書
[00:05:16.080 --> 00:05:17.440]  大家都記得了是不是
[00:05:17.440 --> 00:05:19.720]  就是眼目的情慾
[00:05:19.720 --> 00:05:20.640]  肉體的情慾
[00:05:20.640 --> 00:05:21.800]  今生的驕傲
[00:05:21.800 --> 00:05:23.280]  眼目的情慾
[00:05:23.280 --> 00:05:26.880]  是包括了該引的妒忌
[00:05:26.880 --> 00:05:29.760]  他見到上帝越立
[00:05:29.760 --> 00:05:31.320]  他弟弟阿伯
[00:05:31.320 --> 00:05:32.600]  那個的共物
[00:05:32.600 --> 00:05:33.840]  他就妒忌
[00:05:33.840 --> 00:05:36.080]  妒忌到一個什麼程度
[00:05:36.080 --> 00:05:39.280]  妒忌到一個程度就是他要殺害
[00:05:39.280 --> 00:05:40.440]  他的弟弟
[00:05:40.440 --> 00:05:42.680]  這些好像很誇張
[00:05:42.680 --> 00:05:44.280]  但其實一點都不誇張
[00:05:44.280 --> 00:05:46.280]  今日民與民打仗
[00:05:46.280 --> 00:05:47.560]  國與國戰爭
[00:05:47.560 --> 00:05:51.680]  都是很多是妒忌開始的
[00:05:51.680 --> 00:05:53.240]  以下衝突
[00:05:53.240 --> 00:05:56.240]  現在似乎有一點和平的出現
[00:05:56.240 --> 00:05:59.040]  但是所謂和平只不過是暫時
[00:05:59.040 --> 00:06:00.800]  之前死了多少人呢
[00:06:00.800 --> 00:06:04.200]  全部都是眼目的情慾妒忌開始
[00:06:04.200 --> 00:06:05.040]  肉體的情慾
[00:06:05.040 --> 00:06:05.960]  看到羅亞
[00:06:05.960 --> 00:06:07.480]  羅亞那個就是
[00:06:07.480 --> 00:06:10.040]  當人類是去到一個肉體的情慾
[00:06:10.040 --> 00:06:11.400]  敗壞的時候
[00:06:11.400 --> 00:06:15.000]  終日吃喝玩樂的時候
[00:06:15.000 --> 00:06:17.800]  是用自己熟自己肉體的情慾
[00:06:17.800 --> 00:06:22.440]  去做一些違反上帝那個的意念的事的時候
[00:06:22.440 --> 00:06:26.040]  上帝的災禍就降臨到這個世界
[00:06:26.040 --> 00:06:28.600]  而今生的驕傲就在到巴別塔
[00:06:28.600 --> 00:06:32.960]  巴別塔就是人要以為自己已經可以
[00:06:32.960 --> 00:06:34.680]  不要說比上帝厲害
[00:06:34.680 --> 00:06:37.640]  就是以為自己可以和上帝同等
[00:06:37.640 --> 00:06:39.040]  可以建一個塔
[00:06:39.040 --> 00:06:40.880]  可以去到天堂那裡
[00:06:40.880 --> 00:06:43.120]  就是我不需要靠上帝
[00:06:43.120 --> 00:06:44.800]  這個是驕傲
[00:06:44.800 --> 00:06:45.560]  這個是驕傲
[00:06:45.560 --> 00:06:49.720]  你說這些是不是那時候的故事
[00:06:49.720 --> 00:06:51.640]  其實今天我們都有驕傲
[00:06:51.640 --> 00:06:53.200]  我們怎會沒有驕傲呢
[00:06:53.200 --> 00:06:55.440]  很多的罪都是驕傲而起
[00:06:55.440 --> 00:06:57.040]  國家的驕傲
[00:06:57.040 --> 00:06:58.840]  現在之前去完月球
[00:06:58.840 --> 00:07:00.080]  又說要去火星
[00:07:00.080 --> 00:07:01.240]  又要去哪裡
[00:07:01.240 --> 00:07:04.040]  這些其實都是今生的驕傲
[00:07:04.040 --> 00:07:07.920]  對我們地球的生態完全一點益處都沒有
[00:07:07.920 --> 00:07:09.720]  今天去到最後一課的第十一講
[00:07:09.720 --> 00:07:13.920]  其實就是聖經篇幅最長的
[00:07:13.920 --> 00:07:16.440]  就是從《創世紀》十二章講到五十章
[00:07:16.440 --> 00:07:17.360]  大家不用擔心
[00:07:17.360 --> 00:07:18.400]  如果真的從十二章講到五十章
[00:07:18.400 --> 00:07:21.680]  就講到下個星期日這個時候還沒講完
[00:07:21.680 --> 00:07:23.560]  大家其實都很熟悉《創世紀》
[00:07:23.560 --> 00:07:25.240]  我只能夠講一個重點
[00:07:25.240 --> 00:07:27.440]  《創世紀》十二章去到最後一章五十章
[00:07:27.440 --> 00:07:31.080]  是講到猶太人的始祖的起源
[00:07:31.080 --> 00:07:32.600]  猶太人的始祖就是阿巴拉罕
[00:07:32.600 --> 00:07:36.040]  以撒亞國他們的起源
[00:07:36.040 --> 00:07:38.160]  究竟上帝在跟我們講什麼話呢
[00:07:38.160 --> 00:07:39.960]  在這些故事當中
[00:07:39.960 --> 00:07:42.880]  是講到上帝的主權
[00:07:42.880 --> 00:07:44.320]  sovereignty
[00:07:44.320 --> 00:07:46.680]  以及上帝跟猶太人始祖的關係
[00:07:46.680 --> 00:07:48.240]  主權是什麼
[00:07:48.240 --> 00:07:50.440]  主權就是一個所謂complete control
