
[00:00:00.000 --> 00:00:02.700]  在開始講道之前我們低頭有個禱告好嗎?
[00:00:02.700 --> 00:00:06.000]  天父我們再一次在您的面前去重讚您
[00:00:06.000 --> 00:00:09.000]  再多謝您將耶穌基督成為人
[00:00:09.000 --> 00:00:12.000]  活在地上走了一段日子
[00:00:12.000 --> 00:00:14.000]  再多謝您明白我們
[00:00:14.000 --> 00:00:15.000]  亦了解我們
[00:00:15.000 --> 00:00:16.500]  您有無限的溫柔
[00:00:16.500 --> 00:00:19.500]  在我們身邊幫助我們
[00:00:19.500 --> 00:00:22.000]  讓我們緊緊跟隨您的時候
[00:00:22.000 --> 00:00:24.000]  我們的人生不再一樣
[00:00:24.000 --> 00:00:26.000]  願您真摯的將聖靈
[00:00:26.000 --> 00:00:28.000]  在我們心裏幫助我們
[00:00:28.000 --> 00:00:30.000]  讓我們有一個柔軟的心
[00:00:30.000 --> 00:00:31.000]  此刻的、願意的
[00:00:31.000 --> 00:00:33.000]  您都可以跟從主
[00:00:33.000 --> 00:00:34.000]  聽我們禱告
[00:00:34.000 --> 00:00:35.000]  奉教主耶穌基督的名
[00:00:35.000 --> 00:00:37.000]  Amen
[00:00:37.000 --> 00:00:41.000]  今天我們講題叫做全人更生
[00:00:41.000 --> 00:00:46.000]  因為已經進入了26年第二個季度
[00:00:46.000 --> 00:00:49.000]  其實更生的題目常常在教會都會出現
[00:00:49.000 --> 00:00:51.000]  都會配搭不同的經文
[00:00:51.000 --> 00:00:53.000]  特別是羅馬書是很多時候都會用的
[00:00:53.000 --> 00:00:55.000]  在去年一直去預備
[00:00:55.000 --> 00:00:57.000]  今年是市民人生的時候
[00:00:57.000 --> 00:00:59.000]  見到整條Line
[00:00:59.000 --> 00:01:03.000]  上帝很清晰地給了這兩節的經文
[00:01:03.000 --> 00:01:06.000]  我們在第二季那裏成為主題的經文
[00:01:06.000 --> 00:01:09.000]  這段經文亦有機會聽到
[00:01:09.000 --> 00:01:10.000]  有機會聽過
[00:01:10.000 --> 00:01:12.000]  因為將錫心變成玉心
[00:01:12.000 --> 00:01:16.000]  都會是常常講的講壇的訊息
[00:01:16.000 --> 00:01:18.000]  不過整卷以西傑書
[00:01:18.000 --> 00:01:21.000]  就普遍比較少講的
[00:01:21.000 --> 00:01:24.000]  因為都不是常常主要學熱門的課題
[00:01:24.000 --> 00:01:29.000]  但是因為凌空在以西傑書裏面抽了出來
[00:01:29.000 --> 00:01:31.000]  做我們的分題
[00:01:31.000 --> 00:01:33.000]  我都想花少少的時間
[00:01:33.000 --> 00:01:34.000]  讓大家去理解
[00:01:34.000 --> 00:01:37.000]  為什麼會有這段經文的出現
[00:01:37.000 --> 00:01:40.000]  以西傑書是先知書的其中一卷
[00:01:40.000 --> 00:01:42.000]  我都講過是少講的
[00:01:42.000 --> 00:01:44.000]  特別兒童教會就算講故事
[00:01:44.000 --> 00:01:46.000]  都是沒有什麼特別的
[00:01:46.000 --> 00:01:48.000]  是透過以西傑書講
[00:01:48.000 --> 00:01:52.000]  原因就是以西傑書本身不是一個好聽的訊息
[00:01:52.000 --> 00:01:54.000]  是一個警告的訊息
[00:01:54.000 --> 00:01:56.000]  當時的背景是以色列人拜偶像
[00:01:56.000 --> 00:01:58.000]  尼契耶和華
[00:01:58.000 --> 00:02:01.000]  而先知的訊息是一個宣佈
[00:02:01.000 --> 00:02:04.000]  他們會接受審判和亡國的消息
[00:02:04.000 --> 00:02:06.000]  所以不是一個好消息
[00:02:06.000 --> 00:02:10.000]  甚至他們一直很引以為傲的聖殿
[00:02:10.000 --> 00:02:13.000]  所羅門所建的很輝煌的聖殿
[00:02:13.000 --> 00:02:16.000]  竟然會被拆毀
[00:02:16.000 --> 00:02:18.000]  這個在以色列人來說
[00:02:18.000 --> 00:02:20.000]  是想都沒有想過
[00:02:20.000 --> 00:02:22.000]  但是聽到先知的警告
[00:02:22.000 --> 00:02:25.000]  都是一個很大的恐慌和灰暗
[00:02:25.000 --> 00:02:29.000]  但是神的話語是不會用這個做結尾
[00:02:29.000 --> 00:02:31.000]  往往上帝和人說話
[00:02:31.000 --> 00:02:33.000]  背後都是建立的
[00:02:33.000 --> 00:02:35.000]  我們有很多人在做父母的
[00:02:35.000 --> 00:02:37.000]  小朋友太頑皮的時候
[00:02:37.000 --> 00:02:38.000]  是一定要管教的
[00:02:38.000 --> 00:02:40.000]  可能都會有懲罰的
[00:02:40.000 --> 00:02:42.000]  但是所有這些做法的背後
[00:02:42.000 --> 00:02:44.000]  都是為了愛
[00:02:44.000 --> 00:02:46.000]  所以最尾的以色列書
[00:02:46.000 --> 00:02:49.000]  都是一個充滿著盼望的書
[00:02:49.000 --> 00:02:51.000]  因為他做了一次宣告
[00:02:51.000 --> 00:02:53.000]  神是一個守約斯慈愛的神
[00:02:53.000 --> 00:02:54.000]  有朝一日
[00:02:54.000 --> 00:02:57.000]  沒錯他們是承受了犯罪的結果
[00:02:57.000 --> 00:02:59.000]  他們會亡國
[00:02:59.000 --> 00:03:02.000]  但是上帝仍然會招聚他們一起
[00:03:02.000 --> 00:03:04.000]  復興是會臨到
[00:03:04.000 --> 00:03:06.000]  拆毀的聖殿是會拆毀了
[00:03:06.000 --> 00:03:08.000]  但是聖殿是可以重建的
[00:03:08.000 --> 00:03:09.000]  最重要的
[00:03:09.000 --> 00:03:12.000]  他是將一個很大的安慰的信息
[00:03:12.000 --> 00:03:14.000]  就是無論在什麼狀態裡面
[00:03:14.000 --> 00:03:15.000]  上帝的榮耀
[00:03:15.000 --> 00:03:19.000]  都會一直與他的子民同在
[00:03:19.000 --> 00:03:20.000]  因此其實以色列書
[00:03:20.000 --> 00:03:22.000]  我自己會感覺
[00:03:22.000 --> 00:03:24.000]  其實都很適合我們現在
[00:03:24.000 --> 00:03:26.000]  做基督徒去看的
[00:03:26.000 --> 00:03:28.000]  因為疫情之後
[00:03:28.000 --> 00:03:29.000]  面對的世界
[00:03:29.000 --> 00:03:31.000]  截然不同
[00:03:31.000 --> 00:03:32.000]  已經不是我們
[00:03:32.000 --> 00:03:35.000]  希望可以回到以前的狀態
[00:03:35.000 --> 00:03:36.000]  是不能回到以前的
[00:03:36.000 --> 00:03:38.000]  而且某程度來說
[00:03:38.000 --> 00:03:41.000]  世界是越來越瘋狂
[00:03:41.000 --> 00:03:45.000]  無論在很多經濟的壓力
[00:03:45.000 --> 00:03:47.000]  或者是我們對於前面
[00:03:47.000 --> 00:03:49.000]  是沒有把握的
[00:03:49.000 --> 00:03:50.000]  讀的專業
[00:03:50.000 --> 00:03:51.000]  很快很快
[00:03:51.000 --> 00:03:52.000]  越專業那些
