
[00:00:00.000 --> 00:00:05.680]  我們今天回到《馬學福音》第十一章第十二節到二十六節
[00:00:05.680 --> 00:00:10.840]  在前個星期我們提到耶穌基督最後一個星期
[00:00:10.840 --> 00:00:15.320]  在地上的服事可以說是很重要的一個星期
[00:00:15.320 --> 00:00:19.040]  在學者那邊我們稱之為受難的一個星期
[00:00:19.040 --> 00:00:22.120]  或者是受苦的一個星期
[00:00:22.120 --> 00:00:25.800]  而四福音那邊記載耶穌那七天的工作
[00:00:25.800 --> 00:00:30.200]  他的篇幅可以說是比起他前面那三年
[00:00:30.200 --> 00:00:34.760]  零十一個月零三個星期更加詳盡
[00:00:34.760 --> 00:00:36.400]  因為最後一個星期
[00:00:36.400 --> 00:00:39.960]  可以說是我們整個信仰的一個核心在當中
[00:00:39.960 --> 00:00:42.000]  是講到耶穌基督的救恩
[00:00:42.000 --> 00:00:44.280]  祂在十字架上被釘
[00:00:44.280 --> 00:00:47.240]  祂所流的補血能夠潔淨我們的罪
[00:00:47.240 --> 00:00:49.320]  但是第三天祂復活
[00:00:49.320 --> 00:00:51.600]  讓我們知道我們所信的信仰
[00:00:51.600 --> 00:00:55.640]  我們所信的神是一位又真又活的神
[00:00:55.640 --> 00:00:58.920]  當然在上一次我提到最後一個星期
[00:00:58.920 --> 00:01:00.760]  我給了一個表給大家看
[00:01:00.760 --> 00:01:05.200]  這個表是來自張略和王石木教授
[00:01:05.200 --> 00:01:09.320]  他們所合著的一本《馬可福音》的識讀那邊
[00:01:09.320 --> 00:01:12.880]  就是他最後一個星期的第一天
[00:01:12.880 --> 00:01:15.320]  耶穌進入耶路撒冷
[00:01:15.320 --> 00:01:17.360]  其實他沒有做任何事
[00:01:17.360 --> 00:01:20.200]  他只是進入耶路撒冷的聖殿當中
[00:01:20.200 --> 00:01:22.400]  看一看 因為已經是夜了
[00:01:22.400 --> 00:01:24.160]  於是他就離開了聖殿
[00:01:24.160 --> 00:01:25.440]  離開耶路撒冷
[00:01:25.440 --> 00:01:27.880]  回到伯大利
[00:01:27.880 --> 00:01:31.160]  所以在最後一個星期的第一天
[00:01:31.160 --> 00:01:33.320]  耶穌其實在事工上
[00:01:33.320 --> 00:01:35.760]  他並沒有做任何的事工
[00:01:35.760 --> 00:01:37.960]  不過在最後一個星期的第一天
[00:01:37.960 --> 00:01:39.920]  當他進入耶路撒冷的時候
[00:01:39.920 --> 00:01:42.640]  很多學者就說這是一個榮耀的進程
[00:01:42.640 --> 00:01:44.360]  是一個光榮的進程
[00:01:44.360 --> 00:01:47.080]  因為耶穌進入耶路撒冷的時候
[00:01:47.080 --> 00:01:49.120]  是很多人歡迎祂
[00:01:49.120 --> 00:01:50.600]  當時是守禦節
[00:01:50.600 --> 00:01:53.320]  很多猶太人回到耶路撒冷
[00:01:53.320 --> 00:01:57.480]  據聞有八至十五萬散居在外的猶太人
[00:01:57.480 --> 00:02:00.640]  回到耶路撒冷來守禦節
[00:02:00.640 --> 00:02:03.360]  所以那個星期是很多人在耶路撒冷
[00:02:03.360 --> 00:02:05.440]  當然耶穌一進城的時候
[00:02:05.440 --> 00:02:08.680]  很多人拿著中女處之衣服
[00:02:08.680 --> 00:02:10.000]  脫下衣服放在地上
[00:02:10.000 --> 00:02:11.480]  來歡迎耶穌
[00:02:11.480 --> 00:02:13.520]  我們稱之為榮耀的進城
[00:02:13.520 --> 00:02:16.520]  但耶穌卻仍然很謙卑地
[00:02:16.520 --> 00:02:18.600]  祂騎著一隻小驢駒
[00:02:18.600 --> 00:02:24.200]  耶穌讓我們看到祂的生命是一個一生都是柔和謙卑的生命
[00:02:24.200 --> 00:02:28.000]  祂一生當中到最後是有很多光環
[00:02:28.000 --> 00:02:29.400]  很多光輝到祂那邊
[00:02:29.400 --> 00:02:31.320]  但耶穌給我們的榜樣
[00:02:31.320 --> 00:02:36.040]  仍然是要我們去學一個謙卑的功課
[00:02:36.040 --> 00:02:38.280]  而今天是第二天
[00:02:38.280 --> 00:02:41.920]  耶穌第二天離開伯大尼
[00:02:41.920 --> 00:02:46.080]  準備進入耶路撒冷的過程裡
[00:02:46.080 --> 00:02:47.880]  祂做了兩件事
[00:02:47.880 --> 00:02:52.600]  祂在路上奏奏了一棵無花果樹
[00:02:52.600 --> 00:02:57.720]  然後祂就進入耶路撒冷聖殿裡的外院
[00:02:57.720 --> 00:03:00.000]  去潔淨聖殿
[00:03:00.000 --> 00:03:02.440]  然後祂就離開耶路撒冷
[00:03:02.440 --> 00:03:04.760]  回到伯大尼
[00:03:04.760 --> 00:03:06.200]  第二天早上
[00:03:06.200 --> 00:03:09.200]  祂再去耶路撒冷的路上
[00:03:09.200 --> 00:03:11.800]  見那棵無花果樹
[00:03:11.800 --> 00:03:13.400]  因為早一天
[00:03:13.400 --> 00:03:15.720]  耶穌奏奏了這棵無花果樹
[00:03:15.720 --> 00:03:20.200]  到第二天 當祂再見到這棵無花果樹的時候
[00:03:20.200 --> 00:03:23.200]  這棵無花果樹已經枯乾了
[00:03:23.200 --> 00:03:28.200]  這就是耶穌在第二天所做的兩件事
[00:03:28.200 --> 00:03:31.800]  嚴格來說是第二天到第三天
[00:03:31.800 --> 00:03:33.480]  在架構裡
[00:03:33.480 --> 00:03:38.600]  在馬可很喜歡用一個三文治式的架構
[00:03:38.600 --> 00:03:40.320]  就是說一開始的時候
[00:03:40.320 --> 00:03:44.280]  第一片麵包就是耶穌奏奏無花果
[00:03:44.280 --> 00:03:48.280]  然後中間的餡就是潔淨聖殿
[00:03:48.280 --> 00:03:50.280]  然後到第三天早上
[00:03:50.280 --> 00:03:54.480]  另一片麵包就回到無花果樹上
[00:03:54.480 --> 00:03:57.840]  這個架構就是所謂三文治式的架構
[00:03:57.840 --> 00:04:00.480]  今天我嘗試用這個架構
[00:04:00.480 --> 00:04:05.560]  先跟大家去看看這塊三文治的餡
[00:04:05.560 --> 00:04:06.960]  究竟這個餡
[00:04:06.960 --> 00:04:08.480]  這個潔淨聖殿
[00:04:08.480 --> 00:04:11.000]  對我們有什麼教導
[00:04:11.000 --> 00:04:12.480]  對我們有什麼提醒
[00:04:12.480 --> 00:04:16.760]  我們讀一讀由十五節到第十九節
[00:04:16.760 --> 00:04:19.000]  我們看看中間這塊餡
[00:04:19.000 --> 00:04:20.200]  我們一起讀一讀
[00:04:20.200 --> 00:04:21.480]  準備一二三
[00:04:21.480 --> 00:04:23.760]  他們來到耶路撒冷
[00:04:42.480 --> 00:04:46.280]  我們願意成為萬眾祈福的天王
[00:04:46.280 --> 00:04:49.480]  給我們祖先的懲罰賜給我們
[00:04:49.480 --> 00:04:52.320]  祭司上和文士聽見這話
[00:04:52.320 --> 00:04:55.240]  就想發旨要除滅耶穌
[00:04:55.240 --> 00:04:56.680]  卻又怕他
[00:04:56.680 --> 00:04:59.840]  因為眾人都欺其他的教訓
[00:04:59.840 --> 00:05:03.040]  每天晚上耶穌出城去
[00:05:03.040 --> 00:05:04.280]  所以嚴格來說
[00:05:04.280 --> 00:05:05.280]  耶穌第二天
[00:05:05.280 --> 00:05:07.440]  第二次進去耶路撒冷
[00:05:07.440 --> 00:05:09.280]  在馬可福音未必記載
[00:05:09.280 --> 00:05:10.720]  但記載了一件事
[00:05:10.720 --> 00:05:12.520]  就是潔淨聖殿
[00:05:12.520 --> 00:05:13.440]  聽完節目
[00:05:13.440 --> 00:05:15.320]  每當我們想起潔淨聖殿
[00:05:15.320 --> 00:05:17.280]  就想起耶穌的行為
[00:05:17.280 --> 00:05:20.360]  就覺得耶穌真是發怒
[00:05:20.360 --> 00:05:23.400]  耶穌真是一個很大的怒氣
[00:05:23.400 --> 00:05:24.440]  因為祂發怒
[00:05:24.440 --> 00:05:25.640]  看到這個聖殿
[00:05:25.640 --> 00:05:27.800]  變成一個做買賣的地方
[00:05:27.800 --> 00:05:28.800]  於是祂就發怒
[00:05:28.800 --> 00:05:30.640]  於是祂就推倒桌子
[00:05:30.640 --> 00:05:31.560]  推倒椅子
[00:05:31.560 --> 00:05:33.080]  然後趕走人們
[00:05:33.080 --> 00:05:35.560]  離開這個外院
[00:05:35.560 --> 00:05:37.360]  我們很多人都覺得
[00:05:37.360 --> 00:05:38.240]  我們的前輩
[00:05:38.240 --> 00:05:39.160]  我們的解經家
[00:05:39.160 --> 00:05:40.480]  甚至很多的牧者
[00:05:40.480 --> 00:05:42.760]  當他們說這段聖經的時候
[00:05:42.760 --> 00:05:46.680]  都說耶穌充滿怒氣
[00:05:46.680 --> 00:05:47.920]  因著祂的怒氣
[00:05:47.920 --> 00:05:51.320]  就帶出了祂有這樣的行為
[00:05:51.320 --> 00:05:52.400]  但是弟兄姊妹
[00:05:52.400 --> 00:05:53.520]  我們很多時候
[00:05:53.520 --> 00:05:55.680]  去想耶穌發怒
[00:05:55.680 --> 00:05:56.560]  當然
[00:05:56.560 --> 00:05:57.280]  我們很多時候
[00:05:57.280 --> 00:05:59.080]  很想保護耶穌
[00:05:59.080 --> 00:06:01.480]  因為耶穌是柔和謙卑
[00:06:01.480 --> 00:06:02.000]  很多時候
[00:06:02.000 --> 00:06:03.560]  我們在日常生活當中
[00:06:03.560 --> 00:06:05.840]  我們和一些同事在辦公室
[00:06:05.840 --> 00:06:07.240]  忽然之間有時候你發怒
[00:06:07.240 --> 00:06:08.200]  同事都說
[00:06:08.200 --> 00:06:09.920]  哦 基督徒發怒
[00:06:09.920 --> 00:06:10.800]  我們很多時候都說
[00:06:10.800 --> 00:06:12.360]  為什麼基督徒可以發怒
[00:06:12.360 --> 00:06:13.080]  有時候都想
[00:06:13.080 --> 00:06:14.480]  為什麼基督徒不可以發怒
[00:06:14.480 --> 00:06:15.240]  你問他
[00:06:15.240 --> 00:06:16.360]  為什麼我不可以發怒
[00:06:16.360 --> 00:06:18.040]  聖經沒有說我們不可以發怒
[00:06:18.040 --> 00:06:19.200]  聖經只說我們不可以
[00:06:19.200 --> 00:06:20.760]  含怒到日落
[00:06:20.760 --> 00:06:21.800]  但是我們在原因方面
[00:06:21.800 --> 00:06:23.120]  我們真的有想保護耶穌
[00:06:23.120 --> 00:06:24.920]  因為耶穌是柔和謙卑
[00:06:24.920 --> 00:06:27.080]  所以我們把耶穌發怒
[00:06:27.080 --> 00:06:28.320]  前面加了一個字
[00:06:28.320 --> 00:06:31.240]  就是耶穌發異怒
[00:06:31.240 --> 00:06:32.720]  即是公義的發怒
[00:06:32.720 --> 00:06:34.720]  即是耶穌發怒不是隨隨便便的
[00:06:34.720 --> 00:06:37.920]  耶穌因為公義而發怒
[00:06:37.920 --> 00:06:38.760]  弟兄姊妹
[00:06:38.760 --> 00:06:39.640]  所以過去一年
[00:06:39.640 --> 00:06:41.360]  我們很多時候在佔中之後
[00:06:41.360 --> 00:06:44.560]  很多的教會都會引用這一段聖經
[00:06:44.560 --> 00:06:46.640]  就說耶穌發異怒
[00:06:46.640 --> 00:06:50.320]  所以今天香港人都可以發異怒
[00:06:50.320 --> 00:06:52.400]  這個是我們很多時候聽到
[00:06:52.400 --> 00:06:54.640]  很多不同教會的一個分享
[00:06:54.640 --> 00:06:55.680]  不過
[00:06:55.680 --> 00:06:56.840]  嚴格來說
[00:06:56.840 --> 00:06:57.440]  很坦白說
[00:06:57.440 --> 00:06:58.480]  我們讀聖經
[00:06:58.480 --> 00:07:00.000]  我們真的要嚴謹一點
[00:07:00.000 --> 00:07:02.560]  嚴謹一點
[00:07:02.560 --> 00:07:04.440]  你看回這一段聖經
[00:07:04.440 --> 00:07:09.320]  作者有沒有說耶穌發怒
[00:07:09.320 --> 00:07:10.440]  有沒有
[00:07:10.440 --> 00:07:12.800]  沒有
[00:07:12.800 --> 00:07:15.960]  但是耶穌有沒有試過發怒
[00:07:15.960 --> 00:07:17.080]  聖經描述的
[00:07:17.080 --> 00:07:17.600]  耶穌發怒
[00:07:17.600 --> 00:07:20.360]  真的懷疑耶穌發怒
[00:07:20.360 --> 00:07:22.040]  一次
[00:07:22.040 --> 00:07:24.240]  你們一定不記得
[00:07:24.240 --> 00:07:26.160]  在《馬學夫音》
[00:07:26.160 --> 00:07:27.960]  第三章第五節
[00:07:27.960 --> 00:07:28.920]  我說過的
[00:07:28.920 --> 00:07:29.680]  我們讀一讀
[00:07:29.680 --> 00:07:32.440]  三章第五節
[00:07:32.440 --> 00:07:35.520]  耶穌怒目周圍看他們
[00:07:35.520 --> 00:07:37.840]  憂愁他們的心剛硬
[00:07:37.840 --> 00:07:40.120]  就對乃人說:伸出手來
[00:07:40.120 --> 00:07:41.400]  他把手一伸
[00:07:41.400 --> 00:07:42.680]  手就復原
[00:07:42.680 --> 00:07:44.120]  什麼叫怒目
[00:07:44.120 --> 00:07:45.720]  你看看旁邊的怒目
[00:07:45.720 --> 00:07:47.680]  你試試用怒目看看旁邊
[00:07:47.680 --> 00:07:49.960]  《馬學夫音》
[00:07:49.960 --> 00:07:51.520]  在第三章第五節
[00:07:51.520 --> 00:07:55.160]  他說:耶穌怒目望周圍
[00:07:55.160 --> 00:07:57.240]  耶穌發怒
[00:07:57.240 --> 00:07:59.000]  耶穌在第三章發怒
[00:07:59.000 --> 00:08:02.240]  因為他說那些人心剛硬
[00:08:02.240 --> 00:08:04.600]  他說:我應該手有病
[00:08:04.600 --> 00:08:06.160]  為什麼不可以治好它
[00:08:06.160 --> 00:08:08.080]  一直到耶穌發怒
[00:08:08.080 --> 00:08:09.080]  他說:怒什麼
[00:08:09.080 --> 00:08:11.360]  人的心剛硬
[00:08:11.360 --> 00:08:12.400]  所以相對之下
[00:08:12.400 --> 00:08:16.920]  如果《馬學》在描述潔淨聖殿的時候
[00:08:16.920 --> 00:08:19.280]  我們絕對會相信《馬學》可以說
[00:08:19.280 --> 00:08:20.720]  耶穌發怒
[00:08:20.720 --> 00:08:23.120]  怒目望著聖殿外院的人
[00:08:23.120 --> 00:08:24.640]  然後把桌子推倒
[00:08:24.640 --> 00:08:25.520]  把椅子推倒
[00:08:25.520 --> 00:08:26.720]  把所有人趕走
[00:08:26.720 --> 00:08:28.080]  大家明白我的意思嗎?
[00:08:28.080 --> 00:08:29.240]  但嚴格來說
[00:08:29.240 --> 00:08:31.040]  這裡耶穌有沒有發怒
[00:08:31.040 --> 00:08:32.360]  我不敢說
[00:08:32.360 --> 00:08:33.600]  他說:牧師
[00:08:33.600 --> 00:08:34.520]  你很大膽
[00:08:34.520 --> 00:08:38.040]  因為我們的前輩都說耶穌發怒
[00:08:38.040 --> 00:08:39.680]  因為我不敢說
[00:08:39.680 --> 00:08:40.960]  因為這裡沒有描述
[00:08:40.960 --> 00:08:43.600]  我們只是從他的行為那邊
[00:08:43.600 --> 00:08:45.640]  我們推論他發怒
[00:08:45.640 --> 00:08:47.280]  即是說今天如果我進去教會
[00:08:47.280 --> 00:08:48.520]  看到很多人在做買賣
[00:08:48.520 --> 00:08:50.440]  於是我每個人都刮一巴掌
[00:08:50.440 --> 00:08:51.600]  你說:何牧師發怒
[00:08:51.600 --> 00:08:52.720]  大家明白我的意思嗎?
[00:08:52.720 --> 00:08:54.520]  但我又刮你一巴掌
[00:08:54.520 --> 00:08:56.600]  你就說我是發怒
[00:08:56.600 --> 00:08:58.360]  但我可以說不是發怒
[00:08:58.360 --> 00:09:00.720]  我只是教你
[00:09:00.720 --> 00:09:02.440]  都可以的
[00:09:02.440 --> 00:09:03.680]  但第一次會我不敢說
[00:09:03.680 --> 00:09:06.240]  但當然可以是發怒
[00:09:06.240 --> 00:09:08.560]  可以沒有發怒
[00:09:08.560 --> 00:09:11.680]  耶穌可能是為真理著急
[00:09:11.680 --> 00:09:12.560]  去做一些事
[00:09:12.560 --> 00:09:14.200]  他不一定發怒
[00:09:14.200 --> 00:09:15.960]  不過耶穌這件事
[00:09:15.960 --> 00:09:19.760]  卻令到有些事實出現了
[00:09:19.760 --> 00:09:21.400]  有兩方面的事實
[00:09:21.400 --> 00:09:22.760]  如果從這五次聖經
[00:09:22.760 --> 00:09:24.040]  我們看到兩樣事實
[00:09:24.040 --> 00:09:24.880]  第一
[00:09:24.880 --> 00:09:26.160]  耶穌自己有沒有發怒
[00:09:26.160 --> 00:09:27.280]  我不敢說
[00:09:27.280 --> 00:09:30.960]  不過耶穌一定令到某些人發怒
[00:09:30.960 --> 00:09:32.280]  即是offend了一些人
[00:09:32.280 --> 00:09:34.120]  我用英文就是offend了一些人
[00:09:34.120 --> 00:09:35.280]  很明顯
[00:09:35.280 --> 00:09:37.360]  在張約和黃碩牧牧師
[00:09:37.360 --> 00:09:41.040]  所寫的《馬學福音識讀》
[00:09:41.040 --> 00:09:43.360]  當他解釋這段聖經的時候
[00:09:43.360 --> 00:09:45.120]  他特別用了兩版
[00:09:45.120 --> 00:09:46.760]  差不多兩版的地方
[00:09:46.760 --> 00:09:49.600]  來先解釋了聖殿
[00:09:49.600 --> 00:09:51.520]  他講了什麼叫聖殿
[00:09:51.520 --> 00:09:52.400]  第一次會
[00:09:52.400 --> 00:09:54.080]  聖殿在舊約那邊
[00:09:54.080 --> 00:09:57.040]  是神臨在的一個很重要的地方
[00:09:57.040 --> 00:10:00.440]  是整個猶太人信仰的中心地方
[00:10:00.440 --> 00:10:01.160]  我們知道
[00:10:01.160 --> 00:10:02.800]  在舊約第一個聖殿
[00:10:02.800 --> 00:10:05.200]  是所羅門所建的
[00:10:05.200 --> 00:10:06.920]  但所羅門所建的聖殿
[00:10:06.920 --> 00:10:09.720]  在主前大概586年
[00:10:09.720 --> 00:10:11.440]  或者587年
[00:10:11.440 --> 00:10:12.720]  不同的學者
[00:10:12.720 --> 00:10:14.960]  有不同的推斷的年份
[00:10:14.960 --> 00:10:16.520]  就是被毀了
[00:10:16.520 --> 00:10:18.360]  所以所羅門的聖殿
[00:10:18.360 --> 00:10:20.800]  已經不再是在這個世界上
[00:10:20.800 --> 00:10:22.680]  在主前五百多年已經沒有了
[00:10:22.680 --> 00:10:24.440]  但是當猶太人
[00:10:24.440 --> 00:10:26.760]  他們被巴比倫所擄了之後
[00:10:26.760 --> 00:10:27.520]  回歸
[00:10:27.520 --> 00:10:28.640]  大概五十年之後
[00:10:28.640 --> 00:10:30.360]  被擄五十年之後開始回歸
[00:10:30.360 --> 00:10:32.560]  一批一批的回歸之後
[00:10:32.560 --> 00:10:34.400]  當時無論是索河巴伯
[00:10:34.400 --> 00:10:35.400]  無論是哈戈
[00:10:35.400 --> 00:10:37.000]  無論是尼希米
[00:10:37.000 --> 00:10:38.200]  無論是撒加奇亞
[00:10:38.200 --> 00:10:40.960]  這些被擄後期的人
[00:10:40.960 --> 00:10:43.720]  他們開始回到耶路撒冷
[00:10:43.720 --> 00:10:45.040]  重建圍牆
[00:10:45.040 --> 00:10:46.120]  重建聖殿
[00:10:46.120 --> 00:10:47.040]  在哈戈書那邊
[00:10:47.040 --> 00:10:47.960]  我們很清楚的
[00:10:47.960 --> 00:10:50.280]  當時有些猶太人
[00:10:50.280 --> 00:10:51.480]  可能年紀很大
[00:10:51.480 --> 00:10:52.480]  大到一個地步
[00:10:52.480 --> 00:10:55.240]  他們曾經見過第一個聖殿
[00:10:55.240 --> 00:10:56.560]  所以當猶太人
[00:10:56.560 --> 00:10:58.480]  去建立第二個聖殿的時候
[00:10:58.480 --> 00:11:00.760]  一群見過第一個聖殿的
[00:11:00.760 --> 00:11:01.800]  那群老人家
[00:11:01.800 --> 00:11:02.480]  就覺得
[00:11:02.480 --> 00:11:04.960]  嘩 有沒有搞錯
[00:11:04.960 --> 00:11:06.040]  現在的聖殿
[00:11:06.040 --> 00:11:07.880]  比以前的聖殿差這麼多
[00:11:07.880 --> 00:11:08.800]  大家明白我的意思嗎
[00:11:08.800 --> 00:11:11.560]  嘩 以前的聖殿真是宏偉
[00:11:11.560 --> 00:11:13.920]  以前的聖殿真是很偉大
[00:11:13.920 --> 00:11:14.880]  很大
[00:11:14.880 --> 00:11:15.560]  但是他沒有這樣想
[00:11:15.560 --> 00:11:17.360]  他八十年前
[00:11:17.360 --> 00:11:18.480]  他只有幾歲
[00:11:18.480 --> 00:11:19.440]  幾歲那麼小
[00:11:19.440 --> 00:11:20.920]  看著聖殿當然很大
[00:11:20.920 --> 00:11:21.560]  到他長大之後
[00:11:21.560 --> 00:11:22.720]  看著聖殿我覺得不是很大
[00:11:22.720 --> 00:11:24.200]  聖經沒有這樣說
[00:11:24.200 --> 00:11:25.320]  沒有說究竟這個聖殿
[00:11:25.320 --> 00:11:27.480]  是不是真的差過以前
[00:11:27.480 --> 00:11:28.600]  因為今天我們連
[00:11:28.600 --> 00:11:30.840]  第二個聖殿都看不到
[00:11:30.840 --> 00:11:33.760]  不過在大希律
[00:11:33.760 --> 00:11:35.560]  他在主前二十年
[00:11:35.560 --> 00:11:38.560]  他真的重新去裝修
[00:11:38.560 --> 00:11:40.240]  這個第二個聖殿
[00:11:40.240 --> 00:11:41.800]  他裝修第二個聖殿
[00:11:41.800 --> 00:11:43.200]  就是希望這個聖殿
[00:11:43.200 --> 00:11:44.880]  是更加的宏偉
[00:11:44.880 --> 00:11:46.880]  他不單止令到這個聖殿
[00:11:46.880 --> 00:11:48.720]  本身的建築物更加宏偉
[00:11:48.720 --> 00:11:51.000]  他甚至是擴大了聖殿
[00:11:51.000 --> 00:11:52.480]  外面的範圍
[00:11:52.480 --> 00:11:54.040]  即是外院的範圍
[00:11:54.040 --> 00:11:55.320]  他擴大了
[00:11:55.320 --> 00:11:57.480]  以至到在新約聖經那邊
