
[00:00:00.000 --> 00:00:03.120]  我們在開始之前一起低頭禱告
[00:00:03.120 --> 00:00:07.160]  天父,我們多謝祢,因為祢的恩典
[00:00:07.160 --> 00:00:08.760]  祢的拯救
[00:00:08.760 --> 00:00:11.840]  在我們生命當中來改變我們
[00:00:11.840 --> 00:00:13.760]  我們今天在祢面前敬拜
[00:00:13.760 --> 00:00:15.840]  因為祢是又真又活的神
[00:00:15.840 --> 00:00:18.320]  祢不單止拯救我們
[00:00:18.320 --> 00:00:20.800]  祢也是給我們有永生
[00:00:20.800 --> 00:00:22.560]  我們有永生的盼望的時候
[00:00:22.560 --> 00:00:23.560]  我們知道
[00:00:23.560 --> 00:00:26.720]  今生所經過的一切不是結局
[00:00:26.720 --> 00:00:28.840]  而我們所等候的
[00:00:28.840 --> 00:00:30.880]  是一個更美好的未來
[00:00:30.880 --> 00:00:32.520]  我們願祢的聖靈
[00:00:32.520 --> 00:00:34.800]  在我們中間跟我們講說話
[00:00:34.800 --> 00:00:35.760]  教導我們
[00:00:35.760 --> 00:00:37.280]  奉耶穌基督的名祈禱
[00:00:37.280 --> 00:00:38.280]  阿們
[00:00:38.280 --> 00:00:43.440]  好了,那我們今天就
[00:00:43.440 --> 00:00:46.320]  剛才Vivian大師的時候
[00:00:46.320 --> 00:00:48.120]  都已經講了
[00:00:48.120 --> 00:00:50.040]  講《使徒信經》已經
[00:00:50.040 --> 00:00:52.720]  今天是講最後一講了
[00:00:52.720 --> 00:00:54.360]  那麼希望
[00:00:54.360 --> 00:00:55.600]  講完這個的時候
[00:00:55.600 --> 00:00:58.080]  你基本上對於我們的信仰
[00:00:58.080 --> 00:00:59.640]  我們信什麼呢
[00:00:59.640 --> 00:01:02.600]  是有一個清楚的認識
[00:01:02.600 --> 00:01:04.360]  因為我們所信的
[00:01:04.360 --> 00:01:05.920]  是
[00:01:05.920 --> 00:01:08.360]  一直都是這麼真實的
[00:01:08.360 --> 00:01:10.200]  《使徒信經》一開始已經講過
[00:01:10.200 --> 00:01:12.720]  在主人蘇奧他
[00:01:12.720 --> 00:01:15.920]  教導門徒來傳福音的時候
[00:01:15.920 --> 00:01:17.600]  基本上《使徒信經》的內容
[00:01:17.600 --> 00:01:19.360]  由第二世紀到三世紀
[00:01:19.360 --> 00:01:21.400]  基本上就已經是這樣
[00:01:21.400 --> 00:01:23.120]  定了一個這樣的形
[00:01:23.120 --> 00:01:25.200]  而你可以很難想像
[00:01:25.200 --> 00:01:28.320]  今天有些什麼東西
[00:01:28.320 --> 00:01:30.800]  是千幾二千年前
[00:01:30.800 --> 00:01:31.840]  都沒有改變過
[00:01:31.840 --> 00:01:33.800]  可以拿來用的
[00:01:33.800 --> 00:01:35.600]  你可以想想有些什麼
[00:01:35.600 --> 00:01:37.560]  過了千幾二千年都沒有改變過
[00:01:37.560 --> 00:01:38.920]  還可以拿來用的呢
[00:01:38.920 --> 00:01:40.080]  坦白說
[00:01:40.080 --> 00:01:42.320]  這個世界很難找到的
[00:01:42.320 --> 00:01:44.960]  那些古董留下來有保存價值
[00:01:44.960 --> 00:01:47.400]  就有再拿來用也不會的
[00:01:47.400 --> 00:01:48.440]  但是
[00:01:48.440 --> 00:01:49.840]  可以這麼說我們這個
[00:01:49.840 --> 00:01:51.920]  更寶貝的古董
[00:01:51.920 --> 00:01:53.720]  在
[00:01:53.720 --> 00:01:55.560]  主後 如果你是三百年
[00:01:55.560 --> 00:01:57.400]  到了現在
[00:01:57.400 --> 00:02:00.440]  一千七百多年前
[00:02:00.440 --> 00:02:03.560]  你可以想像歷世歷代的信徒
[00:02:03.560 --> 00:02:05.680]  上一次講到我信聖徒相通
[00:02:05.680 --> 00:02:06.880]  歷世歷代的信徒
[00:02:06.880 --> 00:02:09.400]  我們怎麼跟他們來交流相通
[00:02:09.400 --> 00:02:11.080]  他們所信的內容
[00:02:11.080 --> 00:02:13.880]  也是今天我們所信的內容
[00:02:13.880 --> 00:02:15.120]  他們所盼望的神
[00:02:15.120 --> 00:02:16.720]  也是我們今天所盼望的神
[00:02:16.720 --> 00:02:19.160]  他們仰望的耶穌基督
[00:02:19.160 --> 00:02:20.360]  經過他們每天的
[00:02:20.360 --> 00:02:21.520]  無論是困難的日子
[00:02:21.520 --> 00:02:22.560]  無論是平順的日子
[00:02:22.560 --> 00:02:24.160]  我們今天都是一樣
[00:02:24.160 --> 00:02:26.360]  這就是我們的信仰
[00:02:26.360 --> 00:02:28.160]  我們
[00:02:28.160 --> 00:02:29.320]  就最後一次
[00:02:29.320 --> 00:02:30.320]  好像以前一樣
[00:02:30.320 --> 00:02:32.200]  我們又是讀三次《小徒信經》
[00:02:32.200 --> 00:02:34.000]  希望讀完三次之後
[00:02:34.000 --> 00:02:35.320]  你看看你懂得背多少
[00:02:35.320 --> 00:02:36.360]  就試試背
[00:02:36.360 --> 00:02:38.360]  背得到就背 好不好
[00:02:38.360 --> 00:02:39.720]  如果你新來不重要的
[00:02:39.720 --> 00:02:41.400]  就是你
[00:02:41.400 --> 00:02:43.360]  你背不到
[00:02:43.360 --> 00:02:45.280]  其實你跟著讀也可以的
[00:02:45.280 --> 00:02:47.560]  那我們又是讀三次
[00:02:47.560 --> 00:02:48.880]  第一次
[00:02:48.880 --> 00:02:50.080]  我信上帝
[00:02:50.080 --> 00:02:51.280]  全能的父
[00:02:51.280 --> 00:02:53.000]  創造天地的主
[00:02:53.000 --> 00:02:55.120]  我信我主耶穌基督
[00:02:55.120 --> 00:02:56.960]  上帝的獨生子
[00:02:56.960 --> 00:02:58.440]  因聖靈感恩
[00:02:58.440 --> 00:03:00.720]  由童貞女瑪利亞所生
[00:03:00.720 --> 00:03:03.520]  在本丟比拉多手下受難
[00:03:03.520 --> 00:03:04.960]  被釘十字架
[00:03:04.960 --> 00:03:06.720]  受死埋葬
[00:03:06.720 --> 00:03:08.240]  放下陰間
[00:03:08.240 --> 00:03:10.680]  第三天從死人中復活
[00:03:10.680 --> 00:03:11.480]  聖天
[00:03:11.480 --> 00:03:12.400]  在在全能
[00:03:12.400 --> 00:03:14.200]  負上帝的右邊
[00:03:14.200 --> 00:03:16.280]  將來必從那裡降臨
[00:03:16.280 --> 00:03:18.160]  審判活人死人
[00:03:18.160 --> 00:03:19.440]  可信聖靈
[00:03:19.440 --> 00:03:21.560]  我信聖兒公之教會
[00:03:21.560 --> 00:03:23.480]  我信聖徒相通
[00:03:23.480 --> 00:03:25.440]  我信罪得赦免
[00:03:25.440 --> 00:03:27.040]  我信身體復活
[00:03:27.040 --> 00:03:28.600]  我信永生
[00:03:28.600 --> 00:03:29.400]  下門
[00:03:29.400 --> 00:03:31.040]  第二次
[00:03:31.040 --> 00:03:32.200]  我信上帝
[00:03:32.200 --> 00:03:33.360]  全能的父
[00:03:33.360 --> 00:03:35.400]  創造天地的主
[00:03:35.400 --> 00:03:37.520]  我信我主耶穌基督
[00:03:37.520 --> 00:03:39.280]  上帝的獨生子
[00:03:39.280 --> 00:03:40.800]  因聖靈感恩
[00:03:40.800 --> 00:03:43.240]  由童貞女瑪利亞所生
[00:03:43.240 --> 00:03:45.880]  在本丟比拉多手下受難
[00:03:45.880 --> 00:03:47.360]  被釘十字架
[00:03:47.360 --> 00:03:49.200]  受死埋葬
[00:03:49.200 --> 00:03:50.520]  降在陰間
[00:03:50.520 --> 00:03:52.800]  第三天從死人中復活
[00:03:52.800 --> 00:03:53.560]  聖天
[00:03:53.560 --> 00:03:54.440]  在在全能
[00:03:54.440 --> 00:03:56.320]  負上帝的右邊
[00:03:56.320 --> 00:03:58.200]  將來必從那裡降臨
[00:03:58.200 --> 00:04:00.160]  審判活人死人
[00:04:00.160 --> 00:04:01.440]  我信聖靈
[00:04:01.440 --> 00:04:03.720]  我信聖兒公之教會
[00:04:03.720 --> 00:04:05.640]  我信聖徒相通
[00:04:05.640 --> 00:04:07.520]  我信罪得赦免
[00:04:07.520 --> 00:04:09.240]  我信身體復活
[00:04:09.240 --> 00:04:10.600]  我信永生
[00:04:10.600 --> 00:04:11.320]  下門
[00:04:11.320 --> 00:04:13.280]  第三次
[00:04:13.280 --> 00:04:14.520]  我信上帝
[00:04:14.520 --> 00:04:15.680]  全能的父
[00:04:15.680 --> 00:04:17.520]  創造天地的主
[00:04:17.520 --> 00:04:19.520]  我信我主耶穌基督
[00:04:19.520 --> 00:04:21.320]  上帝的獨生子
[00:04:21.320 --> 00:04:22.760]  因聖靈感恩
[00:04:22.760 --> 00:04:25.080]  由童貞女瑪利亞所生
[00:04:25.080 --> 00:04:27.920]  在本丟比拉多手下受難
[00:04:27.920 --> 00:04:29.360]  被釘十字架
[00:04:29.360 --> 00:04:31.240]  受死埋葬
