
[00:00:00.000 --> 00:00:01.600]  領教臣話語之前
[00:00:01.600 --> 00:00:03.280]  我們先來低頭禱告
[00:00:03.280 --> 00:00:08.960]  天父我感謝祢讓我們有機會在這個較為自由的環境裡敬拜祢
[00:00:08.960 --> 00:00:10.320]  讓我們珍惜
[00:00:10.320 --> 00:00:13.440]  也讓我們不僅是獨善其身
[00:00:13.440 --> 00:00:15.840]  讓我們知道今天我們有國民的責任
[00:00:15.840 --> 00:00:17.920]  讓我們懂得如何承擔這個責任
[00:00:17.920 --> 00:00:19.200]  特別作為一個基督徒
[00:00:19.200 --> 00:00:23.600]  我們更加要學習如何承擔這個基督徒的國民責任
[00:00:23.600 --> 00:00:25.760]  求主祢潔淨我們今天所說的信息
[00:00:25.760 --> 00:00:27.680]  成為我們的提醒和幫助
[00:00:27.680 --> 00:00:29.280]  祈禱濫奉主得聖人名
[00:00:29.280 --> 00:00:30.000]  Amen
[00:00:58.400 --> 00:00:59.920]  這是絕對的正確
[00:00:59.920 --> 00:01:02.640]  聖經裡面說我們要守望我們自己的國家
[00:01:02.640 --> 00:01:03.680]  要為國家禱告
[00:01:03.680 --> 00:01:06.320]  要為在上掌權者來祈禱
[00:01:06.320 --> 00:01:08.400]  但是如何去祈禱呢
[00:01:08.400 --> 00:01:09.920]  祈禱的內容是怎樣呢
[00:01:09.920 --> 00:01:13.200]  不知道大家知不知道在今年的7月9日
[00:01:13.200 --> 00:01:18.160]  就是剛剛新的一個政府來建立的時候
[00:01:18.160 --> 00:01:21.680]  就是在聖約翰大教堂在花園裡
[00:01:21.680 --> 00:01:23.040]  聖公會大教堂裡面
[00:01:23.040 --> 00:01:28.400]  由聖公會的大主教抗保羅穆斯
[00:01:28.400 --> 00:01:30.000]  就是大主教
[00:01:30.000 --> 00:01:32.000]  他的英文名就是 Paul Kahn
[00:01:32.000 --> 00:01:34.800]  所以簡單的稱呼就是PK
[00:01:34.800 --> 00:01:39.600]  這樣的時候他帶領著六個不同的宗教
[00:01:39.600 --> 00:01:43.520]  在一個叫做炎亮香港的崇拜裡面
[00:01:43.520 --> 00:01:45.120]  有一個特別的聚會
[00:01:45.120 --> 00:01:46.480]  哪六大宗教呢
[00:01:46.480 --> 00:01:47.280]  就是基督教
[00:01:47.280 --> 00:01:48.320]  天主教
[00:01:48.320 --> 00:01:49.440]  佛教
[00:01:49.440 --> 00:01:50.400]  道教
[00:01:50.400 --> 00:01:51.360]  孔教
[00:01:51.360 --> 00:01:53.200]  以及伊斯蘭教
[00:01:53.200 --> 00:01:54.960]  這六個的宗教
[00:01:54.960 --> 00:01:57.360]  就是為香港來帶去祈福
[00:01:57.360 --> 00:02:00.320]  而剛剛新任的特首林鄭月娥
[00:02:00.320 --> 00:02:03.520]  也都來帶去點三支的陽燭
[00:02:03.520 --> 00:02:07.280]  這三支陽燭裡面有楊紫荊的記號在當中
[00:02:07.280 --> 00:02:10.240]  就是代表了順忘愛
[00:02:10.240 --> 00:02:13.920]  接著也都在當中邀請了三個人
[00:02:13.920 --> 00:02:14.800]  一個年輕人
[00:02:14.800 --> 00:02:15.520]  一個中年人
[00:02:15.520 --> 00:02:17.200]  還有一個長者
[00:02:17.200 --> 00:02:20.240]  就說活在香港是何等的美好
[00:02:20.240 --> 00:02:24.880]  接著就由宗教領袖帶領他們去祈禱
[00:02:24.880 --> 00:02:27.760]  當天有超過四百人來帶去出席
[00:02:27.760 --> 00:02:31.360]  包括了各國的領事
[00:02:31.360 --> 00:02:34.240]  我不知道大家怎麼看這個聚會
[00:02:34.240 --> 00:02:35.200]  我個人
[00:02:35.200 --> 00:02:36.480]  我再強調我個人來說
[00:02:36.480 --> 00:02:37.760]  我是不接受的
[00:02:37.760 --> 00:02:39.520]  因為聖經裡面很清楚說
[00:02:39.520 --> 00:02:41.600]  信與不信不能同父恩厄
[00:02:41.600 --> 00:02:42.960]  請大家搞清楚
[00:02:42.960 --> 00:02:45.600]  這一句話不是說戀愛的
[00:02:45.600 --> 00:02:49.040]  不是說你不可以跟我不信的人去談戀愛
[00:02:49.040 --> 00:02:50.560]  這是另一個課題
[00:02:50.560 --> 00:02:53.600]  信與不信不能同父恩厄的意思就是
[00:02:53.600 --> 00:02:55.520]  我不可以跟一些未信的人
[00:02:55.520 --> 00:02:58.480]  來到一起的彌大利去侍奉
[00:02:58.480 --> 00:03:00.240]  我就很難去接受
[00:03:00.240 --> 00:03:01.600]  或者我不是很明白
[00:03:01.600 --> 00:03:04.240]  當如果大主教來為香港祝禱
[00:03:04.240 --> 00:03:05.680]  說阿門的時候
[00:03:05.680 --> 00:03:08.800]  你期望那個佛教裡面的代表
[00:03:08.800 --> 00:03:11.360]  是和尚或是道教裡面的居士
[00:03:11.360 --> 00:03:13.760]  他會跟你同心說阿門呢?
[00:03:13.760 --> 00:03:15.680]  可能他只會說
[00:03:15.680 --> 00:03:17.120]  阿彌陀佛
[00:03:17.120 --> 00:03:18.880]  善哉善哉
[00:03:18.880 --> 00:03:22.480]  這時候怎麼可以彌大利去一起呢?
[00:03:22.480 --> 00:03:24.080]  所以我個人來說
[00:03:24.080 --> 00:03:26.880]  我接受不了這樣的一個活動
[00:03:26.880 --> 00:03:29.120]  但同樣在10月1日的時候
[00:03:29.120 --> 00:03:31.680]  有一個大的宗派和基督教機構
[00:03:31.680 --> 00:03:34.000]  都發動全港的基督徒
[00:03:34.000 --> 00:03:37.840]  在10月1日為中國、為香港禱告
[00:03:37.840 --> 00:03:39.680]  特別在羅亞方舟裡面
[00:03:39.680 --> 00:03:42.000]  是有幾個小時裡面
[00:03:42.000 --> 00:03:44.320]  有讚美、感謝和禱告的
[00:03:44.320 --> 00:03:46.400]  也有分區的禱告
[00:03:46.400 --> 00:03:48.080]  在我們大埔區裡面也有
[00:03:48.080 --> 00:03:50.480]  就是在神節會康樂中學裡面
[00:03:50.480 --> 00:03:52.960]  舉行這個祈禱會
[00:03:52.960 --> 00:03:54.560]  但是我沒有參加
[00:03:54.560 --> 00:03:56.720]  因為也有很多工作要去做
[00:03:56.720 --> 00:03:57.840]  還有那一晚
[00:03:57.840 --> 00:04:00.400]  我就離開香港去了新加坡
[00:04:00.400 --> 00:04:03.760]  那時候我不知道那個禱告的內容是怎麼樣
[00:04:03.760 --> 00:04:05.360]  但是我是會欣賞
[00:04:05.360 --> 00:04:07.600]  我們在這個日子裡面
[00:04:07.600 --> 00:04:09.520]  為國家來禱告
[00:04:09.520 --> 00:04:12.880]  但是我在自己的網誌裡面的時候
[00:04:12.880 --> 00:04:13.840]  我沒有網誌
[00:04:13.840 --> 00:04:15.040]  我在WhatsApp裡面
[00:04:15.040 --> 00:04:16.240]  有一個群組
[00:04:16.240 --> 00:04:18.640]  我就說到其實我們為國家禱告的時候
[00:04:18.640 --> 00:04:22.240]  我們也應該要來為國家認罪
[00:04:22.240 --> 00:04:24.880]  誰知道有位牧師跟我說
[00:04:24.880 --> 00:04:26.720]  他說不要搞這些事情了
[00:04:26.720 --> 00:04:29.120]  因為這個是唱反調的
[00:04:29.120 --> 00:04:31.840]  民主派現在也不會出來抗議
[00:04:31.840 --> 00:04:35.440]  那時候我們不應該來為國家認罪
[00:04:35.440 --> 00:04:39.520]  我自己當然不會理會這個信息
[00:04:39.520 --> 00:04:40.960]  因為我會覺得
[00:04:40.960 --> 00:04:44.000]  如果我真的為國家禱告的時候
[00:04:44.000 --> 00:04:47.280]  我們禱告的內容是什麼
[00:04:47.280 --> 00:04:48.640]  我不知道弟兄姊妹
[00:04:48.640 --> 00:04:50.560]  今天我們會不會活在香港的時候
[00:04:50.560 --> 00:04:52.640]  其實我們是身在自由的地方
[00:04:52.640 --> 00:04:54.640]  或者相對地較自由
[00:04:54.640 --> 00:04:57.760]  特別最近股市一直來創新高
[00:04:57.760 --> 00:04:59.360]  九年裡面的新高
[00:04:59.360 --> 00:05:02.000]  可能我們的投資有不錯的回報
[00:05:02.000 --> 00:05:03.520]  我們來感恩
[00:05:03.520 --> 00:05:04.880]  但是我們沒有為著
[00:05:04.880 --> 00:05:07.520]  可能在中國裡面還有很多的人
[00:05:07.520 --> 00:05:09.760]  他們是活在一個困難的當中
[00:05:09.760 --> 00:05:11.280]  我們沒有為他祈禱
[00:05:11.280 --> 00:05:13.360]  如果我們要為國家禱告的時候
[00:05:13.360 --> 00:05:15.520]  我們禱告的內容是怎麼樣呢?
[00:05:15.520 --> 00:05:17.840]  今天我們會來看看聖經裡面
[00:05:17.840 --> 00:05:21.760]  有一個被神稱為大蒙眷愛的人
[00:05:21.760 --> 00:05:24.800]  他就來為國家禱告
[00:05:24.800 --> 00:05:29.040]  他這個禱告不是只是為了國家國勢強盛
[00:05:29.040 --> 00:05:32.400]  不是只是為了國家有豐富的財富
[00:05:32.400 --> 00:05:36.080]  而是成為列強之首來禱告
[00:05:36.080 --> 00:05:38.720]  我們會從《但義理書》第九章裡面
[00:05:38.720 --> 00:05:41.200]  但義理為自己國家禱告的時候
[00:05:41.200 --> 00:05:42.720]  有那個學習
[00:05:42.720 --> 00:05:46.880]  但義理被神稱為大蒙眷愛的人
[00:05:46.880 --> 00:05:49.120]  但義理為國家禱告之後
[00:05:49.120 --> 00:05:51.520]  有天使長向他顯現
[00:05:51.520 --> 00:05:52.960]  然後來宣告
[00:05:52.960 --> 00:05:54.320]  他說到今天
[00:05:54.320 --> 00:05:56.320]  你初初懇求的時候
[00:05:56.320 --> 00:05:57.520]  神就發出命令
[00:05:57.520 --> 00:05:58.560]  我來告訴你
[00:05:58.560 --> 00:06:01.680]  因為你是大蒙眷愛
