
[00:00:00.000 --> 00:00:02.000]  Happy Mother's Day, 各位
[00:00:02.000 --> 00:00:05.000]  好了,我們繼續跨越
[00:00:05.000 --> 00:00:07.000]  我們說過,我們UV九週年之後
[00:00:07.000 --> 00:00:09.000]  我們就有一個這樣的年題
[00:00:09.000 --> 00:00:10.000]  就叫做「Crossover」
[00:00:10.000 --> 00:00:11.000]  有三點的
[00:00:11.000 --> 00:00:14.000]  第一樣就是問自己有什麼安舒
[00:00:14.000 --> 00:00:15.000]  comfort zone
[00:00:15.000 --> 00:00:17.000]  我們是需要去克服和去overcome
[00:00:17.000 --> 00:00:19.000]  去跨越出來
[00:00:19.000 --> 00:00:20.000]  成長就需要是這樣
[00:00:20.000 --> 00:00:21.000]  我們就繼續向前
[00:00:21.000 --> 00:00:22.000]  就需要這樣
[00:00:22.000 --> 00:00:23.000]  還有自己的圈子裡面
[00:00:23.000 --> 00:00:24.000]  怎樣跨出來呢
[00:00:24.000 --> 00:00:26.000]  和其他的大英姐妹
[00:00:26.000 --> 00:00:28.000]  和教會裡面的信徒
[00:00:28.000 --> 00:00:29.000]  能夠一起來同行
[00:00:29.000 --> 00:00:30.000]  一起成長
[00:00:30.000 --> 00:00:32.000]  第三方面就是我們教會
[00:00:32.000 --> 00:00:34.000]  怎樣去把持著我們的福音
[00:00:34.000 --> 00:00:37.000]  能夠向我們鄰舍跨越出去
[00:00:37.000 --> 00:00:38.000]  在四面牆跨越出去
[00:00:38.000 --> 00:00:42.000]  來向人分享福音
[00:00:42.000 --> 00:00:43.000]  我們說這一年
[00:00:43.000 --> 00:00:45.000]  我們會看《仕途行傳》
[00:00:45.000 --> 00:00:47.000]  所以我們會選讀
[00:00:47.000 --> 00:00:49.000]  《仕途行傳》某一些經文
[00:00:49.000 --> 00:00:51.000]  今次我們看第一章
[00:00:51.000 --> 00:00:52.000]  有三點的
[00:00:52.000 --> 00:00:54.000]  第一章告訴我們
[00:00:54.000 --> 00:00:56.000]  神國裡面有什麼認許
[00:00:56.000 --> 00:00:57.000]  給我們每一個
[00:00:57.000 --> 00:00:59.000]  給每一個世代的教會
[00:00:59.000 --> 00:01:00.000]  給每一個基督徒
[00:01:00.000 --> 00:01:01.000]  第二方面
[00:01:01.000 --> 00:01:03.000]  就是上帝的計劃是怎樣
[00:01:03.000 --> 00:01:05.000]  這個神國的計劃擴展會是怎樣
[00:01:05.000 --> 00:01:07.000]  第三方面是怎樣邀請我們
[00:01:07.000 --> 00:01:09.000]  來參與
[00:01:09.000 --> 00:01:10.000]  來參與
[00:01:10.000 --> 00:01:12.000]  所以就是簡單的三點
[00:01:12.000 --> 00:01:14.000]  我們看《仕途行傳》第一章
[00:01:14.000 --> 00:01:15.000]  這裡說到
[00:01:15.000 --> 00:01:17.000]  路加寫第二集
[00:01:17.000 --> 00:01:19.000]  你知道路加寫了路加福音
[00:01:19.000 --> 00:01:20.000]  然後寫了第二集
[00:01:20.000 --> 00:01:21.000]  續集就是
[00:01:21.000 --> 00:01:22.000]  "Book of Acts"
[00:01:22.000 --> 00:01:24.000]  就是《仕途行傳》
[00:01:24.000 --> 00:01:25.000]  然後他開始的時候
[00:01:25.000 --> 00:01:26.000]  第一章第一節
[00:01:26.000 --> 00:01:27.000]  他就說提亞非羅
[00:01:27.000 --> 00:01:29.000]  或者提亞非羅大人
[00:01:29.000 --> 00:01:31.000]  這個人可能是一個羅馬的官
[00:01:31.000 --> 00:01:33.000]  或者一個外邦的信徒
[00:01:33.000 --> 00:01:37.000]  他可能是贊助路加去寫作的
[00:01:37.000 --> 00:01:39.000]  因為當時寫作是很多錢的
[00:01:39.000 --> 00:01:41.000]  所以他贊助他
[00:01:41.000 --> 00:01:42.000]  或者他剛剛信主
[00:01:42.000 --> 00:01:44.000]  所以路加就寫
[00:01:44.000 --> 00:01:46.000]  這個第一本書
[00:01:46.000 --> 00:01:47.000]  《路加福音》
[00:01:47.000 --> 00:01:49.000]  還有第二本書就是《仕途行傳》
[00:01:49.000 --> 00:01:51.000]  他就去跟他講述
[00:01:51.000 --> 00:01:53.000]  耶穌所做的事
[00:01:53.000 --> 00:01:56.000]  還有耶穌之後的門徒做了些什麼
[00:01:56.000 --> 00:01:59.000]  這個就是《仕途行傳》裡面所提到的東西
[00:01:59.000 --> 00:02:01.000]  他說在第一本書裡面已經講到
[00:02:01.000 --> 00:02:03.000]  耶穌從頭所做的
[00:02:03.000 --> 00:02:04.000]  所教導的一切事
[00:02:04.000 --> 00:02:06.000]  直到祂藉著聖靈
[00:02:06.000 --> 00:02:08.000]  吩咐所揀選的使徒之後
[00:02:08.000 --> 00:02:11.000]  被接上天的日子為止
[00:02:11.000 --> 00:02:13.000]  祂受害之後
[00:02:13.000 --> 00:02:14.000]  耶穌做了什麼呢
[00:02:14.000 --> 00:02:16.000]  祂用了很多的證據向使徒
[00:02:16.000 --> 00:02:19.000]  顯明自己是復活了
[00:02:19.000 --> 00:02:20.000]  然後四十天
[00:02:20.000 --> 00:02:22.000]  祂向門徒顯然
[00:02:22.000 --> 00:02:23.000]  之後祂才升天
[00:02:23.000 --> 00:02:26.000]  跟門徒一起去談什麼呢
[00:02:26.000 --> 00:02:28.000]  就是談上帝國的事
[00:02:28.000 --> 00:02:29.000]  神國的事
[00:02:29.000 --> 00:02:30.000]  Kingdom of God
[00:02:30.000 --> 00:02:32.000]  對這個Kingdom of God是什麼呢
[00:02:32.000 --> 00:02:34.000]  這個就是《仕途行傳》
[00:02:34.000 --> 00:02:35.000]  想去到交代
[00:02:35.000 --> 00:02:38.000]  告訴我們一回什麼事
[00:02:38.000 --> 00:02:39.000]  所以第四節他繼續講
[00:02:39.000 --> 00:02:41.000]  他說耶穌和門徒一起
[00:02:41.000 --> 00:02:43.000]  在四十天裡面聚會的時候
[00:02:43.000 --> 00:02:45.000]  他就叮囑他們做什麼
[00:02:45.000 --> 00:02:46.000]  他說你不要離開耶路撒冷
[00:02:46.000 --> 00:02:49.000]  要等到父給你所應許的
[00:02:49.000 --> 00:02:51.000]  就是Promise
[00:02:51.000 --> 00:02:53.000]  之前講到Promise的Kingdom
[00:02:53.000 --> 00:02:54.000]  現在講到Promise的什麼呢
[00:02:54.000 --> 00:02:55.000]  就是聖靈
[00:02:55.000 --> 00:02:57.000]  就是你曾經聽過的
[00:02:57.000 --> 00:02:59.000]  約翰施洗約翰之前就是用水
[00:02:59.000 --> 00:03:01.000]  作為一個記號為你施洗
[00:03:01.000 --> 00:03:02.000]  現在你要等什麼呢
[00:03:02.000 --> 00:03:04.000]  就是聖靈裡面受洗
[00:03:04.000 --> 00:03:06.000]  所以他們聚集的時候
[00:03:06.000 --> 00:03:09.000]  門徒就問耶穌
[00:03:09.000 --> 00:03:10.000]  他說主啊
[00:03:10.000 --> 00:03:12.000]  祢要復興以色列國
[00:03:12.000 --> 00:03:14.000]  是什麼時候呢
[00:03:14.000 --> 00:03:15.000]  這個是一個很重要的問題
[00:03:15.000 --> 00:03:16.000]  因為之前講什麼呢
[00:03:16.000 --> 00:03:19.000]  上帝Promise了一個Kingdom
[00:03:19.000 --> 00:03:20.000]  Kingdom of God
[00:03:20.000 --> 00:03:22.000]  然後門徒就問祂
[00:03:22.000 --> 00:03:24.000]  祂復興這個Kingdom
[00:03:24.000 --> 00:03:26.000]  這個所謂Kingdom of Israel
[00:03:26.000 --> 00:03:29.000]  到底是什麼時候展開的呢
[00:03:29.000 --> 00:03:33.000]  之後耶穌就回答
[00:03:33.000 --> 00:03:34.000]  這個這麼重要的問題
[00:03:34.000 --> 00:03:36.000]  就是這個神的國度
[00:03:36.000 --> 00:03:38.000]  是什麼時候展開的呢
[00:03:38.000 --> 00:03:39.000]  我不知道你
[00:03:39.000 --> 00:03:40.000]  有沒有一些
[00:03:40.000 --> 00:03:42.000]  你聖經裡面最喜愛
[00:03:42.000 --> 00:03:43.000]  或者最記得的經文
[00:03:43.000 --> 00:03:44.000]  有沒有
[00:03:44.000 --> 00:03:46.000]  John 3:16 大家知道吧
[00:03:46.000 --> 00:03:48.000]  神愛世人等等
[00:03:48.000 --> 00:03:50.000]  還有呢 凡是謝恩
[00:03:50.000 --> 00:03:53.000]  我們每個人都有些金句的
[00:03:53.000 --> 00:03:55.000]  但是以前的猶太人
[00:03:55.000 --> 00:03:56.000]  耶穌時代的猶太人
[00:03:56.000 --> 00:03:58.000]  他們的金句是從哪裡來的呢
[00:03:58.000 --> 00:04:00.000]  就是從以塞亞書出來的
[00:04:00.000 --> 00:04:02.000]  你沒有想過吧
[00:04:02.000 --> 00:04:03.000]  以塞亞書
[00:04:03.000 --> 00:04:04.000]  你知不知道以塞亞書
[00:04:04.000 --> 00:04:05.000]  有一些金句
[00:04:05.000 --> 00:04:06.000]  最多都是
[00:04:06.000 --> 00:04:08.000]  我的道路不是你的道路
[00:04:08.000 --> 00:04:09.000]  上帝的道路
[00:04:09.000 --> 00:04:11.000]  高過你的道路等等
[00:04:11.000 --> 00:04:13.000]  其中剪一節出來而已
[00:04:13.000 --> 00:04:14.000]  以前的猶太人
[00:04:14.000 --> 00:04:16.000]  第一代的信徒
[00:04:16.000 --> 00:04:17.000]  第一代的猶太人
[00:04:17.000 --> 00:04:20.000]  他們最喜歡的聖經
[00:04:20.000 --> 00:04:21.000]  居然就是以塞亞書
[00:04:21.000 --> 00:04:23.000]  特別是以塞亞書的下半
[00:04:23.000 --> 00:04:25.000]  如果我們去耶路撒冷
[00:04:25.000 --> 00:04:26.000]  以色列的博物館
[00:04:26.000 --> 00:04:29.000]  走去一個展覽館裡面
[00:04:29.000 --> 00:04:32.000]  那裡就有一個圓形的東西
[00:04:32.000 --> 00:04:34.000]  你走進去一個黑黑的地方
[00:04:34.000 --> 00:04:35.000]  很黑的
[00:04:35.000 --> 00:04:37.000]  連樓梯都未必看到
[00:04:37.000 --> 00:04:39.000]  差點很容易PK
[00:04:39.000 --> 00:04:41.000]  很黑的
[00:04:41.000 --> 00:04:42.000]  那裡有一個卷東西
[00:04:42.000 --> 00:04:43.000]  很大卷的
[00:04:43.000 --> 00:04:44.000]  一個圓筒
[00:04:44.000 --> 00:04:46.000]  上面有一個手柄
[00:04:46.000 --> 00:04:47.000]  其實就是
[00:04:47.000 --> 00:04:53.000]  一個手抄本的卷軸
[00:04:53.000 --> 00:04:55.000]  那裡展覽
[00:04:55.000 --> 00:04:56.000]  你看到那個人在看
[00:04:56.000 --> 00:04:58.000]  就是以塞亞書卷
[00:04:58.000 --> 00:05:00.000]  這個就是1947年48年的時候
[00:05:00.000 --> 00:05:03.000]  在死海裡面找到的死海古卷
[00:05:03.000 --> 00:05:05.000]  他就在那裡展覽
[00:05:05.000 --> 00:05:06.000]  那個死海古卷
[00:05:06.000 --> 00:05:09.000]  就是那個叫Great Isaiah Scroll
[00:05:09.000 --> 00:05:12.000]  偉大的以塞亞書卷
[00:05:12.000 --> 00:05:13.000]  為什麼呢
[00:05:13.000 --> 00:05:15.000]  因為在死海古卷的
[00:05:15.000 --> 00:05:19.000]  裡面找到的不同的抄本
[00:05:19.000 --> 00:05:20.000]  殘卷等等
[00:05:20.000 --> 00:05:23.000]  最多的就是以塞亞書
[00:05:23.000 --> 00:05:25.000]  他們寫的色經書
[00:05:25.000 --> 00:05:28.000]  以及講論神學的東西
[00:05:28.000 --> 00:05:31.000]  都是很多時候來自以塞亞書的
[00:05:31.000 --> 00:05:34.000]  特別是以塞亞書的下一半
[00:05:34.000 --> 00:05:36.000]  以塞亞書有66章
[00:05:36.000 --> 00:05:39.000]  下一半就是39之後
[00:05:39.000 --> 00:05:41.000]  40至到最後
[00:05:41.000 --> 00:05:43.000]  這個所謂第二以塞亞
[00:05:43.000 --> 00:05:46.000]  就是第二部分的以塞亞書
[00:05:46.000 --> 00:05:47.000]  那裡講什麼呢
[00:05:47.000 --> 00:05:48.000]  有很多的主題
[00:05:48.000 --> 00:05:49.000]  那裡講到
[00:05:49.000 --> 00:05:54.000]  對那些被流亡到海外的猶太人
[00:05:54.000 --> 00:05:55.000]  神的子民
[00:05:55.000 --> 00:05:57.000]  上帝說我現在要憐憫你
[00:05:57.000 --> 00:05:59.000]  我的國要臨到
[00:05:59.000 --> 00:06:00.000]  有幾個主題講到
[00:06:00.000 --> 00:06:02.000]  分散在各地不同的十二支派
[00:06:02.000 --> 00:06:04.000]  將會被重整
[00:06:04.000 --> 00:06:06.000]  然後聖靈會降臨
[00:06:06.000 --> 00:06:08.000]  當上帝的救恩來到的時候
[00:06:08.000 --> 00:06:10.000]  上帝國展開的時候
[00:06:10.000 --> 00:06:14.000]  上帝的子民也會成為他的見證人
[00:06:14.000 --> 00:06:17.000]  並且上帝是憑著他的話語來工作
[00:06:17.000 --> 00:06:21.000]  所以他的話語是不會徒然返回的
[00:06:21.000 --> 00:06:24.000]  最後神的子民就有一個redefinition
[00:06:24.000 --> 00:06:28.000]  就不是純粹一個種族血統來分
[00:06:28.000 --> 00:06:31.000]  就是外邦人所有的outcast
[00:06:31.000 --> 00:06:32.000]  包括太監
[00:06:32.000 --> 00:06:33.000]  包括其他那些
[00:06:33.000 --> 00:06:36.000]  以前猶太人覺得是罪人
[00:06:36.000 --> 00:06:38.000]  或者那些不可以親近神的人
[00:06:38.000 --> 00:06:43.000]  全部都會收納成為上帝的one people of God
[00:06:43.000 --> 00:06:45.000]  那個新的上帝的子民
[00:06:45.000 --> 00:06:46.000]  這裡當然有很多經文
[00:06:46.000 --> 00:06:47.000]  我們只看一節就夠了
[00:06:47.000 --> 00:06:49.000]  四十九章第六節
[00:06:49.000 --> 00:06:51.000]  那裡說到上帝的僕人
[00:06:51.000 --> 00:06:53.000]  來展開上帝的國度
[00:06:53.000 --> 00:06:56.000]  以及成就上帝的救恩
[00:06:56.000 --> 00:06:57.000]  上帝說什麼呢
[00:06:57.000 --> 00:06:58.000]  你作惡的僕人
[00:06:58.000 --> 00:07:02.000]  使瓦割眾支派能夠復興
[00:07:02.000 --> 00:07:03.000]  就是十二支派
[00:07:03.000 --> 00:07:05.000]  你知道當時流亡之後
[00:07:05.000 --> 00:07:06.000]  亡國之後
[00:07:06.000 --> 00:07:08.000]  北邊的十個支派已經一早消聲
[00:07:08.000 --> 00:07:10.000]  立即沒有了
[00:07:10.000 --> 00:07:13.000]  所以說這句話其實挺詫異的
[00:07:13.000 --> 00:07:15.000]  我們十二支派不是全散了嗎
[00:07:15.000 --> 00:07:16.000]  什麼都沒有了
[00:07:16.000 --> 00:07:18.000]  如何能夠回頭
[00:07:18.000 --> 00:07:19.000]  上帝說不是
[00:07:19.000 --> 00:07:21.000]  我會做一件新事
[00:07:21.000 --> 00:07:24.000]  就是瓦割以色列的眾支派會復興
[00:07:24.000 --> 00:07:26.000]  被保存的人能夠歸回
[00:07:26.000 --> 00:07:28.000]  你們以為這件是小事
[00:07:28.000 --> 00:07:33.000]  我還可以使你們成為萬邦之光
[00:07:33.000 --> 00:07:35.000]  並且將我的救恩
[00:07:35.000 --> 00:07:37.000]  將我的名字傳到地上
[00:07:37.000 --> 00:07:40.000]  就是上帝會恢復十二支派
[00:07:40.000 --> 00:07:42.000]  新的國民會產生
[00:07:42.000 --> 00:07:45.000]  這個叫做Israel 2.0
[00:07:45.000 --> 00:07:47.000]  不是Beta
[00:07:47.000 --> 00:07:48.000]  第二版
[00:07:48.000 --> 00:07:51.000]  是一個更加大的新的神的子民
[00:07:51.000 --> 00:07:53.000]  這個就是上帝所承諾
[00:07:53.000 --> 00:07:57.000]  所認許給每一個世代的信徒
[00:07:57.000 --> 00:07:59.000]  所以到了使徒行傳的時候
