
[00:00:00.000 --> 00:00:01.560]  各位弟子平安
[00:00:01.560 --> 00:00:05.260]  讓我們再次低頭祈禱
[00:00:05.260 --> 00:00:08.220]  接著感謝祢
[00:00:08.220 --> 00:00:12.940]  讓我們雖然不能在聖殿裡一起敬拜
[00:00:12.940 --> 00:00:16.720]  但祢也讓我們透過這個影像
[00:00:16.720 --> 00:00:19.260]  我們在不同地方願祢教導
[00:00:19.260 --> 00:00:22.940]  我們都能以心靈和誠實去敬拜祢
[00:00:22.940 --> 00:00:26.480]  我們每一個人都在適應這個疫情對我們的影響
[00:00:26.480 --> 00:00:28.740]  對我們生活習慣的轉變
[00:00:28.740 --> 00:00:31.360]  大排夢上主祢繼續幫助我們
[00:00:31.360 --> 00:00:34.260]  讓我們無論在哪個處境下
[00:00:34.260 --> 00:00:37.480]  我們願祢為我們生命的主
[00:00:37.480 --> 00:00:40.860]  願聽的和說的都同夢祢的月亮
[00:00:40.860 --> 00:00:43.380]  祈禱奉主耶穌基督的名而求
[00:00:43.380 --> 00:00:44.680]  阿門
[00:00:44.680 --> 00:00:47.700]  各位弟子
[00:00:47.700 --> 00:00:50.660]  當你聽到聖潔的生活的時候
[00:00:50.660 --> 00:00:53.460]  你腦海裡在想什麼呢?
[00:00:53.460 --> 00:00:55.720]  你會不會有些形象在你腦海裡想
[00:00:55.720 --> 00:00:58.020]  咦?什麼是聖潔呢?
[00:00:58.020 --> 00:00:59.540]  這個人是不是聖潔呢?
[00:00:59.540 --> 00:01:01.400]  還是這個人呢?
[00:01:01.400 --> 00:01:03.860]  可能你在腦海裡像我這樣想
[00:01:03.860 --> 00:01:05.140]  嗯 聖潔的生活
[00:01:05.140 --> 00:01:07.160]  我初心的時候真的是這樣想的
[00:01:07.160 --> 00:01:08.740]  要很嚴肅的
[00:01:08.740 --> 00:01:10.480]  要...
[00:01:10.480 --> 00:01:12.020]  這裡不可以做這件事
[00:01:12.020 --> 00:01:14.180]  那裡不可以做那件事
[00:01:14.180 --> 00:01:15.380]  沒什麼笑容的
[00:01:15.380 --> 00:01:18.440]  就好像我們看電影的時候描繪
[00:01:18.440 --> 00:01:21.100]  修女的形象很嚴格的
[00:01:21.100 --> 00:01:23.100]  是不是這樣叫聖潔呢?
[00:01:23.100 --> 00:01:25.740]  我初心的時候真的是這樣想的
[00:01:25.740 --> 00:01:27.900]  但當我們翻查科目的時候發現
[00:01:27.900 --> 00:01:31.880]  咦?耶穌不是這樣的
[00:01:31.880 --> 00:01:33.940]  那聖潔的生活是怎樣呢?
[00:01:33.940 --> 00:01:36.260]  是不是衣衫藍柳
[00:01:36.260 --> 00:01:38.200]  不吃人間煙火呢?
[00:01:38.200 --> 00:01:39.960]  就好像施西約翰那樣
[00:01:39.960 --> 00:01:42.220]  就好像耶利美一樣
[00:01:42.220 --> 00:01:43.600]  我初心的時候真的是這樣想的
[00:01:43.600 --> 00:01:45.600]  所以我曾經見過一位神學生
[00:01:45.600 --> 00:01:46.640]  他是我的導師
[00:01:46.640 --> 00:01:48.340]  我見到他西裝不挺
[00:01:48.340 --> 00:01:49.460]  拿著一個公事箱
[00:01:49.460 --> 00:01:50.700]  我就問他
[00:01:50.700 --> 00:01:52.440]  你怎麼這樣呢?
[00:01:52.440 --> 00:01:53.980]  他就告訴我
[00:01:53.980 --> 00:01:59.300]  要好像施西約翰那樣才可以是神學生嗎?
[00:01:59.300 --> 00:02:01.520]  而且聖經裏面保羅告訴我們
[00:02:01.520 --> 00:02:05.200]  叫我們在什麼人中做什麼人
[00:02:05.200 --> 00:02:07.460]  但你也不是這樣,是不是?
[00:02:07.460 --> 00:02:13.260]  他在政府架構之中你要擔任要職
[00:02:13.260 --> 00:02:16.100]  那什麼叫聖潔的生活呢?
