
[00:00:00.000 --> 00:00:01.200]  我們再有一個祈禱
[00:00:01.200 --> 00:00:03.040]  求聖靈帶領我們今天的訊息
[00:00:03.040 --> 00:00:03.920]  親愛的聖靈
[00:00:03.920 --> 00:00:05.080]  我們感謝讚美你
[00:00:05.080 --> 00:00:07.440]  因為你是那位充滿著大能的主
[00:00:07.440 --> 00:00:11.200]  你讓耶穌基督受死埋葬
[00:00:11.200 --> 00:00:12.400]  亦在第三天
[00:00:12.400 --> 00:00:13.680]  耶穌基督復活了
[00:00:13.680 --> 00:00:15.560]  我們看到上帝你的大能
[00:00:15.560 --> 00:00:16.960]  是勝過死亡
[00:00:16.960 --> 00:00:18.880]  勝過陰間的權勢
[00:00:18.880 --> 00:00:21.720]  帶領我們能夠得著罪的赦免
[00:00:21.720 --> 00:00:24.440]  能夠得著生命榮耀的顧面的主
[00:00:24.440 --> 00:00:25.840]  我求聖靈在這一刻
[00:00:25.840 --> 00:00:28.240]  也充滿在我們眾人的內心裡
[00:00:28.240 --> 00:00:32.040]  特別讓我們一群未認識祢的朋友
[00:00:32.040 --> 00:00:34.160]  我們都能夠打開耳朵
[00:00:34.160 --> 00:00:35.960]  去聆聽神的話語
[00:00:35.960 --> 00:00:37.480]  又讓我們的弟兄姊妹
[00:00:37.480 --> 00:00:39.280]  都能夠打開屬靈的眼睛
[00:00:39.280 --> 00:00:40.320]  屬靈的心
[00:00:40.320 --> 00:00:44.640]  去被上帝的神的話語感動轉化
[00:00:44.640 --> 00:00:47.160]  又讓我成為上帝祢的僕人
[00:00:47.160 --> 00:00:48.640]  被聖靈所充滿
[00:00:48.640 --> 00:00:50.880]  以致能夠分享神的話語
[00:00:50.880 --> 00:00:53.800]  讓祢的道能夠在當中彰顯
[00:00:53.800 --> 00:00:55.480]  求祢帶領我們今天的崇拜
[00:00:55.480 --> 00:00:57.880]  奉主耶穌基督得勝明智祈求
[00:00:57.880 --> 00:00:59.120]  Amen
[00:00:59.120 --> 00:01:00.600]  事隔一段時間
[00:01:00.600 --> 00:01:02.600]  我不再講羅馬書的背景了
[00:01:02.600 --> 00:01:06.320]  簡單一點就是寶羅寫給羅馬教會的
[00:01:06.320 --> 00:01:10.000]  講解了他對恩信清義
[00:01:10.000 --> 00:01:13.680]  以及對一些很基本的基督教信仰的看法
[00:01:13.680 --> 00:01:15.400]  到了第六章
[00:01:15.400 --> 00:01:18.680]  寶羅就發出了一個問題
[00:01:18.680 --> 00:01:19.960]  可以說是自問自答
[00:01:19.960 --> 00:01:23.640]  也可能是一些人自己的看法
[00:01:23.640 --> 00:01:25.520]  因為在我們基督教信仰裡面是很特別的
[00:01:25.520 --> 00:01:27.640]  特別是一些未信的人聽起來都覺得很古怪
[00:01:27.640 --> 00:01:32.560]  就是原來我們要得到上天堂的入場券
[00:01:32.560 --> 00:01:34.240]  不是靠自己的
[00:01:34.240 --> 00:01:36.000]  即是說我去積福
[00:01:36.000 --> 00:01:37.240]  我捐多點錢
[00:01:37.240 --> 00:01:38.840]  或者我去拜多點神
[00:01:38.840 --> 00:01:40.160]  就得神庇佑那些
[00:01:40.160 --> 00:01:41.440]  都不可以的
[00:01:41.440 --> 00:01:44.240]  你不可以靠自己的行為能夠得救
[00:01:44.240 --> 00:01:46.480]  你唯有靠耶穌基督的恩典
[00:01:46.480 --> 00:01:48.920]  才能夠得著拯救
[00:01:48.920 --> 00:01:50.280]  所以有些人就會想
[00:01:50.280 --> 00:01:51.640]  原來這麼好的
[00:01:51.640 --> 00:01:53.480]  我可以免費得到救恩
[00:01:53.480 --> 00:01:55.480]  耶穌基督的恩典就這樣淋在我身上
[00:01:55.480 --> 00:01:57.000]  那我就繼續犯罪
[00:01:57.000 --> 00:01:58.040]  犯多點罪
[00:01:58.040 --> 00:01:59.960]  那就顯出上帝的大能
[00:01:59.960 --> 00:02:01.560]  能夠赦免我們的恩典
[00:02:01.560 --> 00:02:03.520]  那多好一件事呢
[00:02:03.520 --> 00:02:04.880]  可不可以這樣想呢?
[00:02:04.880 --> 00:02:06.120]  所以第一節就說
[00:02:06.120 --> 00:02:08.400]  我們怎麼說呢?
[00:02:08.400 --> 00:02:12.080]  我們可以凝聚罪中使恩典增多
[00:02:12.080 --> 00:02:13.320]  我們可不可以
[00:02:13.320 --> 00:02:14.120]  除了耶穌
[00:02:14.120 --> 00:02:15.440]  又繼續犯罪
[00:02:15.440 --> 00:02:17.880]  或者我們犯多點罪的話
[00:02:17.880 --> 00:02:20.880]  就顯出神能夠赦免的恩典更大
[00:02:20.880 --> 00:02:22.880]  可不可以這樣想呢?
[00:02:22.880 --> 00:02:24.600]  不可以,沒錯
[00:02:24.600 --> 00:02:26.840]  保羅很大聲很決斷
[00:02:26.840 --> 00:02:28.720]  很絕對地這樣說
[00:02:28.720 --> 00:02:30.360]  絕對不可
[00:02:30.360 --> 00:02:32.680]  想都不要想,意思在背後
[00:02:32.680 --> 00:02:35.440]  更加有些翻譯說是神禁止的
[00:02:35.440 --> 00:02:37.720]  神不讓我們這樣想
[00:02:37.720 --> 00:02:40.600]  這是不可思議的
[00:02:40.600 --> 00:02:44.040]  接著我就用兩個分題去解釋
[00:02:44.040 --> 00:02:45.360]  為什麼不要這樣想
[00:02:45.360 --> 00:02:47.080]  是不可思議的
[00:02:47.080 --> 00:02:48.040]  因為第一
[00:02:48.040 --> 00:02:51.000]  我們已經受浸與主聯合
[00:02:51.000 --> 00:02:51.880]  第二
[00:02:51.880 --> 00:02:52.960]  就是耶穌基督復活
[00:02:52.960 --> 00:02:55.160]  祂的大能已經在我們七面洞彰顯
[00:02:55.160 --> 00:02:58.120]  我們靠著耶穌基督活著
[00:02:58.120 --> 00:02:59.440]  與神同在
[00:02:59.440 --> 00:03:02.080]  與神同身
[00:03:02.080 --> 00:03:04.560]  第一我要講解一下什麼叫浸禮
[00:03:04.560 --> 00:03:05.960]  因為今天也有浸禮
[00:03:05.960 --> 00:03:08.040]  有些微信主義的朋友也在當中
[00:03:08.040 --> 00:03:10.400]  浸信會裡面有兩個很重要的禮儀
[00:03:10.400 --> 00:03:11.440]  一個是主餐禮
[00:03:11.440 --> 00:03:13.040]  一個是浸禮
[00:03:13.040 --> 00:03:16.440]  浸禮有非常豐富的神學意義
[00:03:16.440 --> 00:03:18.800]  不過今天我只是單單
[00:03:18.800 --> 00:03:20.720]  就著羅馬書所提及過的
[00:03:20.720 --> 00:03:22.840]  去講出關於浸禮的事情
[00:03:22.840 --> 00:03:23.720]  簡單來說
[00:03:23.720 --> 00:03:25.960]  浸禮就是受浸者
[00:03:25.960 --> 00:03:28.240]  透過浸禮公開去宣認
[00:03:28.240 --> 00:03:30.480]  他自己要交給主耶穌
[00:03:30.480 --> 00:03:31.840]  與主聯合
[00:03:31.840 --> 00:03:34.080]  是一個象徵性的禮儀
[00:03:34.080 --> 00:03:36.040]  他將身體浸入水裡面
[00:03:36.040 --> 00:03:37.760]  戲劇性地表達了
[00:03:37.760 --> 00:03:40.640]  受浸者願意進入耶穌基督裡面
[00:03:40.640 --> 00:03:42.040]  與基督同死
[00:03:42.040 --> 00:03:42.880]  同埋葬
[00:03:42.880 --> 00:03:44.400]  同復活
[00:03:44.400 --> 00:03:45.400]  汗如血泉泉
[00:03:45.400 --> 00:03:47.600]  這是不是你們今天要做的事情?
