
[00:00:00.000 --> 00:00:04.840]  回歸聖言不是一句口號
[00:00:04.840 --> 00:00:10.820]  就好像上兩個星期我們曾經提到
[00:00:10.820 --> 00:00:17.540]  聖言是上帝所定下的一個神聖的標準
[00:00:17.540 --> 00:00:25.080]  回歸是表示我們跟這個神聖的標準有一段距離
[00:00:25.080 --> 00:00:32.120]  這是上帝對他的子民有一個期待
[00:00:32.120 --> 00:00:38.000]  還有人是如何選擇回應的態度
[00:00:38.000 --> 00:00:41.560]  從事聖經教導的工作
[00:00:41.560 --> 00:00:50.420]  我最樂意看到弟兄姐妹熱衷去閱讀神的話語
[00:00:50.420 --> 00:00:54.880]  因為神的話語就是我們生命的基礎
[00:00:54.880 --> 00:01:00.720]  如同耶穌在提到末日的應許的時候
[00:01:00.720 --> 00:01:03.720]  他說天地都要廢去
[00:01:03.720 --> 00:01:08.900]  唯有上主的話語是永遠長存
[00:01:08.900 --> 00:01:11.480]  今天早上我承接這個主題
[00:01:11.480 --> 00:01:19.640]  跟大家思想回歸聖言的三部曲
[00:01:19.640 --> 00:01:24.120]  包括重設起點
[00:01:24.120 --> 00:01:27.240]  調教那個過程
[00:01:27.240 --> 00:01:30.480]  還有邁向終點
[00:01:30.480 --> 00:01:33.820]  重設起點
[00:01:33.820 --> 00:01:40.640]  創世紀三章八至九節出現了一幅圖畫
[00:01:40.640 --> 00:01:46.240]  當亞當和夏娃不聽從上帝的吩咐
[00:01:46.240 --> 00:01:50.420]  他們吃了原宗樹上分別善惡的果子樹
[00:01:50.420 --> 00:01:54.140]  他們吃了分別善惡的樹上的果子
[00:01:54.140 --> 00:01:56.320]  之後他們就聽見神的呼聲
[00:01:56.320 --> 00:02:00.520]  他們就躲在樹林裏面躲避
[00:02:00.520 --> 00:02:02.600]  他們就躲在樹林裏面
[00:02:02.600 --> 00:02:06.520]  然後上主就去呼喚那個人
[00:02:06.520 --> 00:02:08.920]  然後上主就呼喚那個人
[00:02:08.920 --> 00:02:11.200]  對他們說
[00:02:11.200 --> 00:02:13.120]  你在那裏呢?
[00:02:13.120 --> 00:02:17.320]  你在那裏呢?我相信這個就是一個起點
[00:02:17.320 --> 00:02:19.320]  我相信這就是一個起點
[00:02:19.320 --> 00:02:24.240]  人聽見上帝呼喚的一個起點
[00:02:24.240 --> 00:02:28.220]  你在那裏當然不是一個上帝尋人啟事
[00:02:28.220 --> 00:02:31.400]  你在那裏當然不是指上帝尋人啟事
[00:02:31.400 --> 00:02:35.160]  你在那裏也不是上帝和人玩捉迷藏的遊戲
[00:02:35.160 --> 00:02:39.160]  你在那裏也不是人和上主玩捉迷藏的遊戲
[00:02:39.160 --> 00:02:44.960]  你在那裏是原來人犯罪之後在犯罪的光景躲避上帝的面
[00:02:44.960 --> 00:02:49.360]  你在那裏是人在罪惡的光景當中躲避上主的面
[00:02:49.360 --> 00:02:53.480]  你在那裏是人在罪惡光景那份徬徨無助
[00:02:53.480 --> 00:02:57.400]  你在那裏是人在罪惡光景中的徬徨和無助
[00:02:57.400 --> 00:03:02.960]  你在那裏是上主希望人知道和正視自己現在的光景
[00:03:02.960 --> 00:03:07.840]  你在那裏是上主希望人知道及正視自己的光景
[00:03:07.840 --> 00:03:12.380]  你在那裏是上主愛的呼喚希望我們回歸祂的懷抱
[00:03:12.380 --> 00:03:15.920]  你在那裏是上主愛的呼喚回歸祂的懷抱
[00:03:15.920 --> 00:03:21.040]  你在那裏是上主告訴人我們可以在上帝裏重新開始
[00:03:21.040 --> 00:03:25.160]  你在那裏是上主告訴我們我們可以從那裏開始
[00:03:25.160 --> 00:03:27.320]  親愛的弟兄姊妹
[00:03:27.320 --> 00:03:28.880]  你在那裏呢?
[00:03:28.880 --> 00:03:31.520]  你有沒有聽見上帝向你發出的呼喚?
[00:03:31.520 --> 00:03:34.480]  你有聽到上帝向你發出的呼喚嗎?
[00:03:34.480 --> 00:03:36.280]  你在那裏呢?
[00:03:36.280 --> 00:03:39.400]  在聖言的神聖標準之下
[00:03:39.400 --> 00:03:40.520]  你在那裏呢?
[00:03:40.520 --> 00:03:42.800]  在聖言的神聖標準底下
[00:03:42.800 --> 00:03:43.840]  你在那裏呢?
[00:03:43.840 --> 00:03:46.840]  在我們多年來輕視上帝的聖言
[00:03:46.840 --> 00:03:47.800]  你在那裏呢?
[00:03:47.800 --> 00:03:50.920]  多年來你我輕視上主的聖言
[00:03:50.920 --> 00:03:51.800]  你在那裏呢?
[00:03:51.800 --> 00:03:54.040]  如果我們不知道今天自己的光景
[00:03:54.040 --> 00:03:56.000]  如果我們不知道我們自己的光景
[00:03:56.000 --> 00:03:58.560]  我們不能夠重新設立這個起點
[00:03:58.560 --> 00:04:00.600]  我們不能重新設立這個起點
[00:04:00.600 --> 00:04:03.880]  我們永遠和這個神聖的距離是越拉越遠
[00:04:03.880 --> 00:04:06.680]  我們永遠和這個神聖的距離是越拉越遠
[00:04:06.680 --> 00:04:09.760]  坦白說回歸聖言不是滿足牧師的要求
[00:04:09.760 --> 00:04:13.720]  坦白說回歸聖言並不是滿足牧師的要求
[00:04:13.720 --> 00:04:16.680]  而是大家聽見上帝愛的呼喚
[00:04:16.680 --> 00:04:18.960]  而是大家聽到上帝愛的呼喚
[00:04:18.960 --> 00:04:21.880]  我們重拾已經荒廢多年的聖言
[00:04:21.880 --> 00:04:24.560]  我們重拾已經荒廢多年的聖言
[00:04:24.560 --> 00:04:26.360]  以敬虔的態度
[00:04:26.360 --> 00:04:29.520]  將上帝的話語作為安身立命的標準
[00:04:29.520 --> 00:04:31.720]  以敬虔的態度把上帝的話語
[00:04:31.720 --> 00:04:33.760]  當安身立命的態度和標準
[00:04:33.760 --> 00:04:36.560]  你想像一下如果一間教會沒有聖言
[00:04:36.560 --> 00:04:39.640]  你想像一下如果一間教會沒有聖言
[00:04:39.640 --> 00:04:41.120]  這間還算不算教會呢?
[00:04:41.120 --> 00:04:42.600]  這間算是教會嗎?
[00:04:42.600 --> 00:04:44.720]  你想像一下一間教會沒有聖言
[00:04:44.720 --> 00:04:47.320]  你想像一下一間教會沒有聖言
[00:04:47.320 --> 00:04:49.960]  它推動的士工還算不算是聖工呢?
[00:04:49.960 --> 00:04:52.240]  它推動的士工還算是聖工嗎?
[00:04:52.240 --> 00:04:54.600]  你想像一下一間教會沒有聖言
[00:04:54.600 --> 00:04:57.560]  你想像一下如果一間教會沒有聖言
[00:04:57.560 --> 00:05:01.920]  它可以為敗壞的社會和絕望的人生帶來希望
[00:05:01.920 --> 00:05:06.280]  它可以為這敗壞的社會和絕望的人生帶來希望嗎?
[00:05:06.280 --> 00:05:08.440]  你想像一下一個基督徒沒有聖言
[00:05:08.440 --> 00:05:11.120]  你想像一下如果一個基督徒沒有聖言
[00:05:11.120 --> 00:05:12.480]  它算不算是一個基督徒呢?
[00:05:12.480 --> 00:05:13.840]  它算是基督徒嗎?
[00:05:13.840 --> 00:05:16.000]  你想像一下一個家庭沒有聖言
[00:05:16.000 --> 00:05:18.640]  你想像一下如果一個家庭沒有聖言
[00:05:18.640 --> 00:05:20.440]  它算不算一個基督徒的家庭呢?
[00:05:20.440 --> 00:05:22.320]  它算是一個基督徒的家庭嗎?
[00:05:22.320 --> 00:05:25.240]  你想像一下一個沒有聖言的團契相交
[00:05:25.240 --> 00:05:27.800]  你想像一下如果沒有聖言的團契相交
[00:05:27.800 --> 00:05:29.680]  這個還算不算是一個團契呢?
[00:05:29.680 --> 00:05:31.160]  它還算是一個團契嗎?
[00:05:31.160 --> 00:05:34.160]  你想像一下一個沒有聖言的團契相交
[00:05:34.160 --> 00:05:38.640]  你想像一下如果沒有聖言的基督徒的朋友互相相交
[00:05:38.640 --> 00:05:41.560]  這個有沒有一個真誠的交往呢?
[00:05:41.560 --> 00:05:43.760]  這裡面有真誠的交往嗎?
[00:05:43.760 --> 00:05:47.720]  回歸聖言是透過上主的話
[00:05:47.720 --> 00:05:50.880]  回歸聖言是指透過上帝的話
[00:05:50.880 --> 00:05:54.360]  發現上主在我們每一個人生命當中的計劃
[00:05:54.360 --> 00:05:57.960]  發現上主在我們每個人身邊的一個計劃
[00:05:57.960 --> 00:06:00.400]  包括我們的使命和生活的方式
[00:06:00.400 --> 00:06:02.440]  包括我們的使命和生活的方式
[00:06:02.440 --> 00:06:05.360]  這個就正如一個建築師要蓋一座樓的時候
[00:06:05.360 --> 00:06:08.120]  這正如一個建築師要蓋一座樓的時候
[00:06:08.120 --> 00:06:12.440]  他才會問到底我要蓋這座建築物的用途是甚麼呢?
[00:06:12.440 --> 00:06:16.160]  他會問究竟我蓋這座建築物的用途是甚麼呢?
[00:06:16.160 --> 00:06:17.840]  我將來怎樣去使用呢?
[00:06:17.840 --> 00:06:19.520]  我將來怎樣去使用呢?
[00:06:19.520 --> 00:06:20.320]  所以換句話說
[00:06:20.320 --> 00:06:25.240]  建築物的功能往往就決定了建築物的形式
[00:06:25.240 --> 00:06:29.640]  很多時候就說建築物的功能就代表了建築物的模式
[00:06:29.640 --> 00:06:32.000]  我想上帝從來都不會浪費一些東西
[00:06:32.000 --> 00:06:34.120]  我想上帝從來都不會浪費一些東西
[00:06:34.120 --> 00:06:35.880]  祂創造你我之先
[00:06:35.880 --> 00:06:37.520]  祂創造你我之先
[00:06:37.520 --> 00:06:41.160]  祂已經決定了我們在這個世上有一個角色和使命
[00:06:41.160 --> 00:06:45.440]  祂已經決定了我們在這個世上的使命和有角色
[00:06:45.440 --> 00:06:49.520]  祂也都希望我們怎樣活出去期待豐盛的生命
[00:06:49.520 --> 00:06:53.960]  祂也計劃好你我如何活出更有豐盛的生命
[00:06:53.960 --> 00:06:56.600]  因此上帝就賜下各樣的恩賜給我們
[00:06:56.600 --> 00:06:59.520]  因此上帝就賜下各樣的恩賜給我們
[00:06:59.520 --> 00:07:04.080]  按照這位造物主希望我們活出榮耀上帝的人生
[00:07:04.080 --> 00:07:08.280]  按照造物主的設計來活出榮耀主名的人生
[00:07:08.280 --> 00:07:09.920]  請問我再次問大家
[00:07:09.920 --> 00:07:12.120]  弟兄姊妹我再次問大家
[00:07:12.120 --> 00:07:14.280]  你在哪裏呢?
[00:07:14.280 --> 00:07:17.360]  在聖賢的神聖標準之下你在哪裏呢?
[00:07:17.360 --> 00:07:20.520]  在聖賢的神聖標準之下你在哪裏呢?
[00:07:20.520 --> 00:07:24.120]  在多年來我們輕視上帝的說話你在哪裏呢?
[00:07:24.120 --> 00:07:27.880]  多年來我們輕視上主的話你在哪裏呢?
[00:07:27.880 --> 00:07:29.680]  如果我們知道自己的起點
[00:07:29.680 --> 00:07:31.120]  如果我們知道我們的起點
[00:07:31.120 --> 00:07:33.200]  我們重新去設定那個起點
[00:07:33.200 --> 00:07:35.280]  我們重新設定那個起點
[00:07:35.280 --> 00:07:38.440]  其實屬靈的道路就是一個漫長的過程
[00:07:38.440 --> 00:07:40.320]  屬靈的道路就是一個漫長的過程
[00:07:40.320 --> 00:07:41.920]  所以我們不斷地去調教
[00:07:41.920 --> 00:07:43.680]  所以我們不斷地去調教
[00:07:43.680 --> 00:07:45.960]  回歸聖賢是一個漫長的過程
[00:07:45.960 --> 00:07:48.040]  回歸聖賢是一個漫長的過程
[00:07:48.040 --> 00:07:50.600]  我們會經歷屬靈的路上高高低低
[00:07:50.600 --> 00:07:53.600]  我們會經歷靈性路程的高高低低
[00:07:53.600 --> 00:07:54.480]  浮浮沉沉
[00:07:54.480 --> 00:07:55.360]  浮浮沉沉
[00:07:55.360 --> 00:08:01.000]  一本很出名的所謂聖經的文學著作
[00:08:01.000 --> 00:08:04.040]  一本很出名的聖經的文學著作
[00:08:04.040 --> 00:08:04.960]  《天路歷程》
[00:08:04.960 --> 00:08:05.960]  《天路歷程》
[00:08:05.960 --> 00:08:07.080]  大家可能都會看過
[00:08:07.080 --> 00:08:08.360]  大家可能看過了
[00:08:08.360 --> 00:08:10.040]  作者本人約翰
[00:08:10.040 --> 00:08:11.520]  作者是本人約翰
[00:08:11.520 --> 00:08:15.280]  據聞這本書是聖經以外被翻譯最多的一本著作
[00:08:15.280 --> 00:08:20.480]  據聞這本書是聖經以外被翻譯最多種語言的一本著作
[00:08:20.480 --> 00:08:27.000]  《天路歷程》是一本用一種靈性經驗作為題材的寓意文學
[00:08:27.000 --> 00:08:31.880]  《天路歷程》是一部以靈性經驗為題材的寓意文學
[00:08:31.880 --> 00:08:34.760]  故事裏面講到有一個墮落者
[00:08:34.760 --> 00:08:37.360]  故事裏面講到有一個墮落者
[00:08:37.360 --> 00:08:39.560]  他要逃出毀滅之城
[00:08:39.560 --> 00:08:41.760]  他要逃出毀滅之城
[00:08:41.760 --> 00:08:43.800]  在這條天路的過程裏面
[00:08:43.800 --> 00:08:45.200]  在這條天路的過程裏面
[00:08:45.200 --> 00:08:46.400]  他遇見十字架
[00:08:46.400 --> 00:08:47.640]  他遇見十字架
[00:08:47.640 --> 00:08:49.120]  結果成為基督徒
[00:08:49.120 --> 00:08:51.280]  結果成為基督徒
[00:08:51.280 --> 00:08:53.360]  用書的名字成為天路客
[00:08:53.360 --> 00:08:55.520]  用書的名字成為天路客
[00:08:55.520 --> 00:08:58.120]  他一心尋訪天國之城
[00:08:58.120 --> 00:09:00.720]  他一心尋訪天國之城
[00:09:00.720 --> 00:09:03.480]  在途中遇見各式各樣的人物
[00:09:03.480 --> 00:09:06.640]  在途中遇見各式各樣的人物
[00:09:06.640 --> 00:09:08.360]  遇見智人勇
[00:09:08.360 --> 00:09:09.360]  遇見智人勇
[00:09:09.360 --> 00:09:11.120]  心慈和敬虔
[00:09:11.120 --> 00:09:12.480]  心慈和敬虔
[00:09:12.480 --> 00:09:14.160]  無知和善殺
[00:09:14.160 --> 00:09:16.120]  無知和善殺
[00:09:16.120 --> 00:09:17.440]  或者弱質等等
[00:09:17.440 --> 00:09:19.080]  或者弱質等等
[00:09:19.080 --> 00:09:21.640]  路途上也都面對種種的狀況
[00:09:21.640 --> 00:09:23.840]  路途上也都面對種種的狀況
[00:09:23.840 --> 00:09:25.440]  好像失望的泥沼
[00:09:25.440 --> 00:09:27.240]  比如說失望的泥沼
[00:09:27.240 --> 00:09:28.760]  浮華的世界
[00:09:28.760 --> 00:09:29.880]  浮華的世界
[00:09:29.880 --> 00:09:30.960]  這個疑惑性
[00:09:30.960 --> 00:09:31.960]  疑惑性
[00:09:31.960 --> 00:09:33.600]  危險和各種考驗
[00:09:33.600 --> 00:09:35.480]  危險與各種考驗
[00:09:35.480 --> 00:09:37.280]  最後靠著聖靈的寶劍
[00:09:37.280 --> 00:09:39.320]  最後靠著聖靈的寶劍
[00:09:39.320 --> 00:09:41.120]  就是神的導戰性魔王
[00:09:41.120 --> 00:09:43.720]  也就是神的道來戰勝魔王
[00:09:43.720 --> 00:09:47.160]  他就順利到達了快樂山和天國之城
[00:09:47.160 --> 00:09:50.640]  他就順利到達了快樂山和天國之城
[00:09:50.640 --> 00:09:53.280]  整個天路歷程要講的一個故事
[00:09:53.280 --> 00:09:55.680]  整個天路歷程要講的一個故事
[00:09:55.680 --> 00:09:58.040]  講基督徒這條靈情是高高低低
[00:09:58.040 --> 00:09:59.640]  就是講基督徒的靈城
[00:09:59.640 --> 00:10:01.240]  這條道路是高高低低的
[00:10:01.240 --> 00:10:02.400]  我們遇到各種的誘惑
[00:10:02.400 --> 00:10:03.880]  我們遇到了各種的誘惑
[00:10:03.880 --> 00:10:05.200]  我們遇到各種的挫折
[00:10:05.200 --> 00:10:06.560]  我們遇到了各種的挫折
[00:10:06.560 --> 00:10:08.040]  我們遇到各種的引誘
[00:10:08.040 --> 00:10:09.480]  我們遇到了各種的引誘
[00:10:09.480 --> 00:10:11.480]  但是只要我們堅持不放棄
[00:10:11.480 --> 00:10:12.960]  只要我們堅持不放棄
[00:10:12.960 --> 00:10:14.320]  靠著上帝的道
[00:10:14.320 --> 00:10:15.360]  靠著上帝的道
[00:10:15.360 --> 00:10:17.320]  我們最終可以到達天國之城
