
[00:00:00.000 --> 00:00:02.000]  莫太后書第一章六到七節
[00:00:02.000 --> 00:00:04.000]  我們一同來唸這兩節的聖經
[00:00:04.000 --> 00:00:06.000]  爲此我提醒你
[00:00:06.000 --> 00:00:09.000]  許你將神借我按手所給你的恩賜
[00:00:09.000 --> 00:00:11.000]  再如火眺望起來
[00:00:11.000 --> 00:00:14.000]  因爲神賜給我們不是膽怯的心
[00:00:14.000 --> 00:00:17.000]  乃是強仁愛謹守的心
[00:00:17.000 --> 00:00:19.000]  我們就讀到這裏
[00:00:19.000 --> 00:00:24.000]  昨天我參加了家庭事工協會所舉辦的
[00:00:24.000 --> 00:00:26.000]  牽手情深的聚會
[00:00:26.000 --> 00:00:28.000]  在聚會的結束
[00:00:28.000 --> 00:00:32.000]  帶領了每一對夫婦重新在神面前
[00:00:32.000 --> 00:00:34.000]  重新立約
[00:00:34.000 --> 00:00:38.000]  雖然是一個很簡單的儀式
[00:00:38.000 --> 00:00:42.000]  可是是在神面前一個很重要的提醒
[00:00:42.000 --> 00:00:45.000]  有時候在忙碌的生活當中
[00:00:45.000 --> 00:00:50.000]  我們不太能夠察覺到夫妻之間的愛
[00:00:50.000 --> 00:00:52.000]  總覺得那是理所當然
[00:00:52.000 --> 00:00:57.000]  而當我們能夠重新在神面前立約的時候
[00:00:57.000 --> 00:00:59.000]  我們就再一次被提醒
[00:00:59.000 --> 00:01:02.000]  要爲神的愛獻上感謝
[00:01:02.000 --> 00:01:05.000]  爲我們另一半獻上感謝
[00:01:05.000 --> 00:01:07.000]  好讓我們重新得力
[00:01:07.000 --> 00:01:11.000]  繼續奔走前面的道路
[00:01:11.000 --> 00:01:14.000]  我就看見因爲你們生命當中
[00:01:14.000 --> 00:01:17.000]  提醒是非常重要
[00:01:17.000 --> 00:01:20.000]  生命需要常常被提醒
[00:01:20.000 --> 00:01:23.000]  所以保羅在前面第一章第六節裏面
[00:01:23.000 --> 00:01:26.000]  保羅說爲此我提醒你
[00:01:26.000 --> 00:01:30.000]  就看見不但是我們家庭生活需要被提醒
[00:01:30.000 --> 00:01:33.000]  其實我們鼠鄰生命成長
[00:01:33.000 --> 00:01:35.000]  也是需要被提醒
[00:01:35.000 --> 00:01:39.000]  否則的話我們眼目常常就停留在過去
[00:01:39.000 --> 00:01:40.000]  不是嗎
[00:01:40.000 --> 00:01:42.000]  無論是過去的成功
[00:01:42.000 --> 00:01:43.000]  無論是過去的失敗
[00:01:43.000 --> 00:01:46.000]  都常常牽引我們的心
[00:01:46.000 --> 00:01:50.000]  讓我們在人生的道路當中無法向前
[00:01:50.000 --> 00:01:53.000]  但第六節這些年我越來越明白一件事情
[00:01:53.000 --> 00:01:55.000]  在我們鼠鄰生命成長的過程當中
[00:01:55.000 --> 00:01:59.000]  最重要的不是我們曾經在哪裏
[00:01:59.000 --> 00:02:04.000]  而是神現在在哪裏
[00:02:04.000 --> 00:02:09.000]  所以千萬不要只是注意到我們過去生命的足跡
[00:02:09.000 --> 00:02:13.000]  而錯失了神現在的工作
[00:02:13.000 --> 00:02:18.000]  我們一定要不斷地跟上神現在的引導
[00:02:18.000 --> 00:02:21.000]  我們的生命才能繼續不再向前進的
[00:02:21.000 --> 00:02:22.000]  Amen
[00:02:22.000 --> 00:02:25.000]  跟你們說要不斷地跟上神現在的引導
[00:02:25.000 --> 00:02:28.000]  跟他說
[00:02:28.000 --> 00:02:32.000]  不但在鼠鄰生命的成長上需要被提醒
[00:02:32.000 --> 00:02:34.000]  在服事的道路上
[00:02:34.000 --> 00:02:38.000]  我們也不是一樣不斷需要被提醒嗎
[00:02:38.000 --> 00:02:42.000]  多少時候我們不是沒有爲主大發熱心過
[00:02:42.000 --> 00:02:44.000]  我相信我們都曾經愛主過
[00:02:44.000 --> 00:02:46.000]  都曾經爲主火熱過
[00:02:46.000 --> 00:02:48.000]  但不知不覺間
[00:02:48.000 --> 00:02:51.000]  好像我們的愛心漸漸冷淡下來了
[00:02:51.000 --> 00:02:52.000]  我告訴你
[00:02:52.000 --> 00:02:54.000]  一旦你愛心冷淡
[00:02:54.000 --> 00:02:58.000]  你的服事就會變得很苦澀
[00:02:58.000 --> 00:03:03.000]  因爲你覺得服事就是一大堆永遠做不完的工作
[00:03:03.000 --> 00:03:05.000]  一旦你愛心冷淡
[00:03:05.000 --> 00:03:06.000]  我告訴你
[00:03:06.000 --> 00:03:09.000]  連敬拜都覺得很無聊了
[00:03:09.000 --> 00:03:14.000]  因爲你感覺敬拜就是重複再唱同一首歌而已
[00:03:14.000 --> 00:03:18.000]  這爲什麼今天我們的生命需要不斷被提醒
[00:03:18.000 --> 00:03:22.000]  否則的話我們的生命就會失去動力
[00:03:22.000 --> 00:03:26.000]  這爲什麼保羅在這裏對提莫泰說
[00:03:26.000 --> 00:03:28.000]  爲此我提醒你
[00:03:28.000 --> 00:03:31.000]  要將你裏面那個生命的火
[00:03:31.000 --> 00:03:34.000]  能夠重新被眺望起來
