
[00:00:00.000 --> 00:00:02.960]  我們今天看的哥羅西書第三章
[00:00:02.960 --> 00:00:05.200]  雖然說了三種的關係
[00:00:05.200 --> 00:00:06.960]  會說到夫妻
[00:00:06.960 --> 00:00:09.280]  會說到父親和子女
[00:00:09.280 --> 00:00:12.560]  說到主人和僕人的關係
[00:00:12.560 --> 00:00:14.080]  雖然是三種關係
[00:00:14.080 --> 00:00:15.520]  但裡面很特別
[00:00:15.520 --> 00:00:17.680]  特別是主人和僕人的關係
[00:00:17.680 --> 00:00:19.520]  保羅用了很長很長的篇幅
[00:00:19.520 --> 00:00:22.000]  相對比起其他兩個關係
[00:00:22.000 --> 00:00:24.800]  用了很多篇幅去說
[00:00:24.800 --> 00:00:26.960]  說到主人和僕人的關係
[00:00:26.960 --> 00:00:28.240]  曾經有人因為這樣
[00:00:28.240 --> 00:00:32.960]  誤會以為保羅支持奴隸制度
[00:00:32.960 --> 00:00:35.520]  所以誤信耶穌
[00:00:35.520 --> 00:00:37.440]  世上是不是這樣呢
[00:00:37.440 --> 00:00:39.920]  保羅是不是在支持奴隸制度
[00:00:39.920 --> 00:00:42.880]  我們一起讀出今天的經文好嗎
[00:00:42.880 --> 00:00:45.200]  我們一起讀 預備起
[00:00:58.720 --> 00:01:00.000]  保羅相信我
[00:01:00.000 --> 00:01:02.240]  祢的律師心是在祂的律師心
[00:01:02.240 --> 00:01:04.320]  保羅相信祢的律師心
[00:01:04.320 --> 00:01:06.160]  祢的律師心是在祂的律師心
[00:01:06.160 --> 00:01:08.160]  要知道 祢的律師心是在祂的律師心
[00:01:08.160 --> 00:01:09.920]  主人和僕人的律師心
[00:01:09.920 --> 00:01:11.600]  是在祂的律師心
[00:01:11.600 --> 00:01:14.000]  你們要服侍的是主基督
[00:01:14.000 --> 00:01:15.200]  行不義的人
[00:01:15.200 --> 00:01:18.320]  必定按照他的不義得報應
[00:01:18.320 --> 00:01:20.640]  主並不偏心待人
[00:01:20.640 --> 00:01:21.840]  作主人的
[00:01:21.840 --> 00:01:23.360]  對待你們的僕人
[00:01:23.360 --> 00:01:25.280]  要公正公平
[00:01:25.280 --> 00:01:27.760]  要知道你們有一位天主
[00:01:27.760 --> 00:01:29.360]  就是天上
[00:01:29.360 --> 00:01:30.880]  其實當時哥羅西教會
[00:01:30.880 --> 00:01:32.560]  他們面對著一些問題
[00:01:32.560 --> 00:01:33.840]  就是有些信徒
[00:01:33.840 --> 00:01:37.120]  他們敬拜天使
[00:01:37.120 --> 00:01:38.240]  有些信徒
[00:01:38.240 --> 00:01:41.360]  他們守得很緊那些節旗
[00:01:41.360 --> 00:01:42.480]  有些信徒
[00:01:42.480 --> 00:01:46.560]  他們很渴望有一些靈界的經驗
[00:01:46.560 --> 00:01:50.080]  可能不知道上到第幾層天
[00:01:50.080 --> 00:01:51.440]  一切都好像在說
[00:01:51.440 --> 00:01:53.040]  只是主耶穌不夠
[00:01:53.040 --> 00:01:57.280]  只是敬拜這位主不足夠
[00:01:57.280 --> 00:01:58.720]  所以保羅在第一章
[00:01:58.720 --> 00:02:00.160]  哥羅西書第一章的時間
[00:02:00.160 --> 00:02:02.160]  他一開始
[00:02:02.160 --> 00:02:05.440]  就已經在說這個神
[00:02:05.440 --> 00:02:08.080]  是多麼厲害的神
[00:02:08.080 --> 00:02:09.760]  這位耶穌
[00:02:09.760 --> 00:02:13.440]  是多麼滿有權能的一位主
[00:02:13.440 --> 00:02:14.880]  第一章裏面他說到
[00:02:14.880 --> 00:02:16.720]  萬有都是藉著祂
[00:02:16.720 --> 00:02:18.480]  也是為祂創造
[00:02:18.480 --> 00:02:21.600]  萬有靠著祂聯絡為系
[00:02:21.600 --> 00:02:22.720]  祂是教會的頭
[00:02:22.720 --> 00:02:25.600]  在死人裏面復活
[00:02:25.600 --> 00:02:27.360]  祂在萬有裏面居首位
[00:02:27.360 --> 00:02:30.960]  一切豐盛圓滿都住在祂裏面
[00:02:30.960 --> 00:02:33.120]  第二章未停過
[00:02:33.120 --> 00:02:35.280]  繼續說
[00:02:35.280 --> 00:02:38.080]  因為神本性的一切豐盛圓滿
[00:02:38.080 --> 00:02:41.440]  都有形有體地住在基督裏面
[00:02:41.440 --> 00:02:45.520]  你們都在祂裏面變得豐盛圓滿
[00:02:45.520 --> 00:02:50.560]  祂是所有執政者和掌權者的元首
[00:02:50.560 --> 00:02:56.560]  保羅一直在針對當時教會的一些問題
[00:02:56.560 --> 00:02:59.280]  但是來到第三章很奇怪
[00:02:59.280 --> 00:03:01.520]  當保羅第一第二章
[00:03:01.520 --> 00:03:03.840]  說得這麼厲害
[00:03:03.840 --> 00:03:05.360]  說得這麼狠
[00:03:05.360 --> 00:03:07.280]  說得這麼盡
[00:03:07.280 --> 00:03:08.880]  但來到第三章
[00:03:08.880 --> 00:03:13.200]  他好像又在說另一種的權柄
[00:03:13.200 --> 00:03:16.960]  他說到地上的一些權柄
[00:03:16.960 --> 00:03:18.160]  說到夫妻
[00:03:18.160 --> 00:03:19.680]  妻子要順服丈夫
[00:03:19.680 --> 00:03:21.600]  兒女要順服父母
[00:03:21.600 --> 00:03:23.440]  特別可能是父親
[00:03:23.440 --> 00:03:27.280]  奴婆要順服主人
[00:03:27.280 --> 00:03:28.800]  是不是耶穌不夠
[00:03:28.800 --> 00:03:32.480]  要找人幫幫忙呢
[00:03:32.480 --> 00:03:34.480]  事實上大家可能會發現
[00:03:34.480 --> 00:03:36.640]  在這三個關係裏面
[00:03:36.640 --> 00:03:38.640]  其實都有一個人重複了
[00:03:38.640 --> 00:03:40.000]  知不知道是誰
[00:03:40.000 --> 00:03:44.960]  就是丈夫和父親和主人
[00:03:44.960 --> 00:03:46.960]  其實都是同一個人
[00:03:46.960 --> 00:03:50.800]  有沒有留意
[00:03:50.800 --> 00:03:54.160]  那個丈夫就是那個父親
[00:03:54.160 --> 00:03:59.280]  父親就是那個主人
[00:03:59.280 --> 00:04:02.000]  原來在當時的社會裏面
[00:04:02.000 --> 00:04:04.960]  妻子 兒女和僕人
[00:04:04.960 --> 00:04:09.360]  都是男人的財產
[00:04:09.360 --> 00:04:13.200]  當時 聽清楚
[00:04:13.200 --> 00:04:17.360]  男人是有絕對的擁有權和控制權
[00:04:17.360 --> 00:04:20.720]  所以其實當時很多的講論
[00:04:20.720 --> 00:04:24.800]  都是教男人怎樣去治那些妻子
[00:04:24.800 --> 00:04:27.360]  怎樣去治那些兒女
[00:04:27.360 --> 00:04:32.880]  怎樣去治那些奴婆
[00:04:32.880 --> 00:04:34.640]  保羅一說的時候
[00:04:34.640 --> 00:04:36.400]  這班男人當然就
[00:04:36.400 --> 00:04:38.400]  嗯 保羅又說了
[00:04:38.400 --> 00:04:40.400]  開始教我們怎樣去
[00:04:40.400 --> 00:04:44.640]  治好那些我們家裏的財產
[00:04:44.640 --> 00:04:49.040]  但是聽著聽著覺得有點不對勁
[00:04:49.040 --> 00:04:49.840]  一開始聽
[00:04:49.840 --> 00:04:51.520]  咦 為什麼保羅一開始
[00:04:51.520 --> 00:04:55.440]  是先跟妻子 兒女和僕人說話
[00:04:55.440 --> 00:04:57.120]  他們沒有sense的
[00:04:57.120 --> 00:04:58.400]  有沒有讀過書
[00:04:58.400 --> 00:04:59.760]  沒有讀過書的
[00:04:59.760 --> 00:05:01.040]  他們沒有理性的
[00:05:01.040 --> 00:05:03.840]  你跟他們說
[00:05:03.840 --> 00:05:07.200]  然後 接著下去
[00:05:07.200 --> 00:05:09.120]  咦 每一段關係的中間
[00:05:09.120 --> 00:05:12.080]  都有個「主」在裏面的
[00:05:12.080 --> 00:05:14.080]  都有個「主」字在裏面的
[00:05:14.080 --> 00:05:17.600]  去到最後才激心激氣
[00:05:17.600 --> 00:05:20.720]  不是教我們怎樣管理好他們的嗎
[00:05:20.720 --> 00:05:27.120]  怎麼教我怎樣善待他們的
[00:05:27.120 --> 00:05:31.760]  原來保羅不是在說
[00:05:31.760 --> 00:05:35.040]  男人是一家之主
[00:05:35.040 --> 00:05:40.880]  原來他更加要扭轉這個根深蒂固的思想
[00:05:40.880 --> 00:05:43.280]  他要帶出耶穌
[00:05:43.280 --> 00:05:45.840]  才是一家之主
[00:05:45.840 --> 00:05:47.360]  妻子要信服丈夫
[00:05:47.360 --> 00:05:49.840]  但是要看看在「主」裏面是否合意
[00:05:49.840 --> 00:05:51.680]  聖經這樣說
[00:05:51.680 --> 00:05:55.040]  兒子 子女要聽父母說
[00:05:55.040 --> 00:05:59.360]  但是要看看是否「主」所喜歡
[00:05:59.360 --> 00:06:00.640]  僕人要聽主人的話
[00:06:00.640 --> 00:06:03.120]  但是要看看是否在討好主
[00:06:03.120 --> 00:06:06.800]  敬畏主和為主做好嗎
[00:06:06.800 --> 00:06:09.200]  所以其實在原文裏面
[00:06:09.200 --> 00:06:11.760]  保羅就用了七個「主」字
[00:06:11.760 --> 00:06:18.480]  去嘗試改變當時的人的想法
[00:06:18.480 --> 00:06:21.200]  為什麼這麼重要?
[00:06:21.200 --> 00:06:24.640]  為什麼耶穌在家庭裏面做主這麼重要?
[00:06:24.640 --> 00:06:27.920]  我舉一個簡單的例子
[00:06:27.920 --> 00:06:33.280]  我有親人在家鄉
[00:06:33.280 --> 00:06:38.000]  所以我以前也很常回家鄉探親
[00:06:38.000 --> 00:06:40.400]  有一次和一個長輩一起回家鄉
[00:06:40.400 --> 00:06:42.800]  探親完回家鄉的時間
[00:06:42.800 --> 00:06:46.080]  經過海關有什麼可以做?
[00:06:46.080 --> 00:06:49.040]  以前有什麼可以做?
[00:06:49.040 --> 00:06:51.040]  買什麼?
[00:06:51.040 --> 00:06:54.800]  不知道嗎?大家不要裝模作樣
[00:06:54.800 --> 00:06:56.720]  買免稅煙
[00:06:56.720 --> 00:07:00.720]  這個親人的丈夫有煙有酒
[00:07:00.720 --> 00:07:02.240]  所以就買
[00:07:02.240 --> 00:07:04.640]  他跟我說要我幫忙戴
[00:07:04.640 --> 00:07:07.200]  我說我戴不戴?
[00:07:07.200 --> 00:07:08.960]  我當然說不戴
[00:07:08.960 --> 00:07:11.360]  但不戴有沒有用?
[00:07:11.360 --> 00:07:12.800]  不戴沒有用
[00:07:12.800 --> 00:07:14.640]  因為他是長輩
[00:07:14.640 --> 00:07:16.560]  戴就戴吧
[00:07:16.560 --> 00:07:18.000]  其實當時我也在想
[00:07:18.000 --> 00:07:23.040]  其實被人作主真的不太好
[00:07:23.040 --> 00:07:27.760]  人有權利是否真的懂得去選擇?
[00:07:27.760 --> 00:07:30.960]  再舉一個極端的例子
[00:07:30.960 --> 00:07:35.040]  很多年前我去茶餐廳喝下午茶
[00:07:35.040 --> 00:07:39.600]  見到一個婆婆帶著一個八九歲的孫子
[00:07:39.600 --> 00:07:42.640]  進來吃下午茶
[00:07:42.640 --> 00:07:44.160]  進去就問孫子
[00:07:44.160 --> 00:07:46.080]  下午茶叫做下午茶
[00:07:46.080 --> 00:07:49.040]  問孫子你想吃什麼?
[00:07:49.040 --> 00:07:51.360]  孫子說我要吃炸雞腿
[00:07:51.360 --> 00:07:54.560]  很開心 不知道為什麼都是炸的
[00:07:54.560 --> 00:07:56.400]  吃炸雞腿
[00:07:56.400 --> 00:07:56.960]  很開心
[00:07:56.960 --> 00:07:58.240]  叫了炸雞腿給孫子
[00:07:58.240 --> 00:07:59.600]  我要吃西多士
[00:07:59.600 --> 00:08:01.840]  你要吃西多士還是炸雞腿?
[00:08:01.840 --> 00:08:04.880]  我又要吃炸雞腿又要吃西多士
[00:08:04.880 --> 00:08:06.000]  兩樣
[00:08:06.000 --> 00:08:07.600]  婆婆說好吧好吧
[00:08:07.600 --> 00:08:08.400]  叫了給孫子
[00:08:08.400 --> 00:08:10.640]  叫了兩個餐給他
[00:08:10.640 --> 00:08:13.040]  炸雞腿和西多士
[00:08:13.040 --> 00:08:14.560]  大家覺得多不多?
[00:08:14.560 --> 00:08:15.520]  都很多吧
[00:08:15.520 --> 00:08:16.240]  然後問他喝什麼
[00:08:16.240 --> 00:08:17.520]  你猜他喝什麼?
[00:08:17.520 --> 00:08:20.480]  我要喝紅豆冰
[00:08:20.480 --> 00:08:22.800]  叫了兩杯紅豆冰給他
[00:08:22.800 --> 00:08:23.840]  然後我看著他
[00:08:23.840 --> 00:08:27.600]  其實他的身形已經有米芝蓮的感覺
[00:08:27.600 --> 00:08:34.000]  然後我想為什麼還要給他那麼多東西吃
[00:08:34.000 --> 00:08:36.560]  我在想為什麼會這樣
[00:08:36.560 --> 00:08:39.040]  為什麼?
[00:08:39.040 --> 00:08:41.040]  為什麼?
[00:08:41.040 --> 00:08:43.840]  為什麼會這樣?
[00:08:43.840 --> 00:08:44.880]  我在想的時候
[00:08:44.880 --> 00:08:47.120]  我發覺原因可能出在
[00:08:47.120 --> 00:08:49.840]  人心裡面那把尺子那裡
[00:08:49.840 --> 00:08:53.360]  原來每個人心裡面都有一把尺子
[00:08:53.360 --> 00:08:56.000]  我們有一把尺子去決定什麼是好
[00:08:56.000 --> 00:08:57.680]  什麼是不好
[00:08:57.680 --> 00:08:59.840]  有沒有想過?
[00:08:59.840 --> 00:09:01.600]  對於我的親戚來說
[00:09:01.600 --> 00:09:05.760]  你覺得他買的煙和酒是好還是不好?
[00:09:05.760 --> 00:09:08.320]  可能是不好裡面的好
[00:09:08.320 --> 00:09:11.520]  省了點錢
[00:09:11.520 --> 00:09:12.720]  對於那個婆婆來說
[00:09:12.720 --> 00:09:15.280]  她這樣對孫子是好還是不好?
[00:09:15.280 --> 00:09:16.720]  對於那個婆婆來說
[00:09:16.720 --> 00:09:18.960]  她覺得這樣對她是好還是不好?
[00:09:18.960 --> 00:09:21.280]  是好的
[00:09:21.280 --> 00:09:25.600]  我就在想
[00:09:25.600 --> 00:09:28.560]  是誰定好誰定不好?
[00:09:28.560 --> 00:09:30.880]  是否用我們心裡面的那把尺子
[00:09:30.880 --> 00:09:35.360]  究竟決定這樣是好還是不好?
[00:09:35.360 --> 00:09:38.320]  是誰定的好和不好?
[00:09:38.320 --> 00:09:40.080]  我們看看《創世紀》好嗎?
[00:09:40.080 --> 00:09:42.000]  《創世紀》第一章
[00:09:42.000 --> 00:09:45.200]  大家很熟悉的經文
[00:09:45.200 --> 00:09:46.720]  三至四節第三節
[00:09:46.720 --> 00:09:50.080]  神說要有光就有了光
[00:09:50.080 --> 00:09:53.600]  神看光是好的
[00:09:53.600 --> 00:09:55.120]  就把光暗分開了
[00:09:55.120 --> 00:09:56.320]  然後第十節
[00:09:56.320 --> 00:09:58.080]  神稱罕地為地
[00:09:58.080 --> 00:09:59.920]  清水的最處為海
[00:09:59.920 --> 00:10:03.840]  神看著是好的
[00:10:03.840 --> 00:10:04.560]  第十二節
[00:10:04.560 --> 00:10:09.760]  於是地發生了青草和結種子的採索
[00:10:09.760 --> 00:10:10.560]  各從其類
[00:10:10.560 --> 00:10:11.920]  並結果子的樹木
[00:10:11.920 --> 00:10:13.120]  各從其類
[00:10:13.120 --> 00:10:14.880]  果子都包著核
[00:10:14.880 --> 00:10:19.120]  神看著是好的
[00:10:19.120 --> 00:10:23.920]  今天我們覺得果子沒有核就是好的
[00:10:23.920 --> 00:10:26.480]  吃得方便一點
[00:10:26.480 --> 00:10:28.000]  但神不是這樣說
[00:10:28.000 --> 00:10:28.960]  神說什麼呢?
[00:10:28.960 --> 00:10:30.400]  果子都包著核
[00:10:30.400 --> 00:10:35.040]  神看著是好的
[00:10:35.040 --> 00:10:36.880]  於是神造了兩個大光
[00:10:36.880 --> 00:10:38.320]  大的管舟
[00:10:38.320 --> 00:10:39.440]  小的管爺
[00:10:39.440 --> 00:10:41.600]  又造眾星
