
[00:00:00.000 --> 00:00:01.640]  弟兄姊妹健康
[00:00:01.640 --> 00:00:05.520]  現在不單止有平安 還要健康
[00:00:05.520 --> 00:00:09.720]  今天我講的題目是 照舊生命的原則
[00:00:09.720 --> 00:00:13.920]  在哥林多前書 八章一到十三節
[00:00:13.920 --> 00:00:16.120]  就是整章聖經 我想請你們
[00:00:16.120 --> 00:00:18.080]  慢慢的讀一遍
[00:00:18.080 --> 00:00:20.480]  準備起
[00:00:30.000 --> 00:00:33.640]  我們知道 只有愛心能照舊人
[00:00:33.640 --> 00:00:36.640]  所有人自以為知道什麼
[00:00:36.640 --> 00:00:40.840]  但其實人不知道他所理想之道
[00:00:40.840 --> 00:00:45.720]  若有人愛神 他就是神所願寫的人
[00:00:45.720 --> 00:00:49.160]  萬一失去我們 他的食物
[00:00:49.160 --> 00:00:53.520]  我們知道 火山在世上長著什麼
[00:00:53.520 --> 00:00:57.480]  也知道 神是沒有畏畏 沒有略略
[00:00:57.480 --> 00:01:02.880]  雖然在天上和地上有許多所謂的神明
[00:01:02.880 --> 00:01:08.120]  就如他們中間有許多的神明 許多的祖
[00:01:08.120 --> 00:01:12.400]  但是我們只有一位神 就是父
[00:01:12.400 --> 00:01:16.560]  萬物都屬於他 我們也屬於他
[00:01:16.560 --> 00:01:20.960]  並且只有一位祖 就是天主與天主
[00:01:20.960 --> 00:01:23.960]  萬物都是藉著他而有
[00:01:23.960 --> 00:01:26.880]  我們也是藉著他而有
[00:01:26.880 --> 00:01:30.760]  可是 不是人人都有這事實
[00:01:30.760 --> 00:01:34.600]  有人到現在已經埋葬了佛家
[00:01:34.600 --> 00:01:39.120]  沒有心願所吃的是祭佛佛家的食物
[00:01:39.120 --> 00:01:43.880]  既然他們的愛心仍弱 也就無畏了
[00:01:43.880 --> 00:01:48.400]  其實 食物不能是我們根結一生
[00:01:48.400 --> 00:01:53.280]  只為我們不吃也不生 食也無益
[00:01:53.280 --> 00:01:58.400]  只是你們要謹慎 免得你們的自由
[00:01:58.400 --> 00:02:01.840]  成了很多人的犯法時
[00:02:01.840 --> 00:02:08.040]  所有人的天命將都虛實地在偶像的廟裡作祭
[00:02:08.040 --> 00:02:11.720]  而這個人的良心是人的弱點
[00:02:11.720 --> 00:02:16.800]  他欺負到敢去吃那幾個偶像的食物嗎
[00:02:16.800 --> 00:02:21.520]  因此 極度違法時的他人末弟兄
[00:02:21.520 --> 00:02:25.080]  也就因你的事實成了謀
[00:02:25.080 --> 00:02:27.640]  你們這樣得罪弟兄
[00:02:27.640 --> 00:02:30.480]  殺了他們軟弱的良心
[00:02:30.480 --> 00:02:32.720]  就是得罪基督
[00:02:32.720 --> 00:02:36.920]  所以 食物若使我的弟兄跌倒
[00:02:36.920 --> 00:02:39.320]  我就永遠不吃肉
[00:02:39.320 --> 00:02:42.680]  免得使我的弟兄跌倒
[00:02:42.680 --> 00:02:45.120]  我要重複第十三節很重要
[00:02:45.120 --> 00:02:48.360]  所以 食物若使我的弟兄跌倒
[00:02:48.360 --> 00:02:51.360]  我就永遠不吃肉
[00:02:51.360 --> 00:02:55.040]  免得使我的弟兄跌倒
[00:02:55.040 --> 00:02:59.920]  在以夫所述第二章裡面有講過
[00:02:59.920 --> 00:03:02.920]  信徒在世上有三大捆綁
[00:03:02.920 --> 00:03:05.400]  這個是永遠都會有的
[00:03:05.400 --> 00:03:07.800]  第一個就是文化的捆綁
[00:03:07.800 --> 00:03:11.920]  就是說 在世界上很多不同的文化的背景
[00:03:11.920 --> 00:03:14.160]  會影響我們的生活
[00:03:14.160 --> 00:03:16.840]  我們免不了這個情況
[00:03:16.840 --> 00:03:20.080]  第二個是邪靈 就是撒旦的捆綁
[00:03:20.080 --> 00:03:22.440]  這個是很少人提及的
[00:03:22.440 --> 00:03:26.040]  因為 我們常常覺得這個世界很平安
[00:03:26.040 --> 00:03:29.320]  很難會看到有撒旦的工作
[00:03:29.320 --> 00:03:30.280]  其實我告訴你
[00:03:30.280 --> 00:03:33.760]  因為我早一陣子在一個弟兄姊妹家裡吃飯
[00:03:33.760 --> 00:03:35.680]  他兒子就問我
[00:03:35.680 --> 00:03:37.200]  撒旦好恐怖
[00:03:37.200 --> 00:03:40.320]  我說你錯了 撒旦是光明的天使
[00:03:40.320 --> 00:03:42.360]  看起來可能很漂亮
[00:03:42.360 --> 00:03:45.080]  而且你不會防範他的
[00:03:45.080 --> 00:03:48.800]  第三種就是我個人的最新的捆綁
[00:03:48.800 --> 00:03:51.080]  無論你信了耶穌多久
[00:03:51.080 --> 00:03:55.360]  我就跟你說 我們還是會永逸有我的最新在裡面
[00:03:55.360 --> 00:03:56.840]  可能是你的脾氣
[00:03:56.840 --> 00:04:00.520]  可能是你的個人的成長的背景影響你
[00:04:00.520 --> 00:04:03.840]  這三種捆綁是永遠脫離不了的
[00:04:03.840 --> 00:04:07.280]  但是我們可以克服 勝過它
[00:04:07.280 --> 00:04:08.720]  靠著聖靈
[00:04:08.720 --> 00:04:10.640]  那為什麼會提到這個呢
[00:04:10.640 --> 00:04:15.080]  剛才哥林多前書第八章裡面提到一個問題
[00:04:15.080 --> 00:04:17.520]  吃那個自偶像的食物
[00:04:17.520 --> 00:04:21.120]  其實這裡三種捆綁都存在
[00:04:21.120 --> 00:04:23.400]  第一種在文化的捆綁裡面
[00:04:23.400 --> 00:04:28.000]  就是因為當時沒有辦法不吃這種東西
[00:04:28.000 --> 00:04:29.840]  等一下我又再嘗試講
[00:04:29.840 --> 00:04:33.080]  就是說你會常常有機會碰到
[00:04:33.080 --> 00:04:34.920]  第二種就是撒旦在背後
[00:04:34.920 --> 00:04:38.320]  有一天吃了以後良心很不安
[00:04:38.320 --> 00:04:41.040]  哎呀 我去了那邊
[00:04:41.040 --> 00:04:42.680]  剛才那個人又請我吃
[00:04:42.680 --> 00:04:45.720]  我也不曉得那個食物乾不乾淨
[00:04:45.720 --> 00:04:47.920]  吃了以後回家就很擔心
[00:04:47.920 --> 00:04:50.560]  凡是這種恐懼 擔心
[00:04:50.560 --> 00:04:54.120]  很容易引發撒旦給你的攻擊
[00:04:54.120 --> 00:04:56.080]  你又犯錯了
[00:04:56.080 --> 00:04:58.920]  你又做一個不好的見證
[00:04:58.920 --> 00:05:01.680]  他說你還在廟裡面作息
[00:05:01.680 --> 00:05:04.520]  有時候我們也會 有人問我
[00:05:04.520 --> 00:05:09.880]  楊傳道 我能不能去跟我的家人去吃素菜
[00:05:09.880 --> 00:05:13.440]  去那個大嶼山的廟什麼的嗎
[00:05:13.440 --> 00:05:15.520]  第三種捆綁在哥林多裡面
[00:05:15.520 --> 00:05:17.600]  就是自高自大
[00:05:17.600 --> 00:05:20.720]  有些人就說怕什麼
[00:05:20.720 --> 00:05:22.920]  我要吃什麼誰能管
[00:05:22.920 --> 00:05:25.080]  我是自由人
[00:05:25.080 --> 00:05:26.800]  你不肯吃啊
[00:05:26.800 --> 00:05:29.360]  他就會覺得我靈性高超
[00:05:29.360 --> 00:05:32.720]  你不吃的人就是因為你靈性很差
[00:05:32.720 --> 00:05:35.200]  你頂不順了我們就
[00:05:35.200 --> 00:05:36.240]  我就不怕
[00:05:36.240 --> 00:05:40.200]  所以三種捆綁都存在在他們教會
[00:05:40.200 --> 00:05:44.920]  這個關於吃即偶像的食物裡面
[00:05:44.920 --> 00:05:47.400]  我講講有一個背景
[00:05:47.400 --> 00:05:50.200]  在古代哥林多的市場裡面
[00:05:50.200 --> 00:05:52.480]  有一個很特殊的文化
[00:05:52.480 --> 00:05:56.600]  就是他們每一次要殺豬牛羊
[00:05:56.600 --> 00:06:00.160]  就是我們在買一個食物的時候
[00:06:00.160 --> 00:06:04.920]  他們通常都會獻給鬼神
[00:06:04.920 --> 00:06:08.760]  我們廣東話叫開光
[00:06:08.760 --> 00:06:11.200]  根本你很難買到
[00:06:11.200 --> 00:06:14.720]  沒有寄過偶像的食物的
[00:06:14.720 --> 00:06:18.280]  在哥林多教會裡面
[00:06:18.280 --> 00:06:22.120]  其實他們生活在那個城市的文化裡面
[00:06:22.120 --> 00:06:25.960]  保羅去到哥林多之前的雅典
[00:06:25.960 --> 00:06:29.000]  也是這整個都是用希臘的文化
[00:06:29.000 --> 00:06:31.920]  第十四章使徒行傳
[00:06:31.920 --> 00:06:33.760]  他去到那邊
[00:06:33.760 --> 00:06:35.320]  好多神 各種神
[00:06:35.320 --> 00:06:37.840]  其實我們叫神 反正叫偶像
[00:06:37.840 --> 00:06:40.760]  他們還有一個名稱叫為食之神
[00:06:40.760 --> 00:06:42.720]  就是說連名字都沒有
[00:06:42.720 --> 00:06:44.160]  為什麼呢
[00:06:44.160 --> 00:06:50.080]  我們叫 怕 掛外露衣
[00:06:50.080 --> 00:06:51.080]  太多了
[00:06:51.080 --> 00:06:53.320]  我免得得罪某一個神靈
[00:06:53.320 --> 00:06:54.840]  我沒有拜他
[00:06:54.840 --> 00:06:59.560]  所以他們當地人就這種情況出現
[00:06:59.560 --> 00:07:02.520]  所以你想他們的文化的捆綁很嚴重
[00:07:02.520 --> 00:07:04.400]  市場上買到的食物
[00:07:04.400 --> 00:07:07.320]  全部獻過寄的
[00:07:07.320 --> 00:07:09.520]  你還沒信耶穌的時候
[00:07:09.520 --> 00:07:11.040]  沒有這種困難
[00:07:11.040 --> 00:07:13.400]  因為誰都這樣吃
[00:07:13.400 --> 00:07:14.720]  信了耶穌以後
[00:07:14.720 --> 00:07:18.520]  你可能會想他寄過鬼的 怎麼搞呢
[00:07:18.520 --> 00:07:20.520]  另外一種是叫同業公會
[00:07:20.520 --> 00:07:22.120]  四人的獻祭
[00:07:22.120 --> 00:07:25.160]  就好像你是出租車司機那樣
[00:07:25.160 --> 00:07:27.200]  有一個公會的
[00:07:27.200 --> 00:07:29.480]  公會請客的時候
[00:07:29.480 --> 00:07:30.760]  你不能不去
[00:07:30.760 --> 00:07:32.200]  因為你是那個行業的
[00:07:32.200 --> 00:07:34.680]  所以這個同業公會很嚴重
[00:07:34.680 --> 00:07:37.920]  然後你不去 可能連工作都丟了
[00:07:37.920 --> 00:07:39.160]  他只能要去
[00:07:39.160 --> 00:07:40.240]  那去了以後
[00:07:40.240 --> 00:07:42.000]  他一定會拜過鬼的
[00:07:42.000 --> 00:07:43.720]  食物就是這樣
[00:07:43.720 --> 00:07:46.040]  就好像如果我們認識的
[00:07:46.040 --> 00:07:48.640]  拍電影跟拍電視劇的時候
[00:07:48.640 --> 00:07:50.760]  你有沒有看過他們開光的
[00:07:50.760 --> 00:07:54.920]  一定有燒豬啊 什麼都在砍
[00:07:54.920 --> 00:07:58.120]  那個叫拜拜啊 香啊 都有
[00:07:58.120 --> 00:08:00.880]  我聽過兩個藝人
[00:08:00.880 --> 00:08:02.320]  都是一個是喬宏叔叔
[00:08:02.320 --> 00:08:04.120]  已經走了回天家了
[00:08:04.120 --> 00:08:07.000]  同前是一個很有名的基督徒藝人
[00:08:07.000 --> 00:08:10.440]  現在可能也知道皇祖南帝兄
[00:08:10.440 --> 00:08:11.960]  也是這樣
[00:08:11.960 --> 00:08:13.880]  他們要表明基督徒的身分
[00:08:13.880 --> 00:08:16.080]  我不參與這種文化
[00:08:16.080 --> 00:08:17.440]  很不容易的
[00:08:17.440 --> 00:08:18.880]  所以呢
[00:08:18.880 --> 00:08:20.680]  當時哥林多教會
[00:08:20.680 --> 00:08:23.880]  他們也會發生這個問題
[00:08:23.880 --> 00:08:26.320]  親友帶回來的食物
[00:08:26.320 --> 00:08:28.640]  市場去買的食物
[00:08:28.640 --> 00:08:31.680]  幾乎都是祭過鬼的
[00:08:31.680 --> 00:08:34.880]  除非你吃素 不吃肉
[00:08:34.880 --> 00:08:36.760]  就是很少人是這樣的
[00:08:36.760 --> 00:08:38.480]  當時也不多
[00:08:38.480 --> 00:08:40.120]  要不然你自己種菜
[00:08:40.120 --> 00:08:41.080]  就像我一樣
[00:08:41.080 --> 00:08:42.440]  我自己種菜 自己吃
[00:08:42.440 --> 00:08:45.520]  就不經過那些開光的文化
[00:08:45.520 --> 00:08:48.800]  所以他們的難處就在這裡了
[00:08:48.800 --> 00:08:51.800]  保羅再回答兩個問題
[00:08:51.800 --> 00:08:54.680]  其實就是哥林多教會寫信去問
[00:08:54.680 --> 00:08:57.600]  因為他是他們的開山祖師
[00:08:57.600 --> 00:08:59.720]  他建立這個教會的
[00:08:59.720 --> 00:09:01.280]  不信主的時候什麼都沒問題
[00:09:01.280 --> 00:09:02.960]  信主以後問題一大堆
[00:09:02.960 --> 00:09:05.480]  好多問題要來
[00:09:05.480 --> 00:09:06.960]  就請教他
[00:09:06.960 --> 00:09:08.240]  剛才我講
[00:09:08.240 --> 00:09:11.520]  祭是關於祭偶像的食物
[00:09:11.520 --> 00:09:13.120]  到處都有
[00:09:13.120 --> 00:09:15.560]  我怎麼去看待這個事情呢
[00:09:15.560 --> 00:09:18.680]  我敢不敢在街上買小吃來吃呢
[00:09:18.680 --> 00:09:23.280]  你找到哪裡都是這種食物
[00:09:23.280 --> 00:09:24.000]  到處都有
[00:09:24.000 --> 00:09:25.280]  我怎麼去助你呢
[00:09:25.280 --> 00:09:26.600]  好了
[00:09:26.600 --> 00:09:28.280]  信仰班 經理班的時候
[00:09:28.280 --> 00:09:30.080]  怎麼教呢
[00:09:30.080 --> 00:09:32.720]  香港沒有 但是當時教會有
[00:09:32.720 --> 00:09:34.280]  怎麼搞呢
[00:09:34.280 --> 00:09:36.520]  再進一步更深的問題
[00:09:36.520 --> 00:09:42.520]  就是到底吃還是不吃
[00:09:42.520 --> 00:09:45.000]  不吃幾乎沒東西可吃
[00:09:45.000 --> 00:09:46.840]  你去同業工會不吃
[00:09:46.840 --> 00:09:48.680]  人家也會歧視你
[00:09:48.680 --> 00:09:49.800]  那怎麼辦
[00:09:49.800 --> 00:09:51.120]  當然當時的食物
[00:09:51.120 --> 00:09:52.880]  就是講肉的問題
[00:09:52.880 --> 00:09:55.160]  不是菜的問題
[00:09:55.160 --> 00:09:58.000]  不吃的人就很掙扎
[00:09:58.000 --> 00:10:00.160]  吃的人就是無所謂
[00:10:00.160 --> 00:10:03.040]  最不好的地方就是比較
[00:10:03.040 --> 00:10:04.920]  不信的人有時候會說你
[00:10:04.920 --> 00:10:06.800]  甚至連信的人都會說你
[00:10:06.800 --> 00:10:09.800]  這好像剛才所說的
[00:10:09.800 --> 00:10:11.440]  我靈性沒問題
[00:10:11.440 --> 00:10:12.400]  我吃了以後
[00:10:12.400 --> 00:10:14.320]  我也不怕那些鬼
[00:10:14.320 --> 00:10:16.520]  我就吃啦
[00:10:16.520 --> 00:10:17.200]  保羅也說
[00:10:17.200 --> 00:10:18.920]  你除非離開這個世界
[00:10:18.920 --> 00:10:21.520]  我們不跟那些不信的人交往
[00:10:21.520 --> 00:10:23.400]  不然我們每一次有交往
[00:10:23.400 --> 00:10:24.720]  有互動的時候
[00:10:24.720 --> 00:10:27.080]  我們總會有問題產生
[00:10:27.080 --> 00:10:28.640]  我們怎麼辦呢
[00:10:28.640 --> 00:10:31.080]  這本來不是吃與不吃的
[00:10:31.080 --> 00:10:33.280]  那個食物的問題
