
[00:00:00.000 --> 00:00:05.980]  二零一三結束,這一年是我很難去走的一年
[00:00:05.980 --> 00:00:08.600]  又多謝你們很多人為我祈禱
[00:00:08.600 --> 00:00:13.480]  因為我太太有七個月陪她在癌症病院裏面
[00:00:13.480 --> 00:00:16.780]  然後八個月之前她離開
[00:00:16.780 --> 00:00:21.180]  所以整個過程很不容易走
[00:00:21.180 --> 00:00:25.680]  但是很奇怪的,當你貼近死亡的時間
[00:00:25.680 --> 00:00:28.500]  你更加珍惜生命
[00:00:28.500 --> 00:00:32.660]  更加知道你活著是為了什麼
[00:00:32.660 --> 00:00:35.380]  生命裏面什麼是最重要
[00:00:35.380 --> 00:00:38.060]  身邊什麼人是最重要
[00:00:38.060 --> 00:00:43.300]  所以我很被一個培利牧師有句說話激勵我
[00:00:43.300 --> 00:00:47.780]  "I preach every sermon as if it is my last sermon"
[00:00:47.780 --> 00:00:50.560]  他說我每次講到都當最後一次
[00:00:50.560 --> 00:00:54.960]  我都"live every day as if it is my last day"
[00:00:54.960 --> 00:00:58.260]  所以我每一天都很珍惜
[00:00:58.260 --> 00:01:02.840]  所以我多謝大家邀請我來講一個很重要的題目
[00:01:02.840 --> 00:01:05.840]  因為我收到你們的主題
[00:01:05.840 --> 00:01:10.040]  我相信你們用了很多時間去斟酌每一個字
[00:01:10.040 --> 00:01:14.380]  為什麼來幾年的主題是選了這個
[00:01:14.380 --> 00:01:18.220]  靈命的操練
[00:01:18.220 --> 00:01:24.420]  基督不是關乎只是宋主決絕至上天堂的問題
[00:01:24.420 --> 00:01:31.180]  而是生命在基督裏,在神的愛裏面,在神的話裏面成長
[00:01:31.180 --> 00:01:34.180]  活出基督
[00:01:34.180 --> 00:01:36.580]  不只是天上有個保證
[00:01:36.580 --> 00:01:39.020]  是地上彰顯它的榮耀
[00:01:39.020 --> 00:01:43.100]  所以靈命的成長是很重要
[00:01:43.100 --> 00:01:47.500]  接著這四個字我相信都斟酌了很久
[00:01:47.500 --> 00:01:50.580]  就是"社關見證"
[00:01:50.580 --> 00:01:52.820]  "社關見證"這個字
[00:01:52.820 --> 00:01:56.460]  是主耶穌基督臨聖聽的時間講的
[00:01:56.460 --> 00:01:59.420]  祂說你們回去等候聖靈
[00:01:59.420 --> 00:02:02.700]  因為祂知道交託給他們做是不可以自己做的
[00:02:02.700 --> 00:02:04.700]  一定做不到的
[00:02:04.700 --> 00:02:06.220]  所以你們等候
[00:02:06.220 --> 00:02:09.700]  聖靈必定會來降臨在你們身上
[00:02:09.700 --> 00:02:13.340]  你們就從耶路撒冷、猶太傳、地撒瑪利亞直到地極
[00:02:13.340 --> 00:02:15.140]  就是我的見證
[00:02:15.140 --> 00:02:17.900]  "見證"這個字不是講見證
[00:02:17.900 --> 00:02:21.220]  "見證"是關乎生命怎樣活
[00:02:21.220 --> 00:02:24.580]  是用生命去述說基督的榮耀
[00:02:24.580 --> 00:02:26.500]  所以"material"
[00:02:26.500 --> 00:02:29.940]  "見證"這個字是用來做宋道的字
[00:02:29.940 --> 00:02:32.220]  就是你用你所信的活出來
[00:02:32.220 --> 00:02:34.420]  甚至將你的命擠出來
[00:02:34.420 --> 00:02:36.220]  這就叫做見證
[00:02:36.220 --> 00:02:39.820]  見證我發覺我們很多時候錯誤解釋
[00:02:39.820 --> 00:02:42.220]  要我做見證就找一個人見證一下
[00:02:42.220 --> 00:02:44.060]  然後拜個信耶穌
[00:02:44.060 --> 00:02:48.780]  "社關"這個字就解決了這個問題
[00:02:48.780 --> 00:02:50.940]  "社"是社區的社
[00:02:50.940 --> 00:02:54.380]  是社會的社
[00:02:54.380 --> 00:02:58.020]  廣福堂在落在香港一個很重要的社區
[00:02:58.020 --> 00:03:00.820]  我每次來的時間都走一個圈
[00:03:00.820 --> 00:03:02.660]  為這裡來祈禱
[00:03:02.660 --> 00:03:06.860]  香港在位的人就在這裡
[00:03:06.860 --> 00:03:09.300]  香港的政治中心
[00:03:09.300 --> 00:03:11.220]  香港的金融界在這裡
[00:03:11.220 --> 00:03:13.100]  是經濟的中心
[00:03:13.100 --> 00:03:16.060]  既然落在這裡的時間
[00:03:16.060 --> 00:03:16.940]  也有意思的
[00:03:16.940 --> 00:03:19.340]  你也要關心這個社區
[00:03:19.340 --> 00:03:20.460]  當然不只是社區
[00:03:20.460 --> 00:03:22.300]  當香港最嚴峻的時間
[00:03:22.300 --> 00:03:24.780]  很多爭吵的時間
[00:03:24.780 --> 00:03:27.900]  香港這個社會怎樣才有真正的平安
[00:03:27.900 --> 00:03:30.700]  聖經說我們要為社會求平安
[00:03:30.700 --> 00:03:33.340]  關懷是關懷這個城市
[00:03:33.340 --> 00:03:35.060]  關懷這個社區
[00:03:35.060 --> 00:03:38.020]  江澤成傳道的祈禱很好
[00:03:38.020 --> 00:03:41.140]  中國發生的事跟我們有沒有關係
[00:03:41.140 --> 00:03:44.060]  我們是不是只看我們眼前
[00:03:44.060 --> 00:03:47.780]  中國三中全會之後
[00:03:47.780 --> 00:03:49.540]  決定經濟開放
[00:03:49.540 --> 00:03:51.340]  但同時要穩定
[00:03:51.340 --> 00:03:53.260]  我們怎樣為它祈禱
[00:03:53.260 --> 00:03:54.860]  跟我們有沒有關係
[00:03:54.860 --> 00:03:57.580]  都是骨肉之親
[00:03:57.580 --> 00:04:00.500]  關係是很大的
[00:04:00.500 --> 00:04:02.540]  北韓發生的事跟我們有沒有關係
[00:04:02.540 --> 00:04:04.260]  全世界是Global Village
[00:04:04.260 --> 00:04:06.180]  是一個地球村
[00:04:06.180 --> 00:04:11.100]  而整個市民是由本城
[00:04:11.100 --> 00:04:12.460]  本土
[00:04:12.460 --> 00:04:13.580]  本國
[00:04:13.580 --> 00:04:15.100]  直到地極
[00:04:15.100 --> 00:04:17.020]  所以我們跟隨一個
[00:04:17.020 --> 00:04:20.100]  全球天地萬物創造的主
[00:04:20.100 --> 00:04:23.660]  我們的關懷不能太狹窄
[00:04:23.660 --> 00:04:25.540]  所以寫關
[00:04:25.540 --> 00:04:30.140]  而且關不只是做一些行動
[00:04:30.140 --> 00:04:32.820]  關是關愛的關
[00:04:32.820 --> 00:04:34.020]  關懷的關
[00:04:34.020 --> 00:04:35.860]  是一定從祈禱開始
[00:04:35.860 --> 00:04:37.620]  但都要用生命去承托
[00:04:37.620 --> 00:04:39.020]  有見證去承托
[00:04:39.020 --> 00:04:40.580]  而且都要有行動
[00:04:40.580 --> 00:04:42.140]  所以加起來的時間
[00:04:42.140 --> 00:04:45.700]  這個主題是非常之重要
[00:04:45.700 --> 00:04:49.180]  當然我每年來一次
[00:04:49.180 --> 00:04:54.060]  我盡力一搏
[00:04:54.060 --> 00:04:56.060]  因為我有三十分鐘
[00:04:56.060 --> 00:04:58.500]  我已經申請多了五分鐘
[00:04:58.500 --> 00:05:01.740]  因為今天有聖餐
[00:05:01.740 --> 00:05:03.100]  一路等候的時間
[00:05:03.100 --> 00:05:07.140]  我在想我怎樣說一個這麼偉大的題目
[00:05:07.140 --> 00:05:08.660]  我選了一段經文
[00:05:08.660 --> 00:05:12.100]  這段經文有背景
[00:05:12.100 --> 00:05:17.740]  保羅三十多歲才信著
[00:05:17.740 --> 00:05:20.860]  神交託一個不可能的使命給他
[00:05:20.860 --> 00:05:22.980]  他說我猜你不要打那些字
[00:05:22.980 --> 00:05:24.780]  不要打那些經文出來
[00:05:24.780 --> 00:05:28.980]  因為我見那些人都不看我
[00:05:28.980 --> 00:05:31.020]  我很聰明
[00:05:31.020 --> 00:05:33.180]  我說打呀
[00:05:33.180 --> 00:05:36.340]  我不知為何不見了觀眾和聽眾
[00:05:36.340 --> 00:05:39.500]  大家等我
[00:05:39.500 --> 00:05:46.260]  他說我猜你做愛邦的使徒
[00:05:46.260 --> 00:05:47.900]  愛邦
[00:05:47.900 --> 00:05:49.820]  所有不是猶太人
[00:05:49.820 --> 00:05:52.900]  所有神國度之外
[00:05:52.900 --> 00:05:54.700]  不可能的事
[00:05:54.700 --> 00:05:57.100]  但他知道他信服
[00:05:57.100 --> 00:05:57.980]  信服的時間
[00:05:57.980 --> 00:05:59.300]  你見他一路去的時間
[00:05:59.300 --> 00:06:03.460]  初初第一個旅程都是給一些小市鎮
[00:06:03.460 --> 00:06:04.660]  到第二個旅程的時間
[00:06:04.660 --> 00:06:08.340]  他去到羅馬最重要的城市
[00:06:08.340 --> 00:06:12.100]  他去到羅馬最重要的城市
[00:06:12.100 --> 00:06:13.780]  最重要的城市
[00:06:13.780 --> 00:06:16.980]  其中一個當代最重要的城市是爾夫索
[00:06:16.980 --> 00:06:22.220]  爾夫索當代的光芒蓋過羅馬首都
[00:06:22.220 --> 00:06:26.180]  他的建築是世界七大奇景
[00:06:26.180 --> 00:06:28.860]  Diana的寺廟
[00:06:28.860 --> 00:06:33.500]  他的劇院是當代最偉大的劇院
[00:06:33.500 --> 00:06:38.100]  他的學院是當代最出色的哲學學院
[00:06:38.100 --> 00:06:41.740]  他也是當代商業的中心
[00:06:41.740 --> 00:06:43.020]  文化的中心
[00:06:43.020 --> 00:06:44.780]  不同的人都會聚在這裡
[00:06:44.780 --> 00:06:46.860]  連猶太人移民
[00:06:46.860 --> 00:06:49.780]  從耶路撒冷逃難
[00:06:49.780 --> 00:06:51.940]  很多都留在爾夫索
[00:06:51.940 --> 00:06:54.340]  是一個非常特別的城市
[00:06:54.340 --> 00:06:59.900]  他花了三年很長的時間在這裡
[00:06:59.900 --> 00:07:06.100]  之後他留下最重要的學徒
[00:07:06.100 --> 00:07:08.580]  提摩泰去牧養這個教會
[00:07:08.580 --> 00:07:10.820]  可見這個地方的重要性
[00:07:10.820 --> 00:07:14.180]  但他進去的時候跟我們的主題一樣
[00:07:14.180 --> 00:07:18.580]  他先看著是靈命的更新
[00:07:18.580 --> 00:07:21.420]  然後是社會關懷和建設
[00:07:21.420 --> 00:07:24.660]  所以他進去之前已經把阿居拉 伯居拉
[00:07:24.660 --> 00:07:26.700]  是他最得力的一個助手
[00:07:26.700 --> 00:07:28.940]  已經進去有家庭教會
[00:07:28.940 --> 00:07:30.140]  然後他進去的時候
[00:07:30.140 --> 00:07:31.900]  第一群人找的是哪些
[00:07:31.900 --> 00:07:36.780]  找那些曾經受過施洗約翰的洗
[00:07:36.780 --> 00:07:38.100]  然後跟他說
[00:07:38.100 --> 00:07:40.340]  你受過施洗約翰的洗
[00:07:40.340 --> 00:07:41.820]  有沒有受過聖靈的洗
[00:07:41.820 --> 00:07:44.140]  你有沒有真正跟隨基督
[00:07:44.140 --> 00:07:45.980]  你不是孖孖夫夫
[00:07:45.980 --> 00:07:48.260]  你隨便說洗禮就算了
[00:07:48.260 --> 00:07:49.340]  你的生命是怎樣
[00:07:49.340 --> 00:07:50.780]  有沒有彰顯基督
[00:07:50.780 --> 00:07:53.100]  所以他在這裡建立一些群體
[00:07:53.100 --> 00:07:55.140]  是有生命的 有見證的
[00:07:55.140 --> 00:07:59.420]  而且他用很長時間牧養這個教會
[00:07:59.420 --> 00:08:01.340]  但他不只是在那裡
[00:08:01.340 --> 00:08:02.380]  他進去醒來的時間
[00:08:02.380 --> 00:08:04.700]  不只是在劇院租一個堂
[00:08:04.700 --> 00:08:07.140]  然後開一個保羅報道大會
[00:08:07.140 --> 00:08:09.300]  然後見兩間堂就走
[00:08:09.300 --> 00:08:11.220]  不是這樣的
[00:08:11.220 --> 00:08:15.540]  他接著用三個星期去了猶太的會堂
[00:08:15.540 --> 00:08:18.180]  猶太會堂是當時的猶太文化中心
[00:08:18.180 --> 00:08:19.900]  猶太人不會去一個地方的時候
[00:08:19.900 --> 00:08:22.140]  都有一個會堂
[00:08:22.140 --> 00:08:23.380]  不只是禮拜堂
[00:08:23.380 --> 00:08:24.540]  他在那裡敬拜
[00:08:24.540 --> 00:08:26.300]  但是是一個文化中心
[00:08:26.300 --> 00:08:27.580]  所以他進去的時候
[00:08:27.580 --> 00:08:29.340]  他知道他雖然做外邦人
[00:08:29.340 --> 00:08:33.100]  但他是羅馬籍 但是他是猶太人
[00:08:33.100 --> 00:08:35.660]  所以他一定沒有忘記自己的骨肉之親
[00:08:35.660 --> 00:08:39.340]  也很有心跟他們講解聖經
[00:08:39.340 --> 00:08:42.060]  當時的聖經是舊約
[00:08:42.060 --> 00:08:45.780]  就用舊約跟他們講述信用基督是誰
[00:08:45.780 --> 00:08:49.700]  然後他用了兩年的時間去一個地方教書
[00:08:49.700 --> 00:08:51.100]  那裡叫做推拉那學院
[00:08:51.100 --> 00:08:53.220]  推拉那是一個哲學家的名字
[00:08:53.220 --> 00:08:56.980]  是當代最出名的一個哲學學院
[00:08:56.980 --> 00:09:00.060]  每一天進去講書
[00:09:00.060 --> 00:09:04.140]  他跟當代的知識份子
