
[00:00:00.000 --> 00:00:01.440]  快要過年了
[00:00:01.440 --> 00:00:04.320]  所以我訂了題目叫歡樂三缺一
[00:00:04.320 --> 00:00:05.440]  大家一定想說
[00:00:05.440 --> 00:00:07.280]  這個牧師今天不知道要講什麼
[00:00:07.280 --> 00:00:11.280]  這跟四篇六十五篇有什麼關係呢
[00:00:11.280 --> 00:00:17.360]  很有關係
[00:00:17.360 --> 00:00:22.320]  這是一首回文詩我自己寫的
[00:00:22.320 --> 00:00:23.360]  歡樂三缺一
[00:00:23.360 --> 00:00:25.400]  當你逗點點在不同的地方
[00:00:25.400 --> 00:00:28.280]  它就有不同的意思
[00:00:28.280 --> 00:00:30.960]  那我覺得絕對會有比這個題目
[00:00:30.960 --> 00:00:32.720]  比六十五篇
[00:00:32.720 --> 00:00:33.520]  比這個題目
[00:00:33.520 --> 00:00:36.880]  就是說絕對有這個題目呢
[00:00:36.880 --> 00:00:39.640]  比這個更好的啦
[00:00:39.640 --> 00:00:42.160]  如果我們要講十篇六十五篇
[00:00:42.160 --> 00:00:44.000]  絕對有比這個更好的題目
[00:00:44.000 --> 00:00:48.240]  可是我為了就是要讓大家能夠記得住
[00:00:48.240 --> 00:00:49.960]  知道為什麼我們基督徒要歡樂
[00:00:49.960 --> 00:00:52.360]  所以我用了歡樂三缺一
[00:00:52.360 --> 00:00:57.120]  所以絕對跟麻將沒關係
[00:00:57.120 --> 00:00:59.600]  歡樂我們在想
[00:00:59.600 --> 00:01:01.600]  我想說我們呢
[00:01:01.600 --> 00:01:03.000]  我用一個故事
[00:01:03.000 --> 00:01:05.280]  很簡單的一個故事來喻表今天
[00:01:05.280 --> 00:01:06.440]  來表metaphor
[00:01:06.440 --> 00:01:13.280]  來比喻今天我要講的經文的內容
[00:01:13.280 --> 00:01:15.360]  我們一起來禱告
[00:01:15.360 --> 00:01:17.320]  我們一同來禱告
[00:01:17.320 --> 00:01:19.160]  現在主我們來到你的面前
[00:01:19.160 --> 00:01:21.760]  求你現在你的聖靈來在我們當中
[00:01:21.760 --> 00:01:22.120]  主啊
[00:01:22.120 --> 00:01:24.880]  把那一個真實在耶穌基督裡面的喜樂
[00:01:24.880 --> 00:01:25.600]  歡樂
[00:01:25.600 --> 00:01:26.880]  為什麼而歡樂
[00:01:26.880 --> 00:01:29.640]  這樣一個確具放在我們信徒的當中
[00:01:29.640 --> 00:01:31.440]  讓我們跟隨你
[00:01:31.440 --> 00:01:33.480]  經歷你的美福
[00:01:33.480 --> 00:01:35.440]  也經歷你的喜樂
[00:01:35.440 --> 00:01:36.080]  謝謝主
[00:01:36.080 --> 00:01:37.200]  垂聽我們的禱告
[00:01:37.200 --> 00:01:38.440]  奉靠耶穌的名
[00:01:38.440 --> 00:01:41.680]  Amen
[00:01:41.680 --> 00:01:43.640]  我說從前有一位國王啊
[00:01:43.640 --> 00:01:46.320]  這個國王的是使人歡樂的國王
[00:01:46.320 --> 00:01:48.040]  就像我們的神一樣
[00:01:48.040 --> 00:01:48.440]  他呢
[00:01:48.440 --> 00:01:51.160]  就經常呢
[00:01:51.160 --> 00:01:53.920]  幫助幫助怎樣的人呢
[00:01:53.920 --> 00:01:55.080]  有罪疚感
[00:01:55.080 --> 00:01:57.280]  第二種有恐懼感
[00:01:57.280 --> 00:02:01.200]  第三種渴望豐收的人
[00:02:01.200 --> 00:02:02.480]  在我們在座我們當中
[00:02:02.480 --> 00:02:04.880]  有沒有這三種人呢
[00:02:04.880 --> 00:02:08.280]  有
[00:02:08.280 --> 00:02:09.840]  如果你不是第一種第二種
[00:02:09.840 --> 00:02:12.040]  你可能就是第三種
[00:02:12.040 --> 00:02:14.480]  有人不渴望豐收嗎
[00:02:14.480 --> 00:02:16.320]  但是我們從今天神的經文裡面
[00:02:16.320 --> 00:02:17.720]  我們要來看見
[00:02:17.720 --> 00:02:18.720]  這一位王呢
[00:02:18.720 --> 00:02:21.800]  他想要幫助這三種人
[00:02:21.800 --> 00:02:28.280]  確實呢神常常幫助這三種人
[00:02:28.280 --> 00:02:30.880]  當他幫助三種人
[00:02:30.880 --> 00:02:31.680]  他們的生命呢
[00:02:31.680 --> 00:02:35.200]  就會經歷不同程度的喜樂
[00:02:35.200 --> 00:02:37.200]  第一種程度的喜樂
[00:02:37.200 --> 00:02:38.880]  是在聖殿裡的喜樂
[00:02:38.880 --> 00:02:39.920]  就像我們現在
[00:02:39.920 --> 00:02:41.240]  在這裡敬拜神
[00:02:41.240 --> 00:02:42.600]  這樣的歡樂
[00:02:42.600 --> 00:02:44.640]  第二種呢
[00:02:44.640 --> 00:02:47.640]  是在海上在地極
[00:02:47.640 --> 00:02:49.200]  可能你從來沒有想過
[00:02:49.200 --> 00:02:50.680]  什麼時候我會在海上
[00:02:50.680 --> 00:02:52.680]  會在地極裡面喜樂
[00:02:52.680 --> 00:02:54.960]  第三種是在曠野
[00:02:54.960 --> 00:02:58.480]  是在小山
[00:02:58.480 --> 00:02:59.640]  我們也不住曠野
[00:02:59.640 --> 00:03:00.880]  也不住小山
[00:03:00.880 --> 00:03:02.640]  但是我們知道
[00:03:02.640 --> 00:03:04.320]  我們有一位主
[00:03:04.320 --> 00:03:05.920]  他會幫助我們
[00:03:05.920 --> 00:03:07.320]  所以當我們今天讀完之後
[00:03:07.320 --> 00:03:08.200]  你就知道
[00:03:08.200 --> 00:03:11.440]  為什麼我要說歡樂三缺一
[00:03:11.440 --> 00:03:12.520]  因為今天時間有限
[00:03:12.520 --> 00:03:17.040]  我可能節奏還是稍微快一點
[00:03:17.040 --> 00:03:18.520]  在四篇六十五篇裡面
[00:03:18.520 --> 00:03:20.040]  我們看見
[00:03:20.040 --> 00:03:22.280]  這是一個集體感恩的詩
[00:03:22.280 --> 00:03:24.560]  在這當中感恩的人
[00:03:24.560 --> 00:03:26.200]  就有我剛剛所說的
[00:03:26.200 --> 00:03:28.560]  他們是在聖殿裡面的
[00:03:28.560 --> 00:03:31.520]  也有在海上在地極裡面的
[00:03:31.520 --> 00:03:35.640]  也有在曠野在小山裡面的
[00:03:35.640 --> 00:03:37.280]  所以這一個詩篇
[00:03:37.280 --> 00:03:40.160]  我越讀我就越喜歡這個詩篇
[00:03:40.160 --> 00:03:41.800]  那它很適合拿來做
[00:03:41.800 --> 00:03:43.760]  我們集體向神感恩
[00:03:43.760 --> 00:03:47.080]  在回顧神在我們這一年中的恩典
[00:03:47.080 --> 00:03:51.160]  點點滴滴
[00:03:51.160 --> 00:03:54.520]  所以我的這個題目
[00:03:54.520 --> 00:03:56.160]  在這裡做一個解釋
[00:03:56.160 --> 00:03:58.680]  為什麼叫歡樂三缺一
[00:03:58.680 --> 00:04:01.720]  歡樂來自於神
[00:04:01.720 --> 00:04:06.280]  補足我們人的缺乏
[00:04:06.280 --> 00:04:07.400]  第一個講到神
[00:04:07.400 --> 00:04:09.000]  祂是一個赦免的神
[00:04:09.000 --> 00:04:11.160]  第二個講到神的能力
[00:04:11.160 --> 00:04:12.800]  祂可以在我們生命中
[00:04:12.800 --> 00:04:14.760]  平息一些的風浪
[00:04:14.760 --> 00:04:17.160]  第三個我們講到上帝的供應
[00:04:17.160 --> 00:04:25.880]  可以滋潤我們的生命
[00:04:25.880 --> 00:04:26.520]  第一種人
[00:04:26.520 --> 00:04:31.440]  我們來講第一種人
[00:04:31.440 --> 00:04:33.680]  我現在請到了這個
[00:04:33.680 --> 00:04:36.560]  聖經裡面的一位作者
[00:04:36.560 --> 00:04:39.240]  他曾經經歷了這樣的一個罪孽
[00:04:39.240 --> 00:04:40.320]  勝過他
[00:04:40.320 --> 00:04:41.960]  我讀讀看各位想想看
[00:04:41.960 --> 00:04:43.920]  猜猜看他是誰
[00:04:43.920 --> 00:04:44.920]  他說
[00:04:44.920 --> 00:04:47.800]  我的光景是被最壓制的
[00:04:47.800 --> 00:04:50.600]  但我感受到的是被責備的
[00:04:50.600 --> 00:04:52.240]  心裡常常不安寧
[00:04:52.240 --> 00:04:54.680]  滿腰是火
[00:04:54.680 --> 00:04:56.800]  你們開始猜的是誰了嗎
[00:04:56.800 --> 00:04:58.440]  身體疲倦
[00:04:58.440 --> 00:05:02.080]  身上有擔不起的重擔
[00:05:02.080 --> 00:05:03.920]  身心靈痛苦的程度
[00:05:03.920 --> 00:05:05.520]  像是體無完膚
[00:05:05.520 --> 00:05:07.640]  身體好像流膿一樣
[00:05:07.640 --> 00:05:10.320]  你們想的是誰
[00:05:10.320 --> 00:05:12.400]  大衛約伯
[00:05:12.400 --> 00:05:14.040]  很像約伯對不對
[00:05:14.040 --> 00:05:15.440]  約伯也是流膿
[00:05:15.440 --> 00:05:17.920]  這是出自於詩篇38篇
[00:05:17.920 --> 00:05:19.400]  大衛寫了5篇
[00:05:19.400 --> 00:05:21.960]  關於認罪悔改的這一種詩篇
[00:05:21.960 --> 00:05:25.960]  其中這就出自於詩篇第38篇
[00:05:25.960 --> 00:05:28.840]  他講到罪孽勝過我
[00:05:28.840 --> 00:05:31.000]  我們常常會想到
[00:05:31.000 --> 00:05:33.600]  我那天我們同工在一起禱告的時候
[00:05:33.600 --> 00:05:35.000]  就有同工講說
[00:05:35.000 --> 00:05:36.440]  主啊我們真是軟弱
[00:05:36.440 --> 00:05:37.040]  對
[00:05:37.040 --> 00:05:38.240]  連傳道同工都會講
[00:05:38.240 --> 00:05:40.560]  我們真是軟弱
[00:05:40.560 --> 00:05:42.920]  所以弟兄姊妹你們軟弱嗎
[00:05:42.920 --> 00:05:44.400]  軟弱
[00:05:44.400 --> 00:05:46.240]  有時候是身體的軟弱
[00:05:46.240 --> 00:05:49.480]  有時候是你想要做好事做不出來
[00:05:49.480 --> 00:05:54.080]  有時候你是感覺你好像被罪勝過
[00:05:54.080 --> 00:05:57.880]  在這個經文裡面呢
[00:05:57.880 --> 00:05:59.640]  在這個經文裡面第三節說
[00:05:59.640 --> 00:06:02.520]  罪孽勝了我
[00:06:02.520 --> 00:06:04.400]  這個勝過的力量呢
[00:06:04.400 --> 00:06:06.160]  就是這個勝的意思就是
[00:06:06.160 --> 00:06:07.440]  那個力量
[00:06:07.440 --> 00:06:10.400]  大過我們裡面的一個心智
[00:06:10.400 --> 00:06:12.200]  有時候我們想要做
[00:06:12.200 --> 00:06:13.960]  神要我們做的事情
[00:06:13.960 --> 00:06:16.040]  明明就是要愛不可愛的人
[00:06:16.040 --> 00:06:18.040]  可是常常愛不出來的時候
[00:06:18.040 --> 00:06:21.520]  那個罪的力量好像就是勝過我們
[00:06:21.520 --> 00:06:23.120]  詩人在這裡就講到說
[00:06:23.120 --> 00:06:24.880]  罪孽勝了我
[00:06:24.880 --> 00:06:27.080]  那至於我們的過半呢
[00:06:27.080 --> 00:06:30.040]  他說你都要赦免
[00:06:30.040 --> 00:06:31.240]  我去查了一下
[00:06:31.240 --> 00:06:33.240]  這個赦免是以前的赦免
[00:06:33.240 --> 00:06:34.920]  還是現在的赦免
[00:06:34.920 --> 00:06:36.600]  還是將來的赦免呢
