
[00:00:00.000 --> 00:00:01.520]  讓我們一起祈禱
[00:00:01.520 --> 00:00:05.480]  主要感謝您在這個時刻
[00:00:05.480 --> 00:00:09.160]  在這麼有氣氛的節日裡
[00:00:09.160 --> 00:00:14.440]  讓我們專注於耶穌基督您自己的莫大的恩典
[00:00:14.440 --> 00:00:16.440]  今天我們能夠坐在這裡
[00:00:16.440 --> 00:00:22.080]  我們能夠在這麼好的環境去敬拜的時候
[00:00:22.080 --> 00:00:27.160]  上帝啊 這是不是祢自己先為我們付出
[00:00:27.160 --> 00:00:29.240]  以至我們付足
[00:00:29.240 --> 00:00:32.360]  也因為我們的付足 祢成為貧窮
[00:00:32.360 --> 00:00:34.280]  父啊 今天當我們要去學習
[00:00:34.280 --> 00:00:36.280]  我們奉獻給你的時候
[00:00:36.280 --> 00:00:39.200]  叫我們甘心樂意
[00:00:39.200 --> 00:00:42.640]  因為耶穌基督 祢就是如此道成肉身
[00:00:42.640 --> 00:00:44.080]  祢是天上的王
[00:00:44.080 --> 00:00:47.440]  但祢卻來到我們人間
[00:00:47.440 --> 00:00:49.640]  將這份恩典 這份真理
[00:00:49.640 --> 00:00:51.520]  活現在我們面前
[00:00:51.520 --> 00:00:55.640]  父啊 我們今天再一次謙卑的來到你面前
[00:00:55.640 --> 00:01:00.680]  帶著我們自己的心 我們的生命去奉獻給你
[00:01:00.680 --> 00:01:03.120]  我們多謝你 求你使用我們每一個人
[00:01:03.120 --> 00:01:06.480]  求你使用我們教會Living Grace
[00:01:06.480 --> 00:01:09.640]  成為一個活祭 一個活活的恩典
[00:01:09.640 --> 00:01:12.960]  在這個社區 在這個世界祝福他們
[00:01:12.960 --> 00:01:17.240]  祈禱奉主名求 阿們
[00:01:17.240 --> 00:01:22.400]  OK 今天的訊息就是「以馬內利」
[00:01:22.400 --> 00:01:26.720]  「以馬內利」這個字大家都應該很熟悉
[00:01:26.720 --> 00:01:30.240]  你們有沒有認識一個叫Emanuel的名字
[00:01:30.240 --> 00:01:31.240]  有吧
[00:01:31.240 --> 00:01:33.880]  一聽到他的名字叫Emanuel
[00:01:33.880 --> 00:01:37.360]  你會覺得好像有些榮光在後面
[00:01:37.360 --> 00:01:40.440]  但有沒有認識一個叫「以馬內利」的呢
[00:01:40.440 --> 00:01:41.440]  應該沒有吧
[00:01:41.440 --> 00:01:44.480]  中文他會告訴你 我叫「以馬內利」
[00:01:44.480 --> 00:01:47.160]  然後你會說 咦 可能是日本人
[00:01:47.160 --> 00:01:49.280]  日本人通常都是四個字
[00:01:49.280 --> 00:01:51.240]  「以馬內利」
[00:01:51.240 --> 00:01:56.480]  其實這個字本身是很有含義的
[00:01:56.480 --> 00:01:58.760]  但在還沒說「以馬內利」之前
[00:01:58.760 --> 00:02:00.600]  其實我在思想
[00:02:00.600 --> 00:02:05.720]  嘩 今年2025很快就過了 是吧
[00:02:05.720 --> 00:02:08.760]  接下來大家又要準備迎接2026了
[00:02:08.760 --> 00:02:12.240]  很忙碌地迎接 大家有很多事情
[00:02:12.240 --> 00:02:13.240]  已經安排好了
[00:02:13.240 --> 00:02:16.240]  我不知道你們會去哪裡 有什麼聚會
[00:02:16.240 --> 00:02:18.640]  其實如果我們要靜下去想一想的時候
[00:02:18.640 --> 00:02:23.640]  今年上帝怎樣「以馬內利」和你
[00:02:23.640 --> 00:02:25.040]  怎樣與你同在呢
[00:02:25.040 --> 00:02:29.040]  你有沒有想過一些回顧值得懷緬的事情呢
[00:02:29.040 --> 00:02:31.040]  在今年2025
[00:02:31.040 --> 00:02:34.040]  有沒有時間去想一想呢
[00:02:34.040 --> 00:02:36.040]  其實有時候都沒有了
[00:02:36.040 --> 00:02:40.040]  我們在奔跑 往前走
[00:02:40.040 --> 00:02:43.040]  後面我們很多時候都忘記背後了
[00:02:43.040 --> 00:02:48.040]  但其實今年我自己靜下來回顧的時候
[00:02:48.040 --> 00:02:51.040]  我發覺今年真的好像聖經所說
[00:02:51.040 --> 00:02:55.040]  是一個詩篇二十三篇的一年
[00:02:55.040 --> 00:02:59.040]  走過死因的幽谷 但也不怕遭害
[00:02:59.040 --> 00:03:03.040]  因為什麼呢 因為神與我們同在
[00:03:03.040 --> 00:03:05.040]  我覺得神與我們同在
[00:03:05.040 --> 00:03:11.040]  是一個很觸動我們生命的一件事情
[00:03:11.040 --> 00:03:14.040]  當我想起來的時候 我一直去回顧
[00:03:14.040 --> 00:03:19.040]  其實今年我看到很多生命的改變
[00:03:19.040 --> 00:03:21.040]  先不要看自己那麼多
[00:03:21.040 --> 00:03:23.040]  看周圍 我發現很多生命的改變
[00:03:23.040 --> 00:03:27.040]  我認識了一個朋友 他是無神論者
[00:03:27.040 --> 00:03:29.040]  很多年都不相信耶穌
[00:03:29.040 --> 00:03:35.040]  但今年他認識耶穌 接受耶穌 接受浸禮
[00:03:35.040 --> 00:03:37.040]  一個生命的改變
[00:03:37.040 --> 00:03:39.040]  很多事情是想不到的
[00:03:39.040 --> 00:03:42.040]  我又認識一個姐妹
[00:03:42.040 --> 00:03:49.040]  她七十多歲 她的丈夫去世了
[00:03:49.040 --> 00:03:52.040]  她說我能夠回來教會
[00:03:52.040 --> 00:03:57.040]  是因為我丈夫帶我回來教會認識耶穌
[00:03:57.040 --> 00:04:01.040]  她丈夫的老伴離開了
[00:04:01.040 --> 00:04:06.040]  她說牧師可不可以在我結婚週年紀念的時候
[00:04:06.040 --> 00:04:11.040]  接受這個浸禮 幫我舉行浸禮
[00:04:11.040 --> 00:04:15.040]  你覺得應不應該幫她舉行浸禮呢
[00:04:15.040 --> 00:04:17.040]  在結婚週年的時候
[00:04:17.040 --> 00:04:20.040]  做牧師應不應該honor她的request呢
[00:04:20.040 --> 00:04:22.040]  當然應該啦
[00:04:22.040 --> 00:04:24.040]  所以大家不用怕
[00:04:24.040 --> 00:04:27.040]  有什麼request 隨便問牧師
[00:04:27.040 --> 00:04:31.040]  牧師做得到的 一定幫你去做
[00:04:31.040 --> 00:04:35.040]  她要過新的生活 因為老伴不在
[00:04:35.040 --> 00:04:38.040]  這是一個生命的改變
[00:04:38.040 --> 00:04:42.040]  浸禮的時候她特別有一個感受
[00:04:42.040 --> 00:04:45.040]  她感受到上帝問她一個問題
[00:04:45.040 --> 00:04:47.040]  你現在七十多歲了 老伴又不在了
[00:04:47.040 --> 00:04:52.040]  你到底想活到八十歲還是活到九十歲呢
[00:04:52.040 --> 00:04:54.040]  八十歲還是九十歲呢
