
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹早
[00:00:02.000 --> 00:00:07.000]  願賜平安的主與我們同在
[00:00:07.000 --> 00:00:14.000]  特別是在家中收看轉播的弟兄姊妹
[00:00:14.000 --> 00:00:21.000]  平安是猶太人打招呼的一個慣用語
[00:00:21.000 --> 00:00:25.000]  大家可以想象我們經歷年年的戰火
[00:00:25.000 --> 00:00:28.000]  你可以想象他們經歷了年年的戰火
[00:00:28.000 --> 00:00:32.000]  平安對他們來講是很重要的
[00:00:32.000 --> 00:00:38.000]  同樣今天我們經歷了差不多七個月的疫情
[00:00:38.000 --> 00:00:42.000]  平安對我們來講也是很重要
[00:00:42.000 --> 00:00:47.000]  但願我們在這段困難的日子裏面
[00:00:47.000 --> 00:00:52.000]  我們可以檢視一下我們和上主的關係
[00:00:52.000 --> 00:00:59.000]  我們多一點的時間去思考他跟我們的關係
[00:00:59.000 --> 00:01:06.000]  在順境的時候談信心有時候是很抽象的
[00:01:06.000 --> 00:01:10.000]  但在困難的時候就考驗我們信仰的經歷
[00:01:10.000 --> 00:01:18.000]  大家衆所周知都知道美國是以基督教立國的
[00:01:18.000 --> 00:01:22.000]  我相信大家都知道美國是以基督教立國的
[00:01:22.000 --> 00:01:26.000]  但在2011年一位聯邦法院的大法官
[00:01:26.000 --> 00:01:29.000]  但是在2011年一位聯邦法院的大法官
[00:01:29.000 --> 00:01:32.000]  他就下令將樹立在佛羅里達州
[00:01:32.000 --> 00:01:37.000]  狄克西郡法院門外一磚十格的大理石移走
[00:01:37.000 --> 00:01:40.000]  他就有一個聯邦法官就下令
[00:01:40.000 --> 00:01:49.000]  將樹立在佛羅里達州的狄克西郡法院門外一磚十格的大理石移走
[00:01:49.000 --> 00:01:56.000]  原因就是他認爲這個擺設是違反了美國憲法政教分離的原則
[00:01:56.000 --> 00:02:01.000]  因爲他認爲這個擺設就影響到美國的政教分離這個原則
[00:02:01.000 --> 00:02:06.000]  其實這個十屆的大理石是當地一位商人所捐贈的
[00:02:06.000 --> 00:02:11.000]  其實這個大理石是當地一位商人所捐贈的
[00:02:11.000 --> 00:02:16.000]  2006年當地的政府是同意這樣擺放的
[00:02:16.000 --> 00:02:19.000]  當時2006年的政府是同意擺放的
[00:02:19.000 --> 00:02:23.000]  這個大理石的十屆是高五英尺重六噸
[00:02:23.000 --> 00:02:28.000]  這個大理石的十屆是高五英尺重十噸
[00:02:28.000 --> 00:02:32.000]  它上面除了刻有聖經的舊約十屆之外
[00:02:32.000 --> 00:02:35.000]  它除了刻有聖經的十屆以外
[00:02:35.000 --> 00:02:41.000]  大家可以看到下面寫着一句要愛神並遵守他的誡命
[00:02:41.000 --> 00:02:44.000]  下面寫着一句要愛神還要遵守他的誡命
[00:02:44.000 --> 00:02:47.000]  很諷刺美國是以基督教立國
[00:02:47.000 --> 00:02:50.000]  很諷刺美國是以基督教立國
[00:02:50.000 --> 00:02:57.000]  但現在隨後很多不同的州份將這些所謂的宗教擺設全部拿走
[00:02:57.000 --> 00:03:03.000]  很諷刺的就是這些很多美國的州份把這些宗教擺設拿走
[00:03:03.000 --> 00:03:06.000]  十屆的第一言實際的第一言
[00:03:06.000 --> 00:03:10.000]  那裏這樣說 除上主以外不可有別的神
[00:03:10.000 --> 00:03:13.000]  那邊講是除了上主以外不可有別的神
[00:03:13.000 --> 00:03:16.000]  在今天的社會呈現兩個極端
[00:03:16.000 --> 00:03:18.000]  今天在社會里面呈現兩個極端
[00:03:18.000 --> 00:03:24.000]  一種就是各式各樣的權勢團體宗教都爭取人家那種的效忠
[00:03:24.000 --> 00:03:29.000]  一個是不同的傳世團體或者宗教都爭取人的效忠
[00:03:29.000 --> 00:03:32.000]  所以你加入我們這個團體有那種的好處
[00:03:32.000 --> 00:03:34.000]  所以你加入我的團體有什麼好處
[00:03:34.000 --> 00:03:37.000]  或者你效忠我這個團體我們就成爲大家一家人
[00:03:37.000 --> 00:03:39.000]  然後你效忠我這個團體我們就成爲一家人
[00:03:39.000 --> 00:03:41.000]  另一種就是兼收並用
[00:03:41.000 --> 00:03:43.000]  然後有一種就是兼收並用
[00:03:43.000 --> 00:03:46.000]  就是說我們不要強調某一種的思想
[00:03:46.000 --> 00:03:48.000]  我們不要強調某一種的思想
[00:03:48.000 --> 00:03:49.000]  這樣是對其他人不公道的
[00:03:49.000 --> 00:03:51.000]  這樣是對別人不公道的
[00:03:51.000 --> 00:03:52.000]  我們要大愛包容
[00:03:52.000 --> 00:03:54.000]  我們要大愛包容
