
[00:00:00.000 --> 00:00:01.660]  弟兄姊妹 主佑平安
[00:00:01.660 --> 00:00:05.360]  也祝福大家在過去的日子裡
[00:00:05.360 --> 00:00:07.340]  經歷了一個很開心
[00:00:07.340 --> 00:00:09.800]  很愉快的聖誕節的日子
[00:00:09.800 --> 00:00:12.080]  也求主幫助我們
[00:00:12.080 --> 00:00:16.180]  紀念一些在這星期覺得不開心的人
[00:00:16.180 --> 00:00:18.360]  我們也求主去安慰他們
[00:00:18.360 --> 00:00:21.080]  讓我們在開始之前一起有祈禱
[00:00:21.080 --> 00:00:23.840]  親愛的主 我們去感謝祢
[00:00:23.840 --> 00:00:25.640]  因為祢是愛我們的主
[00:00:25.640 --> 00:00:27.840]  願主祢去施恩給我們
[00:00:27.840 --> 00:00:29.280]  賜下祢的教訓
[00:00:29.280 --> 00:00:33.320]  讓我們懂得去實踐那份關愛
[00:00:33.320 --> 00:00:37.000]  以致我們能夠更加懂得去愛我們身邊的人
[00:00:37.000 --> 00:00:38.600]  愛我們社區的人
[00:00:38.600 --> 00:00:43.600]  以致能夠建立一個屬天賦祢喜悅的社群
[00:00:43.600 --> 00:00:46.760]  我們求天賦祢帶領我們的學習思考
[00:00:46.760 --> 00:00:49.360]  祈禱奉耶穌名字而求
[00:00:49.360 --> 00:00:50.720]  阿門
[00:00:50.720 --> 00:00:52.640]  今天很高興和大家繼續
[00:00:52.640 --> 00:00:57.040]  我們馬太福音登山補訓的一個系列
[00:00:57.040 --> 00:00:58.800]  我們也說了很多
[00:00:58.800 --> 00:01:02.760]  今天的題目就是「施捨」和「施捨」
[00:01:02.760 --> 00:01:05.680]  在這個題目裏面
[00:01:05.680 --> 00:01:07.760]  不知道大家有沒有看新聞
[00:01:07.760 --> 00:01:09.280]  有時候也會看不同的新聞
[00:01:09.280 --> 00:01:11.760]  其中一個最近看到的新聞
[00:01:11.760 --> 00:01:17.760]  就說到在搭飛機的事情裏面有這個現象
[00:01:17.760 --> 00:01:20.880]  不知道最近大家搭飛機有沒有見過這個現象
[00:01:20.880 --> 00:01:22.360]  就是什麼現象呢?
[00:01:22.360 --> 00:01:25.720]  就是多人坐了輪椅
[00:01:25.720 --> 00:01:30.120]  我看到一些報導說最近在世界不同的機場
[00:01:30.120 --> 00:01:32.120]  都有發生這個情況
[00:01:32.120 --> 00:01:39.680]  就是很多人都要坐輪椅等候上飛機
[00:01:39.680 --> 00:01:41.080]  多到一個地步
[00:01:41.080 --> 00:01:47.440]  動用了很多機組人員去幫忙
[00:01:47.440 --> 00:01:48.880]  這個新聞也沒有什麼特別
[00:01:48.880 --> 00:01:50.120]  很多人只是搭飛機而已
[00:01:50.120 --> 00:01:52.000]  很多人只是需要輪椅而已
[00:01:52.000 --> 00:01:54.200]  但是那些報導裏面就說到
[00:01:54.200 --> 00:01:58.360]  這些人透過這些上飛機的安排之後
[00:01:58.360 --> 00:02:00.080]  到他們下飛機的時候
[00:02:00.080 --> 00:02:02.280]  他們不用輪椅的
[00:02:02.280 --> 00:02:09.920]  因為上飛機的時候坐輪椅是優先到他們的座位裏面
[00:02:09.920 --> 00:02:13.560]  以致能夠盡快安排座位給這些人優先
[00:02:13.560 --> 00:02:16.480]  所以這些人在上飛機之前都說他們有需要
[00:02:16.480 --> 00:02:19.440]  以致能夠第一時間坐到自己的座位
[00:02:19.440 --> 00:02:21.840]  擺好自己的行李安頓好
[00:02:21.840 --> 00:02:23.360]  到下飛機的時候通常是什麼呢?
[00:02:23.360 --> 00:02:26.480]  就是第一時間下飛機
[00:02:26.480 --> 00:02:29.120]  這些新聞聽下去的時候都覺得
[00:02:29.120 --> 00:02:34.040]  濫用了很多機場的服務
[00:02:34.040 --> 00:02:37.640]  都影響了一些機場的運作
[00:02:37.640 --> 00:02:41.320]  但是原來這些新聞在社會裏面發生
[00:02:41.320 --> 00:02:43.560]  在另外一個情況
[00:02:43.560 --> 00:02:45.280]  我又見過一個這樣的事情
[00:02:45.280 --> 00:02:46.960]  不知道你有沒有聽過
[00:02:46.960 --> 00:02:49.000]  或者你有沒有見過類似的
[00:02:49.000 --> 00:02:51.120]  有一次我在香港的教會的時候
[00:02:51.120 --> 00:02:53.560]  我們都照顧不同的弟兄姊妹
[00:02:53.560 --> 00:02:56.880]  我們都在一些基層的教會服侍一些基層
[00:02:56.880 --> 00:03:00.640]  有一次有一個來到的來賓
[00:03:00.640 --> 00:03:02.120]  他坐電動輪椅
[00:03:02.120 --> 00:03:04.800]  然後他來到的時候
[00:03:04.800 --> 00:03:06.640]  我們就安頓了他
[00:03:06.640 --> 00:03:09.480]  有些地方坐輪椅區
[00:03:09.480 --> 00:03:11.400]  然後突然間他就說
[00:03:11.400 --> 00:03:15.680]  我昨晚我的電動輪椅忘記了充電
[00:03:15.680 --> 00:03:17.760]  不是很夠電
[00:03:17.760 --> 00:03:20.000]  不是很夠電怎麼辦呢?
[00:03:20.000 --> 00:03:21.840]  擔心他待會走不了
[00:03:21.840 --> 00:03:25.080]  我們都希望盡量提供最好的照顧
[00:03:25.080 --> 00:03:26.560]  於是我就說
[00:03:26.560 --> 00:03:27.800]  幫我們搬開了一些東西
[00:03:27.800 --> 00:03:30.040]  就安排了去一個區域
[00:03:30.040 --> 00:03:31.960]  有一個電勢的
[00:03:31.960 --> 00:03:32.840]  我就說
[00:03:32.840 --> 00:03:35.800]  不如你在我們教會充電
[00:03:35.800 --> 00:03:38.640]  安頓了他在那個位置
[00:03:38.640 --> 00:03:39.720]  接著我就跟他說
[00:03:39.720 --> 00:03:41.920]  我幫你
[00:03:41.920 --> 00:03:42.720]  插個充電
[00:03:42.720 --> 00:03:45.720]  因為你知道電勢在下面的位置
[00:03:45.720 --> 00:03:47.320]  我就跟他說我幫你
[00:03:47.320 --> 00:03:48.520]  接著他說不用
[00:03:48.520 --> 00:03:50.120]  然後他下了個輪椅
[00:03:50.120 --> 00:03:52.400]  接著他就上去
[00:03:52.400 --> 00:03:54.880]  就坐在輪椅上面了
[00:03:54.880 --> 00:03:57.960]  所以教會是有神蹟的
[00:03:57.960 --> 00:03:59.360]  坐輪椅都可以站起來
[00:03:59.360 --> 00:04:01.600]  所以你都不可以小看
[00:04:01.600 --> 00:04:02.880]  教會是會發生的
[00:04:02.880 --> 00:04:04.800]  但是我就會知道
[00:04:04.800 --> 00:04:07.520]  原來有很多人都在濫用一些
[00:04:07.520 --> 00:04:09.720]  社會關懷的服務
[00:04:09.720 --> 00:04:11.640]  或者一些設施
[00:04:11.640 --> 00:04:13.840]  事實上我都知道這個人
[00:04:13.840 --> 00:04:17.000]  其實都可以走得動的
[00:04:17.000 --> 00:04:21.240]  不過就拿了很多政府的傷殘福利等等
[00:04:21.240 --> 00:04:22.560]  原來就是這樣
[00:04:22.560 --> 00:04:25.800]  原來我們有時候做很多善事
[00:04:25.800 --> 00:04:29.120]  或者幫助一些有需要的人
[00:04:29.120 --> 00:04:30.640]  其實有時候都會面對一個問題
[00:04:30.640 --> 00:04:33.600]  就是那些要被幫助的人
[00:04:33.600 --> 00:04:37.480]  其實都未必是一個真的很需要幫助
[00:04:37.480 --> 00:04:39.360]  或者他的心裡面
[00:04:39.360 --> 00:04:47.160]  其實都可能是藉著他是一個有需要的人
[00:04:47.160 --> 00:04:50.880]  很多人幫他得到很多人的同情
[00:04:50.880 --> 00:04:51.920]  幫助的
[00:04:51.920 --> 00:04:53.600]  不過有時候又這樣說
[00:04:53.600 --> 00:04:55.280]  公平的想就是
[00:04:55.280 --> 00:04:57.880]  除了那些需要被幫助的人
[00:04:57.880 --> 00:04:59.680]  他們在一個這樣的狀況裡面
[00:04:59.680 --> 00:05:01.560]  其實會不會有時候
[00:05:01.560 --> 00:05:04.880]  幫他那個人的心態都有問題呢?
[00:05:04.880 --> 00:05:06.520]  剛才說被幫的心裡面
[00:05:06.520 --> 00:05:08.840]  就希望拿很多人給個好處
[00:05:08.840 --> 00:05:10.160]  但是有時候我們想想
[00:05:10.160 --> 00:05:12.480]  一個人很多時候有些人幫人
[00:05:12.480 --> 00:05:14.000]  原來幫人的那些人
[00:05:14.000 --> 00:05:18.440]  可能都有時候是帶著一個不良的動機
[00:05:18.440 --> 00:05:20.240]  而這個不良的動機
[00:05:20.240 --> 00:05:23.200]  不知不覺就將一件好事
[00:05:23.200 --> 00:05:25.680]  成為一件立心不良的事
[00:05:25.680 --> 00:05:27.200]  今天我們看的經文
[00:05:27.200 --> 00:05:28.720]  都是類似這樣的情況
[00:05:28.720 --> 00:05:30.720]  就是講到耶穌的年代裡面
[00:05:30.720 --> 00:05:32.760]  也都面對著一個這樣的處境
[00:05:32.760 --> 00:05:35.080]  就是要講到施捨
[00:05:35.080 --> 00:05:38.560]  施捨就是要幫助一些有需要的人的時候
[00:05:38.560 --> 00:05:41.160]  究竟除了受助者
[00:05:41.160 --> 00:05:43.880]  對於一個施恩者或者施助者
[00:05:43.880 --> 00:05:45.960]  會不會也有些問題
[00:05:45.960 --> 00:05:48.160]  我們需要警惕留意呢?
[00:05:48.160 --> 00:05:49.720]  在我們讀的經文裡面
[00:05:49.720 --> 00:05:52.040]  我們一直在讀
[00:05:52.040 --> 00:05:54.240]  在耶穌的登山補份
[00:05:54.240 --> 00:05:57.080]  就在《瑪利亞福音》第五章到第七章
[00:05:57.080 --> 00:05:59.600]  我們已經有好幾次
[00:05:59.600 --> 00:06:02.160]  大約五至六、七次
[00:06:02.160 --> 00:06:05.640]  都講到這個登山補份
[00:06:05.640 --> 00:06:10.320]  我們稍微重溫登山補份第五章的部分
[00:06:10.320 --> 00:06:13.040]  我們先開始去到第六章的部分
[00:06:13.040 --> 00:06:17.200]  一開始在《瑪利亞福音》第五章一至二節
[00:06:17.200 --> 00:06:18.240]  就很清楚地說
[00:06:18.240 --> 00:06:21.440]  「耶穌看見這一群人就上了山
[00:06:21.440 --> 00:06:22.600]  坐下後
[00:06:22.600 --> 00:06:24.520]  門徒到他跟前來
[00:06:24.520 --> 00:06:26.560]  敲開口教導他們」
[00:06:26.560 --> 00:06:28.240]  我們說登山補份的重點
[00:06:28.240 --> 00:06:31.200]  就是耶穌特意帶一群門徒到山上
[00:06:31.200 --> 00:06:33.200]  去對門徒作出教導
[00:06:33.200 --> 00:06:36.040]  所以整個登山補份的教導
[00:06:36.040 --> 00:06:39.320]  是特別針對跟隨神、相信神的人
[00:06:39.320 --> 00:06:42.560]  以致他們知道怎樣去按著耶穌的吩咐
[00:06:42.560 --> 00:06:44.560]  建立一個屬神的社區
[00:06:44.560 --> 00:06:45.840]  一個屬神的社群
[00:06:45.840 --> 00:06:48.080]  而當中第五至第七章
[00:06:48.080 --> 00:06:51.160]  是講到耶穌對這些門徒的訓練
[00:06:51.160 --> 00:06:54.160]  甚至是挑戰門徒以一個新的角度
[00:06:54.160 --> 00:06:56.440]  新的視野、新的期待
[00:06:56.440 --> 00:06:58.080]  去看他們的人生
[00:06:58.080 --> 00:07:01.160]  和對待上帝和對待人的關係
[00:07:01.720 --> 00:07:05.960]  所以在之後到第五章第三節開始
[00:07:05.960 --> 00:07:08.280]  就講到耶穌說到
[00:07:08.280 --> 00:07:11.280]  我們要追求一種從神而來的福氣
[00:07:11.280 --> 00:07:15.360]  所以在第三節至第十二節
[00:07:15.360 --> 00:07:16.960]  就講到「八福」
[00:07:16.960 --> 00:07:18.960]  「八福」如果大家還記得
[00:07:18.960 --> 00:07:21.280]  我們重溫一下「八福」
[00:07:21.280 --> 00:07:22.520]  大家看到了嗎?
[00:07:22.520 --> 00:07:24.760]  我們集中讀一下這八個福氣
[00:07:24.760 --> 00:07:26.040]  讓我們重溫一下
[00:07:26.040 --> 00:07:29.360]  這裡提及怎樣去蒙福
[00:07:29.360 --> 00:07:34.160]  接著由黃色的左上角
[00:07:34.160 --> 00:07:37.080]  一直順著次序讀完這八個
[00:07:37.080 --> 00:07:39.080]  我們一起讀開始
[00:07:39.080 --> 00:07:41.080]  心靈貧窮的人
[00:07:41.080 --> 00:07:42.840]  哀動的人
[00:07:42.840 --> 00:07:44.440]  謙和的人
[00:07:44.440 --> 00:07:46.440]  饑渴無意的人
[00:07:46.440 --> 00:07:48.200]  憐憫人的人
[00:07:48.200 --> 00:07:49.880]  清心的人
[00:07:49.880 --> 00:07:51.760]  締造和平的人
[00:07:51.760 --> 00:07:54.320]  為義受迫害的人
[00:07:54.320 --> 00:07:57.080]  當中講了八種福氣
[00:07:57.080 --> 00:08:00.360]  一個人當中有八種特質
[00:08:00.360 --> 00:08:02.520]  所以耶穌說完這個「八福」之後
[00:08:02.520 --> 00:08:04.440]  接著也說到
[00:08:04.440 --> 00:08:05.880]  我們知道要承受福氣
[00:08:05.880 --> 00:08:08.040]  我們要有一個使命
[00:08:08.040 --> 00:08:09.160]  我們也說過
[00:08:09.160 --> 00:08:10.680]  「試驗」「試光」
[00:08:10.680 --> 00:08:13.640]  在第十三至十六節的部分
[00:08:13.640 --> 00:08:15.640]  要「試驗」「試光」
[00:08:15.640 --> 00:08:16.920]  怎樣能夠「試驗」「試光」
[00:08:16.920 --> 00:08:18.200]  怎樣能夠實踐呢?
[00:08:18.200 --> 00:08:21.200]  特別當中第二十節
