
[00:00:00.000 --> 00:00:02.000]  今日是父親節
[00:00:02.000 --> 00:00:04.000]  父親節當然由我來講
[00:00:04.000 --> 00:00:07.000]  今早我女兒提醒我
[00:00:07.000 --> 00:00:08.000]  今天是父親節
[00:00:08.000 --> 00:00:10.000]  我才記得今天是父親節
[00:00:10.000 --> 00:00:12.000]  我們男人是很大量的
[00:00:12.000 --> 00:00:16.000]  無所謂,沒有人理會我們
[00:00:16.000 --> 00:00:17.000]  不過今天是父親節
[00:00:17.000 --> 00:00:19.000]  我想講一個跟父母有關
[00:00:19.000 --> 00:00:20.000]  跟家長有關的訊息
[00:00:20.000 --> 00:00:23.000]  所以我們暫時停一停
[00:00:23.000 --> 00:00:25.000]  試圖行轉
[00:00:25.000 --> 00:00:27.000]  我想講就是
[00:00:27.000 --> 00:00:29.000]  作為一個家長
[00:00:29.000 --> 00:00:32.000]  無論是作父親或作母親
[00:00:32.000 --> 00:00:35.000]  我們在聖經裡有什麼值得我們學習
[00:00:35.000 --> 00:00:38.000]  以及有什麼我們需要被提醒
[00:00:38.000 --> 00:00:40.000]  順帶一提,雖然今天是父親節
[00:00:40.000 --> 00:00:42.000]  或者母親節也好
[00:00:42.000 --> 00:00:45.000]  如果在座是單親家庭的
[00:00:45.000 --> 00:00:47.000]  單親的家長
[00:00:47.000 --> 00:00:49.000]  我們非常敬佩你們
[00:00:49.000 --> 00:00:52.000]  因為一個人承擔家庭是非常困難
[00:00:52.000 --> 00:00:55.000]  但是作為父母
[00:00:55.000 --> 00:00:58.000]  到底有什麼值得我們關注
[00:00:58.000 --> 00:01:00.000]  有什麼值得我們學習
[00:01:00.000 --> 00:01:03.000]  雖然我不敢說我是一個完美的
[00:01:03.000 --> 00:01:06.000]  無犯的父母
[00:01:06.000 --> 00:01:09.000]  但是也有一點經驗之談可以說的
[00:01:09.000 --> 00:01:11.000]  無論是成功
[00:01:11.000 --> 00:01:13.000]  或者有很多失敗的經歷
[00:01:13.000 --> 00:01:15.000]  我相信我都可以
[00:01:15.000 --> 00:01:17.000]  用我自己一些的故事
[00:01:17.000 --> 00:01:18.000]  或者我自己的一些例子
[00:01:18.000 --> 00:01:20.000]  來講一講這件事
[00:01:20.000 --> 00:01:22.000]  但是今天在講父親節的時候
[00:01:22.000 --> 00:01:24.000]  只講一次聖經
[00:01:24.000 --> 00:01:27.000]  就是《箴言》二十二章第六節
[00:01:27.000 --> 00:01:30.000]  這裡說教養孩童
[00:01:30.000 --> 00:01:32.000]  走當行的道
[00:01:32.000 --> 00:01:35.000]  就是道路他也不偏離
[00:01:35.000 --> 00:01:38.000]  一句很出名的一段的《箴言》
[00:01:38.000 --> 00:01:40.000]  二十二章第六節
[00:01:40.000 --> 00:01:42.000]  首先搞清楚
[00:01:42.000 --> 00:01:44.000]  我們看聖經裡面的《箴言》
[00:01:44.000 --> 00:01:45.000]  Proverbs
[00:01:45.000 --> 00:01:48.000]  《箴言》不是guarantee(保證)
[00:01:48.000 --> 00:01:50.000]  《箴言》不是應許
[00:01:50.000 --> 00:01:51.000]  不是promises(承諾)
[00:01:51.000 --> 00:01:52.000]  不是guarantees(保證)
[00:01:52.000 --> 00:01:54.000]  就是沒有寫包單
[00:01:54.000 --> 00:01:56.000]  教養孩童當行的路
[00:01:56.000 --> 00:01:58.000]  到老他死的那天
[00:01:58.000 --> 00:02:00.000]  都會一定是名成利就
[00:02:00.000 --> 00:02:01.000]  是成功
[00:02:01.000 --> 00:02:03.000]  一定是敬畏神等等
[00:02:03.000 --> 00:02:05.000]  因為孩子長大之後
[00:02:05.000 --> 00:02:06.000]  他成為成人
[00:02:06.000 --> 00:02:09.000]  他自己會有一些的抉擇
[00:02:09.000 --> 00:02:12.000]  這個是他對自己人生的一些責任
