
[00:00:00.000 --> 00:00:04.000]  不知道大家有沒有留意到
[00:00:04.000 --> 00:00:09.000]  在大嶼山有個地方
[00:00:09.000 --> 00:00:14.000]  是很值得我們去安靜退修的
[00:00:14.000 --> 00:00:18.000]  在那裏有一間天主教的修道院
[00:00:18.000 --> 00:00:22.000]  名字叫聖母神樂院
[00:00:22.000 --> 00:00:24.000]  大家聽清楚
[00:00:24.000 --> 00:00:26.000]  是神樂院
[00:00:26.000 --> 00:00:28.000]  以神為樂的意思
[00:00:28.000 --> 00:00:30.000]  不是神學院
[00:00:30.000 --> 00:00:33.000]  聖母神樂院
[00:00:33.000 --> 00:00:36.000]  在那裏如果你去過的話
[00:00:36.000 --> 00:00:39.000]  你就知道那裏地方很闊大
[00:00:39.000 --> 00:00:41.000]  景色很優美
[00:00:41.000 --> 00:00:44.000]  也有一些山丘
[00:00:44.000 --> 00:00:48.000]  當然也有修道院
[00:00:48.000 --> 00:00:50.000]  有住宿的地方
[00:00:50.000 --> 00:00:52.000]  有大樓
[00:00:52.000 --> 00:00:54.000]  還有禮拜堂
[00:00:54.000 --> 00:00:56.000]  在那裏當你去到的時候
[00:00:56.000 --> 00:00:59.000]  真的心靈很幽靜
[00:00:59.000 --> 00:01:04.000]  可以在當中默念上帝的作為
[00:01:04.000 --> 00:01:06.000]  如果你去過你又發現
[00:01:06.000 --> 00:01:09.000]  當你要去這間修道院的時候
[00:01:09.000 --> 00:01:12.000]  你的船泊了岸要去
[00:01:12.000 --> 00:01:16.000]  你需要走一條斜路
[00:01:16.000 --> 00:01:19.000]  長的,都頗長的斜路
[00:01:19.000 --> 00:01:21.000]  走著走著
[00:01:21.000 --> 00:01:24.000]  然後你才走到這間修道院
[00:01:24.000 --> 00:01:26.000]  但我希望當你有機會
[00:01:26.000 --> 00:01:28.000]  去走這個地方的時候
[00:01:28.000 --> 00:01:29.000]  你留意一下
[00:01:29.000 --> 00:01:32.000]  當你走上這條斜路的時候
[00:01:32.000 --> 00:01:35.000]  你留意一下那些樹木
[00:01:35.000 --> 00:01:37.000]  要抬頭的,看一看
[00:01:37.000 --> 00:01:39.000]  因為當你一路走
[00:01:39.000 --> 00:01:41.000]  你會發現
[00:01:41.000 --> 00:01:45.000]  在樹那裏掛了一些畫
[00:01:45.000 --> 00:01:47.000]  有很多幅
[00:01:47.000 --> 00:01:49.000]  當你慢慢仔細看
[00:01:49.000 --> 00:01:51.000]  留意一下的時候
[00:01:51.000 --> 00:01:54.000]  你發現原來這些畫是畫什麼呢?
[00:01:54.000 --> 00:01:56.000]  這些畫原來是畫著
[00:01:56.000 --> 00:02:01.000]  耶穌基督受難的過程
[00:02:01.000 --> 00:02:03.000]  所以有些畫你會看到
[00:02:03.000 --> 00:02:05.000]  在赫西瑪利園
[00:02:05.000 --> 00:02:07.000]  有些畫你看到是耶穌被審的時候
[00:02:07.000 --> 00:02:12.000]  有些畫你會看到是一個最後的晚餐
[00:02:12.000 --> 00:02:14.000]  當然你也看到
[00:02:14.000 --> 00:02:18.000]  耶穌在中途背著十字架等等
[00:02:18.000 --> 00:02:19.000]  所以你一路走
[00:02:19.000 --> 00:02:22.000]  一直在幫助我們基督徒
[00:02:22.000 --> 00:02:26.000]  去默念聖經中主耶穌的生平
[00:02:26.000 --> 00:02:31.000]  特別是受難節的日子
[00:02:31.000 --> 00:02:32.000]  當你一路走
[00:02:32.000 --> 00:02:34.000]  走到差不多到頂了
[00:02:34.000 --> 00:02:36.000]  差不多去到平地的時候
[00:02:36.000 --> 00:02:39.000]  你會留意到在右邊那裏有一幅畫
[00:02:39.000 --> 00:02:41.000]  那幅畫就寫著
[00:02:41.000 --> 00:02:46.000]  耶穌基督已經被釘在十字架上面
[00:02:46.000 --> 00:02:48.000]  而且埋葬了
[00:02:48.000 --> 00:02:50.000]  很清楚你會看到這幅畫
[00:02:50.000 --> 00:02:52.000]  是代表了耶穌已經被釘了
[00:02:52.000 --> 00:02:54.000]  死了
[00:02:54.000 --> 00:02:56.000]  當你這樣去看的時候
[00:02:56.000 --> 00:02:59.000]  可能內心都會再沉一沉
[00:02:59.000 --> 00:03:05.000]  耶穌都被不法之人害死了
[00:03:05.000 --> 00:03:08.000]  但是這是不是最後的一個牌呢?
[00:03:08.000 --> 00:03:11.000]  當你由這個斜路慢慢一路上的時候
[00:03:11.000 --> 00:03:12.000]  一路一路的沿路
[00:03:12.000 --> 00:03:16.000]  思念到耶穌基督受難的情節的時候
[00:03:16.000 --> 00:03:19.000]  去到平地見到耶穌死亡了
[00:03:19.000 --> 00:03:21.000]  這是不是最後的一個牌呢?
[00:03:21.000 --> 00:03:23.000]  不是的
[00:03:23.000 --> 00:03:24.000]  不要忘記
[00:03:24.000 --> 00:03:26.000]  記得向左望
[00:03:26.000 --> 00:03:27.000]  當你來到平地的時候
[00:03:27.000 --> 00:03:28.000]  向左望的時候
[00:03:28.000 --> 00:03:29.000]  你會發現還有一個牌
[00:03:29.000 --> 00:03:31.000]  那個牌寫著什麼呢?
[00:03:31.000 --> 00:03:34.000]  是耶穌基督復活了
[00:03:34.000 --> 00:03:36.000]  那裏的圖像也表達了
[00:03:36.000 --> 00:03:38.000]  耶穌基督是從死裏復活
[00:03:38.000 --> 00:03:39.000]  然後當你看完這幅畫
[00:03:39.000 --> 00:03:41.000]  在後面你會見到有一幅橋
[00:03:41.000 --> 00:03:43.000]  你走過這幅橋
[00:03:43.000 --> 00:03:46.000]  那裏就是禮拜堂
[00:03:46.000 --> 00:03:48.000]  就是去到禮拜堂中
[00:03:48.000 --> 00:03:52.000]  來敬拜這位又真又活的主
[00:03:52.000 --> 00:03:54.000]  弟兄姊妹
[00:03:54.000 --> 00:03:56.000]  讓我們清楚的知道
[00:03:56.000 --> 00:03:58.000]  在我們的信仰裏
[00:03:58.000 --> 00:04:01.000]  受難不是最後的結束
[00:04:01.000 --> 00:04:03.000]  是復活
[00:04:03.000 --> 00:04:04.000]  是復活
[00:04:04.000 --> 00:04:06.000]  在這個最高峰的地方
[00:04:06.000 --> 00:04:07.000]  黑暗的權勢
[00:04:07.000 --> 00:04:08.000]  魔鬼的權勢
[00:04:08.000 --> 00:04:10.000]  以為將耶穌害死
[00:04:10.000 --> 00:04:12.000]  就以為搞定了
[00:04:12.000 --> 00:04:13.000]  不是
[00:04:13.000 --> 00:04:16.000]  神的智慧聰明更大
[00:04:16.000 --> 00:04:18.000]  耶穌是偉大的主
[00:04:18.000 --> 00:04:19.000]  是復活的主
[00:04:19.000 --> 00:04:20.000]  是勝過權勢
[00:04:20.000 --> 00:04:21.000]  勝過黑暗
[00:04:21.000 --> 00:04:22.000]  勝過死亡
[00:04:22.000 --> 00:04:23.000]  是復活了
[00:04:23.000 --> 00:04:24.000]  我們要Hallelujah
[00:04:24.000 --> 00:04:25.000]  是復活了
[00:04:25.000 --> 00:04:26.000]  所以我們在教會裏面
[00:04:26.000 --> 00:04:27.000]  我們一同敬拜
[00:04:27.000 --> 00:04:31.000]  讚美我們的神
[00:04:31.000 --> 00:04:34.000]  有機會大家不妨去看看
[00:04:34.000 --> 00:04:35.000]  而這裏亦都很清楚的
[00:04:35.000 --> 00:04:37.000]  讓我們知道
[00:04:37.000 --> 00:04:39.000]  我們基督教的信仰
[00:04:39.000 --> 00:04:42.000]  就是以復活
[00:04:42.000 --> 00:04:45.000]  作為一個最高峰的地方
[00:04:45.000 --> 00:04:46.000]  所以恩主弟兄姊妹
[00:04:46.000 --> 00:04:47.000]  沒錯
[00:04:47.000 --> 00:04:49.000]  在過去的禮拜五晚
[00:04:49.000 --> 00:04:50.000]  我們回來
[00:04:50.000 --> 00:04:52.000]  來紀念主耶穌的受死
[00:04:52.000 --> 00:04:54.000]  最大的痛苦
[00:04:54.000 --> 00:04:56.000]  原由就是耶穌為世人
[00:04:56.000 --> 00:04:57.000]  為你和我
[00:04:57.000 --> 00:04:59.000]  背負罪惡罪孽
[00:04:59.000 --> 00:05:01.000]  接受懲罰
[00:05:01.000 --> 00:05:03.000]  神人都分開了
[00:05:03.000 --> 00:05:05.000]  聖子耶穌基督和聖父都分開了
[00:05:05.000 --> 00:05:07.000]  很大的痛苦
[00:05:07.000 --> 00:05:09.000]  但這都不是最終的結局
[00:05:09.000 --> 00:05:12.000]  三天後我們知道
[00:05:12.000 --> 00:05:14.000]  耶穌基督是復活了
[00:05:14.000 --> 00:05:15.000]  所以沒錯
[00:05:15.000 --> 00:05:17.000]  一方面我們很體重十字架
[00:05:17.000 --> 00:05:19.000]  這真是很真實
