
[00:00:00.000 --> 00:00:04.000]  雞犬姊妹平安
[00:00:04.000 --> 00:00:13.000]  我們今天一起來聽到之前一起禱告
[00:00:13.000 --> 00:00:16.000]  我們在天上萬神之神萬王之王
[00:00:16.000 --> 00:00:18.000]  我們敬拜讚美祢
[00:00:18.000 --> 00:00:22.000]  謝謝祢讓我們可以有機會來到祢面前
[00:00:22.000 --> 00:00:24.000]  主要在狂風巨浪的時候
[00:00:24.000 --> 00:00:26.000]  祢坐著為王
[00:00:26.000 --> 00:00:29.000]  在我們心中感覺灰心的時候
[00:00:29.000 --> 00:00:32.000]  我們知道祢沒有放棄我們
[00:00:32.000 --> 00:00:35.000]  使我們今天
[00:00:35.000 --> 00:00:38.000]  有時候我們不知道還能不能夠走下去
[00:00:38.000 --> 00:00:39.000]  無論最艱難的時候
[00:00:39.000 --> 00:00:41.000]  我們知道祢不放棄的時候
[00:00:41.000 --> 00:00:45.000]  我們有自己可以不放棄的理由
[00:00:45.000 --> 00:00:47.000]  有不放棄的力量
[00:00:47.000 --> 00:00:50.000]  有不放棄那種愛的源頭
[00:00:50.000 --> 00:00:53.000]  願祢今天聖靈豐豐富富地
[00:00:53.000 --> 00:00:55.000]  將我們心裡面所需要的
[00:00:55.000 --> 00:00:56.000]  加給我們
[00:00:56.000 --> 00:00:57.000]  憐憫我們
[00:00:57.000 --> 00:00:58.000]  憐憫教會
[00:00:58.000 --> 00:00:59.000]  謝謝讚美主
[00:00:59.000 --> 00:01:02.000]  禱告奉主耶穌基督的聖名求
[00:01:02.000 --> 00:01:07.000]  今天的講題是轉化之道
[00:01:07.000 --> 00:01:08.000]  非常簡單
[00:01:08.000 --> 00:01:10.000]  今天的主角呢
[00:01:10.000 --> 00:01:12.000]  等我試一下
[00:01:12.000 --> 00:01:14.000]  這個儀器非常好
[00:01:14.000 --> 00:01:16.000]  我們今天講到的經文
[00:01:16.000 --> 00:01:18.000]  可能大家都比較熟悉
[00:01:18.000 --> 00:01:20.000]  講到的主角彼得
[00:01:20.000 --> 00:01:23.000]  一個就是耶穌的大門徒
[00:01:23.000 --> 00:01:26.000]  他性格是非常衝動
[00:01:26.000 --> 00:01:30.000]  給人一種感覺好像只有三分鐘熱度
[00:01:30.000 --> 00:01:33.000]  或者是覺得他思考不甚密
[00:01:33.000 --> 00:01:35.000]  很容易就做決定
[00:01:35.000 --> 00:01:38.000]  但彼得並不是一個泛泛之輩
[00:01:38.000 --> 00:01:42.000]  雖然他的履歷沒有保羅這樣這麼光鮮
[00:01:42.000 --> 00:01:44.000]  他沒有上過法學院
[00:01:44.000 --> 00:01:46.000]  他也沒有上過什麼講道
[00:01:46.000 --> 00:01:49.000]  解經的那些大學堂
[00:01:49.000 --> 00:01:53.000]  但是彼得並不是沒有成就
[00:01:53.000 --> 00:01:56.000]  當時候他有自己的船隊
[00:01:56.000 --> 00:01:57.000]  那時候的人呢
[00:01:57.000 --> 00:01:58.000]  如果有一個船隊
[00:01:58.000 --> 00:02:01.000]  他上面差不多有五到七個人
[00:02:01.000 --> 00:02:03.000]  來幫他一起打魚的
[00:02:03.000 --> 00:02:06.000]  所以彼得可以說是一個小老闆
[00:02:06.000 --> 00:02:08.000]  他有自己的財富
[00:02:08.000 --> 00:02:10.000]  他有自己的地位
[00:02:10.000 --> 00:02:15.000]  而且今天的經文所講到的
[00:02:15.000 --> 00:02:18.000]  看來好像是耶穌去呼召彼得
[00:02:18.000 --> 00:02:20.000]  還有他的兄弟安德烈
[00:02:20.000 --> 00:02:24.000]  但這裡所據載的並不是第一次耶穌呼召他
[00:02:24.000 --> 00:02:27.000]  第一次其實很多解經家是說
[00:02:27.000 --> 00:02:30.000]  在馬可福音的第一章16到18節
[00:02:30.000 --> 00:02:34.000]  那裡說到耶穌沿著加利利海邊行走
[00:02:34.000 --> 00:02:38.000]  看見西門和他弟兄安德烈向海裡撒網
[00:02:38.000 --> 00:02:39.000]  他們本來是漁夫
[00:02:39.000 --> 00:02:42.000]  耶穌就對他們說來跟隨我
[00:02:42.000 --> 00:02:45.000]  我要使你成為得人的漁夫
[00:02:45.000 --> 00:02:48.000]  他們立即丟下網跟隨了耶穌
[00:02:48.000 --> 00:02:49.000]  這裡經文很相像
[00:02:49.000 --> 00:02:53.000]  但是聖經學者都說
[00:02:53.000 --> 00:02:56.000]  這裡其實是跟剛剛那個是
[00:02:56.000 --> 00:02:58.000]  這個是第一次在馬可福音
[00:02:58.000 --> 00:02:59.000]  耶穌呼召
[00:02:59.000 --> 00:03:04.000]  然後他和兄弟就跟著耶穌一起去行道
[00:03:04.000 --> 00:03:07.000]  經歷過迦拿的婚宴
[00:03:07.000 --> 00:03:09.000]  也看到了耶穌第一次行
[00:03:09.000 --> 00:03:11.000]  有把水變成酒的神蹟
[00:03:11.000 --> 00:03:13.000]  然後還有去到了登山堡
[00:03:13.000 --> 00:03:17.000]  有在山上一起聽耶穌所講的教訓
[00:03:17.000 --> 00:03:19.000]  登山寶訓
[00:03:19.000 --> 00:03:22.000]  也看過耶穌治病趕鬼
[00:03:22.000 --> 00:03:24.000]  不過不知道後來為什麼
[00:03:24.000 --> 00:03:27.000]  彼得跟他的同伴跟了耶穌一段時間
[00:03:27.000 --> 00:03:29.000]  就半途而廢
[00:03:29.000 --> 00:03:32.000]  從朝故業
[00:03:32.000 --> 00:03:35.000]  究竟中間發生了什麼問題呢
[00:03:35.000 --> 00:03:36.000]  他們遇上了什麼困難
[00:03:36.000 --> 00:03:38.000]  有什麼掙扎
[00:03:38.000 --> 00:03:39.000]  沒有記載
[00:03:39.000 --> 00:03:41.000]  但是可能是耶穌
[00:03:41.000 --> 00:03:43.000]  難道耶穌的要求太高了
[00:03:43.000 --> 00:03:48.000]  所以彼得遵行起來力不從心
[00:03:48.000 --> 00:03:49.000]  心裡願意
[00:03:49.000 --> 00:03:50.000]  肉體軟弱
[00:03:50.000 --> 00:03:53.000]  這個我們常常經歷到
[00:03:53.000 --> 00:03:55.000]  不過逃避不是一個辦法
[00:03:55.000 --> 00:03:57.000]  主耶穌不放棄
[00:03:57.000 --> 00:03:58.000]  永遠不丟棄我們
[00:03:58.000 --> 00:04:01.000]  他不斷地尋找人
[00:04:01.000 --> 00:04:07.000]  並且呼召他所找的人去經歷生命的轉化
[00:04:07.000 --> 00:04:10.000]  而且我們今天也要從彼得身上看一下
[00:04:10.000 --> 00:04:13.000]  就是轉化是怎麼一回事
[00:04:13.000 --> 00:04:15.000]  讓我們看到門徒的生命
[00:04:15.000 --> 00:04:20.000]  最在乎的就是轉化
[00:04:20.000 --> 00:04:22.000]  什麼是轉化呢
[00:04:22.000 --> 00:04:24.000]  就小學的時候都知道
[00:04:24.000 --> 00:04:26.000]  蝴蝶這麼漂亮
[00:04:26.000 --> 00:04:29.000]  他是從怎麼樣來的呢
[00:04:29.000 --> 00:04:32.000]  他是從根本就如果沒有上課就不知道
[00:04:32.000 --> 00:04:36.000]  真的是從就是剛剛你所看的一個小毛蟲
[00:04:36.000 --> 00:04:37.000]  一點都不漂亮
[00:04:37.000 --> 00:04:41.000]  一點都不像就他們兩個一點都不像
[00:04:41.000 --> 00:04:43.000]  而這樣去經歷
[00:04:43.000 --> 00:04:45.000]  蛻變轉化
[00:04:45.000 --> 00:04:50.000]  毛蟲要作繭自纏
[00:04:50.000 --> 00:04:52.000]  在一個泳裡邊
[00:04:52.000 --> 00:04:54.000]  辛辛苦苦做了一個泳
[00:04:54.000 --> 00:04:55.000]  轉進去
[00:04:55.000 --> 00:04:57.000]  然後慢慢又要在裡邊掙扎很痛苦
[00:04:57.000 --> 00:04:59.000]  這樣走出來
[00:04:59.000 --> 00:05:03.000]  慢慢慢慢才能變成這麼漂亮的一個蝴蝶
[00:05:03.000 --> 00:05:05.000]  生命的轉化一樣
[00:05:05.000 --> 00:05:07.000]  他不只是改變
[00:05:07.000 --> 00:05:12.000]  而是用一個更好的模式去換一個沒有這麼好
[00:05:12.000 --> 00:05:14.000]  沒有這麼漂亮的模式
[00:05:14.000 --> 00:05:16.000]  經歷昇華
[00:05:16.000 --> 00:05:18.000]  我們的生命看彼得
[00:05:18.000 --> 00:05:20.000]  他也是一個常常在聖經裡邊
[00:05:20.000 --> 00:05:23.000]  讓我們看到有很多負面的例子的一個門徒
[00:05:23.000 --> 00:05:27.000]  後來成為主耶穌的一個核心
[00:05:27.000 --> 00:05:29.000]  甚至是最核心的門徒之一
[00:05:29.000 --> 00:05:32.000]  生命就是這樣要經歷轉化
[00:05:32.000 --> 00:05:35.000]  你的生命需要經歷轉化嗎
[00:05:35.000 --> 00:05:37.000]  那轉化可以怎麼產生呢
[00:05:37.000 --> 00:05:40.000]  今天我們思考三個方面
[00:05:40.000 --> 00:05:42.000]  轉化的機會
[00:05:42.000 --> 00:05:45.000]  他的契機是在於掙扎
[00:05:45.000 --> 00:05:47.000]  並且在掙扎當中聽從
[00:05:47.000 --> 00:05:52.000]  轉化有特定的態度跟知識是降服
[00:05:52.000 --> 00:05:54.000]  轉化有一個使命
[00:05:54.000 --> 00:05:59.000]  必定會達到的就是跟隨主
[00:05:59.000 --> 00:06:02.000]  首先讓我們看一下轉化
[00:06:02.000 --> 00:06:06.000]  怎麼可以找緊每一個機會呢
[00:06:06.000 --> 00:06:09.000]  經文裡邊講到耶穌一開始的時候
[00:06:09.000 --> 00:06:11.000]  耶穌的地點
[00:06:11.000 --> 00:06:13.000]  他是在格尼薩勒湖邊
[00:06:13.000 --> 00:06:17.000]  就是我們常常看的加利利海邊
[00:06:17.000 --> 00:06:19.000]  那裡是耶穌出道的時候
[00:06:19.000 --> 00:06:22.000]  常常在那一邊治病趕鬼傳道
[00:06:22.000 --> 00:06:24.000]  他的民心傳遍了一代
[00:06:24.000 --> 00:06:26.000]  所以在那裡有很多很多人擁擠他
[00:06:26.000 --> 00:06:29.000]  要聽神的道
[00:06:29.000 --> 00:06:31.000]  然後耶穌看見有兩條船
[00:06:31.000 --> 00:06:36.000]  他就走上其中一條船
