
[00:00:00.000 --> 00:00:02.000]  以父所殊我們說
[00:00:02.000 --> 00:00:05.300]  前面第一章到第三章是講到教義
[00:00:05.300 --> 00:00:10.000]  第四章到第六章就講到生活
[00:00:10.000 --> 00:00:14.000]  所以第四章你可以看見一開始第一節
[00:00:14.000 --> 00:00:17.000]  保羅就講了什麼
[00:00:17.000 --> 00:00:20.000]  保羅說你們行事為人
[00:00:20.000 --> 00:00:23.000]  所以他講到行事為人
[00:00:23.000 --> 00:00:25.000]  然後你看接著又說
[00:00:25.000 --> 00:00:28.000]  行事不要再向外邦人
[00:00:28.000 --> 00:00:30.000]  到了以父所殊第四章十七節
[00:00:30.000 --> 00:00:31.000]  然後接著他就說
[00:00:31.000 --> 00:00:34.000]  你們學了基督卻不是這樣
[00:00:34.000 --> 00:00:36.000]  你們讀聖經你們讀Bible study
[00:00:36.000 --> 00:00:37.000]  你們在團聚查經
[00:00:37.000 --> 00:00:39.000]  你們聽了這麼多道
[00:00:39.000 --> 00:00:41.000]  不要再這樣子了
[00:00:41.000 --> 00:00:43.000]  要開始了他就告訴該做什麼呢
[00:00:43.000 --> 00:00:45.000]  他說所以你們要脫去舊人
[00:00:45.000 --> 00:00:47.000]  穿上新人
[00:00:47.000 --> 00:00:50.000]  你要新制更換改換一新
[00:00:50.000 --> 00:00:53.000]  這個是一生要追求的事情
[00:00:53.000 --> 00:00:55.000]  不是一天兩天的事情
[00:00:55.000 --> 00:00:57.000]  不斷地要更新更新更新
[00:00:57.000 --> 00:00:59.000]  言語要更新
[00:00:59.000 --> 00:01:01.000]  我們的生活要更新
[00:01:01.000 --> 00:01:03.000]  我們的行為要更新
[00:01:03.000 --> 00:01:05.000]  然後接著到了第五節
[00:01:05.000 --> 00:01:06.000]  所以我們來第五節
[00:01:06.000 --> 00:01:08.000]  第一節我們再來練好不好
[00:01:08.000 --> 00:01:10.000]  第五節第一節預備請
[00:01:10.000 --> 00:01:13.000]  所以你們該效法神
[00:01:13.000 --> 00:01:16.000]  好像蒙慈愛的兒女一樣
[00:01:16.000 --> 00:01:18.000]  所以保羅說所以
[00:01:18.000 --> 00:01:20.000]  所以表示前面有什麼
[00:01:20.000 --> 00:01:23.000]  因為這個是保羅書信裡面
[00:01:23.000 --> 00:01:24.000]  一個典型的說法
[00:01:24.000 --> 00:01:26.000]  保羅說所以因為前面的事情
[00:01:26.000 --> 00:01:28.000]  因為你們是已經是新人的
[00:01:28.000 --> 00:01:30.000]  因為你們已經信了耶穌了
[00:01:30.000 --> 00:01:32.000]  有新的生命在你裡面
[00:01:32.000 --> 00:01:33.000]  所以你們的言語要改變
[00:01:33.000 --> 00:01:34.000]  你們的生活改變
[00:01:34.000 --> 00:01:36.000]  你們的心思意念改變
[00:01:36.000 --> 00:01:39.000]  你們的行為要改變
[00:01:39.000 --> 00:01:41.000]  然後接著到第五節
[00:01:41.000 --> 00:01:45.000]  他說所以怎麼樣
[00:01:45.000 --> 00:01:51.000]  他就講到說我們要效法神
[00:01:51.000 --> 00:01:54.000]  好了接著一直整個第五章
[00:01:54.000 --> 00:01:55.000]  他講了三件事情
[00:01:55.000 --> 00:01:58.000]  我們今天只講第一件
[00:01:58.000 --> 00:01:59.000]  他說因為你們要效法神
[00:01:59.000 --> 00:02:00.000]  為什麼呢
[00:02:00.000 --> 00:02:05.000]  因為我們是蒙慈愛的兒女
[00:02:05.000 --> 00:02:06.000]  我們中國人講說
[00:02:06.000 --> 00:02:10.000]  有其父必有其子
[00:02:10.000 --> 00:02:14.000]  是不是將門
[00:02:14.000 --> 00:02:19.000]  權子將門什麼子
[00:02:19.000 --> 00:02:22.000]  胡子是不是
[00:02:22.000 --> 00:02:26.000]  所以我們看見父親兒女的關係
[00:02:26.000 --> 00:02:27.000]  父母親跟兒女的關係
[00:02:27.000 --> 00:02:30.000]  很深的一個關係在這裡面
[00:02:30.000 --> 00:02:31.000]  所以現在就準備
[00:02:31.000 --> 00:02:34.000]  這裡說我們要效法神
[00:02:34.000 --> 00:02:36.000]  因為我們是蒙慈愛的兒女
[00:02:36.000 --> 00:02:37.000]  換句話說
[00:02:37.000 --> 00:02:39.000]  保羅在這裡講的意思就是說
[00:02:39.000 --> 00:02:41.000]  我們的神是什麼的神
[00:02:41.000 --> 00:02:45.000]  請告訴我
[00:02:45.000 --> 00:02:47.000]  慈愛的
[00:02:47.000 --> 00:02:49.000]  我們是蒙慈愛的兒女
[00:02:49.000 --> 00:02:50.000]  所以我們的神是什麼
[00:02:50.000 --> 00:02:53.000]  是慈愛的神
[00:02:53.000 --> 00:02:57.000]  我很多年前到中國培訓的時候
[00:02:57.000 --> 00:02:59.000]  我買了一本書
[00:02:59.000 --> 00:03:01.000]  這本書叫做
[00:03:01.000 --> 00:03:05.000]  女兒背後的父親
[00:03:05.000 --> 00:03:08.000]  這個有繁體版也有簡體版
[00:03:08.000 --> 00:03:15.000]  我是在北京的一個基督教書房買的
[00:03:15.000 --> 00:03:16.000]  我看了這個書名
[00:03:16.000 --> 00:03:17.000]  我就很吸引我
[00:03:17.000 --> 00:03:18.000]  為什麼呢
[00:03:18.000 --> 00:03:24.000]  它說女兒背後的爸爸
[00:03:24.000 --> 00:03:27.000]  你們了解我在講什麼嗎
[00:03:27.000 --> 00:03:29.000]  因為我有三個女兒
[00:03:29.000 --> 00:03:37.000]  沒有 四個女兒
[00:03:37.000 --> 00:03:40.000]  其實這些心理學的書
[00:03:40.000 --> 00:03:41.000]  我想很多
[00:03:41.000 --> 00:03:42.000]  特別現在
[00:03:42.000 --> 00:03:44.000]  但這本書我覺得很不一樣
[00:03:44.000 --> 00:03:45.000]  因為後來我發現
[00:03:45.000 --> 00:03:47.000]  這一個作者是白鷗老大學
[00:03:47.000 --> 00:03:49.000]  一個很知名的
[00:03:49.000 --> 00:03:54.000]  在美國很知名的一個心理方面的專家
[00:03:54.000 --> 00:03:56.000]  所以他是一個基督徒的
[00:03:56.000 --> 00:03:59.000]  一個基督教的心理學家
[00:03:59.000 --> 00:04:02.000]  他在裡面寫了這本書
[00:04:02.000 --> 00:04:04.000]  叫女兒背後的爸爸
[00:04:04.000 --> 00:04:06.000]  其實他也有提到另外一個
[00:04:06.000 --> 00:04:09.000]  就是兒子背後的爸爸
[00:04:09.000 --> 00:04:11.000]  所以意思不是說
[00:04:11.000 --> 00:04:13.000]  爸爸只有對女兒重要
[00:04:13.000 --> 00:04:15.000]  爸爸對兒子也很重要
[00:04:15.000 --> 00:04:16.000]  這也不是說
[00:04:16.000 --> 00:04:17.000]  母親在座
[00:04:17.000 --> 00:04:18.000]  今天你就不重要
[00:04:18.000 --> 00:04:20.000]  不是 因為母親太重要了
[00:04:20.000 --> 00:04:21.000]  所以你看母親節
[00:04:21.000 --> 00:04:25.000]  都是很多人就請你吃飯
[00:04:25.000 --> 00:04:28.000]  可是父親節就常常被忽略
[00:04:28.000 --> 00:04:33.000]  所以他這裡特別提到爸爸的重要性
[00:04:33.000 --> 00:04:38.000]  事實上我們跟父親的關係
[00:04:38.000 --> 00:04:39.000]  很多時候也影響著
[00:04:39.000 --> 00:04:41.000]  我們對天父的概念
[00:04:41.000 --> 00:04:44.000]  我在這邊做一個調查
[00:04:44.000 --> 00:04:50.000]  如果上帝是有所謂父親的形象
[00:04:50.000 --> 00:04:52.000]  跟母親的形象
[00:04:52.000 --> 00:04:53.000]  我現在講的形象
[00:04:53.000 --> 00:04:54.000]  就是你看到一個父親
[00:04:54.000 --> 00:04:55.000]  你看到一個母親
[00:04:55.000 --> 00:04:56.000]  就是那樣子男的女的
[00:04:56.000 --> 00:04:57.000]  這樣一個形象
[00:04:57.000 --> 00:05:00.000]  在你的信仰觀裡面
[00:05:00.000 --> 00:05:03.000]  上帝是父親形象的
[00:05:03.000 --> 00:05:08.000]  請舉手
[00:05:08.000 --> 00:05:10.000]  請放下
[00:05:10.000 --> 00:05:15.000]  如果是母親形象的請舉手
[00:05:15.000 --> 00:05:19.000]  舉高一點沒關係
[00:05:19.000 --> 00:05:21.000]  請放下
[00:05:21.000 --> 00:05:23.000]  我們當中有三分之一沒舉手
[00:05:23.000 --> 00:05:25.000]  那是什麼
[00:05:25.000 --> 00:05:26.000]  我第一堂做調查
[00:05:26.000 --> 00:05:27.000]  我發現有人說
[00:05:27.000 --> 00:05:29.000]  還有一個選擇
[00:05:29.000 --> 00:05:31.000]  就是像基督一樣的形象
[00:05:31.000 --> 00:05:34.000]  有沒有
[00:05:34.000 --> 00:05:35.000]  也有
[00:05:35.000 --> 00:05:37.000]  還是很多人不舉手
[00:05:37.000 --> 00:05:41.000]  我請你舉一下手好不好
[00:05:41.000 --> 00:05:42.000]  也不舉手
[00:05:42.000 --> 00:05:44.000]  我發現怎麼搞的
[00:05:44.000 --> 00:05:45.000]  第一堂也是這樣子
[00:05:45.000 --> 00:05:47.000]  怎麼講他就是不舉手
[00:05:47.000 --> 00:05:52.000]  你是五十肩嗎
[00:05:52.000 --> 00:05:55.000]  就這麼你會發現
[00:05:55.000 --> 00:05:57.000]  這就是為什麼
[00:05:57.000 --> 00:05:59.000]  你會發現很多人
[00:05:59.000 --> 00:06:01.000]  很多的宗教
[00:06:01.000 --> 00:06:03.000]  他們把他們的神明都變女的了
[00:06:03.000 --> 00:06:06.000]  有沒有
[00:06:06.000 --> 00:06:08.000]  你知道台灣
[00:06:08.000 --> 00:06:11.000]  中國人拜觀音對不對
[00:06:11.000 --> 00:06:13.000]  請問你看到的觀音像
[00:06:13.000 --> 00:06:15.000]  是男的還女的
[00:06:15.000 --> 00:06:16.000]  女的
[00:06:16.000 --> 00:06:19.000]  請問觀音是男的還女的
[00:06:19.000 --> 00:06:22.000]  男的你們都知道
[00:06:22.000 --> 00:06:23.000]  很多人明明知道
[00:06:23.000 --> 00:06:25.000]  其實觀音是男的
[00:06:25.000 --> 00:06:27.000]  但是他卻變成是一個女的
[00:06:27.000 --> 00:06:28.000]  為什麼
[00:06:28.000 --> 00:06:30.000]  因為女性給人的感覺
[00:06:30.000 --> 00:06:31.000]  就是充滿了溫暖
[00:06:31.000 --> 00:06:33.000]  充滿愛
[00:06:33.000 --> 00:06:34.000]  男性給人的感覺
[00:06:34.000 --> 00:06:35.000]  是充滿了陽剛
[00:06:35.000 --> 00:06:37.000]  充滿了威嚴
[00:06:37.000 --> 00:06:42.000]  所以男兒有淚不輕歎
[00:06:42.000 --> 00:06:45.000]  你看到的爸爸都是很酷的
[00:06:45.000 --> 00:06:49.000]  照相的時候都是這樣
[00:06:49.000 --> 00:06:51.000]  我爸爸沒事照相的時候
[00:06:51.000 --> 00:06:59.000]  都像蔣中正站在孫中山旁邊
[00:06:59.000 --> 00:07:00.000]  所以你會發現
[00:07:00.000 --> 00:07:02.000]  君子不重則不畏
[00:07:02.000 --> 00:07:04.000]  那個君子是指誰
[00:07:04.000 --> 00:07:07.000]  男的
[00:07:07.000 --> 00:07:10.000]  所以這也帶來一個影響結果
[00:07:10.000 --> 00:07:13.000]  我們自己的人生的經驗
[00:07:13.000 --> 00:07:15.000]  我們從我們自己原生家庭的經驗
[00:07:15.000 --> 00:07:17.000]  往往影響到
[00:07:17.000 --> 00:07:18.000]  我們在信仰以後
[00:07:18.000 --> 00:07:20.000]  我們對神的看法
[00:07:20.000 --> 00:07:24.000]  有一個女孩
[00:07:24.000 --> 00:07:27.000]  她交了很多的男朋友
[00:07:27.000 --> 00:07:28.000]  她長得很漂亮
[00:07:28.000 --> 00:07:29.000]  人也是很好
[00:07:29.000 --> 00:07:31.000]  很有學問的一個女孩子
[00:07:31.000 --> 00:07:33.000]  交了很多的男朋友
[00:07:33.000 --> 00:07:35.000]  結果交不成功
[00:07:35.000 --> 00:07:37.000]  有的男朋友其實是很不錯的
[00:07:37.000 --> 00:07:39.000]  但是她總覺得
[00:07:39.000 --> 00:07:40.000]  最後她會發現
[00:07:40.000 --> 00:07:41.000]  過了一段時間
[00:07:41.000 --> 00:07:44.000]  她總可以找出她有一些缺點
[00:07:44.000 --> 00:07:49.000]  所以她在尋找什麼樣子的男朋友
[00:07:49.000 --> 00:07:52.000]  她在尋找像她爸爸那樣子的男朋友
[00:07:52.000 --> 00:07:55.000]  會做沖油餅
[00:07:55.000 --> 00:08:01.000]  又會講道
[00:08:01.000 --> 00:08:06.000]  我不會說是誰
[00:08:06.000 --> 00:08:08.000]  我常常跟我的女兒講
[00:08:08.000 --> 00:08:10.000]  你們不要期望找到
[00:08:10.000 --> 00:08:18.000]  像爸爸這樣子的人
[00:08:18.000 --> 00:08:19.000]  君子們
[00:08:19.000 --> 00:08:21.000]  我講的這個不是我三個女兒
[00:08:21.000 --> 00:08:24.000]  這真是一個實際的例子
[00:08:24.000 --> 00:08:25.000]  後來她才發現
[00:08:25.000 --> 00:08:28.000]  原來她的父親
[00:08:28.000 --> 00:08:29.000]  在她的心目當中
[00:08:29.000 --> 00:08:30.000]  她從小看到的父親
[00:08:30.000 --> 00:08:31.000]  就是一個完美的父親
[00:08:31.000 --> 00:08:33.000]  其實她父親也有缺點
[00:08:33.000 --> 00:08:35.000]  但是她看不到她父親的缺點
[00:08:35.000 --> 00:08:36.000]  她看到的父親
[00:08:36.000 --> 00:08:37.000]  always都是那麼好
[00:08:37.000 --> 00:08:38.000]  那樣子的呵護她
[00:08:38.000 --> 00:08:39.000]  那樣子的照顧她
[00:08:39.000 --> 00:08:41.000]  那樣子的這樣子有責任感
[00:08:41.000 --> 00:08:42.000]  等等的這些
[00:08:42.000 --> 00:08:43.000]  所以她一直在尋找
[00:08:43.000 --> 00:08:45.000]  有一個男孩子是這樣子的
[00:08:45.000 --> 00:08:47.000]  她才願意嫁給他
[00:08:47.000 --> 00:08:50.000]  結果她一直沒找到
[00:08:50.000 --> 00:08:52.000]  有另外一個女孩子相反
[00:08:52.000 --> 00:08:55.000]  她每交一個男朋友
[00:08:55.000 --> 00:08:57.000]  就很痛苦地分手
[00:08:57.000 --> 00:09:00.000]  那個男朋友常常都是
[00:09:00.000 --> 00:09:03.000]  幾乎有點虐待狂的
[00:09:03.000 --> 00:09:04.000]  奇怪了
[00:09:04.000 --> 00:09:05.000]  她也不喜歡這樣子
[00:09:05.000 --> 00:09:07.000]  可是每一次當她
[00:09:07.000 --> 00:09:08.000]  要再去交往的時候
[00:09:08.000 --> 00:09:09.000]  好像她就被
[00:09:09.000 --> 00:09:11.000]  這樣子的人所吸引
[00:09:11.000 --> 00:09:13.000]  後來她去找了這些
[00:09:13.000 --> 00:09:15.000]  基督徒的心理學專家
[00:09:15.000 --> 00:09:17.000]  才發現說原來
[00:09:17.000 --> 00:09:19.000]  她的爸爸從小
[00:09:19.000 --> 00:09:21.000]  在她的印象當中
