
[00:00:00.000 --> 00:00:09.000]  講到愛仇敵時,我們會有很多矛盾和掙扎
[00:00:09.000 --> 00:00:14.000]  在日常生活中,你有沒有遇到這樣的處境?
[00:00:14.000 --> 00:00:18.000]  你未必心腸很壞,但是會不會有這種處境?
[00:00:18.000 --> 00:00:22.000]  你很討厭某一個人,你很討厭他
[00:00:22.000 --> 00:00:28.000]  剛好他在你面前經過,突然跌倒在地上
[00:00:28.000 --> 00:00:32.000]  那一刻你的感覺是怎樣?
[00:00:32.000 --> 00:00:37.000]  你會不會因著你的修養
[00:00:37.000 --> 00:00:43.000]  你會不會因著你應該有的家教去扶一扶他?
[00:00:43.000 --> 00:00:47.000]  你很討厭那個人,他跌倒了,你會不會去扶他?
[00:00:47.000 --> 00:00:51.000]  可能大部份我們弟兄姊妹都會,對不對?
[00:00:51.000 --> 00:00:53.000]  他跌倒了,你應該去扶一扶他
[00:00:53.000 --> 00:00:59.000]  但是會不會一轉背,你難免偷偷地去偷笑呢?
[00:00:59.000 --> 00:01:02.000]  又或者進到廁所的廁格,YES!
[00:01:02.000 --> 00:01:06.000]  有這種感覺呢?弟兄姊妹
[00:01:06.000 --> 00:01:12.000]  原來在生活中,我們未必像主耶穌一樣的教導
[00:01:12.000 --> 00:01:16.000]  有人打你的右臉,你的左臉也被他打
[00:01:16.000 --> 00:01:22.000]  根據美國南加州大學大腦和創造學院的
[00:01:22.000 --> 00:01:29.000]  研究,即使活該是你一個敵人
[00:01:29.000 --> 00:01:31.000]  你要敵對的敵人
[00:01:31.000 --> 00:01:34.000]  或者在一些處境中,受人或者敵人
[00:01:34.000 --> 00:01:37.000]  面對一些困難艱難的時候
[00:01:37.000 --> 00:01:40.000]  你可能有這種心底裡的說話
[00:01:40.000 --> 00:01:44.000]  其實當去研究的時候
[00:01:44.000 --> 00:01:51.000]  就算我們並非天性寬大容易善良的人
[00:01:51.000 --> 00:01:53.000]  即是寬恕別人的人
[00:01:53.000 --> 00:01:55.000]  我們都會面對我們的敵人
[00:01:55.000 --> 00:01:57.000]  他有困難,跌倒
[00:01:57.000 --> 00:01:59.000]  又或者受到一個傷害的時候
[00:01:59.000 --> 00:02:01.000]  我們會有惻隱之心
[00:02:01.000 --> 00:02:03.000]  為什麼呢?
[00:02:03.000 --> 00:02:07.000]  因為我們就好像一些處境
[00:02:07.000 --> 00:02:09.000]  受傷的猛獸
[00:02:09.000 --> 00:02:12.000]  他是不是真的受傷呢?
[00:02:12.000 --> 00:02:14.000]  你不肯定的時候
[00:02:14.000 --> 00:02:18.000]  你這裡的腦在一個處境裡面
[00:02:18.000 --> 00:02:20.000]  這裡就很活躍
[00:02:20.000 --> 00:02:22.000]  你怕一個猛獸
[00:02:22.000 --> 00:02:24.000]  你怕他不是真的受傷
[00:02:24.000 --> 00:02:27.000]  反過來他會撲你
[00:02:27.000 --> 00:02:32.000]  又或者根據心理學前沿的一本期刊
[00:02:32.000 --> 00:02:36.000]  研究人員將一班猶太人
[00:02:36.000 --> 00:02:38.000]  猶太裔的男性
[00:02:38.000 --> 00:02:41.000]  接上腦部的掃墓器
[00:02:41.000 --> 00:02:44.000]  就看一些錄影帶
[00:02:44.000 --> 00:02:49.000]  一些很言論偏激的反猶太裔的分子
[00:02:49.000 --> 00:02:52.000]  或者一些有種族歧視的人
[00:02:52.000 --> 00:02:54.000]  他們講一些言論
[00:02:54.000 --> 00:02:59.000]  你看到他們正在受到一些折磨的時候
[00:02:59.000 --> 00:03:01.000]  你這裡是很活躍
[00:03:01.000 --> 00:03:04.000]  你腦部前端就很活躍
[00:03:04.000 --> 00:03:08.000]  雖然那班反猶太裔的人他們很痛苦
[00:03:08.000 --> 00:03:12.000]  但是在那一刻你可能都會有惻隱之心
[00:03:12.000 --> 00:03:15.000]  你不肯定他是不是真的受痛苦
[00:03:15.000 --> 00:03:18.000]  反過來對你會有一個傷害
[00:03:18.000 --> 00:03:23.000]  所以我們看一些異常片
[00:03:23.000 --> 00:03:28.000]  看到石堅最後真的掉到地上的時候
[00:03:28.000 --> 00:03:30.000]  你心裡面有什麼感覺
[00:03:30.000 --> 00:03:32.000]  愁者快
[00:03:32.000 --> 00:03:35.000]  你會有一種很痛快的感覺
[00:03:35.000 --> 00:03:37.000]  你的心跳會特別加快
[00:03:37.000 --> 00:03:40.000]  終於這個壞人受到報應
[00:03:40.000 --> 00:03:45.000]  主耶穌基督又怎麼教導呢
[00:03:45.000 --> 00:03:48.000]  今年的主題是愛人如己
[00:03:48.000 --> 00:03:49.000]  是一個層面
[00:03:49.000 --> 00:03:52.000]  愛朋友或者愛鄰舍如同自己
[00:03:52.000 --> 00:03:54.000]  但是到了這裡
[00:03:54.000 --> 00:03:59.000]  主耶穌教導我們要愛仇敵的時候
[00:03:59.000 --> 00:04:01.000]  就有一個很大的挑戰
[00:04:01.000 --> 00:04:03.000]  如果我們看路加福音
[00:04:03.000 --> 00:04:06.000]  在二十七節開始和後一點
[00:04:06.000 --> 00:04:08.000]  第三十五節都是講同一個說話
[00:04:08.000 --> 00:04:10.000]  我只是告訴你你要愛仇敵
[00:04:10.000 --> 00:04:13.000]  就在一個矛盾的關係裡面
[00:04:13.000 --> 00:04:17.000]  要去彰顯天賦的慈愛
[00:04:17.000 --> 00:04:18.000]  大家知不知道人與人之間
[00:04:18.000 --> 00:04:21.000]  為什麼會有矛盾和仇恨
[00:04:21.000 --> 00:04:25.000]  人與人之間為什麼會有不咬弦的時刻
[00:04:25.000 --> 00:04:27.000]  通常基於幾個元素
[00:04:27.000 --> 00:04:31.000]  起碼有三個可能的原因
[00:04:31.000 --> 00:04:34.000]  引起人際之間的矛盾和衝突
[00:04:34.000 --> 00:04:36.000]  人在不同的環境
[00:04:36.000 --> 00:04:39.000]  在不同的文化裡面成長
[00:04:39.000 --> 00:04:41.000]  而形成一些差異
[00:04:41.000 --> 00:04:44.000]  一般來說我們會說這是一個文化的差異
[00:04:44.000 --> 00:04:46.000]  就好像我們現在在香港
[00:04:46.000 --> 00:04:50.000]  國內人、強國人來到香港
[00:04:50.000 --> 00:04:52.000]  他做了一些行為
[00:04:52.000 --> 00:04:53.000]  是和我們不一樣的
[00:04:53.000 --> 00:04:57.000]  譬如有些父母帶著小朋友
[00:04:57.000 --> 00:05:02.000]  小朋友很急就在車廂裡面即時去解決
[00:05:02.000 --> 00:05:04.000]  我們就看不過眼
[00:05:04.000 --> 00:05:06.000]  覺得他們為什麼會是這樣
