
[00:00:00.000 --> 00:00:03.460]  前兩天我出到尖沙咀附近一帶去開會
[00:00:03.460 --> 00:00:05.240]  是下午的時間
[00:00:05.240 --> 00:00:09.840]  我出去開會的時候經過在佐敦附近一個地方
[00:00:09.840 --> 00:00:14.880]  在角落有一間投注站
[00:00:14.880 --> 00:00:17.340]  投注站門口很多人排隊
[00:00:17.340 --> 00:00:19.180]  排到轉了彎
[00:00:19.180 --> 00:00:21.400]  我見到有些人在討論
[00:00:21.400 --> 00:00:23.560]  那麼多人排隊有什麼事
[00:00:23.560 --> 00:00:26.020]  一個人說不要喫虧先排隊
[00:00:26.020 --> 00:00:29.240]  我就見到那兩個人去了龍尾排隊
[00:00:30.200 --> 00:00:35.480]  當然可能是因爲投注就很多人蔘與
[00:00:35.480 --> 00:00:37.960]  在這個畫面裏面讓我想起有一次
[00:00:37.960 --> 00:00:40.760]  幾年前有一位中學同學
[00:00:40.760 --> 00:00:42.240]  他跟我說
[00:00:42.240 --> 00:00:45.120]  牧師我想請你喝
[00:00:45.120 --> 00:00:45.960]  要結婚了
[00:00:45.960 --> 00:00:47.960]  很開心恭喜他
[00:00:47.960 --> 00:00:51.240]  他說不過不好意思
[00:00:51.240 --> 00:00:52.880]  我說爲什麼不好意思
[00:00:52.880 --> 00:00:55.040]  我就問他什麼日子結婚
[00:00:55.040 --> 00:00:55.680]  什麼日子擺酒
[00:00:55.680 --> 00:00:57.960]  我說那天晚上我應該不是太忙
[00:00:57.960 --> 00:01:00.080]  他說也是不好意思
[00:01:00.080 --> 00:01:01.680]  我問爲什麼
[00:01:01.680 --> 00:01:02.560]  原來他說
[00:01:02.560 --> 00:01:04.880]  牧師不好意思因爲我結婚
[00:01:04.880 --> 00:01:08.080]  我要在馬場裏面馬會擺酒
[00:01:08.080 --> 00:01:10.120]  你不來吧
[00:01:10.120 --> 00:01:12.840]  我說馬會擺酒
[00:01:12.840 --> 00:01:14.760]  馬會的食物挺好喫的
[00:01:14.760 --> 00:01:15.880]  OK的
[00:01:15.880 --> 00:01:17.680]  他問我你不來嗎
[00:01:17.680 --> 00:01:19.600]  我說不是我那天應該可以
[00:01:19.600 --> 00:01:20.680]  他就很奇怪地問
[00:01:20.680 --> 00:01:23.280]  牧師你會進馬場嗎
[00:01:23.280 --> 00:01:25.480]  你會進投注站嗎
[00:01:25.480 --> 00:01:27.440]  你可以進去嗎
[00:01:27.440 --> 00:01:29.160]  我說不是不行的
[00:01:29.160 --> 00:01:31.080]  我不會去到門口被人趕走的
[00:01:31.080 --> 00:01:33.720]  不過我沒什麼興趣參與那些賭博活動
[00:01:33.720 --> 00:01:35.360]  去喫飯去買會飲
[00:01:35.360 --> 00:01:36.440]  我都會去的
[00:01:36.440 --> 00:01:38.800]  那裏的東西都OK挺好喫的
[00:01:38.800 --> 00:01:39.960]  很多人有不同的想法
[00:01:39.960 --> 00:01:42.680]  特別覺得可能基督徒有些事情不能做
[00:01:42.680 --> 00:01:44.080]  或者不應該做
[00:01:44.080 --> 00:01:45.520]  或者不好做
[00:01:45.520 --> 00:01:48.400]  無論什麼原因都覺得不能做
[00:01:48.400 --> 00:01:50.360]  第一節目有什麼你覺得不能做的
[00:01:50.360 --> 00:01:52.600]  是因爲你是基督徒的身份
[00:01:52.600 --> 00:01:54.560]  可能你第一時間想起
[00:01:54.560 --> 00:01:56.960]  不知道剛纔說的那些賭錢
[00:01:56.960 --> 00:01:59.560]  有些人可能覺得不應該說髒話
[00:01:59.560 --> 00:02:01.520]  不應該耍手段
[00:02:01.520 --> 00:02:03.520]  不應該不應該不應該
[00:02:03.520 --> 00:02:05.760]  甚至有人問我你在教會里侍奉
[00:02:05.760 --> 00:02:06.240]  在教會工作
[00:02:06.240 --> 00:02:07.000]  我說是的
[00:02:07.000 --> 00:02:08.080]  教會上班不就好了
[00:02:08.080 --> 00:02:09.880]  教會每天上班都像天堂一樣
[00:02:09.880 --> 00:02:11.440]  因爲沒有問題
[00:02:11.440 --> 00:02:12.880]  個個都很有愛心
[00:02:12.880 --> 00:02:14.600]  教會很好的
[00:02:14.600 --> 00:02:16.360]  我在這裏不是投訴教會不好
[00:02:16.360 --> 00:02:17.040]  教會很好的
[00:02:17.040 --> 00:02:18.160]  雷發頭很好的
[00:02:18.160 --> 00:02:19.560]  不過我經常都這樣回應
[00:02:19.560 --> 00:02:20.920]  有人的地方
[00:02:20.920 --> 00:02:23.720]  就當然有不同的問題
[00:02:23.720 --> 00:02:25.360]  所以當我想有些事情
[00:02:25.360 --> 00:02:26.880]  當我們想我們不能做
[00:02:26.880 --> 00:02:29.920]  可能一個很高的所謂道德標準的背後
[00:02:29.920 --> 00:02:32.040]  第一可能我們誤會了標準
[00:02:32.040 --> 00:02:32.680]  不是不行
[00:02:32.680 --> 00:02:34.240]  不過我們不做而已
[00:02:34.240 --> 00:02:35.440]  另一方面可能我們覺得
[00:02:35.440 --> 00:02:35.920]  是的
[00:02:35.920 --> 00:02:37.560]  這個世界其實很多東西都好不了
[00:02:37.560 --> 00:02:39.320]  順便耶穌就什麼都好了
[00:02:39.320 --> 00:02:41.640]  兩個極端可能都不是很對
[00:02:41.640 --> 00:02:44.000]  甚至反過來有不少朋友跟我說
[00:02:44.000 --> 00:02:46.120]  牧師牧師上課會好的
[00:02:46.120 --> 00:02:47.720]  順便耶穌也不錯的
[00:02:47.720 --> 00:02:49.320]  特別是我學校的家長就這麼說
[00:02:49.320 --> 00:02:51.600]  所以他經常推學生跟我說
[00:02:51.600 --> 00:02:53.680]  牧師你幫我教教我兒子
[00:02:53.680 --> 00:02:55.440]  你帶他上課會就好了
[00:02:55.440 --> 00:02:57.200]  我每次都會回頭問家長
[00:02:57.200 --> 00:02:58.640]  你呢?
[00:02:58.640 --> 00:03:00.040]  我們教會每個星期都崇拜
[00:03:00.040 --> 00:03:01.200]  都對成人的
[00:03:01.200 --> 00:03:02.240]  你呢?
[00:03:02.240 --> 00:03:03.320]  他每次的答案都是
[00:03:03.320 --> 00:03:04.720]  我知道教會好的
[00:03:04.720 --> 00:03:06.440]  不過都不太對我
[00:03:06.440 --> 00:03:07.720]  我說爲什麼不對你
[00:03:07.720 --> 00:03:09.120]  我有很多的
