
[00:00:00.000 --> 00:00:08.000]  那麼這段經文呢是神藉著他的先知以賽亞對那些拜偶像的以色列人所說的
[00:00:08.000 --> 00:00:12.000]  那麼如果我們只看這一章經文的話
[00:00:12.000 --> 00:00:15.000]  那麼我們能夠明白一件事情
[00:00:15.000 --> 00:00:18.000]  因為從第一節到第四節他就告訴我們
[00:00:18.000 --> 00:00:21.000]  他說我耶和華所高的古烈
[00:00:21.000 --> 00:00:23.000]  如果我們知道古烈是誰的話
[00:00:23.000 --> 00:00:26.000]  Cyrus就是波斯王
[00:00:26.000 --> 00:00:28.000]  那麼那個時候我們從聖經裡面看見
[00:00:28.000 --> 00:00:30.000]  他讓以色列人回歸
[00:00:30.000 --> 00:00:32.000]  當然他不僅是讓以色列人回歸
[00:00:32.000 --> 00:00:37.000]  他也讓很多各個國家的人通通都回到他們自己的地方去
[00:00:37.000 --> 00:00:40.000]  為什麼呢?因為這是他一個統治的方法
[00:00:40.000 --> 00:00:42.000]  但是呢我們從聖經上面看見
[00:00:42.000 --> 00:00:45.000]  神告訴我們是他所高的古烈
[00:00:45.000 --> 00:00:49.000]  他為什麼高古烈?因為他的選民以色列的緣故
[00:00:49.000 --> 00:00:52.000]  因為他自己的名的緣故
[00:00:52.000 --> 00:00:54.000]  然後呢我們再看到後面
[00:00:54.000 --> 00:00:59.000]  他就一再的強調他說他是除他以外沒有別的神
[00:00:59.000 --> 00:01:01.000]  然後他也告訴我們
[00:01:01.000 --> 00:01:06.000]  他說我們才看過羅馬書第九章裡面就講到
[00:01:06.000 --> 00:01:08.000]  他說那些你造他的主爭論的
[00:01:08.000 --> 00:01:11.000]  他不過是地上瓦片中的一塊瓦片
[00:01:11.000 --> 00:01:15.000]  泥土豈可對團弄他的說你做什麼呢?
[00:01:15.000 --> 00:01:18.000]  我所做的物豈可說你沒有手呢?
[00:01:18.000 --> 00:01:21.000]  禍災那對父親說你生的是什麼呢?
[00:01:21.000 --> 00:01:24.000]  或對母親說你產的是什麼呢?
[00:01:24.000 --> 00:01:27.000]  這就是我們在羅馬書裡面講到的對不對?
[00:01:27.000 --> 00:01:29.000]  一個泥土對堯將說你怎麼可以
[00:01:29.000 --> 00:01:31.000]  你為什麼要把我造成這個樣子?
[00:01:31.000 --> 00:01:34.000]  你為什麼不把我造成另外一個樣子?
[00:01:34.000 --> 00:01:37.000]  那麼接下去他就讓我們看見
[00:01:37.000 --> 00:01:40.000]  神要使所有的人回
[00:01:40.000 --> 00:01:43.000]  因著以色列能夠回到神的面前
[00:01:43.000 --> 00:01:47.000]  那麼在這裡呢我們一直到了第二十節的時候
[00:01:47.000 --> 00:01:50.000]  我們就看見他是對拜偶像的人說的
[00:01:50.000 --> 00:01:56.000]  那麼以色列他們為什麼亡國?
[00:01:56.000 --> 00:01:58.000]  因為他們拜偶像
[00:01:58.000 --> 00:02:01.000]  這就是因為不信神
[00:02:01.000 --> 00:02:05.000]  他不信神能夠滿足他所有的需要
[00:02:05.000 --> 00:02:08.000]  他不信神是那位有主權的
[00:02:08.000 --> 00:02:10.000]  他不信神是那位全能的神
[00:02:10.000 --> 00:02:12.000]  可以供應他所有的需要
[00:02:12.000 --> 00:02:15.000]  他也不信神能夠讓他真正的滿足
[00:02:15.000 --> 00:02:20.000]  他卻相信是有其他的東西可以滿足他們
[00:02:20.000 --> 00:02:23.000]  比方說像物質方面的或財富方面的
[00:02:23.000 --> 00:02:27.000]  甚至以色列人他們甚至在表面上守律法
[00:02:27.000 --> 00:02:30.000]  但是神都告訴他們
[00:02:30.000 --> 00:02:31.000]  神一再的跟他們講
[00:02:31.000 --> 00:02:32.000]  祂是獨一的真神
[00:02:32.000 --> 00:02:34.000]  祂是宇宙萬物的主宰
[00:02:34.000 --> 00:02:37.000]  祂知道過去的事也知道將來的事
[00:02:37.000 --> 00:02:38.000]  祂是從永遠到永遠
[00:02:38.000 --> 00:02:40.000]  祂是創造宇宙或其中萬物的
[00:02:40.000 --> 00:02:42.000]  祂是造人的神
[00:02:42.000 --> 00:02:43.000]  祂是有主權的神
[00:02:43.000 --> 00:02:46.000]  祂也是全能的神
[00:02:46.000 --> 00:02:50.000]  在以色列或者是猶大
[00:02:50.000 --> 00:02:51.000]  當他們背叛神
[00:02:51.000 --> 00:02:52.000]  當他們不信神
[00:02:52.000 --> 00:02:53.000]  拜偶像的時候
[00:02:53.000 --> 00:02:57.000]  神就興起巴比倫王尼布賈尼撒
[00:02:57.000 --> 00:03:04.000]  把他們從迦南帝擄到巴比倫去
[00:03:04.000 --> 00:03:05.000]  他也興起亞述
[00:03:05.000 --> 00:03:07.000]  把北國滅掉
[00:03:07.000 --> 00:03:10.000]  然後把他們擄到亞述地區
[00:03:10.000 --> 00:03:13.000]  那麼在這個時候
[00:03:13.000 --> 00:03:16.000]  這個是主權七百年的時候
[00:03:16.000 --> 00:03:18.000]  那麼波斯王大概是
[00:03:18.000 --> 00:03:19.000]  他們被擄之後
[00:03:19.000 --> 00:03:23.000]  那就是609或者是586年
[00:03:23.000 --> 00:03:24.000]  過了七十年之後
[00:03:24.000 --> 00:03:26.000]  那大概就是五百年的時候
[00:03:26.000 --> 00:03:28.000]  那麼所發生的事情
[00:03:28.000 --> 00:03:31.000]  他在這裡就借著這個以色列
[00:03:31.000 --> 00:03:35.000]  他說他會興起波斯王古列
[00:03:35.000 --> 00:03:37.000]  他要做什麼事情呢
[00:03:37.000 --> 00:03:40.000]  他要使以色列人能夠再回到
[00:03:40.000 --> 00:03:44.000]  他們自己的國土去
[00:03:44.000 --> 00:03:46.000]  然後他告訴他們
[00:03:46.000 --> 00:03:51.000]  他要以色列和所有的人都應看他
[00:03:51.000 --> 00:03:56.000]  就是仰望他而得救
[00:03:56.000 --> 00:03:59.000]  如果我們仔細看22節跟23節的話
[00:03:59.000 --> 00:04:02.000]  我們就知道這是關於主耶穌
[00:04:02.000 --> 00:04:05.000]  這是關於彌賽亞的預言
[00:04:05.000 --> 00:04:08.000]  我們剛才講了仰望就是看
[00:04:08.000 --> 00:04:11.000]  你只要看他你就必得救
[00:04:11.000 --> 00:04:13.000]  沒有其他的
[00:04:13.000 --> 00:04:19.000]  那麼我們再翻一下羅馬書第七章
[00:04:19.000 --> 00:04:23.000]  羅馬書第七章24節到25節
[00:04:23.000 --> 00:04:24.000]  羅馬書第七章
[00:04:24.000 --> 00:04:26.000]  我們一起念好不好
[00:04:26.000 --> 00:04:27.000]  他說我真是苦啊
[00:04:27.000 --> 00:04:31.000]  誰能救我脫離這取死的身體呢
[00:04:31.000 --> 00:04:35.000]  神靠著我們的主耶穌基督
[00:04:35.000 --> 00:04:39.000]  這樣看來我以內心順服神的律
[00:04:39.000 --> 00:04:42.000]  我肉體卻順服罪的律了
[00:04:42.000 --> 00:04:44.000]  在這裡保羅我們以前講過
[00:04:44.000 --> 00:04:46.000]  那麼保羅他所經歷的
[00:04:46.000 --> 00:04:50.000]  就是他知道只有主耶穌
[00:04:50.000 --> 00:04:51.000]  沒有其他的
[00:04:51.000 --> 00:04:53.000]  不是他所做的事情
[00:04:53.000 --> 00:04:55.000]  也不是他所做的工作
[00:04:55.000 --> 00:04:58.000]  也不是他心裡面在想什麼
[00:04:58.000 --> 00:04:59.000]  不是別的因素
[00:04:59.000 --> 00:05:03.000]  主說仰望我看我的就必得救
[00:05:03.000 --> 00:05:04.000]  弟兄姊妹
[00:05:04.000 --> 00:05:07.000]  不單是我們在出信的時候
[00:05:07.000 --> 00:05:09.000]  我們看主我們就得救
[00:05:09.000 --> 00:05:12.000]  也是在我們信主之後
[00:05:12.000 --> 00:05:16.000]  我們必須要常常地看這位耶穌
[00:05:16.000 --> 00:05:18.000]  看神
[00:05:18.000 --> 00:05:20.000]  那麼保羅他的眼睛能被打開
[00:05:20.000 --> 00:05:21.000]  他能夠
[00:05:21.000 --> 00:05:23.000]  當我們在讀保羅書信的時候
[00:05:23.000 --> 00:05:24.000]  我們真的是發現
[00:05:24.000 --> 00:05:26.000]  保羅受到很多的啟示
[00:05:26.000 --> 00:05:27.000]  對不對
[00:05:27.000 --> 00:05:29.000]  教會各種各樣的啟示都給他
[00:05:29.000 --> 00:05:31.000]  保羅看見異象
[00:05:31.000 --> 00:05:33.000]  是其他人看不見的
[00:05:33.000 --> 00:05:34.000]  保羅在他的書信裡面
[00:05:34.000 --> 00:05:37.000]  他能夠看見
[00:05:37.000 --> 00:05:39.000]  他能夠知道什麼事情
[00:05:39.000 --> 00:05:40.000]  他能夠知道
[00:05:40.000 --> 00:05:42.000]  就是說我們在患難中
[00:05:42.000 --> 00:05:43.000]  能夠生忍耐
[00:05:43.000 --> 00:05:45.000]  忍耐生老練
[00:05:45.000 --> 00:05:46.000]  老練生盼望
[00:05:46.000 --> 00:05:50.000]  盼望不至於羞辱
[00:05:50.000 --> 00:05:51.000]  那麼他也能夠看見
[00:05:51.000 --> 00:05:53.000]  許許多多神的恩典
[00:05:53.000 --> 00:05:55.000]  他也能夠經歷許許多多的恩典
[00:05:55.000 --> 00:05:58.000]  都是因為他的眼睛
[00:05:58.000 --> 00:06:01.000]  是定睛在耶穌基督的身上
[00:06:01.000 --> 00:06:04.000]  他不但能夠看見現在的事情
[00:06:04.000 --> 00:06:06.000]  他能夠看見過去的事情
[00:06:06.000 --> 00:06:08.000]  他也能夠看見將來的事情
[00:06:08.000 --> 00:06:09.000]  所以從他的書信裡面
[00:06:09.000 --> 00:06:10.000]  他就告訴我們
[00:06:10.000 --> 00:06:12.000]  我們將來的盼望
[00:06:12.000 --> 00:06:14.000]  我們將來所得的榮耀
[00:06:14.000 --> 00:06:15.000]  所以我們在這個世界上
[00:06:15.000 --> 00:06:17.000]  經歷這些苦難的時候
[00:06:17.000 --> 00:06:18.000]  他說都是暫時的
[00:06:18.000 --> 00:06:20.000]  都是短暫的
[00:06:20.000 --> 00:06:23.000]  那麼將來我們會經歷到那個榮耀
[00:06:23.000 --> 00:06:25.000]  是遠遠的超過
[00:06:25.000 --> 00:06:27.000]  我們現在所受的苦難
[00:06:27.000 --> 00:06:29.000]  因為保羅他完完全全
