
[00:00:00.000 --> 00:00:02.340]  以斯拉尼希米記
[00:00:02.340 --> 00:00:06.420]  同歷代至前後呼應
[00:00:06.420 --> 00:00:10.840]  又同其他的先知書包括
[00:00:10.840 --> 00:00:15.100]  撒姆爾記、列王記等相似
[00:00:15.100 --> 00:00:19.300]  都是透過歷史向神的指紋
[00:00:19.300 --> 00:00:22.380]  發放神自己的信息
[00:00:22.380 --> 00:00:25.800]  我們今天都會看看以斯拉尼希米記
[00:00:25.800 --> 00:00:27.360]  對我們的處境
[00:00:27.360 --> 00:00:29.300]  有什麼樣的信息
[00:00:29.300 --> 00:00:32.920]  以史為鑑這個說法
[00:00:32.920 --> 00:00:35.960]  是古代寫實的情況
[00:00:35.960 --> 00:00:41.080]  特別是由初初以銅為鏡這個說法
[00:00:41.080 --> 00:00:43.380]  當然我們今天就不會找
[00:00:43.380 --> 00:00:47.840]  對著面銅鏡照自己
[00:00:47.840 --> 00:00:50.800]  我們那些鏡頭水銀諸如此類
[00:00:50.800 --> 00:00:52.340]  是很清晰的
[00:00:52.340 --> 00:00:54.080]  起碼可以讓我們看到
[00:00:54.080 --> 00:00:56.420]  臨上來說道之前
[00:00:56.420 --> 00:00:57.960]  領有沒有反好
[00:00:57.960 --> 00:00:59.960]  太有沒有打好
[00:00:59.960 --> 00:01:02.340]  所以是寫實的描寫
[00:01:02.340 --> 00:01:04.300]  然後就引伸到
[00:01:04.300 --> 00:01:06.620]  以史為鏡又可以怎樣
[00:01:06.620 --> 00:01:08.540]  可以知兄弟
[00:01:08.540 --> 00:01:09.920]  我們詩歌都有唱
[00:01:09.920 --> 00:01:11.800]  興起就為耶穌
[00:01:11.800 --> 00:01:13.880]  被替代
[00:01:13.880 --> 00:01:16.080]  你回去反省一下
[00:01:16.080 --> 00:01:19.800]  又或者以銀為鏡可以明得失
[00:01:19.800 --> 00:01:21.960]  從別人的成敗得失之中
[00:01:21.960 --> 00:01:24.380]  我們知所進退
[00:01:24.380 --> 00:01:26.040]  我們嘗試從這些角度
[00:01:26.040 --> 00:01:30.540]  去留心一下《以斯拉記》第9、第10章
[00:01:30.540 --> 00:01:35.620]  向我們發放什麼從神而來的訊息
[00:01:35.620 --> 00:01:38.800]  以斯拉尼希米記的敘述是
[00:01:38.800 --> 00:01:45.120]  由大亡於巴比倫接近50年了
[00:01:45.120 --> 00:01:47.160]  在那個時間開始的
[00:01:47.160 --> 00:01:49.660]  就是在公元前586年
[00:01:49.660 --> 00:01:50.660]  他們亡國
[00:01:50.660 --> 00:01:53.380]  然後538年
[00:01:53.380 --> 00:01:56.540]  波斯皇居老士下召書
[00:01:56.540 --> 00:01:59.460]  讓猶太人可以回歸耶路撒冷
[00:01:59.460 --> 00:02:01.380]  重建聖殿
[00:02:01.380 --> 00:02:05.380]  然後就再到這位文士祭司
[00:02:05.380 --> 00:02:06.380]  以斯拉
[00:02:06.380 --> 00:02:07.880]  就好像今天那樣
[00:02:07.880 --> 00:02:10.380]  Referend Dr. 以斯拉
[00:02:10.380 --> 00:02:14.220]  就在公元前458年開始工作
[00:02:14.220 --> 00:02:15.920]  其實一筆子一算
[00:02:15.920 --> 00:02:17.180]  數回頭
[00:02:17.180 --> 00:02:20.380]  已經是從他們
[00:02:20.380 --> 00:02:22.960]  波斯皇下召之後
[00:02:22.960 --> 00:02:25.080]  80年的時間了
[00:02:25.080 --> 00:02:26.300]  可能日子有功
[00:02:26.300 --> 00:02:29.800]  神覺得在這個時候去處理
[00:02:29.800 --> 00:02:32.680]  以色列人職責已久的問題
[00:02:32.680 --> 00:02:35.460]  是一個適當的時間
[00:02:35.460 --> 00:02:38.380]  其實以斯拉自己回到耶路撒冷
[00:02:38.380 --> 00:02:40.420]  也是一年左右的時間
[00:02:40.420 --> 00:02:43.720]  但是以斯拉和猶太人的領袖
[00:02:43.720 --> 00:02:49.140]  就要開始處理猶太人混合婚姻
[00:02:49.140 --> 00:02:52.760]  甚至是重複婚姻的難題
[00:02:52.760 --> 00:02:54.260]  表面看起來
[00:02:54.260 --> 00:02:57.100]  以斯拉尼希米記整篇書
[00:02:57.100 --> 00:03:00.880]  好像在這個問題上是特別嚴苛
[00:03:00.880 --> 00:03:03.920]  不過對於猶太人來說
[00:03:03.920 --> 00:03:08.420]  卻是他們被重建的高峰
[00:03:08.420 --> 00:03:12.060]  以斯拉記第九章一至五節
[00:03:12.060 --> 00:03:16.220]  其實源於在第八章的時候
[00:03:16.220 --> 00:03:19.920]  以斯拉曾經可以說是有驚無險
[00:03:19.920 --> 00:03:24.300]  帶領了一批猶太人回到耶路撒冷
[00:03:24.300 --> 00:03:27.640]  然後就恢復了或者更新了
[00:03:27.640 --> 00:03:32.380]  上主聖殿裡對上主的敬拜
[00:03:32.380 --> 00:03:34.140]  所以當經文一開始的時候
[00:03:34.140 --> 00:03:37.140]  就說「當這些事完成以後」
[00:03:37.140 --> 00:03:39.420]  就是崇拜開始了
[00:03:39.420 --> 00:03:44.960]  然後後來眾領袖就來找以斯拉
[00:03:44.960 --> 00:03:47.640]  就提出一個很嚴峻的問題
[00:03:47.640 --> 00:03:49.680]  就是在以色列的百姓
[00:03:49.680 --> 00:03:53.680]  濟斯利尼人武器絕度加南人
[00:03:53.680 --> 00:03:57.720]  他們所行可憎的事
[00:03:57.720 --> 00:04:02.460]  就是為自己和他們的兒子
[00:04:02.460 --> 00:04:04.840]  娶了這些外邦女子
[00:04:04.840 --> 00:04:10.300]  用聖潔的種子和列邦的民族混雜
[00:04:10.300 --> 00:04:14.460]  官長、領袖在這件事上都是罪魁
[00:04:14.460 --> 00:04:18.500]  以斯拉和尼希米你可以這樣說
[00:04:18.500 --> 00:04:20.880]  有面對著不同的問題
[00:04:20.880 --> 00:04:23.580]  如今以斯拉和猶太人
[00:04:23.580 --> 00:04:27.540]  他要處理的問題就是人的問題
[00:04:27.540 --> 00:04:32.200]  猶太人武器絕一些可憎的事
[00:04:32.200 --> 00:04:36.960]  在混合婚姻裡面有參與這樣的情況
