
[00:00:00.000 --> 00:00:02.000]  我們看看今天的經文
[00:00:02.000 --> 00:00:04.240]  今天的經文來自肥肉秘書
[00:00:04.240 --> 00:00:08.000]  第一章十二至二十六節
[00:00:08.000 --> 00:00:13.520]  我們正在看如何面對一些喜樂殺手
[00:00:13.520 --> 00:00:19.200]  當然有人說人很難受的
[00:00:19.200 --> 00:00:22.520]  又有物質
[00:00:22.520 --> 00:00:26.800]  PG好像上星期也說了物質上的東西
[00:00:26.800 --> 00:00:32.080]  今天我們跟大家講「詩」或者「景遇」我們遇到的事
[00:00:32.080 --> 00:00:35.360]  聖經裡請聽我讀出和修本的經文
[00:00:35.360 --> 00:00:37.360]  一章十二節開始
[00:00:37.360 --> 00:00:43.000]  「弟兄們,你們要知道,我所遇的事反而使福音更加興旺」
[00:00:43.000 --> 00:00:49.600]  「以致御刑全軍和其餘的人都知道我是為基督的緣故受困所的」
[00:00:49.600 --> 00:00:55.560]  「而且在主裡的弟兄多半都因我受的困所而督信不疑」
[00:00:55.560 --> 00:00:59.320]  「越發放膽,無所懼怕地傳道」
[00:00:59.320 --> 00:01:03.920]  「這又何妨?或是假意,或是真心,無論如何」
[00:01:03.920 --> 00:01:08.600]  「只要基督被傳開了,為此我就歡喜」
[00:01:08.600 --> 00:01:11.040]  「我還要歡喜,因為我知道」
[00:01:11.040 --> 00:01:15.640]  「這是藉著你們的祈禱和基督的靈的幫助」
[00:01:15.640 --> 00:01:17.640]  「終必使我得到釋放」
[00:01:17.640 --> 00:01:23.000]  「這就是我所切勿、所盼望沒有一事能使我羞愧」
[00:01:23.000 --> 00:01:26.920]  「反而凡事坦然無懼,無論是生是死」
[00:01:26.920 --> 00:01:30.480]  「總要讓基督在我身上照常顯大」
[00:01:30.480 --> 00:01:34.560]  「因為我活著就是基督,死了就有益處」
[00:01:34.560 --> 00:01:38.160]  「但是我就欲生活著,又能有工作的成果」
[00:01:38.160 --> 00:01:40.920]  「我就不知道該挑選什麼」
[00:01:40.920 --> 00:01:45.840]  「我處在兩難之間,我情願歷世與基督同在」
[00:01:45.840 --> 00:01:47.840]  「因為這是好得無比的」
[00:01:47.840 --> 00:01:52.080]  「然而我為你們的欲生活著更加要緊」
[00:01:52.080 --> 00:01:55.840]  「既然我這樣存活,就知道仍要留在世間」
[00:01:55.840 --> 00:01:58.080]  「且與你們眾人一起存留」
[00:01:58.080 --> 00:02:01.960]  「使你們在所信的道上,又長進又喜樂」
[00:02:01.960 --> 00:02:04.680]  「為了再到你們那裡的時候」
[00:02:04.680 --> 00:02:10.200]  「你們在基督耶穌裡的誇耀越發增加」
[00:02:10.200 --> 00:02:14.680]  我們都是說到喜樂的書信
[00:02:14.680 --> 00:02:18.920]  有人說菲律賓書就是一封說到喜樂的書信
[00:02:18.920 --> 00:02:22.200]  而保羅在菲律賓書基本上是
[00:02:22.200 --> 00:02:25.840]  大家都知道他在羅馬監獄裡的一封監獄書信
[00:02:25.840 --> 00:02:32.880]  他臨死前其中一封是比較晚期的書信
[00:02:32.880 --> 00:02:36.920]  而他第一本保羅寫給教會的書信裡
[00:02:36.920 --> 00:02:39.400]  就是「帖撒羅尼加前書」
[00:02:39.400 --> 00:02:42.680]  他已經列出了在我們人生裡
[00:02:42.680 --> 00:02:50.600]  十二個幫助我們基督徒面對人生的十二字的真言
[00:02:50.600 --> 00:02:56.800]  就是「上上喜樂,不住禱告,凡事謝恩」
[00:02:56.800 --> 00:03:00.880]  這十二個字其實如果我們能夠做得到
[00:03:00.880 --> 00:03:05.800]  在人生裡我們生命就會帶來豐盛
[00:03:05.800 --> 00:03:09.760]  保羅在信主出來侍奉的初期
[00:03:09.760 --> 00:03:16.080]  這十二個大字裡第一樣要說的就是「上上喜樂」
[00:03:16.080 --> 00:03:22.320]  到他臨死之前他亦提醒菲律賓書的收信人
[00:03:22.320 --> 00:03:26.800]  亦提醒每一個信徒我們要「上上喜樂」
[00:03:26.800 --> 00:03:29.760]  這也是耶穌基督在兩封第十五章裡說的
[00:03:29.760 --> 00:03:31.840]  耶穌說「我告訴你所有的事」
[00:03:31.840 --> 00:03:35.440]  「我將會被捉拿,被釘十字架,然後復活」
[00:03:35.440 --> 00:03:41.640]  「我要告訴你,我的喜樂存在每一個信我的人的心裡」
[00:03:41.640 --> 00:03:46.440]  「使你們的喜樂得以滿足」
[00:03:46.440 --> 00:03:50.680]  喜樂就是我們基督徒的一個標記
[00:03:50.680 --> 00:03:57.200]  但是我們的喜樂很多時候都是被環境的因素影響的
[00:03:57.200 --> 00:04:00.280]  亞國書裡面說的就是我們的弟兄們
[00:04:00.280 --> 00:04:02.440]  亞國書一章二節一開始已經說了
[00:04:02.440 --> 00:04:08.680]  「你們遭受各樣的試煉的時候都要認為是大喜樂」
[00:04:08.680 --> 00:04:10.040]  當我看完經文的時候
[00:04:10.040 --> 00:04:14.480]  我說「是不是開玩笑啊?」
[00:04:14.480 --> 00:04:20.520]  「有很多事情當你面對的時候,你怎能夠嘻嘻哈哈呢?」
[00:04:20.520 --> 00:04:26.240]  我前陣子跟一個在香港的舊會友聊天的時候
[00:04:26.240 --> 00:04:28.400]  他說「我是牧師」
[00:04:28.400 --> 00:04:33.000]  他說「我們看見世界發生的局勢,每天的新聞」
[00:04:33.000 --> 00:04:38.560]  「身邊發生的事情,怎會是喜樂呢?」
[00:04:38.560 --> 00:04:43.120]  美國也是這樣,我們看到很多事情都是沒完沒了
[00:04:43.120 --> 00:04:47.720]  我們看看烏克蘭的戰爭,沒完沒了
[00:04:47.720 --> 00:04:52.560]  我們看到新冠的疫情,又沒完沒了
[00:04:52.560 --> 00:04:58.600]  就是那些Alpha、Beta、Vita,一直到Omicron,接著OmicronA、B
[00:04:58.600 --> 00:05:04.240]  現在又說B5,根本是沒完沒了
[00:05:04.240 --> 00:05:08.240]  槍擊事件,一個星期裡面已經幾宗了
[00:05:08.240 --> 00:05:13.200]  兩個星期裡面,超級市場、教會
[00:05:13.200 --> 00:05:17.840]  昨天在印第安納,又有兩個人死了,又是槍擊
[00:05:17.840 --> 00:05:26.240]  當你看見這些事情的時候,沒完沒了,你會說「牧師,你當你看見這些事情,怎會是喜樂呢?」
[00:05:26.240 --> 00:05:34.480]  即是騙自己,在遇到這些大撕連的時候,還是大喜樂
[00:05:34.480 --> 00:05:40.280]  我覺得保羅在羅馬監獄裡面,又坐牢,又被囚,又面對死亡
[00:05:40.280 --> 00:05:48.680]  可能這就是中國人所謂的「阿Q精神」,就是騙自己,你覺得自己喜樂就喜樂
[00:05:48.680 --> 00:05:56.280]  我們以前讀國文,講到莊子死了老婆,他就古盤異歌
[00:05:56.280 --> 00:06:03.880]  有些人會說「老婆,有沒有搞錯?死了古盤異歌,這樣才能令自己開心,好像騙自己一樣」
[00:06:03.880 --> 00:06:12.680]  可能他很想,但他騙自己就是很快樂,是一個很主觀的事情
[00:06:12.680 --> 00:06:22.360]  所以有人說,喜樂是很主觀的事情,因為你看下去喜樂就是喜樂
[00:06:22.360 --> 00:06:26.280]  但是不是很受環境的影響呢?的確是的
[00:06:26.280 --> 00:06:34.280]  所以有些人就覺得逼我們去找一些客觀的標準
[00:06:34.280 --> 00:06:40.120]  即是說這些客觀的標準,如果有這些標準的時候,喜樂指數就會提升
[00:06:40.120 --> 00:06:49.480]  所以在2012年開始,聯合國就找了加拿大的British Columbia大學的一個教授
[00:06:49.480 --> 00:07:01.080]  去組織一個國際團隊,去考察一個在10年前開始公佈的,每年的聯合國的全球快樂指數
[00:07:01.080 --> 00:07:07.480]  就是檢查每一個國家,在國家裏面居住的人,這也是普遍的
[00:07:07.480 --> 00:07:13.480]  國家裏面居住的人,他們的快樂指數是多少
[00:07:13.480 --> 00:07:22.040]  基本上有六個指標去看這六樣東西,大家看看,你活在這個國家裏面和你自己的生活裏面
[00:07:22.040 --> 00:07:32.440]  我們都說普遍,但你自己生活裏面面對的這六樣東西,你是不是都覺得是挺好的呢?
[00:07:32.440 --> 00:07:41.480]  如果是的話,你應該就很快樂,第一就是全國的人均收入,有錢,有收入,當然喜樂
[00:07:41.480 --> 00:07:54.440]  第二就是一種叫健康生活,包括你飲食的營養,飲食的清潔,醫療的系統,你有一個健康的生活,有保障健康的生活
[00:07:54.440 --> 00:08:04.040]  第三,情感的支援,就是你有需要親友的時候,那些親友不是走去不同的國家裏面的
[00:08:04.040 --> 00:08:14.840]  那些最親密的人可以在你身邊,可以有機會去聯絡你,當你有困難的時候,有輔導員可以幫你,有護士可以幫你,有牧者可以幫你
[00:08:14.840 --> 00:08:18.040]  在情感裏面是有足夠的支援
[00:08:18.040 --> 00:08:24.840]  第四,自由選擇,這個大家都很明白,在美國裏面你有自由去選擇一些東西
[00:08:24.840 --> 00:08:35.640]  還有貪污的情況,這個國家裏面是否充滿貪污,以致你很多東西因為貪污的緣故受不公義的情況出現
[00:08:35.640 --> 00:08:50.840]  還有最後樂於思雨,你身邊的人,或者你自己個人是否感受到一個樂於思雨的環境,樂於思雨的情況呢?
[00:08:50.840 --> 00:08:58.440]  在過去這麼多的十年裏面,當然有不同的國家的法律指數是最高的
[00:08:58.440 --> 00:09:11.640]  大家知不知道,美國在2012年公佈的公佈,美國是排名15的
[00:09:11.640 --> 00:09:22.040]  在全世界的146國家裏面,美國都是排名很高的,排名15,至於十年後美國排名多少呢?
[00:09:22.040 --> 00:09:30.840]  都可以的,排第16,即是降了一點,因為是去年,今年我不知道
[00:09:30.840 --> 00:09:44.840]  去年排名15和16,十年內都沒有大轉變,比較大轉變的當然是一些戰爭的國家,受戰禍的國家
[00:09:44.840 --> 00:10:02.840]  很多背景來自香港的,十年前排名72,即是中中地,十年之後排名81,都不是跌了很多
[00:10:02.840 --> 00:10:10.840]  比起中國,比起土庫曼,比起蒙古還差,即是那個法律指數
[00:10:10.840 --> 00:10:20.840]  大家知不知道,今年公佈的,最高排名第一的國家是誰?有沒有聽新聞?
[00:10:20.840 --> 00:10:28.840]  最高快樂指數的國家的人,即是大部份人在這個國家裏面,普遍都是覺得自己很快樂的
[00:10:28.840 --> 00:10:42.840]  芬蘭,可能今年不會再快樂了,我不知道,如果你有看新聞都知道,芬蘭就是去年最快樂的國家,十年前就是瑞士
[00:10:42.840 --> 00:10:58.840]  如果你看十年以來,後的20個國家,最快樂的國家的人,都是來自歐洲和北美,北美只有兩個國家上榜,就是加拿大和美國
[00:10:58.840 --> 00:11:14.840]  全部頭十位都是歐洲的國家,所以聯合國其實就想,如果你想你國家的人快樂,快樂就做這幾樣東西,即是提升全國人均收入,幫助健康,但談何容易呢?
[00:11:14.840 --> 00:11:30.840]  當我看見這個時候,我就看起保羅,如果用這個客觀的index,這個指數去衡量當時保羅寫這封信的時候
[00:11:30.840 --> 00:11:50.840]  你看看有哪樣東西是吻合得到保羅,他有沒有收入呢?肯定沒有,坐牢,他有沒有一個健康的飲食,有營養的飲食,醫療是豐富呢?肯定不是,監獄裏面,有沒有情感的支援呢?
[00:11:50.840 --> 00:12:16.840]  很多朋友他都寫到有很多人甚至離棄他,不敢再跟他接觸,他有沒有自由?他面對是不是一個完全沒有貪污的境況,又或者他是否經歷到很多人去接濟他,他在肥肉比書裏面都說,唯有肥肉比價會是對他有物質上面的供應
[00:12:16.840 --> 00:12:27.840]  當你看這六樣東西的時候,保羅是完全在環境裏面沒有這些豐富的供應
[00:12:27.840 --> 00:12:47.840]  如果這樣的話,為甚麼他仍然叫人喜樂呢?只有兩個原因,一是他瘋了,就是阿Q精神,一是他真的找到一些東西可以跟我們分享,為甚麼他能夠在這樣的環境裏面都這麼喜樂呢?
[00:12:47.840 --> 00:13:07.840]  而我們做喜樂圖的話,我們是否都需要去學呢?如果這件事不是阿Q的話,有人說是阿Q精神而已,你騙自己就可以了,就像西拉和保羅他在肥肉比監獄裏面的時候,你騙自己,躺在和感草那裏,騙自己是躺在希爾頓的水床
[00:13:07.840 --> 00:13:17.840]  你就唱歌稱讚你,你吃那些很難吃的硬飯,你當是自助餐,因為你騙自己,這就是阿Q精神
[00:13:17.840 --> 00:13:37.840]  但是保羅為甚麼可以說出這番說話呢?你試想一下,這個人在過去四年裏面經歷了很多艱辛,他在薩加利亞被捕坐了兩年牢,如果你看《盛行傳》就知道
[00:13:37.840 --> 00:14:04.840]  然後他說「我要上訴該殺」,他在不同的領袖面前分享過福音,然後上訴該殺,一坐船去,因為他是羅馬公民,他有權去上訴,排到期了,坐了兩年牢之後,上船,怎知道去到一半,在地中海的時候就沉船,沉船之後上了島上,上了島上,又冬天,寒冷,又被蛇咬,毒蛇咬
[00:14:04.840 --> 00:14:21.840]  最後又有船來接他,再去羅馬,去到羅馬之後,軟禁了兩年,皇帝說「你不是你想見我,我即時見你」,要排期,又關了兩年,足足坐了四年牢
[00:14:21.840 --> 00:14:35.840]  現在面對的就是該殺見他,聽他講完之後要判刑,大家都知道羅馬公民,他作為羅馬公民,面對的就是要斬頭,死亡
[00:14:35.840 --> 00:14:46.840]  在臨死之前,經歷了那麼多艱辛,他還叫人說「你常常喜樂,你們要喜樂,我再講,你們要喜樂」
[00:14:46.840 --> 00:14:56.840]  他有這樣的秘訣,原來喜樂這個字,希臘文每個字都有很詳細,很特別的解釋
[00:14:56.840 --> 00:15:23.840]  喜樂這個字是來自恩典的意思,這個字我查,為何保羅和聖經的作者有十三個希臘字來形容喜樂,但為何只用characterial或者charis這個字的字根來形容喜樂呢
[00:15:23.840 --> 00:15:34.840]  我這次要查,最簡單查Strong's,一本解釋至義的聖經字典
[00:15:34.840 --> 00:15:54.840]  喜樂是一個在內心感受到滿足,幸福的一個狀態,不是說你表面上是騙人,嘻嘻哈哈,或者你嘗試的都是笑容滿面,這就是真正的喜樂
[00:15:54.840 --> 00:16:09.840]  是要你自己在內心領受到那種滿足,領受到那種豐盛,那種幸福,所以下一講我們講佛洛比書多一個多月,我們講知足的人生
[00:16:09.840 --> 00:16:15.840]  我們怎能夠有一個知足的人生,知足的人生就是一個快樂的人生
[00:16:15.840 --> 00:16:27.840]  在字裏面告訴我們幾樣東西,第一是一個狀態,是你一個內心的狀態,是沒有人能夠拿走的,不是表面上可以看得到的
[00:16:27.840 --> 00:16:48.840]  第二,這個是上帝給的恩典,因為它和恩典的詞一樣,而恩典或恩賜就是神給你的,不是你改變環境,英文字happy就是來自help,hap就是happening,原本古英文字就是happening,就是周圍的環境,周圍環境令到你開心
[00:16:48.840 --> 00:17:17.840]  最近我認識很多弟兄和教目的同工,因為他們的小孩大學畢業了,很多都去,像是鄭牧師,Joyce,他們都去看畢業禮,我的小孩上年12月畢業了,大學畢業,見著畢業當然很開心,happening,畢業禮
[00:17:17.840 --> 00:17:37.840]  但回頭看,花了這麼多錢,當然不開心,然後看著他,說他要再讀書,又要再供,環境又影響你,如果你受環境影響你就不會開心,但恩賜,即是恩典是上帝賜的,喜樂是上帝給你的
[00:17:37.840 --> 00:17:50.840]  而最後要說的是,這一種喜樂是內在那種法治內心,是一種生活方式令到你有這樣的領受
[00:17:50.840 --> 00:18:19.840]  當我正在預備這篇講章的時候,我自己家庭都面對一些試煉,大家都知道我去年六月底父親節那天,我岳父去世了,在臨死前的幾個小時帶他去信主,然後他在床上去世了
[00:18:19.840 --> 00:18:41.840]  上兩個星期,上個星期六,我岳母亦都回到天下,一年裏面有兩個老人家去世其實真的不是快為的事,不會說喜樂
[00:18:41.840 --> 00:19:02.840]  特別我太太,對我太太來說都是一個很傷感的一件事,前幾天我大女兒又跟我說,我聽我講道都講過這些,我大女兒兩年裏面第三次的車被人搏爛搏利
