
[00:00:00.000 --> 00:00:02.000]  我們再次同心祈禱
[00:00:02.000 --> 00:00:09.040]  主讓我們更多的認識祢
[00:00:09.040 --> 00:00:12.480]  使我們從聖經的話語
[00:00:12.480 --> 00:00:17.440]  也在祢自己在這個世界所做一切的事情
[00:00:17.440 --> 00:00:19.720]  深刻的來認識祢
[00:00:19.720 --> 00:00:22.400]  有願僕人口中的言語
[00:00:22.400 --> 00:00:25.000]  領姊妹的心思意念
[00:00:25.000 --> 00:00:26.760]  蒙聖靈的啟迪
[00:00:26.760 --> 00:00:28.080]  蒙主的月立
[00:00:28.440 --> 00:00:30.440]  禱告藉主耶穌基督的聖名而求
[00:00:30.440 --> 00:00:31.600]  阿們
[00:00:31.600 --> 00:00:36.040]  很多人認為
[00:00:36.040 --> 00:00:37.440]  今天世界
[00:00:37.440 --> 00:00:39.400]  科學是很發達
[00:00:39.400 --> 00:00:41.560]  對於求神、問卜
[00:00:41.560 --> 00:00:43.000]  這些渴求
[00:00:43.000 --> 00:00:44.520]  已經大不如前
[00:00:44.520 --> 00:00:46.120]  不過事實
[00:00:46.120 --> 00:00:48.720]  又並不是我們所想像
[00:00:48.720 --> 00:00:51.440]  科學縱然是很發達
[00:00:51.440 --> 00:00:56.800]  但仍然解決不了很多人生的問題
[00:00:57.640 --> 00:00:58.760]  例如科學
[00:00:58.760 --> 00:01:01.720]  沒有辦法來改變我們的性格
[00:01:01.720 --> 00:01:04.680]  沒有辦法幫助我們解決
[00:01:04.680 --> 00:01:06.600]  人際關係的問題
[00:01:06.600 --> 00:01:08.520]  也不能夠
[00:01:08.520 --> 00:01:10.960]  消除我們各種的煩惱
[00:01:10.960 --> 00:01:12.920]  或者是情緒的問題
[00:01:12.920 --> 00:01:15.760]  當然有些人想到
[00:01:15.760 --> 00:01:19.160]  吃藥就可以令我們的情緒改變
[00:01:19.160 --> 00:01:21.920]  不過那些不是維他命
[00:01:21.920 --> 00:01:24.680]  當你不斷地去服食
[00:01:24.680 --> 00:01:26.280]  對你的健康
[00:01:26.480 --> 00:01:28.120]  一定會有些損害
[00:01:28.120 --> 00:01:31.440]  結果就是當科學越發達
[00:01:31.440 --> 00:01:33.840]  其實人是更加意識到
[00:01:33.840 --> 00:01:36.560]  他需要有另外一個力量
[00:01:36.560 --> 00:01:38.520]  對於我們基督徒來說
[00:01:38.520 --> 00:01:40.640]  當然是需要神的幫助
[00:01:40.640 --> 00:01:44.840]  才能夠突破人生很多很多的煩惱
[00:01:44.840 --> 00:01:48.680]  不同的宗教信仰對於神的了解
[00:01:48.680 --> 00:01:50.160]  也是不盡相同
[00:01:50.160 --> 00:01:53.240]  聖經要為我們介紹
[00:01:53.240 --> 00:01:54.800]  一位怎樣的神呢?
[00:01:55.800 --> 00:01:58.520]  當然如果要很詳盡地去講
[00:01:58.520 --> 00:02:00.040]  相信不是
[00:02:00.040 --> 00:02:02.920]  我們在二、三十分鐘裡面是可以講完的
[00:02:02.920 --> 00:02:06.080]  不過在今天我們所讀的經文裡面
[00:02:06.080 --> 00:02:07.960]  我們就可以知道有一些
[00:02:07.960 --> 00:02:10.200]  關於我們所認識
[00:02:10.200 --> 00:02:12.160]  所相信的上帝
[00:02:12.160 --> 00:02:13.880]  是一位怎樣的上帝
[00:02:13.880 --> 00:02:19.000]  在我們今天所讀的這段羅馬書第十五章
[00:02:19.000 --> 00:02:21.600]  四兆第十三節裡面
[00:02:21.600 --> 00:02:23.920]  在第五和第十三節
[00:02:24.440 --> 00:02:26.200]  讓我們去認識
[00:02:26.200 --> 00:02:27.680]  讓我們去知道
[00:02:27.680 --> 00:02:33.800]  上帝是賜予忍耐、安慰和盼望的上帝
[00:02:33.800 --> 00:02:37.720]  上帝賜予忍耐
[00:02:37.720 --> 00:02:41.840]  人在什麼情況下是需要忍耐的呢?
[00:02:41.840 --> 00:02:46.000]  我相信很多人都會有這樣的共通經驗
[00:02:46.000 --> 00:02:47.960]  不知道大家有沒有這個經驗
