
[00:00:00.000 --> 00:00:02.000]  主耶穌是我們的救主
[00:00:02.000 --> 00:00:04.000]  是我們最歡欣的事情
[00:00:04.000 --> 00:00:06.000]  我們認識耶穌
[00:00:06.000 --> 00:00:08.000]  是我們最大的
[00:00:08.000 --> 00:00:10.000]  最大得著的寶貝
[00:00:10.000 --> 00:00:12.000]  今天是福音主日
[00:00:12.000 --> 00:00:14.000]  我們一起來思想聖經裏面寶貴的
[00:00:14.000 --> 00:00:16.000]  福音信息
[00:00:16.000 --> 00:00:18.000]  有牧者說
[00:00:18.000 --> 00:00:20.000]  福音不單止是我們
[00:00:20.000 --> 00:00:22.000]  向別人介紹
[00:00:22.000 --> 00:00:24.000]  向未信的人講述耶穌基督的福音
[00:00:24.000 --> 00:00:26.000]  福音同時是
[00:00:26.000 --> 00:00:28.000]  教徒向自己傳揚
[00:00:28.000 --> 00:00:30.000]  你說
[00:00:30.000 --> 00:00:32.000]  順利耶穌為什麼還聽福音
[00:00:32.000 --> 00:00:34.000]  順利耶穌繼續
[00:00:34.000 --> 00:00:36.000]  聆聽福音的訊息
[00:00:36.000 --> 00:00:38.000]  因為你要告訴自己
[00:00:38.000 --> 00:00:40.000]  不要忘記你人生最大的寶貝
[00:00:40.000 --> 00:00:42.000]  是認識耶穌
[00:00:42.000 --> 00:00:44.000]  讓你上上的
[00:00:44.000 --> 00:00:46.000]  提醒自己
[00:00:46.000 --> 00:00:48.000]  向自己傳福音
[00:00:48.000 --> 00:00:50.000]  知道這份救恩你已經領受
[00:00:50.000 --> 00:00:52.000]  因此珍惜在其中
[00:00:52.000 --> 00:00:54.000]  也不斷地
[00:00:54.000 --> 00:00:56.000]  認識這位賜生命的主
[00:00:56.000 --> 00:00:58.000]  我們今天一起來
[00:00:58.000 --> 00:01:00.000]  思想福音的訊息
[00:01:00.000 --> 00:01:02.000]  我們大家再祈禱
[00:01:02.000 --> 00:01:04.000]  我們仰望主帶領我們
[00:01:04.000 --> 00:01:08.000]  主我們本來
[00:01:08.000 --> 00:01:10.000]  活在
[00:01:10.000 --> 00:01:12.000]  沒有指望
[00:01:12.000 --> 00:01:14.000]  沒有神
[00:01:14.000 --> 00:01:16.000]  的一種生命裏面
[00:01:16.000 --> 00:01:18.000]  但是主啊
[00:01:18.000 --> 00:01:20.000]  祢拯救我們
[00:01:20.000 --> 00:01:22.000]  祢將永恆的盼望
[00:01:22.000 --> 00:01:24.000]  將今天的恩典
[00:01:24.000 --> 00:01:26.000]  祢賜給我們
[00:01:26.000 --> 00:01:28.000]  主我們為到
[00:01:28.000 --> 00:01:30.000]  祢所賜奇妙的救恩感謝祢
[00:01:30.000 --> 00:01:32.000]  為到主耶穌
[00:01:32.000 --> 00:01:34.000]  祢竟然為我們犧牲自己
[00:01:34.000 --> 00:01:36.000]  永恆的上帝
[00:01:36.000 --> 00:01:38.000]  為我們承受
[00:01:38.000 --> 00:01:40.000]  死亡的罪的刑罰
[00:01:40.000 --> 00:01:42.000]  主我們
[00:01:42.000 --> 00:01:44.000]  深感不配
[00:01:44.000 --> 00:01:46.000]  但是祢自己就是這樣奇妙地
[00:01:46.000 --> 00:01:48.000]  將祢的恩賜
[00:01:48.000 --> 00:01:50.000]  祢的拯救賜給我們
[00:01:50.000 --> 00:01:52.000]  今次我們到祢面前
[00:01:52.000 --> 00:01:54.000]  祢去感謝祢
[00:01:54.000 --> 00:01:56.000]  讚頌祢自己所作成奇妙的事情
[00:01:56.000 --> 00:01:58.000]  祢對祈求天上的主
[00:01:58.000 --> 00:02:00.000]  帶領我們每一個人
[00:02:00.000 --> 00:02:02.000]  我們都能夠認識祢
[00:02:02.000 --> 00:02:04.000]  領受祢的救恩
[00:02:04.000 --> 00:02:06.000]  也都能夠上上
[00:02:06.000 --> 00:02:08.000]  為到祢所賜給我們的新生命
[00:02:08.000 --> 00:02:10.000]  我們懂得上上去讚祢
[00:02:10.000 --> 00:02:12.000]  去感謝
[00:02:12.000 --> 00:02:14.000]  求主帶領這段時間
[00:02:14.000 --> 00:02:16.000]  讓我們在聖經裏面
[00:02:16.000 --> 00:02:18.000]  我們再次領受恩惠
[00:02:18.000 --> 00:02:20.000]  奉耶穌聖名祈禱
[00:02:20.000 --> 00:02:22.000]  給我們
[00:02:22.000 --> 00:02:24.000]  我們今天再看聖經
[00:02:24.000 --> 00:02:26.000]  約翰福音第三章
[00:02:26.000 --> 00:02:28.000]  一段我們熟悉的經文
[00:02:28.000 --> 00:02:30.000]  但是其中我們特別再思想
[00:02:30.000 --> 00:02:32.000]  重生的事情
[00:02:32.000 --> 00:02:34.000]  再生的事情
[00:02:34.000 --> 00:02:36.000]  我預備的時候想起一句說話
[00:02:36.000 --> 00:02:38.000]  就是中國人常常說一句說話
[00:02:38.000 --> 00:02:40.000]  他說江山易改
[00:02:40.000 --> 00:02:42.000]  品性難移
[00:02:42.000 --> 00:02:46.000]  常常我們見到一些人
[00:02:46.000 --> 00:02:48.000]  有一些的品性
[00:02:48.000 --> 00:02:50.000]  或者一些的行為
[00:02:50.000 --> 00:02:52.000]  長久都不能改變
[00:02:52.000 --> 00:02:54.000]  我們就很憤怒
[00:02:54.000 --> 00:02:56.000]  江山易改,品性難移
[00:02:56.000 --> 00:02:58.000]  這句說話很特別
[00:02:58.000 --> 00:03:00.000]  因為這句說話竟然去
[00:03:00.000 --> 00:03:02.000]  比較兩件事情
[00:03:02.000 --> 00:03:04.000]  講到一個人的性情能夠改變
[00:03:04.000 --> 00:03:08.000]  難過一個朝代的改變
[00:03:08.000 --> 00:03:10.000]  講述出那種艱難的情況
[00:03:10.000 --> 00:03:12.000]  我想你和我
[00:03:12.000 --> 00:03:14.000]  都有不少的經歷
[00:03:14.000 --> 00:03:16.000]  體驗到在你所身處的環境
[00:03:16.000 --> 00:03:18.000]  接觸的人
[00:03:18.000 --> 00:03:20.000]  很多真的改不了
[00:03:20.000 --> 00:03:24.000]  試過幫他,試過鼓勵他
[00:03:24.000 --> 00:03:26.000]  但是總是這樣
[00:03:26.000 --> 00:03:28.000]  我最近留意到一篇
[00:03:28.000 --> 00:03:30.000]  見證文章,講到一位朋友
[00:03:30.000 --> 00:03:32.000]  他自己以前是
[00:03:32.000 --> 00:03:34.000]  很大的賭人
[00:03:34.000 --> 00:03:36.000]  很大的賭人
[00:03:36.000 --> 00:03:38.000]  因此他長時間
[00:03:38.000 --> 00:03:40.000]  就在賭馬的
[00:03:40.000 --> 00:03:42.000]  活動裏面
[00:03:42.000 --> 00:03:44.000]  他賭到傾家蕩產
[00:03:44.000 --> 00:03:46.000]  而且他
[00:03:46.000 --> 00:03:48.000]  也欠了一大筆債
[00:03:48.000 --> 00:03:50.000]  因為欠債的緣故
[00:03:50.000 --> 00:03:52.000]  他自己都
[00:03:52.000 --> 00:03:54.000]  控制不了
[00:03:54.000 --> 00:03:56.000]  就動用了公司的金錢
[00:03:56.000 --> 00:03:58.000]  虧空了公款
[00:03:58.000 --> 00:04:00.000]  但後來被公司發現
[00:04:00.000 --> 00:04:02.000]  公司亦都預備
[00:04:02.000 --> 00:04:04.000]  去報警
[00:04:04.000 --> 00:04:06.000]  將他交給警方
[00:04:06.000 --> 00:04:08.000]  就在那個時候
[00:04:08.000 --> 00:04:10.000]  這位朋友就說
[00:04:10.000 --> 00:04:12.000]  我試過戒賭
[00:04:12.000 --> 00:04:14.000]  雖然都不成功
[00:04:14.000 --> 00:04:16.000]  現在搞成這樣,我都不知如何是好
[00:04:16.000 --> 00:04:18.000]  突然間覺得很絕望
[00:04:18.000 --> 00:04:20.000]  所以他就自殺
[00:04:20.000 --> 00:04:22.000]  他自殺的方式
[00:04:22.000 --> 00:04:24.000]  怕自己死不去
[00:04:24.000 --> 00:04:26.000]  所以就吃老鼠藥,再加割脈
[00:04:26.000 --> 00:04:28.000]  然後浸自己在浴缸裏面
[00:04:28.000 --> 00:04:32.000]  當我在看的時候
[00:04:32.000 --> 00:04:34.000]  這個情況是怎樣呢
[00:04:34.000 --> 00:04:36.000]  然後他就說
[00:04:36.000 --> 00:04:38.000]  很奇妙,想不到家人回來
[00:04:38.000 --> 00:04:40.000]  發現了他
[00:04:40.000 --> 00:04:42.000]  充滿血水的浴缸
[00:04:42.000 --> 00:04:44.000]  然後馬上搶救他
[00:04:44.000 --> 00:04:48.000]  他被家人幫助
[00:04:48.000 --> 00:04:50.000]  搶救回來
[00:04:50.000 --> 00:04:52.000]  他裏面有一個很大的醒覺
[00:04:52.000 --> 00:04:54.000]  覺得真的不可以再這樣了
[00:04:54.000 --> 00:04:56.000]  公司亦都
[00:04:56.000 --> 00:04:58.000]  接納他,不去
[00:04:58.000 --> 00:05:00.000]  報警,因此他就
[00:05:00.000 --> 00:05:02.000]  出來自己再找工作
[00:05:02.000 --> 00:05:04.000]  他找回一間
[00:05:04.000 --> 00:05:06.000]  新的公司,做回本行的工作
[00:05:06.000 --> 00:05:08.000]  但想不到
[00:05:08.000 --> 00:05:10.000]  很快亦都遇到一些公司裏面
[00:05:10.000 --> 00:05:12.000]  有賭博的人
[00:05:12.000 --> 00:05:14.000]  有賭癮的人
[00:05:14.000 --> 00:05:16.000]  然後很快就跟他們又再賭
[00:05:16.000 --> 00:05:20.000]  但家人不知道,直至有一次
[00:05:20.000 --> 00:05:22.000]  他在澳門
[00:05:22.000 --> 00:05:24.000]  欠了一身債
[00:05:24.000 --> 00:05:26.000]  然後有人押他回香港
[00:05:26.000 --> 00:05:28.000]  要家人幫忙
[00:05:28.000 --> 00:05:30.000]  還債
[00:05:30.000 --> 00:05:32.000]  太太一見到這樣的情況
[00:05:32.000 --> 00:05:34.000]  晴天霹靂,她完全沒有想到
[00:05:34.000 --> 00:05:36.000]  先生還繼續在賭
[00:05:36.000 --> 00:05:38.000]  就說你真的改不了
[00:05:38.000 --> 00:05:40.000]  沒有希望
[00:05:40.000 --> 00:05:42.000]  她就跟他離婚
[00:05:42.000 --> 00:05:46.000]  一直看導演導的時候就體會到
[00:05:46.000 --> 00:05:48.000]  其實有很多人都是很想幫自己
[00:05:48.000 --> 00:05:50.000]  但總是不能夠
[00:05:50.000 --> 00:05:52.000]  解決到問題
[00:05:52.000 --> 00:05:54.000]  真的感覺到絕望
[00:05:54.000 --> 00:05:58.000]  當我們想回這些我們所體會的事情的時候
[00:05:58.000 --> 00:06:00.000]  再讀回今天所讀的聖經
[00:06:00.000 --> 00:06:02.000]  你會見到有一個人物
[00:06:02.000 --> 00:06:04.000]  這個人物本來在社會上有很好的地位
[00:06:04.000 --> 00:06:06.000]  是法利賽人
[00:06:06.000 --> 00:06:08.000]  他當時是一個宗教的領袖
[00:06:08.000 --> 00:06:12.000]  是一個律法的師傅
[00:06:12.000 --> 00:06:14.000]  但似乎他裏面有很多事情
[00:06:14.000 --> 00:06:16.000]  他解決不了
[00:06:16.000 --> 00:06:18.000]  甚至他可能有很多自己的問題
[00:06:18.000 --> 00:06:20.000]  發覺他的信仰
[00:06:20.000 --> 00:06:22.000]  似乎不能夠真的幫助他
[00:06:22.000 --> 00:06:26.000]  在那個時候他半夜走來找耶穌
[00:06:26.000 --> 00:06:28.000]  反映出他內心其實很想能夠
[00:06:28.000 --> 00:06:30.000]  尋找答案
[00:06:30.000 --> 00:06:32.000]  也不敢讓一般人知道
