
[00:00:00.000 --> 00:00:03.440]  生日通常會出去食一餐
[00:00:03.440 --> 00:00:08.040]  所以我今日這個題目是很應景的
[00:00:08.040 --> 00:00:11.600]  希望你出去食一餐
[00:00:11.600 --> 00:00:14.400]  食得開心
[00:00:14.400 --> 00:00:16.560]  食得安心
[00:00:16.560 --> 00:00:20.720]  其實現在真是食得不安心的
[00:00:20.720 --> 00:00:24.280]  有問題的食物太多了
[00:00:24.280 --> 00:00:27.180]  有沒有聽過什麼烤串豬
[00:00:27.180 --> 00:00:30.120]  薑絲肉
[00:00:30.120 --> 00:00:32.580]  孔雀石鹿魚
[00:00:32.580 --> 00:00:35.660]  禽流雞 農業菜 農藥菜
[00:00:35.660 --> 00:00:38.420]  聽起來都令人害怕
[00:00:38.420 --> 00:00:41.860]  再加上原來有些食物
[00:00:41.860 --> 00:00:44.040]  本身就有問題
[00:00:44.040 --> 00:00:46.320]  羊肚 跳跳魚
[00:00:46.320 --> 00:00:48.400]  原來含有些叫河豚毒
[00:00:48.400 --> 00:00:51.100]  有些食物食多了不行
[00:00:51.100 --> 00:00:55.300]  所以我們真的不知道吃什麼好
[00:00:56.760 --> 00:00:59.380]  全世界只有一種食物
[00:00:59.380 --> 00:01:03.540]  是食得開心又食得安心的
[00:01:03.540 --> 00:01:05.940]  就是聖經
[00:01:05.940 --> 00:01:09.540]  林博士有沒有搞錯
[00:01:09.540 --> 00:01:12.760]  這些是紙不是糖衣紙
[00:01:12.760 --> 00:01:16.020]  大家不要說道理 撕兩張嘴
[00:01:16.020 --> 00:01:17.020]  不行的
[00:01:17.020 --> 00:01:20.340]  但是聖經真是可以食的
[00:01:20.340 --> 00:01:23.820]  耶利曼書怎麼說
[00:01:24.660 --> 00:01:26.980]  萬君之臣
[00:01:26.980 --> 00:01:30.380]  我得著你的言語就當食物吃了
[00:01:30.380 --> 00:01:33.820]  你的言語使我心中歡喜快樂
[00:01:33.820 --> 00:01:36.340]  因我自稱為你名下之人
[00:01:36.340 --> 00:01:40.200]  這裡絕大部分是神名下之人
[00:01:40.200 --> 00:01:43.260]  神都說是可以食
[00:01:43.260 --> 00:01:46.300]  所以我們感謝主
[00:01:46.300 --> 00:01:47.680]  祂的智慧很奇妙
[00:01:47.680 --> 00:01:49.520]  祂將這節聖經放在這裡
[00:01:49.520 --> 00:01:54.060]  我今天很有信心
[00:01:54.060 --> 00:01:55.440]  我今天說的道理
[00:01:55.440 --> 00:01:57.240]  不當然所以你都要記得一點
[00:01:57.240 --> 00:01:58.240]  不甩的
[00:01:58.240 --> 00:02:00.620]  不用寫筆記
[00:02:00.620 --> 00:02:05.140]  耶利米有什麼好吃
[00:02:05.140 --> 00:02:09.200]  但當你想一下用椰汁煮米
[00:02:09.200 --> 00:02:12.360]  椰香飯
[00:02:12.360 --> 00:02:14.700]  真是奔放撲鼻好吃的
[00:02:14.700 --> 00:02:18.360]  所以從今次有誰心裡還有十五十六懷疑
[00:02:18.360 --> 00:02:20.300]  就是看耶利米書十五章十六節
[00:02:20.300 --> 00:02:22.400]  你就不再十五十六
[00:02:22.800 --> 00:02:25.600]  神話真的可以食
[00:02:25.600 --> 00:02:29.560]  所以我先和大家分享一下
[00:02:29.560 --> 00:02:31.800]  引你食食物,引你食聖經
[00:02:31.800 --> 00:02:32.800]  就說一下
[00:02:32.800 --> 00:02:36.880]  食得安心的聖經
[00:02:36.880 --> 00:02:40.520]  對屬靈生命有些什麼營養價值
[00:02:40.520 --> 00:02:44.940]  營養價值,高的食物對我們身心靈有益處
[00:02:44.940 --> 00:02:48.000]  聖經的營養價值,位列第一
[00:02:48.000 --> 00:02:50.440]  因為它不單止對我們身心
[00:02:50.440 --> 00:02:52.660]  它對我們的靈命也有益處
[00:02:53.060 --> 00:02:54.740]  很寶貴的
[00:02:54.740 --> 00:02:58.040]  食聖經的人食了會怎樣
[00:02:58.040 --> 00:03:00.600]  大家記不記得
[00:03:00.600 --> 00:03:03.020]  剛才耶利米書十五章十六節怎麼說
[00:03:03.020 --> 00:03:06.220]  食聖經食了開心
[00:03:06.220 --> 00:03:09.860]  你看多久沒讀聖經讀到笑
[00:03:09.860 --> 00:03:14.360]  你看多久沒聽聖經聽到嘰嘰笑
[00:03:14.360 --> 00:03:16.740]  你說真的會?真的
[00:03:16.740 --> 00:03:19.900]  在正婚的時候
[00:03:19.900 --> 00:03:22.260]  我引用以法所述五章二十二至二十四節
[00:03:22.260 --> 00:03:24.980]  我說辛苦凡事都要順服丈夫
[00:03:24.980 --> 00:03:26.640]  我罵一罵新郎哥笑的
[00:03:26.640 --> 00:03:29.660]  次次都準的
[00:03:29.660 --> 00:03:33.300]  讀聖經讀到開心的頂止門
[00:03:33.300 --> 00:03:35.100]  讀聖經讀到苦口苦面的
[00:03:35.100 --> 00:03:38.180]  聖經除了令我們開心之外
[00:03:38.180 --> 00:03:41.460]  讀聖經讀到令我們乾淨
[00:03:41.460 --> 00:03:47.700]  在楊虎陰十五章第三節說
[00:03:47.700 --> 00:03:52.780]  現在你們因我講給你們的道已經乾淨了
[00:03:52.780 --> 00:03:59.220]  世界上任何一樣排毒產品都沒辦法及得聖經
[00:03:59.220 --> 00:04:02.100]  因為讀聖經
[00:04:02.100 --> 00:04:05.380]  神的話已引領我們去到神面前求神赦免我們的罪
[00:04:05.380 --> 00:04:07.700]  然後神就洗淨我們
[00:04:07.700 --> 00:04:10.540]  乾乾淨淨
[00:04:10.540 --> 00:04:13.980]  第三
[00:04:15.300 --> 00:04:18.100]  原來吃聖經吃得多會長腹長壽
[00:04:18.100 --> 00:04:22.740]  在楊虎陰五章三十九節說
[00:04:22.740 --> 00:04:25.540]  你們炒聖經因為你們以為內中有永生
[00:04:25.540 --> 00:04:27.980]  及我作見證的就是這經
[00:04:27.980 --> 00:04:33.140]  叫我們不需要依賴那些什麼養命酒
[00:04:33.140 --> 00:04:34.420]  什麼抗氧化藥品
[00:04:34.420 --> 00:04:35.140]  不需要
[00:04:35.140 --> 00:04:36.900]  讀多些聖經可以的
[00:04:36.900 --> 00:04:40.980]  讀多些聖經你就有永生
[00:04:40.980 --> 00:04:43.180]  秦始皇和法老王
[00:04:43.180 --> 00:04:45.740]  他沒有聖經吃所以早已徹底凹了
[00:04:45.740 --> 00:04:48.620]  很遺憾他們沒份
[00:04:48.620 --> 00:04:50.220]  但我們有聖經吃
[00:04:50.220 --> 00:04:52.540]  越吃越開心
[00:04:52.540 --> 00:04:54.300]  第四
[00:04:54.300 --> 00:04:58.940]  市面上有些產品吃了令你有些怪異行為
[00:04:58.940 --> 00:05:01.700]  就很興奮很興奮其實很危險的
[00:05:01.700 --> 00:05:06.940]  所以現在的軟性毒品的包裝很吸引的
[00:05:06.940 --> 00:05:08.860]  但吃了就變壞孩子
[00:05:10.220 --> 00:05:13.820]  你從來找不到一些食品吃了變成乖兒子乖女的
[00:05:13.820 --> 00:05:15.980]  如果找到的家長就馬上去買
[00:05:15.980 --> 00:05:18.860]  盲搶嚴公搶
[00:05:18.860 --> 00:05:20.260]  不用了
[00:05:20.260 --> 00:05:21.060]  聖經
[00:05:21.060 --> 00:05:24.380]  從來未試過
[00:05:24.380 --> 00:05:25.540]  大家試一下
[00:05:25.540 --> 00:05:28.300]  提摩太后書三章十六十七節是怎樣說的
[00:05:28.300 --> 00:05:29.900]  聖經都是神所默示的
[00:05:29.900 --> 00:05:33.540]  於教訓督責使人歸正教導學而都是有益的
[00:05:33.540 --> 00:05:37.420]  叫述神的人得以完全預備行各樣的善事
[00:05:37.420 --> 00:05:39.140]  我想你常常聽到梁牧師說
[00:05:39.140 --> 00:05:40.940]  善於道是神所示的
[00:05:40.940 --> 00:05:42.620]  這句你一定會背
[00:05:42.620 --> 00:05:48.460]  越吸收多些聖經的益處
[00:05:48.460 --> 00:05:50.340]  他言行舉止越優美
[00:05:50.340 --> 00:05:56.860]  他對壞思想對於惡行為的免疫能力越強
[00:05:56.860 --> 00:06:00.020]  更加不容易得罪神
[00:06:00.020 --> 00:06:02.860]  所以詩篇一百一十九篇十一字說
[00:06:02.860 --> 00:06:05.220]  我將你畫藏在心裏免得我得罪你
[00:06:05.220 --> 00:06:06.260]  就是這個意思
[00:06:06.260 --> 00:06:08.380]  第五
[00:06:09.140 --> 00:06:11.420]  香港生活壓力越來越重
[00:06:11.420 --> 00:06:15.860]  其實很多人是靠吃鎮定劑過活
[00:06:15.860 --> 00:06:19.100]  這個絕不是好事
[00:06:19.100 --> 00:06:21.500]  越吃越重
[00:06:21.500 --> 00:06:24.340]  應該改食聖經
[00:06:24.340 --> 00:06:29.300]  羅馬書十五章第四節那裏說
[00:06:29.300 --> 00:06:32.740]  從前所寫的聖經都是為教訓我們寫的
[00:06:32.740 --> 00:06:36.940]  叫我們因聖經所生的忍耐和安慰可以得到盼望
[00:06:38.660 --> 00:06:41.500]  營養價值高的食物就未必是好吃的
[00:06:41.500 --> 00:06:43.580]  很怪吧
[00:06:43.580 --> 00:06:45.980]  那些最沒有益處的就是最好吃的
[00:06:45.980 --> 00:06:50.340]  除非大廚肯花些心思去哄
[00:06:50.340 --> 00:06:51.980]  尤其是小朋友的食物
[00:06:51.980 --> 00:06:57.260]  食香味形狀都要講究
[00:06:57.260 --> 00:06:59.540]  這樣才吸引到他吃
[00:06:59.540 --> 00:07:02.300]  所以為了叫各位喜歡吃聖經
[00:07:02.300 --> 00:07:04.820]  我今日就設計了一款
[00:07:04.820 --> 00:07:08.780]  就是吃得開心也吃得安心的讀經菜單
[00:07:08.780 --> 00:07:10.220]  一個menu給大家
[00:07:10.220 --> 00:07:15.940]  市面上那些食肆那些大廚很有心機的
[00:07:15.940 --> 00:07:18.940]  那些菜式往往想盡心思引你吃
[00:07:18.940 --> 00:07:21.380]  尤其是新春期間你看到那個菜牌
[00:07:21.380 --> 00:07:22.620]  你都不知道吃什麼
[00:07:22.620 --> 00:07:25.740]  考考大家
[00:07:25.740 --> 00:07:29.220]  新春期間有味菜叫做飛叫跳
[00:07:29.220 --> 00:07:30.820]  吃什麼的
[00:07:33.100 --> 00:07:34.900]  飛叫跳
[00:07:34.900 --> 00:07:38.980]  又會飛又會叫又會跳
[00:07:38.980 --> 00:07:46.380]  是什麼是滷水菜式來的
[00:07:46.380 --> 00:07:49.140]  滷水不是乳鴿
[00:07:49.140 --> 00:07:50.300]  滷水乳鴿很簡單
[00:07:50.300 --> 00:07:52.060]  滷水鵝翼
[00:07:52.060 --> 00:07:53.820]  滷水鴨舌
[00:07:53.820 --> 00:07:55.300]  滷水鳳爪
[00:07:55.300 --> 00:07:58.220]  又飛又叫又跳
[00:07:58.220 --> 00:08:02.260]  個個都不知道怎樣來試一下的
[00:08:02.260 --> 00:08:03.660]  我估計好生意
[00:08:03.660 --> 00:08:07.220]  那個吸引力強
[00:08:07.220 --> 00:08:08.980]  所以
[00:08:08.980 --> 00:08:11.260]  如果大家真的喜歡吃聖經
[00:08:11.260 --> 00:08:12.460]  吃得開心吃得安心
