
[00:00:00.000 --> 00:00:03.240]  今日想和大家分享的主題
[00:00:03.240 --> 00:00:07.400]  這個主題大家要很小心去讀
[00:00:07.400 --> 00:00:11.980]  否則就會誤會了
[00:00:11.980 --> 00:00:16.180]  因為今天講的是提摩泰的婆與媽
[00:00:16.180 --> 00:00:18.980]  不是提摩泰婆媽
[00:00:18.980 --> 00:00:23.400]  因為我們都知道提摩泰有時都被我們感覺到很軟弱
[00:00:23.400 --> 00:00:25.900]  有時性格很內向
[00:00:25.900 --> 00:00:27.100]  很怯懦
[00:00:27.100 --> 00:00:30.200]  甚至在困境裏面對困難的時候
[00:00:30.200 --> 00:00:35.400]  使徒保羅要寫一封書信兩封書信來幫助他提醒他
[00:00:35.400 --> 00:00:37.100]  講一樣講那一樣
[00:00:37.100 --> 00:00:41.400]  但今日講的就是提摩泰的婆與媽
[00:00:41.400 --> 00:00:48.100]  因為從他婆婆與媽媽身上傳承無偽的信
[00:00:48.100 --> 00:00:54.200]  讓提摩泰繼續有力量來服侍
[00:00:54.200 --> 00:01:01.200]  我們知道在我們今日所提的母親節
[00:01:01.200 --> 00:01:04.200]  母親兩個字我們常常都講的
[00:01:04.200 --> 00:01:08.200]  我覺得是書面語
[00:01:08.200 --> 00:01:15.200]  但我們常常稱呼我們的母親是媽媽
[00:01:15.200 --> 00:01:19.200]  母字如果根據一些資料搜集
[00:01:19.200 --> 00:01:26.200]  應該是正寫的向右90度來書寫的
[00:01:26.200 --> 00:01:28.200]  這個是象形文字
[00:01:28.200 --> 00:01:32.200]  表達母親的特別形態
[00:01:32.200 --> 00:01:36.200]  但我們常常用的就是媽字
[00:01:36.200 --> 00:01:39.200]  媽字也是一個複合字
[00:01:39.200 --> 00:01:43.200]  由女字與馬字拼合在一起
[00:01:43.200 --> 00:01:50.200]  有人說是形容一隻癡性的馬跑來跑去
[00:01:50.200 --> 00:01:54.200]  背部承載著他的子女
[00:01:54.200 --> 00:01:57.200]  所以就是陪伴他們成長
[00:01:57.200 --> 00:02:02.200]  讓他們快快樂樂地學習成長
[00:02:02.200 --> 00:02:06.200]  我相信作為母親的使命
[00:02:06.200 --> 00:02:08.200]  或者我們今日做兒女的
[00:02:08.200 --> 00:02:11.200]  都是回想母親在我們生活裏
[00:02:11.200 --> 00:02:15.200]  實在是帶來很多的幫助和歡樂
[00:02:15.200 --> 00:02:17.200]  是不是這樣呢?
[00:02:17.200 --> 00:02:19.200]  我相信是的
[00:02:19.200 --> 00:02:23.200]  令我想到另一個字
[00:02:23.200 --> 00:02:26.200]  這個字叫做「橋」字
[00:02:26.200 --> 00:02:29.200]  歌詞裏面說到
[00:02:29.200 --> 00:02:31.200]  父母親延伸天父愛
[00:02:31.200 --> 00:02:34.200]  今生獻身像道橋
[00:02:34.200 --> 00:02:36.200]  好像一道橋一樣
[00:02:36.200 --> 00:02:40.200]  即是從一個地方去到另一個目的地
[00:02:40.200 --> 00:02:42.200]  是不是?
[00:02:42.200 --> 00:02:44.200]  是很努力地做的
[00:02:44.200 --> 00:02:46.200]  我們的母親
[00:02:46.200 --> 00:02:48.200]  現代母親是怎樣的呢?
[00:02:48.200 --> 00:02:50.200]  她們很努力地幫助子女
[00:02:50.200 --> 00:02:53.200]  由一個地方一個階段去到另一個階段
[00:02:53.200 --> 00:02:54.200]  是的
[00:02:54.200 --> 00:02:57.200]  她們在子女求學時期
[00:02:57.200 --> 00:03:00.200]  幫助他們適應和獲得好成績
[00:03:00.200 --> 00:03:04.200]  然後進入合適的學校
[00:03:04.200 --> 00:03:08.200]  多麼淒涼多麼努力
[00:03:08.200 --> 00:03:11.200]  歌詞繼續說
[00:03:11.200 --> 00:03:15.200]  她們今生獻身像道橋
[00:03:15.200 --> 00:03:17.200]  另一個階段就是
[00:03:17.200 --> 00:03:20.200]  幫助子女尋求個人發展
[00:03:20.200 --> 00:03:23.200]  升學和事業的發展
[00:03:23.200 --> 00:03:28.200]  用健康和青春幫助他們展開人生的方向
[00:03:28.200 --> 00:03:32.200]  由一個階段去到另一個階段
[00:03:32.200 --> 00:03:34.200]  陪伴子女成長
[00:03:34.200 --> 00:03:37.200]  好像一道橋一樣
[00:03:37.200 --> 00:03:39.200]  歌詞說
[00:03:39.200 --> 00:03:42.200]  父母親年紀衰漸老
[00:03:42.200 --> 00:03:45.200]  一生獻身像道橋
[00:03:45.200 --> 00:03:47.200]  是怎樣的呢?
[00:03:47.200 --> 00:03:52.200]  即是說為子女們建立家庭而籌算
[00:03:52.200 --> 00:03:55.200]  盡心盡力盡金
[00:03:55.200 --> 00:03:58.200]  這一切一切完成了
[00:03:58.200 --> 00:04:03.200]  他們子女進入永生的路
[00:04:03.200 --> 00:04:07.200]  或者子女屬靈生命的成長
[00:04:07.200 --> 00:04:09.200]  其實是誰負責呢?
[00:04:09.200 --> 00:04:11.200]  很多時候我們都會想
[00:04:11.200 --> 00:04:13.200]  媽媽這樣做
[00:04:13.200 --> 00:04:17.200]  她是盡了本份
[00:04:17.200 --> 00:04:18.200]  不好聽一點說
[00:04:18.200 --> 00:04:19.200]  有人這樣看
[00:04:19.200 --> 00:04:20.200]  英奮?
[00:04:20.200 --> 00:04:22.200]  因為她是媽媽
[00:04:22.200 --> 00:04:25.200]  但是她更加英奮的就是
[00:04:25.200 --> 00:04:30.200]  引領子女走在天路上
[00:04:30.200 --> 00:04:33.200]  如果一個基督徒的媽媽
[00:04:33.200 --> 00:04:41.200]  她是英奮將子女引到天路的路程上
[00:04:41.200 --> 00:04:45.200]  因為聖經裏面教導的
[00:04:45.200 --> 00:04:49.200]  教了孩童使他們走當行的路
[00:04:49.200 --> 00:04:52.200]  就是道路也不偏離
[00:04:52.200 --> 00:04:56.200]  是媽媽有的責任
[00:04:56.200 --> 00:04:59.200]  媽媽是子女的同行者
[00:04:59.200 --> 00:05:04.200]  幫助子女走在天路之上
[00:05:04.200 --> 00:05:09.200]  這個是不義的責任
[00:05:09.200 --> 00:05:11.200]  在聖經裏面提醒
[00:05:11.200 --> 00:05:16.200]  作為媽媽的應該有的責任
[00:05:16.200 --> 00:05:19.200]  這是一個很好的提醒
[00:05:19.200 --> 00:05:22.200]  如果我們去領受
[00:05:22.200 --> 00:05:25.200]  提摩套書一章一至八字的經文
[00:05:25.200 --> 00:05:26.200]  我們同心讀出
[00:05:26.200 --> 00:05:28.200]  預備請
[00:05:29.200 --> 00:05:33.200]  照著在耶穌基督裏生命的英許
[00:05:33.200 --> 00:05:36.200]  作基督耶穌使徒的保祿
[00:05:36.200 --> 00:05:39.200]  寫信給我親愛的兒子提摩套
[00:05:39.200 --> 00:05:42.200]  願因爲憐憫平安
[00:05:42.200 --> 00:05:46.200]  從父神和我們主耶穌歸於你
[00:05:46.200 --> 00:05:48.200]  我感謝神
[00:05:48.200 --> 00:05:53.200]  就是心所侍奉的神
[00:05:53.200 --> 00:05:56.200]  祈禱的時候不絕地想念你
[00:05:56.200 --> 00:05:58.200]  紀念你的眼淚
[00:05:58.200 --> 00:06:01.200]  晝夜切切地想要見你
[00:06:01.200 --> 00:06:03.200]  好叫我們心快樂
[00:06:03.200 --> 00:06:08.200]  想到你心裏無奈的信
[00:06:08.200 --> 00:06:10.200]  愛祖母羅爾
[00:06:10.200 --> 00:06:12.200]  和你母親有離基心裏的
[00:06:12.200 --> 00:06:15.200]  我深信也在你的心裏
[00:06:15.200 --> 00:06:17.200]  爲此我提醒你
[00:06:17.200 --> 00:06:18.200]  使你將神
[00:06:18.200 --> 00:06:21.200]  藉我按手所給你的恩賜
[00:06:21.200 --> 00:06:24.200]  再如火挑旺起來
[00:06:24.200 --> 00:06:28.200]  因爲我們不是膽怯的心
[00:06:28.200 --> 00:06:31.200]  乃是剛強仁愛謹守的心
[00:06:31.200 --> 00:06:36.200]  你不要以給我們的主見證爲此
[00:06:36.200 --> 00:06:51.200]  這段書信的內容
[00:06:51.200 --> 00:06:53.200]  是保羅寫給提摩太太的
[00:06:53.200 --> 00:06:57.200]  當時提摩太太面對侍奉的掙扎
[00:06:57.200 --> 00:07:00.200]  而保羅寫這封書信
[00:07:00.200 --> 00:07:02.200]  特地要告訴她
[00:07:02.200 --> 00:07:04.200]  你要對神有信心
[00:07:04.200 --> 00:07:08.200]  你要對神有信心
[00:07:08.200 --> 00:07:11.200]  因爲神是如此真實的
[00:07:11.200 --> 00:07:15.200]  你的上一代和上一代的上一代
[00:07:15.200 --> 00:07:18.200]  都是信靠神的
[00:07:18.200 --> 00:07:22.200]  所以你要持定這份信心
[00:07:22.200 --> 00:07:24.200]  繼續往前走
[00:07:24.200 --> 00:07:27.200]  提摩太太是否不認識神呢?
[00:07:27.200 --> 00:07:28.200]  不是的
[00:07:28.200 --> 00:07:30.200]  她是一個侍奉神的人
[00:07:30.200 --> 00:07:32.200]  但她所沐浴的教會
[00:07:32.200 --> 00:07:34.200]  面對的很多困難
[00:07:34.200 --> 00:07:38.200]  令到她心裏面沮喪
[00:07:38.200 --> 00:07:43.200]  面對重大的侍奉難關
[00:07:43.200 --> 00:07:46.200]  所以保羅藉著這封書信
[00:07:46.200 --> 00:07:48.200]  這段經文的內容
[00:07:48.200 --> 00:07:50.200]  鼓勵提摩太太
[00:07:50.200 --> 00:07:54.200]  你有無毅的信心
[00:07:54.200 --> 00:07:56.200]  這個無毅的信心
[00:07:56.200 --> 00:07:58.200]  是誰給你的呢?
[00:07:58.200 --> 00:08:00.200]  是神給你的
[00:08:00.200 --> 00:08:02.200]  而從你的媽媽
[00:08:02.200 --> 00:08:06.200]  和你媽媽的媽媽身上可以見到
[00:08:06.200 --> 00:08:12.200]  今天我以三方面和大家分享
[00:08:12.200 --> 00:08:16.200]  第一方面就是母親要持守無毅的信
[00:08:16.200 --> 00:08:20.200]  第二方面就是母親要傳承無毅的信
[00:08:20.200 --> 00:08:25.200]  第三方面母親請接受愛的禮物
[00:08:25.200 --> 00:08:31.200]  無毅的信是甚麼意思呢?
[00:08:31.200 --> 00:08:34.200]  無毅
[00:08:34.200 --> 00:08:36.200]  就是真實
[00:08:36.200 --> 00:08:37.200]  不虛假
[00:08:37.200 --> 00:08:38.200]  不是假裝出來
[00:08:38.200 --> 00:08:41.200]  不是扮演出來的表現
[00:08:41.200 --> 00:08:44.200]  是真真實實的的確確
[00:08:44.200 --> 00:08:49.200]  是的而且確
[00:08:49.200 --> 00:08:58.200]  如果回應提摩太太的警況
[00:08:58.200 --> 00:09:01.200]  在提摩太太前書後書都有講到
[00:09:01.200 --> 00:09:03.200]  當時她面對的是甚麼呢?
[00:09:03.200 --> 00:09:05.200]  是虛浮的話
[00:09:05.200 --> 00:09:08.200]  在會眾教會中間常常出現的
[00:09:08.200 --> 00:09:10.200]  就是虛浮的話
[00:09:10.200 --> 00:09:14.200]  旁讀的話 一口兩舌的說話 殘言
[00:09:14.200 --> 00:09:17.200]  世俗的言語 老虎荒謬的話
[00:09:17.200 --> 00:09:23.200]  世俗虛談和敵對真道此事而非的學問
[00:09:23.200 --> 00:09:26.200]  如絕無學問的辯論
[00:09:26.200 --> 00:09:30.200]  一切一切是當時提摩太太所面對
[00:09:30.200 --> 00:09:33.200]  但是史提伯告訴你
[00:09:33.200 --> 00:09:36.200]  你的信是無毅的信
[00:09:36.200 --> 00:09:38.200]  是真實的
[00:09:38.200 --> 00:09:40.200]  不虛假的
[00:09:40.200 --> 00:09:43.200]  不是裝扮出來的
[00:09:43.200 --> 00:09:46.200]  這個給提摩太太
[00:09:46.200 --> 00:09:50.200]  我相信有很大的提醒幫助
[00:09:50.200 --> 00:09:54.200]  今天我們有甚麼虛假呢?
[00:09:54.200 --> 00:09:56.200]  在我們中間是否都流傳
[00:09:56.200 --> 00:09:59.200]  或者虛荒的說話
[00:09:59.200 --> 00:10:04.200]  或者老虎的荒謬言語呢?
[00:10:04.200 --> 00:10:06.200]  我們當然更加進步
[00:10:06.200 --> 00:10:10.200]  這差不多是2000年前的情況
[00:10:10.200 --> 00:10:12.200]  我們今天進步到甚麼境況呢?
[00:10:12.200 --> 00:10:17.200]  在今年年初我看到一宗新聞
[00:10:17.200 --> 00:10:28.200]  他說現代人面對的是心危
[00:10:28.200 --> 00:10:32.200]  是在資訊科技平台裏面出現的一種技術
[00:10:32.200 --> 00:10:38.200]  將兩個的影像合成為一個獨立的影像
[00:10:38.200 --> 00:10:42.200]  可以用我們中間某個人的人頭
[00:10:42.200 --> 00:10:45.200]  或者用他的容貌
[00:10:45.200 --> 00:10:50.200]  來結合另外一個人的身體
[00:10:50.200 --> 00:10:54.200]  在互聯網裏面流傳
[00:10:54.200 --> 00:10:57.200]  或者發佈在不同的地方
[00:10:57.200 --> 00:11:02.200]  來傳遞虛假的訊息
[00:11:02.200 --> 00:11:05.200]  所以最近有位國家領導人
[00:11:05.200 --> 00:11:10.200]  被人用了心危這個技術
[00:11:10.200 --> 00:11:15.200]  來傳遞一個虛假的影像
[00:11:15.200 --> 00:11:18.200]  大家可能是得啖笑
[00:11:18.200 --> 00:11:20.200]  或者成為很大的傷害
[00:11:20.200 --> 00:11:22.200]  都不知道的
[00:11:22.200 --> 00:11:25.200]  可不可以說我們都可以採用這個技術呢?
[00:11:25.200 --> 00:11:27.200]  是非常之可能的
[00:11:27.200 --> 00:11:33.200]  因為這個技術是非常之容易掌握的
[00:11:33.200 --> 00:11:36.200]  如果我們沒有時間對著我們的子女
[00:11:36.200 --> 00:11:39.200]  不如用我的樣貌來配合
[00:11:39.200 --> 00:11:44.200]  另外一些動畫來引我的子女笑
[00:11:44.200 --> 00:11:46.200]  又或者我們說角色扮演
[00:11:46.200 --> 00:11:49.200]  Cosplay已經是很流行的
[00:11:49.200 --> 00:11:52.200]  我們都可以採納這個形式
[00:11:52.200 --> 00:12:05.200]  來代替我們和我們子女的接觸
[00:12:05.200 --> 00:12:10.200]  心危 虛假 到處都是
[00:12:10.200 --> 00:12:13.200]  最近的新聞就是說
[00:12:13.200 --> 00:12:16.200]  新加坡已經通過防網絡操縱法
[00:12:16.200 --> 00:12:21.200]  就是發放假訊息的刑罰
[00:12:21.200 --> 00:12:23.200]  這個條例已經訂立了
[00:12:23.200 --> 00:12:25.200]  很多人都反對
[00:12:25.200 --> 00:12:29.200]  有很多人說你妨礙了我們的創作
[00:12:29.200 --> 00:12:33.200]  你這樣做令到我們有很多限制
[00:12:33.200 --> 00:12:37.200]  其實這個傳假消息的情況
[00:12:37.200 --> 00:12:39.200]  一早已經發生了
[00:12:39.200 --> 00:12:43.200]  在我們中間比比皆是
[00:12:43.200 --> 00:12:46.200]  曾經在印度發生的就是
[00:12:46.200 --> 00:12:49.200]  有一單謀殺事故
[00:12:49.200 --> 00:12:52.200]  就是一位IT人
[00:12:52.200 --> 00:12:55.200]  因為被人誤傳
[00:12:55.200 --> 00:13:01.200]  他是一個拐帶的人口的板子
[00:13:01.200 --> 00:13:05.200]  最後將他用石頭打死
[00:13:05.200 --> 00:13:08.200]  或者用暴力將他殺死
[00:13:08.200 --> 00:13:12.200]  他自己也是一個資訊科技界的人
[00:13:12.200 --> 00:13:17.200]  但是他也是身受其害
[00:13:17.200 --> 00:13:19.200]  我想問大家
[00:13:19.200 --> 00:13:23.200]  這個禮拜有沒有機會見到家人
[00:13:23.200 --> 00:13:28.200]  打電話和家人聯絡有多少次呢
[00:13:28.200 --> 00:13:33.200]  如果爸爸媽媽和子女
[00:13:33.200 --> 00:13:35.200]  我們在座的大部分
[00:13:35.200 --> 00:13:37.200]  有一部分叫做爸爸媽媽的
[00:13:37.200 --> 00:13:39.200]  應該都是和子女
[00:13:39.200 --> 00:13:42.200]  可能子女都成年了
[00:13:42.200 --> 00:13:45.200]  可能已經成家立室了
[00:13:45.200 --> 00:13:49.200]  和她通電話有多少次呢
[00:13:49.200 --> 00:13:52.200]  可能要想一想 數一數
[00:13:52.200 --> 00:13:55.200]  見面有多少次呢
[00:13:55.200 --> 00:13:58.200]  見面 今個禮拜
[00:13:58.200 --> 00:14:01.200]  可能是零
[00:14:01.200 --> 00:14:03.200]  我再問就是
[00:14:03.200 --> 00:14:06.200]  你text她呢
[00:14:06.200 --> 00:14:11.200]  就是說你傳短訊
[00:14:11.200 --> 00:14:13.200]  有多少次
[00:14:13.200 --> 00:14:16.200]  你經常都有
[00:14:16.200 --> 00:14:18.200]  你經常都有
[00:14:18.200 --> 00:14:22.200]  這個是我們的習慣
[00:14:22.200 --> 00:14:24.200]  我們說
[00:14:24.200 --> 00:14:35.200]  在當時教會提摩派所面對的虛假
[00:14:35.200 --> 00:14:43.200]  我們提醒她 你有無謂的信
[00:14:43.200 --> 00:14:46.200]  因為你媽媽和媽媽的媽媽
[00:14:46.200 --> 00:14:49.200]  都持守無謂的信
[00:14:49.200 --> 00:14:51.200]  今天我要鼓勵在我們中間的
[00:14:51.200 --> 00:14:53.200]  作為母親的姐妹
[00:14:53.200 --> 00:14:58.200]  你要持守無謂的信
[00:14:58.200 --> 00:15:00.200]  在一章五節說到
[00:15:00.200 --> 00:15:03.200]  想到你心裡無謂之信
[00:15:03.200 --> 00:15:06.200]  這信是先在外祖母羅爾和你母親
[00:15:06.200 --> 00:15:08.200]  有離基心裡的
[00:15:08.200 --> 00:15:11.200]  我心信也在你心裡
[00:15:11.200 --> 00:15:12.200]  保羅說到
[00:15:12.200 --> 00:15:17.200]  我心信也在你心裡
[00:15:17.200 --> 00:15:20.200]  我心信的意思是
[00:15:20.200 --> 00:15:23.200]  我是被說服
[00:15:23.200 --> 00:15:28.200]  就是說我看到你就知道
[00:15:28.200 --> 00:15:32.200]  你是有無謂的信
[00:15:32.200 --> 00:15:34.200]  即是說真實的信心
[00:15:34.200 --> 00:15:37.200]  你信靠神
[00:15:37.200 --> 00:15:39.200]  我看到你就知道
[00:15:39.200 --> 00:15:43.200]  所以我是很接受的
[00:15:43.200 --> 00:15:46.200]  你對神的信心
[00:15:46.200 --> 00:15:47.200]  為什麼?
[00:15:47.200 --> 00:15:49.200]  從她身上
[00:15:49.200 --> 00:15:51.200]  從她的媽媽
[00:15:51.200 --> 00:15:52.200]  從祖母身上
[00:15:52.200 --> 00:15:53.200]  都看到
[00:15:53.200 --> 00:15:58.200]  是因為他們敬拜侍奉的心
[00:15:58.200 --> 00:16:01.200]  他們對神話語的重視
[00:16:01.200 --> 00:16:03.200]  奉獻的生活
[00:16:03.200 --> 00:16:05.200]  生命的見證
[00:16:05.200 --> 00:16:08.200]  他表現出那個堅忍
[00:16:08.200 --> 00:16:10.200]  他真的對弟兄姊妹
[00:16:10.200 --> 00:16:13.200]  對人寬恕憐憫
[00:16:13.200 --> 00:16:16.200]  他真的為義受逼迫
[00:16:16.200 --> 00:16:19.200]  他真的使人和睦
[00:16:19.200 --> 00:16:24.200]  這一切其實都是耶穌基督的教訓
[00:16:24.200 --> 00:16:28.200]  他們真的走出來
[00:16:28.200 --> 00:16:29.200]  保羅說
[00:16:29.200 --> 00:16:36.200]  我看到我真的被你說服
[00:16:36.200 --> 00:16:37.200]  你所做的
[00:16:37.200 --> 00:16:40.200]  你生命的流露
[00:16:40.200 --> 00:16:50.200]  見證你真的信靠神
[00:16:50.200 --> 00:16:53.200]  這是接觸
[00:16:53.200 --> 00:16:55.200]  雖然保羅說
[00:16:55.200 --> 00:16:58.200]  我不能夠去你那裡
[00:16:58.200 --> 00:17:01.200]  但是很多人來作見證
[00:17:01.200 --> 00:17:03.200]  提摩他
[00:17:03.200 --> 00:17:10.200]  你生命裡有這個特質
[00:17:10.200 --> 00:17:12.200]  堅強的特質
[00:17:12.200 --> 00:17:15.200]  信靠神的特質
[00:17:15.200 --> 00:17:17.200]  你信靠神的行為
[00:17:17.200 --> 00:17:19.200]  以神為生命的中心
[00:17:19.200 --> 00:17:23.200]  我看得見
[00:17:23.200 --> 00:17:30.200]  所以今天我們要流露生命的特質
[00:17:30.200 --> 00:17:32.200]  今天是一個好時機
[00:17:32.200 --> 00:17:35.200]  無論是我作為父母親
[00:17:35.200 --> 00:17:37.200]  或者我作為子女
[00:17:37.200 --> 00:17:40.200]  我們都可能有這個機會
[00:17:40.200 --> 00:17:42.200]  你們和我們家人一起相聚
[00:17:42.200 --> 00:17:45.200]  或者一起思念我們的母親
[00:17:45.200 --> 00:17:47.200]  我們一起相聚的時候
[00:17:47.200 --> 00:17:49.200]  一個很好的機會就是
[00:17:49.200 --> 00:17:52.200]  讓我們的親人
[00:17:52.200 --> 00:17:59.200]  來看到我們的生命
[00:17:59.200 --> 00:18:06.200]  認識我是一個信靠耶穌基督的人
[00:18:06.200 --> 00:18:17.200]  讓人看到我們真的有這個信心
[00:18:17.200 --> 00:18:19.200]  在美國有個組織
[00:18:19.200 --> 00:18:25.200]  叫做美國的媽媽
[00:18:25.200 --> 00:18:33.200]  每年都選出年度的媽媽
[00:18:33.200 --> 00:18:35.200]  獲選的資格就是
[00:18:35.200 --> 00:18:38.200]  他們對社區慈善工作或者家庭
[00:18:38.200 --> 00:18:44.200]  都有帶來積極勵志的影響
[00:18:44.200 --> 00:18:51.200]  每年都有50位來接受這個褒獎
[00:18:51.200 --> 00:18:53.200]  我選了兩位
[00:18:53.200 --> 00:18:56.200]  其中一位叫做Angie
[00:18:56.200 --> 00:19:01.200]  她說她很享受她的職業
[00:19:01.200 --> 00:19:05.200]  還有一個很大的祝福
[00:19:05.200 --> 00:19:07.200]  很大的祝福是什麼呢
[00:19:07.200 --> 00:19:11.200]  就是能夠讓她的子女
[00:19:11.200 --> 00:19:14.200]  看到原來媽媽上班
[00:19:14.200 --> 00:19:16.200]  都不會忽略家庭
[00:19:16.200 --> 00:19:19.200]  即是說媽媽的工作和家庭
[00:19:19.200 --> 00:19:22.200]  都能夠取得平衡
[00:19:22.200 --> 00:19:25.200]  哇,好東西喔
[00:19:25.200 --> 00:19:27.200]  我相信在我們中間
[00:19:27.200 --> 00:19:30.200]  有不少在職的媽媽
[00:19:30.200 --> 00:19:34.200]  一方面要有家庭照顧子女
[00:19:34.200 --> 00:19:36.200]  一方面要有職業
[00:19:36.200 --> 00:19:41.200]  另外一位叫做Nicole
[00:19:41.200 --> 00:19:44.200]  她是一位法醫
[00:19:44.200 --> 00:19:48.200]  因為有個兒子有特殊的需要
[00:19:48.200 --> 00:19:52.200]  所以她運用她自己的訓練
[00:19:52.200 --> 00:19:56.200]  來尋求不同的醫治方法
[00:19:56.200 --> 00:19:58.200]  不單要照顧自己的兒子
[00:19:58.200 --> 00:20:02.200]  更加要幫助在社區裡同樣需要的人
[00:20:02.200 --> 00:20:05.200]  並且為他們組織了一個支援的平台
[00:20:05.200 --> 00:20:09.200]  這次她們兩位都入圍了
[00:20:09.200 --> 00:20:11.200]  美國的媽媽
[00:20:11.200 --> 00:20:14.200]  2019年的年度的媽媽
[00:20:14.200 --> 00:20:18.200]  非常令人讚賞
[00:20:18.200 --> 00:20:23.200]  她的工作和家庭都得到兼顧
[00:20:23.200 --> 00:20:27.200]  那香港又怎樣呢
[00:20:27.200 --> 00:20:33.200]  香港如果是年度的媽媽
[00:20:33.200 --> 00:20:36.200]  香港應該沒有這個組織
[00:20:36.200 --> 00:20:38.200]  也沒有這個推選
[00:20:38.200 --> 00:20:42.200]  但是有女強人
[00:20:42.200 --> 00:20:44.200]  這位女強人
[00:20:44.200 --> 00:20:45.200]  我選了一位
[00:20:45.200 --> 00:20:47.200]  不會說她的名字
[00:20:47.200 --> 00:20:49.200]  這位女強人她說
[00:20:49.200 --> 00:20:56.200]  我覺得很幸福
[00:20:56.200 --> 00:20:59.200]  雖然我出來工作
[00:20:59.200 --> 00:21:00.200]  又要照顧家庭
[00:21:00.200 --> 00:21:02.200]  我每天五點鐘起床
[00:21:02.200 --> 00:21:08.200]  來為兒女預備上學和生活的需要
[00:21:08.200 --> 00:21:10.200]  預備好之後我就上班
[00:21:10.200 --> 00:21:12.200]  她們現在長大了
[00:21:12.200 --> 00:21:16.200]  一個二十多歲
[00:21:16.200 --> 00:21:19.200]  一個十幾二十歲
[00:21:19.200 --> 00:21:23.200]  她說我現在有事業
[00:21:23.200 --> 00:21:31.200]  還有一對健康善良的孩子
[00:21:31.200 --> 00:21:34.200]  我們看到在香港
[00:21:34.200 --> 00:21:36.200]  或者香港以外的地方
[00:21:36.200 --> 00:21:43.200]  當大家去推選這個年度的媽媽
[00:21:43.200 --> 00:21:46.200]  或者我們看回媽媽
[00:21:46.200 --> 00:21:51.200]  我們怎樣來表揚她們的時候
[00:21:51.200 --> 00:21:56.200]  都是事業、家庭
[00:21:56.200 --> 00:21:59.200]  拿到平衡就行了
[00:21:59.200 --> 00:22:02.200]  還有他們被表揚
[00:22:02.200 --> 00:22:11.200]  因為家庭和事業都能夠做得好
