
[00:00:00.000 --> 00:00:01.120]  姊妹平安
[00:00:01.120 --> 00:00:09.520]  我在神學院教舊約的課程
[00:00:09.520 --> 00:00:12.480]  即是課程
[00:00:12.480 --> 00:00:18.680]  所以我希望以後我在崇基的講台裡
[00:00:18.680 --> 00:00:23.400]  盡量找舊約的經課向大家宣講
[00:00:23.400 --> 00:00:28.120]  今天的經課是《亞摩斯書》七章的七節十七節
[00:00:28.280 --> 00:00:30.720]  是一段很特別的經文
[00:00:30.720 --> 00:00:34.160]  剛才讀完經課就幫我們讀出了
[00:00:34.160 --> 00:00:35.360]  我就不重複了
[00:00:35.360 --> 00:00:40.400]  不過一會兒我講道的內容
[00:00:40.400 --> 00:00:44.600]  如有雷同就實屬巧合
[00:00:44.600 --> 00:00:52.920]  其實預備這次的講道都有點為難
[00:00:52.920 --> 00:00:55.400]  因為其實裡面有很多東西
[00:00:55.400 --> 00:00:59.320]  跟我們今天的處境跟香港的處境都很相似
[00:00:59.320 --> 00:01:03.560]  但我又不想畫公仔畫出腸
[00:01:03.560 --> 00:01:07.560]  講道有時要帶著一種含蓄
[00:01:07.560 --> 00:01:11.920]  讓大家可以在周邊繼續去默想
[00:01:11.920 --> 00:01:13.040]  我們一起祈禱
[00:01:13.040 --> 00:01:14.480]  預備我們的心
[00:01:14.480 --> 00:01:17.080]  祝我們在你面前的禱告
[00:01:17.080 --> 00:01:19.800]  求你的靈帶我們去到當天
[00:01:19.800 --> 00:01:22.520]  亞摩斯和亞瑪姐的場景
[00:01:22.520 --> 00:01:26.760]  讓我們知道先知的心懷也幫助我們
[00:01:26.760 --> 00:01:30.600]  在香港這個艱難的日子裡
[00:01:30.600 --> 00:01:33.080]  學習如何去行事為人
[00:01:33.080 --> 00:01:35.840]  去對得起你對得起主
[00:01:35.840 --> 00:01:38.520]  我們這樣禱告和奉主是聰明之祈求
[00:01:38.520 --> 00:01:39.520]  對嗎
[00:01:39.520 --> 00:01:43.160]  《亞摩斯書》七章七節十七節
[00:01:43.160 --> 00:01:45.560]  剛才讀完經課就幫我們讀出了
[00:01:45.560 --> 00:01:51.960]  皇家祭壇伯特利的祭司亞瑪姐
[00:01:51.960 --> 00:01:54.880]  就派人去當時的北角
[00:01:54.880 --> 00:01:56.640]  耶護皇朝
[00:01:56.640 --> 00:02:00.640]  史家稱之為耶羅邦安二世的以色列王
[00:02:00.640 --> 00:02:02.200]  就這樣說
[00:02:02.200 --> 00:02:06.280]  亞摩斯在以色列家中圖謀背叛你
[00:02:06.280 --> 00:02:08.280]  他所說的一切話
[00:02:08.280 --> 00:02:10.120]  這地不能承擔
[00:02:10.120 --> 00:02:11.960]  因為亞摩斯這樣說
[00:02:11.960 --> 00:02:13.960]  耶羅邦安必被刀殺
[00:02:13.960 --> 00:02:16.080]  以色列的百姓必被擄
[00:02:16.080 --> 00:02:18.080]  離開本地
[00:02:20.160 --> 00:02:22.160]  亞瑪姐的引述
[00:02:22.160 --> 00:02:26.160]  亞摩斯的說話就所言非虛
[00:02:26.160 --> 00:02:31.160]  因為在亞摩斯書七章第九節
[00:02:31.160 --> 00:02:33.160]  大家可以看到
[00:02:33.160 --> 00:02:35.160]  經文記載的確
[00:02:35.160 --> 00:02:37.160]  亞摩斯接收到
[00:02:37.160 --> 00:02:40.160]  上帝而來的訊息是這樣的
[00:02:40.160 --> 00:02:42.160]  以撒的幽壇必荒涼
[00:02:42.160 --> 00:02:44.160]  以色列的聖所必荒廢
[00:02:44.160 --> 00:02:46.160]  我要起來用刀
[00:02:46.160 --> 00:02:49.160]  攻擊耶羅邦安的家
[00:02:50.160 --> 00:02:54.160]  亞摩斯可能在某種場合某種說法
[00:02:54.160 --> 00:02:57.160]  在以色列當中宣講這樣的訊息
[00:02:57.160 --> 00:02:59.160]  不過亞瑪姐就將
[00:02:59.160 --> 00:03:03.160]  用刀攻擊耶羅邦安的家
[00:03:03.160 --> 00:03:06.160]  可能就聽成為
[00:03:06.160 --> 00:03:08.160]  對皇上本人
[00:03:08.160 --> 00:03:14.160]  耶羅邦安必被刀殺的意思
[00:03:14.160 --> 00:03:17.160]  這樣的說法很敏感
[00:03:17.160 --> 00:03:20.160]  所以你明白為什麼
[00:03:20.160 --> 00:03:22.160]  很容易對號入座
[00:03:22.160 --> 00:03:26.160]  皇上會被人刺殺
[00:03:26.160 --> 00:03:28.160]  如果是這樣的話
[00:03:28.160 --> 00:03:30.160]  亞瑪姐聽到這樣的訊息之後
[00:03:30.160 --> 00:03:32.160]  還不趕快去轉告皇上
[00:03:32.160 --> 00:03:36.160]  的確這樣對皇上的空言
[00:03:36.160 --> 00:03:41.160]  或者對國家預告可能的災難
[00:03:41.160 --> 00:03:44.160]  必然會造成人心惶惶
[00:03:44.160 --> 00:03:47.160]  令到以色列國民
[00:03:47.160 --> 00:03:50.160]  亞瑪姐所說的不能承擔
[00:03:50.160 --> 00:03:53.160]  不過亞瑪姐就說
[00:03:53.160 --> 00:03:57.160]  亞摩斯圖謀背叛
[00:03:57.160 --> 00:04:01.160]  這個就是好人當賊辦了
[00:04:01.160 --> 00:04:03.160]  如果我們從經文當中去看一下
[00:04:03.160 --> 00:04:05.160]  亞摩斯當見到
[00:04:05.160 --> 00:04:07.160]  上主審判的異象的時候
[00:04:07.160 --> 00:04:10.160]  他並不是恨災樂禍
[00:04:10.160 --> 00:04:14.160]  其實在經文前少少
[00:04:14.160 --> 00:04:15.160]  七章一至六節裡
[00:04:15.160 --> 00:04:18.160]  亞摩斯第一個見到的異象
[00:04:18.160 --> 00:04:20.160]  是一個蝗蟲之災
[00:04:20.160 --> 00:04:22.160]  他見到這個異象的第一個反應
[00:04:22.160 --> 00:04:24.160]  是向上主求饒
[00:04:24.160 --> 00:04:27.160]  主耶和華求你赦免
[00:04:27.160 --> 00:04:29.160]  因為瓦割若小
[00:04:29.160 --> 00:04:33.160]  他怎能站立得住呢
[00:04:33.160 --> 00:04:35.160]  上主也因為如此
[00:04:35.160 --> 00:04:38.160]  所以改變了心意免去者災
[00:04:38.160 --> 00:04:41.160]  亞摩斯見到第二個異象的時候
[00:04:41.160 --> 00:04:46.160]  是一個燒盡產業的火的異象
[00:04:46.160 --> 00:04:48.160]  他一樣向上主求饒
[00:04:48.160 --> 00:04:51.160]  主耶和華求你止息
[00:04:51.160 --> 00:04:53.160]  因為瓦割若小
[00:04:53.160 --> 00:04:57.160]  他怎能站立得住呢
[00:04:57.160 --> 00:05:01.160]  可見如果亞摩斯真的圖謀不軌
[00:05:01.160 --> 00:05:04.160]  但可以讓上主去施行審判
[00:05:04.160 --> 00:05:07.160]  他不需要為以色列求饒
[00:05:07.160 --> 00:05:13.160]  那你不是說好人當賊辦嗎
[00:05:13.160 --> 00:05:18.160]  其實先知與祭司之間的衝突
[00:05:18.160 --> 00:05:21.160]  並不像表面那麼簡單
[00:05:21.160 --> 00:05:25.160]  如果仔細去看亞摩祭口中所關心
[00:05:25.160 --> 00:05:27.160]  所說的話
[00:05:27.160 --> 00:05:29.160]  他其實在想什麼呢
[00:05:29.160 --> 00:05:36.160]  亞摩祭口中關心的不是將要來的災禍
