
[00:00:00.000 --> 00:00:09.000]  在訊息之前,我們大家再一起同心祈禱
[00:00:09.000 --> 00:00:16.000]  主,當我們聽詩歌,思想祢自己的慈愛
[00:00:16.000 --> 00:00:20.000]  主,我們再一次被提醒
[00:00:20.000 --> 00:00:23.000]  祢是那位永不改變的上帝
[00:00:23.000 --> 00:00:27.000]  祢的慈愛亦永不改變
[00:00:27.000 --> 00:00:30.000]  主,祢應許祢不會撇棄我們
[00:00:30.000 --> 00:00:33.000]  祢永遠與我們同在
[00:00:33.000 --> 00:00:38.000]  就算有些時候我們灰心,我們軟弱
[00:00:38.000 --> 00:00:41.000]  甚至不知道向祢祈禱
[00:00:41.000 --> 00:00:47.000]  但主,祢應許,祢仍然是愛我們的主
[00:00:47.000 --> 00:00:52.000]  主,我們今天到祢面前,同心敬拜祢
[00:00:52.000 --> 00:00:58.000]  主,感謝祢,我們何等的蒙福能成為祢的兒女
[00:00:58.000 --> 00:01:02.000]  主,祢亦將祢的救恩賜下
[00:01:02.000 --> 00:01:07.000]  將公義的袍蓋在我們身上
[00:01:07.000 --> 00:01:11.000]  主,我們今天能在祢面前,坦然見祢
[00:01:11.000 --> 00:01:18.000]  也能在祢面前,領受祢給予的力量去作見證
[00:01:18.000 --> 00:01:23.000]  主,我們今天在祢的恩典中,再次來到祢的典中敬拜
[00:01:23.000 --> 00:01:27.000]  也渴望主賜下祢自己的恩賢
[00:01:27.000 --> 00:01:31.000]  祢自己聖經的說話,也去幫助我們
[00:01:31.000 --> 00:01:34.000]  知道祢的信實,知道祢的應許
[00:01:34.000 --> 00:01:37.000]  我們就放膽面對自己的軟弱
[00:01:37.000 --> 00:01:41.000]  也放膽去見證祢,去侍奉祢
[00:01:41.000 --> 00:01:45.000]  求天父在這段時間,藉著祢寶貴的聖靈
[00:01:45.000 --> 00:01:49.000]  引導我們去深思,賜下祢自己的恩典
[00:01:49.000 --> 00:01:54.000]  我們仰望祈禱,奉耶穌聖名求,阿們
[00:02:15.000 --> 00:02:19.000]  在突破機構裡面服侍的同工來聊天
[00:02:19.000 --> 00:02:22.000]  不期然想起一位人物
[00:02:22.000 --> 00:02:24.000]  大家都有一些頂尖的認識
[00:02:24.000 --> 00:02:28.000]  是突破機構的創辦人蘇欣沛女士
[00:02:28.000 --> 00:02:33.000]  在過去她的一句說話,很多年來都是鼓勵我的心
[00:02:33.000 --> 00:02:40.000]  她說,與其就坐黑暗,不如燃燒自己
[00:02:40.000 --> 00:02:45.000]  這個世界你見到很多黑暗的事情,不公不義的事情
[00:02:45.000 --> 00:02:51.000]  心裡面有些時候會很不滿,甚至會就坐這些事
[00:02:51.000 --> 00:02:55.000]  但是蘇欣沛姐妹就一直提醒我們
[00:02:55.000 --> 00:02:59.000]  與其就坐黑暗,倒不如你燃點自己
[00:02:59.000 --> 00:03:04.000]  成為一點的亮光,可以照耀到這個黑暗的世界
[00:03:04.000 --> 00:03:09.000]  沒錯,有些時候見到社會上很多不同的事情
[00:03:09.000 --> 00:03:12.000]  特別有些時候會看到報道,新聞裡面說到
[00:03:12.000 --> 00:03:18.000]  一些人士在社會上是受到疏忽,甚至被人惡待
[00:03:18.000 --> 00:03:24.000]  可能大家會記得在近期提到一些護老院,一些虐老的情況
[00:03:24.000 --> 00:03:27.000]  有時看到的時候覺得,為什麼會是這樣?
[00:03:27.000 --> 00:03:33.000]  但是看到這些事的時候,心裡面都會再提醒自己
[00:03:33.000 --> 00:03:38.000]  不單單是分析問題,知道事情的情況
[00:03:38.000 --> 00:03:42.000]  大家思想怎樣能夠可以真的付出代價
[00:03:42.000 --> 00:03:46.000]  燃點自己,發出一點點的光芒
[00:03:46.000 --> 00:03:50.000]  這個正是上帝對他的子民的心意
[00:03:50.000 --> 00:03:54.000]  當我們今天來讀這段經文的時候
[00:03:54.000 --> 00:03:56.000]  過去我們讀這段經文的時候會看到
[00:03:56.000 --> 00:03:59.000]  瑪麗亞她怎樣來尊崇上帝
[00:03:59.000 --> 00:04:01.000]  但是我們今天試一下思想
[00:04:01.000 --> 00:04:04.000]  就是在這段經文裡面,你見到
[00:04:04.000 --> 00:04:08.000]  聖經裡面很清楚講述,這位上帝在這個社會
[00:04:08.000 --> 00:04:13.000]  或者說在這個不義的世界裡面,是仍然掌權的
[00:04:13.000 --> 00:04:17.000]  而是他也勉勵我們,學校他自己
[00:04:17.000 --> 00:04:20.000]  去行公義,好憐憫
[00:04:20.000 --> 00:04:25.000]  來到這個時代,來去活出那種光明
[00:04:25.000 --> 00:04:29.000]  而我們也都是在瑪麗亞的尊主頌當中
[00:04:29.000 --> 00:04:34.000]  一起來思想這個寶貴神給我們的訊息
[00:04:34.000 --> 00:04:38.000]  大家看看聖經的路加福音第一章
[00:04:38.000 --> 00:04:42.000]  在第一章的四十六節,聖經就講到瑪麗亞說
[00:04:42.000 --> 00:04:48.000]  我心尊主為大,我凌以臣我的救主為樂
[00:04:48.000 --> 00:04:52.000]  因為他誰顧他子女的卑微
[00:04:52.000 --> 00:04:57.000]  大家都會記得,當瑪麗亞聽到天使和她發出一個指示
[00:04:57.000 --> 00:05:02.000]  告訴她,妳要懷孕生子
[00:05:02.000 --> 00:05:07.000]  才告訴她,至高者的能力要任地妳
[00:05:07.000 --> 00:05:11.000]  而妳要懷孕生下聖者
[00:05:11.000 --> 00:05:14.000]  當瑪麗亞聽見的時候,她最初好像不明白
[00:05:14.000 --> 00:05:21.000]  但是她在思想的時候,她知道神的能力臨在她的身上
[00:05:21.000 --> 00:05:27.000]  很快,聖經提到她去探伊麗莎白,經過幾天的路程
[00:05:27.000 --> 00:05:30.000]  去到的時候,相信她有很多不同的心思
[00:05:30.000 --> 00:05:34.000]  見到伊麗莎白的時候,向她祝福
[00:05:34.000 --> 00:05:37.000]  當她聽到祝福的說話之後
[00:05:37.000 --> 00:05:41.000]  心裡面很快就湧出一種讚美
[00:05:41.000 --> 00:05:46.000]  她一開口的時候就說,我心尊主為大
[00:05:46.000 --> 00:05:49.000]  她的心尊崇這位上帝
[00:05:49.000 --> 00:05:53.000]  知道祂是永恆的偉大的上帝
[00:05:53.000 --> 00:05:56.000]  因此她心裡產生了一份對神的敬畏
[00:05:56.000 --> 00:06:00.000]  知道祂是偉大的,因此知道她敬畏祂
[00:06:00.000 --> 00:06:05.000]  也放膽地在生活上信靠祂
[00:06:05.000 --> 00:06:08.000]  她提到,我心尊主為大
[00:06:08.000 --> 00:06:11.000]  我令以神我的救主為樂
[00:06:11.000 --> 00:06:15.000]  以祂為祂自己喜樂的源頭
[00:06:15.000 --> 00:06:20.000]  不是以其他的滿足來代替這位的主
[00:06:20.000 --> 00:06:23.000]  知道祂真是祂生命喜樂的源頭
[00:06:23.000 --> 00:06:27.000]  她一路來歌頌、讚美神
[00:06:27.000 --> 00:06:31.000]  但這首歌頌她表示出,是因為她經歷了一件事情
[00:06:31.000 --> 00:06:38.000]  在48節我們讀到,因為她垂顧她侍女的卑微
[00:06:38.000 --> 00:06:41.000]  瑪利亞經歷神那種很特別的神
[00:06:41.000 --> 00:06:44.000]  在她身上顯出的能力
[00:06:44.000 --> 00:06:49.000]  她生命是經歷那種奇妙的幫助
[00:06:49.000 --> 00:06:53.000]  她說她垂顧她侍女的卑微
[00:06:53.000 --> 00:06:58.000]  大家一定會想起瑪利亞出生的地方
[00:06:58.000 --> 00:07:00.000]  她在哪裡出生?
[00:07:00.000 --> 00:07:03.000]  她在拿撒勒這個地方
[00:07:03.000 --> 00:07:06.000]  拿撒勒這個地方是當時一個很平凡
[00:07:06.000 --> 00:07:09.000]  寂寂無名的小城鎮
[00:07:09.000 --> 00:07:11.000]  甚至後來大家讀聖經的時候
[00:07:11.000 --> 00:07:17.000]  看到拿旦葉這個人評價拿撒勒的時候
[00:07:17.000 --> 00:07:22.000]  他說拿撒勒還能出什麼好的呢?
[00:07:22.000 --> 00:07:24.000]  不會有什麼好的事情
[00:07:24.000 --> 00:07:28.000]  或者好成就的事情從這個城市會出現
[00:07:28.000 --> 00:07:31.000]  裡面的人很多都是貧窮
[00:07:31.000 --> 00:07:34.000]  很多在困苦裡面的人
[00:07:34.000 --> 00:07:36.000]  而瑪利亞體會到自己的卑微
[00:07:36.000 --> 00:07:41.000]  但是她就說她垂顧她侍女的卑微
[00:07:41.000 --> 00:07:45.000]  沒有地位或者沒有經濟、沒有學歷
[00:07:45.000 --> 00:07:48.000]  但是神仍然是垂顧她
[00:07:48.000 --> 00:07:50.000]  然後你再讀的時候
[00:07:50.000 --> 00:07:55.000]  她就說:看吶!今後萬代都要稱我為有福
[00:07:55.000 --> 00:07:59.000]  全能者為我行了大事
[00:07:59.000 --> 00:08:01.000]  她的名為聖
[00:08:01.000 --> 00:08:07.000]  她的憐憫世世代代歸於敬畏她的人
[00:08:07.000 --> 00:08:11.000]  這位瑪利亞她本來是卑微的
[00:08:11.000 --> 00:08:12.000]  很平凡的
[00:08:12.000 --> 00:08:15.000]  她原來是被人所輕視的
[00:08:15.000 --> 00:08:18.000]  但是神的能力臨到她的身上
[00:08:18.000 --> 00:08:20.000]  改變她的人生
[00:08:20.000 --> 00:08:23.000]  她體會到從今之後
[00:08:23.000 --> 00:08:27.000]  她要被稱為有福
[00:08:27.000 --> 00:08:28.000]  各位弟兄姊妹
[00:08:28.000 --> 00:08:33.000]  當聖經講述到神自己的恩惠臨在的時候
[00:08:33.000 --> 00:08:36.000]  就純粹講到兩方面
[00:08:36.000 --> 00:08:39.000]  一方面講述到神的憐憫臨到她身上
[00:08:39.000 --> 00:08:41.000]  大家知道憐憫表示
[00:08:41.000 --> 00:08:46.000]  不是一個人值得神來幫助
[00:08:46.000 --> 00:08:47.000]  不是我們值得
[00:08:47.000 --> 00:08:51.000]  而是神自己的憐憫讓恩惠臨到我們
[00:08:51.000 --> 00:08:55.000]  但同時講到神的能力臨到
[00:08:55.000 --> 00:08:57.000]  所以剛才你讀聖經的時候提到
[00:08:57.000 --> 00:09:02.000]  全能者為我行了大事
[00:09:02.000 --> 00:09:08.000]  這位上帝如果祂只是有能力而沒有憐憫
[00:09:08.000 --> 00:09:12.000]  我們會很恐懼
[00:09:12.000 --> 00:09:17.000]  如果祂只是有憐憫但沒有能力
[00:09:17.000 --> 00:09:19.000]  我們會感覺很無奈
[00:09:19.000 --> 00:09:21.000]  因為祂幫不到我們
[00:09:21.000 --> 00:09:26.000]  但聖經描述這位上帝有憐憫有能力
