
[00:00:00.000 --> 00:00:05.000]  智慧人在哪裏,民事在哪裏,這世上的辨事在哪裏?
[00:00:05.000 --> 00:00:11.000]  上帝豈不是已將這世上的智慧變成了愚絕嗎?
[00:00:11.000 --> 00:00:14.000]  既然世人憑自己的智慧不認識上帝,
[00:00:14.000 --> 00:00:21.000]  上帝就本著自己的智慧樂而藉著人所傳愚絕的話,
[00:00:21.000 --> 00:00:23.000]  拯救那些純的人。
[00:00:23.000 --> 00:00:27.000]  上帝的福音,十字架的福音是一個愚絕的福音。
[00:00:27.000 --> 00:00:32.000]  我剛才跟你說,為何今天在新加坡也好,在香港也好,
[00:00:32.000 --> 00:00:36.000]  我們的福音好像不是那麼愚絕。
[00:00:36.000 --> 00:00:38.000]  我不知道你明不明白我的意思,
[00:00:38.000 --> 00:00:41.000]  我們其實都挺敢去傳福音,
[00:00:41.000 --> 00:00:44.000]  我們不會覺得很怕別人覺得我們的福音很愚蠢。
[00:00:44.000 --> 00:00:49.000]  我們不會這樣說,我們覺得我們基督徒有頭有臉。
[00:00:49.000 --> 00:00:52.000]  我們有很多出名的基督徒,
[00:00:52.000 --> 00:00:56.000]  社會上都有地位,有金錢,有做了很多好事,
[00:00:56.000 --> 00:00:59.000]  那個學校也是基督徒的。
[00:00:59.000 --> 00:01:03.000]  我想問一下你,這個機會是什麼問題?
[00:01:03.000 --> 00:01:06.000]  為何我們今天會弄成這樣?
[00:01:06.000 --> 00:01:10.000]  曾幾何時信耶穌是一件愚絕的事,
[00:01:10.000 --> 00:01:12.000]  真的是愚絕的事。
[00:01:12.000 --> 00:01:16.000]  那是因為上帝祝福了教會,令到這個福音再不愚絕?
[00:01:16.000 --> 00:01:18.000]  還是我們做了一點手腳,
[00:01:18.000 --> 00:01:21.000]  令到這個福音越來越靚仔呢?你明白嗎?
[00:01:21.000 --> 00:01:26.000]  我們學了一些韓劇,韓星去弄容,
[00:01:26.000 --> 00:01:29.000]  於是就把福音弄得很吸引。
[00:01:29.000 --> 00:01:32.000]  其實福音已經再不是福音了。
[00:01:32.000 --> 00:01:37.000]  猶太人要的是神蹟,希臘人要求的是智慧,
[00:01:37.000 --> 00:01:43.000]  我們傳的是被釘十字架的基督對猶太人是半腳石,
[00:01:43.000 --> 00:01:45.000]  對外邦人是愚絕。
[00:01:45.000 --> 00:01:49.000]  希臘人是很講求哲學的東西,
[00:01:49.000 --> 00:01:52.000]  但我不跟你講這麼多希臘人的東西了。
[00:01:52.000 --> 00:01:54.000]  總之對於希臘人來說,
[00:01:54.000 --> 00:01:59.000]  傳什麼十字架,什麼罪得赦免那些是不合理的,
[00:01:59.000 --> 00:02:03.000]  是沒有什麼意思的,也不能上位的,不要理了。
[00:02:03.000 --> 00:02:05.000]  但我想給你看猶太人,
[00:02:05.000 --> 00:02:07.000]  他說猶太人要的是神蹟,
[00:02:07.000 --> 00:02:11.000]  於是十字架的基督都成為他們的半腳石。
[00:02:11.000 --> 00:02:13.000]  我不知道你怎樣明白這句說話,
[00:02:13.000 --> 00:02:15.000]  猶太人要的是神蹟,
[00:02:15.000 --> 00:02:18.000]  其實耶穌行了很多神蹟。
[00:02:18.000 --> 00:02:20.000]  如果猶太人要神蹟,
[00:02:20.000 --> 00:02:22.000]  為什麼他不要耶穌呢?
[00:02:22.000 --> 00:02:24.000]  有沒有想過?
[00:02:24.000 --> 00:02:25.000]  有沒有想過?
[00:02:25.000 --> 00:02:27.000]  耶穌行了很多神蹟,
[00:02:27.000 --> 00:02:30.000]  他是不是嫌耶穌行神蹟不夠多,
[00:02:30.000 --> 00:02:32.000]  想他再行多些神蹟,
[00:02:32.000 --> 00:02:34.000]  他就會愛耶穌呢?
[00:02:34.000 --> 00:02:36.000]  其實不是的。
[00:02:36.000 --> 00:02:41.000]  但我想給你看兩段聖經,
[00:02:41.000 --> 00:02:43.000]  好像跟這段聖經沒有什麼關係,
[00:02:43.000 --> 00:02:44.000]  但其實有關係的。
[00:02:44.000 --> 00:02:46.000]  其實猶太人要的神蹟,
[00:02:46.000 --> 00:02:49.000]  如果我說猶太人想要一個神蹟,
[00:02:49.000 --> 00:02:50.000]  我不知道你有沒有想過,
[00:02:50.000 --> 00:02:53.000]  猶太人要的一個神蹟是什麼?
[00:02:53.000 --> 00:02:55.000]  其實猶太人要的一個神蹟,
[00:02:55.000 --> 00:03:01.000]  就是有一個將軍可以帶領他們打贏羅馬人。
[00:03:01.000 --> 00:03:02.000]  你明白嗎?
[00:03:02.000 --> 00:03:04.000]  可以復國。
[00:03:04.000 --> 00:03:06.000]  猶太人做全世界最厲害,
[00:03:06.000 --> 00:03:08.000]  最上位的人,
[00:03:08.000 --> 00:03:10.000]  這個就是猶太人的一個神蹟。
[00:03:10.000 --> 00:03:12.000]  你明白嗎?
[00:03:12.000 --> 00:03:13.000]  我給你看這段聖經,
[00:03:13.000 --> 00:03:15.000]  我們一定熟悉的。
[00:03:15.000 --> 00:03:17.000]  《路加福音》第24章,
[00:03:17.000 --> 00:03:19.000]  《路加福音》第24章講到,
[00:03:19.000 --> 00:03:22.000]  二萬五師路上有兩個傻子,
[00:03:22.000 --> 00:03:24.000]  在耶穌復活那一天,
[00:03:24.000 --> 00:03:25.000]  正在走回鄉下。
[00:03:25.000 --> 00:03:27.000]  他說耶穌是門徒,
[00:03:27.000 --> 00:03:30.000]  他也知道耶穌曾經預言自己,
[00:03:30.000 --> 00:03:31.000]  那一天會復活。
[00:03:31.000 --> 00:03:34.000]  竟然也等不及要走回家,
[00:03:34.000 --> 00:03:35.000]  不等多一天。
[00:03:35.000 --> 00:03:38.000]  耶穌就顯然在他們面前,
[00:03:38.000 --> 00:03:39.000]  在路上。
[00:03:39.000 --> 00:03:42.000]  耶穌問他為什麼你這麼憂傷?
[00:03:42.000 --> 00:03:45.000]  於是他們回答了:就是那撒勒耶穌,
[00:03:45.000 --> 00:03:47.000]  人人耶穌的事。
[00:03:47.000 --> 00:03:48.000]  他是個先知,
