
[00:00:00.000 --> 00:00:02.000]  好,一起打開聖經
[00:00:02.000 --> 00:00:04.800]  詩篇第127篇
[00:00:04.800 --> 00:00:07.980]  詩篇第127篇
[00:00:07.980 --> 00:00:13.820]  好,找到我們一起就慢慢大聲讀
[00:00:13.820 --> 00:00:14.900]  預備,請
[00:00:14.900 --> 00:00:21.120]  若不是耶和華看守聖祠
[00:00:21.120 --> 00:00:24.400]  看守的人就往然警醒
[00:00:24.400 --> 00:00:26.800]  你們清晨早起
[00:00:26.800 --> 00:00:30.800]  夜晚安歇吃勞碌得來的飯
[00:00:30.800 --> 00:00:32.800]  本是往然
[00:00:32.800 --> 00:00:35.800]  才有耶和華所親愛的
[00:00:35.800 --> 00:00:38.700]  必叫他安然睡覺
[00:00:38.700 --> 00:00:42.600]  兒女是耶和華所賜的產業
[00:00:42.600 --> 00:00:46.900]  所懷的胎是他所給的賞賜
[00:00:46.900 --> 00:00:49.900]  少年時所生的兒女
[00:00:49.900 --> 00:00:52.900]  好像勇士手中的箭
[00:00:52.900 --> 00:00:56.700]  箭袋充滿的人便為有福
[00:00:56.700 --> 00:01:01.600]  他們在城門口和仇敵說話的時候
[00:01:01.600 --> 00:01:04.600]  必不至於羞愧
[00:01:04.600 --> 00:01:09.600]  你讀這段經文都知道今天大概會講什麼
[00:01:09.600 --> 00:01:13.600]  這段經文是講建造
[00:01:13.600 --> 00:01:17.600]  建造房屋,建造城池
[00:01:17.600 --> 00:01:20.600]  其實講建堂都幾好講的這段經文
[00:01:20.600 --> 00:01:23.600]  不過都好hit這個題目在我們當中
[00:01:23.600 --> 00:01:24.600]  講了好多次了
[00:01:24.600 --> 00:01:29.600]  今天是會講關於我們的家庭
[00:01:29.600 --> 00:01:35.600]  這段聖經在第三節是講及兒女,講及家人
[00:01:35.600 --> 00:01:40.600]  所以一二節裡面講到的建造房屋,城池
[00:01:40.600 --> 00:01:43.600]  都好大機會是和家庭有關
[00:01:43.600 --> 00:01:46.600]  作者都會想到這方面
[00:01:46.600 --> 00:01:51.600]  所以會和大家一起想想我們的家
[00:01:51.600 --> 00:01:55.600]  家裡面很重要的就是大家
[00:01:55.600 --> 00:01:59.600]  是夫婦,是關係
[00:01:59.600 --> 00:02:02.600]  所以藉著這段經文一起去思想
[00:02:02.600 --> 00:02:06.600]  我們很重要的婚姻關係
[00:02:06.600 --> 00:02:10.600]  以致影響到我們整個家庭
[00:02:10.600 --> 00:02:13.600]  剛才都提到這個年代是耶穌的年代
[00:02:13.600 --> 00:02:17.600]  這個年代是聖靈在我們心裡工作的年代
[00:02:17.600 --> 00:02:23.600]  都是要將一個硬的心轉為一個肉心的年代等等
[00:02:23.600 --> 00:02:25.600]  這些信息都是非常之重要
[00:02:25.600 --> 00:02:28.600]  這個年代是一個什麼年代呢?
[00:02:28.600 --> 00:02:31.600]  是家庭要去更新的年代
[00:02:31.600 --> 00:02:37.600]  家庭更新都是要我們夫婦兒人裡面的關係更新
[00:02:37.600 --> 00:02:39.600]  這是一個很重要的開始
[00:02:39.600 --> 00:02:44.600]  這段聖經第一節,第二節是提到
[00:02:44.600 --> 00:02:48.600]  在城牆裡面建造房屋
[00:02:48.600 --> 00:02:51.600]  建造房屋是不斷要建的
[00:02:51.600 --> 00:02:58.600]  建了房屋,應該就是家人在裡面住
[00:02:58.600 --> 00:03:03.600]  建房屋都很容易的
[00:03:03.600 --> 00:03:07.600]  硬件都容易有的
[00:03:07.600 --> 00:03:11.600]  無論你買還是租還是借
[00:03:11.600 --> 00:03:13.600]  都有一個地方的
[00:03:13.600 --> 00:03:21.600]  但是裡面的軟件要建造就要花很長的時間
[00:03:21.600 --> 00:03:26.600]  這裡提到建造的人要很勞力
[00:03:26.600 --> 00:03:28.600]  我們先不要看往言
[00:03:28.600 --> 00:03:32.600]  往言背後其實是要很勞力的
[00:03:32.600 --> 00:03:35.600]  勞力是代表什麼呢?
[00:03:35.600 --> 00:03:38.600]  勞心勞力
[00:03:38.600 --> 00:03:43.600]  這裡提到看守的人是要警醒的
[00:03:43.600 --> 00:03:46.600]  要很小心的
[00:03:46.600 --> 00:03:50.600]  勞心勞力,大家建立這個家庭
[00:03:50.600 --> 00:03:52.600]  這裡最大部份的人都有家庭
[00:03:52.600 --> 00:03:55.600]  勞不勞心,勞不勞力?
[00:03:55.600 --> 00:03:58.600]  定一定想一想
[00:03:58.600 --> 00:04:00.600]  建立了多久這個家庭?
[00:04:00.600 --> 00:04:03.600]  幾十年吧?
[00:04:03.600 --> 00:04:05.600]  屈指一算
[00:04:05.600 --> 00:04:09.600]  85年結婚到現在,幾多年了?
[00:04:09.600 --> 00:04:11.600]  原來超過30年了
[00:04:11.600 --> 00:04:15.600]  所以建立了這個家庭已經30年了
[00:04:15.600 --> 00:04:23.600]  近期發覺左手比較痛
[00:04:23.600 --> 00:04:26.600]  經醫生診治之後
[00:04:26.600 --> 00:04:28.600]  發現這裡有一塊肌肉
[00:04:28.600 --> 00:04:31.600]  裡面的肌肉撕裂了
[00:04:31.600 --> 00:04:34.600]  照一照之後,嘩!都花光了
[00:04:34.600 --> 00:04:36.600]  已經幾個月了
[00:04:36.600 --> 00:04:40.600]  思想殘榮的原因和什麼有關呢?
[00:04:40.600 --> 00:04:43.600]  和煮飯有關
[00:04:43.600 --> 00:04:48.600]  我猜和煮飯有關
[00:04:48.600 --> 00:04:52.600]  用左手拋鍋,這麼厲害
[00:04:52.600 --> 00:04:55.600]  這隻手
[00:04:55.600 --> 00:04:57.600]  我和太太聊天的時候
[00:04:57.600 --> 00:04:59.600]  都想想可能是這個原因
[00:04:59.600 --> 00:05:02.600]  我又沒有打她
[00:05:02.600 --> 00:05:06.600]  我家的生鐵鍋很大
[00:05:06.600 --> 00:05:08.600]  因為那時候煮5個人的飯
[00:05:08.600 --> 00:05:10.600]  所以買了大一點的,很重的
[00:05:10.600 --> 00:05:14.600]  另外近期又買了一些單鏈鍋
[00:05:14.600 --> 00:05:18.600]  好像有石的那種
[00:05:18.600 --> 00:05:20.600]  原來很重的
[00:05:20.600 --> 00:05:22.600]  我買了一個很大的
[00:05:22.600 --> 00:05:25.600]  因為一煎,一煎8塊豬扒都可以
[00:05:25.600 --> 00:05:28.600]  省嘛
[00:05:28.600 --> 00:05:30.600]  小小塊那些
[00:05:30.600 --> 00:05:32.600]  不是煎兩隻蛋那些
[00:05:32.600 --> 00:05:36.600]  我猜一直煮了幾個月
[00:05:36.600 --> 00:05:38.600]  發現開始有事
[00:05:38.600 --> 00:05:40.600]  又沒有理他
[00:05:40.600 --> 00:05:43.600]  終於有事了
[00:05:43.600 --> 00:05:46.600]  這個我猜都是勞力
[00:05:46.600 --> 00:05:49.600]  煮飯都是和家庭有關
[00:05:49.600 --> 00:05:51.600]  如果兩個小朋友不在
[00:05:51.600 --> 00:05:53.600]  其實不用怎麼煮
[00:05:53.600 --> 00:05:55.600]  小朋友在就煮多一點
[00:05:55.600 --> 00:05:57.600]  勞力
[00:05:57.600 --> 00:06:00.600]  要勞力的,建立你的家庭
[00:06:00.600 --> 00:06:02.600]  特別煮飯那些
[00:06:02.600 --> 00:06:04.600]  很多都要勞力的
[00:06:04.600 --> 00:06:06.600]  另外要勞心
[00:06:06.600 --> 00:06:10.600]  不要以為小朋友長大了就輕鬆
[00:06:10.600 --> 00:06:14.600]  其實我覺得小時候更輕鬆
[00:06:14.600 --> 00:06:16.600]  因為可以捉住他
[00:06:16.600 --> 00:06:18.600]  現在長大了
[00:06:18.600 --> 00:06:20.600]  你又捉不到他
[00:06:20.600 --> 00:06:22.600]  但又未到放手的階段
[00:06:22.600 --> 00:06:24.600]  所以都很考人的
[00:06:24.600 --> 00:06:26.600]  所以都要勞心
[00:06:26.600 --> 00:06:28.600]  大家勞不勞心?
[00:06:28.600 --> 00:06:30.600]  面對你的子女
[00:06:30.600 --> 00:06:32.600]  或者面對你的配偶
