
[00:00:00.000 --> 00:00:04.400]  今天和大家分享建立健康家庭的教會
[00:00:04.400 --> 00:00:06.960]  我記得當陳恩茜牧師
[00:00:06.960 --> 00:00:10.320]  由兼職轉爲全職沒多久
[00:00:10.320 --> 00:00:11.840]  我就已經和她分享
[00:00:11.840 --> 00:00:13.200]  陳牧師
[00:00:13.200 --> 00:00:15.600]  很感謝你過來做全職
[00:00:15.600 --> 00:00:19.200]  幫助我們教會的兒童工作
[00:00:19.200 --> 00:00:21.680]  但是我心裏有一個理想
[00:00:21.680 --> 00:00:22.720]  我理想就是
[00:00:22.720 --> 00:00:24.320]  我很希望我們的教會
[00:00:24.320 --> 00:00:25.440]  回點教會
[00:00:25.440 --> 00:00:26.800]  能夠成爲一個
[00:00:26.800 --> 00:00:30.640]  建立健康家庭的教會
[00:00:30.640 --> 00:00:32.640]  所以這個題目
[00:00:32.640 --> 00:00:35.920]  在我心中已經很多很多年了
[00:00:35.920 --> 00:00:36.720]  不知道大家會不會想
[00:00:36.720 --> 00:00:39.120]  爲何牧師會和陳牧師說這些話呢
[00:00:39.120 --> 00:00:41.040]  爲何我們的教會要成爲一個
[00:00:41.040 --> 00:00:43.360]  建立健康家庭的教會
[00:00:43.360 --> 00:00:44.560]  是不是因爲
[00:00:44.560 --> 00:00:46.560]  家庭健康就是教會健康
[00:00:46.560 --> 00:00:48.160]  家庭成長就是教會成長呢
[00:00:48.160 --> 00:00:50.960]  是的 這是真的 沒錯
[00:00:50.960 --> 00:00:53.040]  不過我相信最主要的原因
[00:00:53.040 --> 00:00:55.760]  是因爲我發覺
[00:00:55.760 --> 00:00:58.320]  我們現在在美國這個社會里面
[00:00:58.320 --> 00:01:00.960]  這個家庭正在不斷地解體
[00:01:00.960 --> 00:01:02.880]  家庭裏面那種結構
[00:01:02.880 --> 00:01:04.480]  變了很多遍
[00:01:04.480 --> 00:01:08.000]  有張照片看下去的時候
[00:01:08.000 --> 00:01:11.120]  看到嗎
[00:01:11.120 --> 00:01:12.880]  應該不陌生
[00:01:12.880 --> 00:01:14.480]  你在不同的環境場合裏面
[00:01:14.480 --> 00:01:16.400]  都見過這些照片
[00:01:16.400 --> 00:01:18.800]  就是家庭裏面那種撕裂
[00:01:18.800 --> 00:01:20.720]  很多的婚姻
[00:01:20.720 --> 00:01:26.480]  破碎成爲離婚的家庭
[00:01:26.480 --> 00:01:27.760]  我發覺其實
[00:01:27.760 --> 00:01:31.680]  原來這不單單是美國社會的情況
[00:01:31.680 --> 00:01:34.640]  我做牧師幾十年裏面發覺
[00:01:34.640 --> 00:01:37.520]  以前做牧師和現在很不一樣
[00:01:37.520 --> 00:01:41.840]  因爲要處理很多家庭裏面的婚姻問題
[00:01:41.840 --> 00:01:44.560]  和子女之間的關係的問題
[00:01:44.560 --> 00:01:47.280]  婆媳之間的問題
[00:01:47.280 --> 00:01:50.240]  原來美國社會外面有的東西
[00:01:50.240 --> 00:01:52.560]  家會不是免疫的
[00:01:52.560 --> 00:01:54.000]  家會同樣都會有
[00:01:54.000 --> 00:01:56.960]  而且在我過去服侍這麼久的時間當中
[00:01:56.960 --> 00:02:01.840]  我發覺問題是越來越嚴重
[00:02:01.840 --> 00:02:05.600]  我從前聽家長說
[00:02:05.600 --> 00:02:07.840]  因爲我的小孩很大
[00:02:07.840 --> 00:02:09.360]  在這裏出生
[00:02:09.360 --> 00:02:10.640]  不過我沒收過這些信
[00:02:10.640 --> 00:02:11.680]  或者我沒留意
[00:02:11.680 --> 00:02:13.920]  他說如果你要學校寫信給家人
[00:02:13.920 --> 00:02:15.680]  以前是用
[00:02:15.680 --> 00:02:20.720]  Dear Parents 親愛的父母親們
[00:02:20.720 --> 00:02:23.200]  後來就變成Dear Parents
[00:02:23.200 --> 00:02:25.840]  然後有個括號S
[00:02:25.840 --> 00:02:29.760]  親愛的父母親或者親愛的父母親們
[00:02:29.760 --> 00:02:31.120]  到最近
[00:02:31.120 --> 00:02:32.400]  我不知道大家是不是
[00:02:32.400 --> 00:02:34.160]  我沒trace back
[00:02:34.160 --> 00:02:36.880]  看到是這樣的說法
[00:02:36.880 --> 00:02:39.360]  索性是Dear Parents
[00:02:39.360 --> 00:02:39.920]  爲什麼呢
[00:02:39.920 --> 00:02:41.920]  Parents是忠誠的
[00:02:41.920 --> 00:02:43.920]  OK 爸爸還有媽媽
[00:02:43.920 --> 00:02:45.440]  這個沒那麼明顯
[00:02:45.440 --> 00:02:47.760]  另外一個我真的上網查過
[00:02:47.760 --> 00:02:51.200]  就是如果你要幫你的小朋友辦護照
[00:02:51.200 --> 00:02:52.560]  美國的護照
[00:02:52.560 --> 00:02:56.000]  申請到那裏有問你的監護人
[00:02:56.000 --> 00:02:58.160]  以前的監護人是
[00:02:58.160 --> 00:02:59.760]  Mother的Name
[00:02:59.760 --> 00:03:01.600]  Father的Name
[00:03:01.600 --> 00:03:04.640]  現在同樣都加進去
[00:03:04.640 --> 00:03:06.080]  Parents
[00:03:06.080 --> 00:03:11.520]  Father/Mother/Parents
[00:03:11.520 --> 00:03:13.200]  其實2011年的時候
[00:03:13.200 --> 00:03:17.040]  政府甚至想說Parents 1/Parents 2
[00:03:17.040 --> 00:03:19.840]  不說Father/Mother
[00:03:19.840 --> 00:03:21.520]  大家知道爲什麼
[00:03:21.520 --> 00:03:24.640]  爲什麼政府要有這樣的措施
[00:03:24.640 --> 00:03:25.440]  改變呢
[00:03:25.440 --> 00:03:26.640]  原因在哪裏
[00:03:26.640 --> 00:03:28.640]  我相信不言而喻
[00:03:28.640 --> 00:03:30.080]  大家應該想得到
[00:03:30.080 --> 00:03:32.640]  Why
[00:03:32.640 --> 00:03:34.720]  另外當我去看
[00:03:34.720 --> 00:03:35.920]  1965年
[00:03:35.920 --> 00:03:37.520]  可能很久之前的事
[00:03:37.520 --> 00:03:40.720]  那時候美國勞工局的副局長
[00:03:40.720 --> 00:03:43.280]  他的名字叫Daniel Patrick Monahan
[00:03:43.280 --> 00:03:44.720]  他曾經出過一個報告
[00:03:44.720 --> 00:03:47.280]  引起很多人的批評和議論
[00:03:47.280 --> 00:03:49.360]  其實今天聽起來沒什麼
[00:03:49.360 --> 00:03:50.240]  他說什麼呢
[00:03:50.240 --> 00:03:52.000]  他說在我們那些
[00:03:52.000 --> 00:03:54.880]  黑人誕生的嬰孩當中
[00:03:54.880 --> 00:03:57.600]  有24%差不多1/4
[00:03:57.600 --> 00:04:02.240]  是來自Unmarried Mother
[00:04:02.240 --> 00:04:04.000]  這麼重要1/4
[00:04:04.000 --> 00:04:06.400]  那些黑人的嬰孩生出來
[00:04:06.400 --> 00:04:11.200]  是來自Unmarried未結婚的媽媽
[00:04:11.200 --> 00:04:14.480]  所以引起很多人的討論
[00:04:14.480 --> 00:04:17.600]  那是1965年
[00:04:17.600 --> 00:04:19.120]  到2009年之前
[00:04:19.120 --> 00:04:22.240]  大家知不知道數字變成什麼樣
[00:04:22.240 --> 00:04:23.840]  從前是24%
[00:04:23.840 --> 00:04:25.200]  差不多1/4
[00:04:25.200 --> 00:04:26.240]  沒到1/4
[00:04:26.240 --> 00:04:28.560]  但到2009年
[00:04:28.560 --> 00:04:31.040]  72%
[00:04:31.040 --> 00:04:34.080]  72%那些黑人的嬰孩出生的時候
[00:04:34.080 --> 00:04:37.760]  他的媽媽是Unmarried的
[00:04:37.760 --> 00:04:39.680]  沒結婚的
[00:04:39.680 --> 00:04:41.360]  而全國來說
[00:04:41.360 --> 00:04:42.560]  即是混在一起
[00:04:42.560 --> 00:04:45.600]  無論你紅、綠、黃、藍、白、黑加起來
[00:04:45.600 --> 00:04:46.880]  出生的嬰孩當中
[00:04:46.880 --> 00:04:50.320]  有41%
[00:04:50.320 --> 00:04:55.200]  是來自那些沒結婚的媽媽
[00:04:55.200 --> 00:04:56.320]  不單如此
[00:04:56.320 --> 00:04:58.880]  如果家裏沒有爸爸的話
[00:04:58.880 --> 00:05:02.880]  如果家裏沒有爹地的話
[00:05:02.880 --> 00:05:04.320]  那些數字更加震撼
[00:05:04.320 --> 00:05:05.600]  這是最近的了
[00:05:05.600 --> 00:05:08.000]  因爲有71%
[00:05:08.000 --> 00:05:10.720]  那些High school drop out
[00:05:10.720 --> 00:05:13.200]  即是絕學的中學生
[00:05:13.200 --> 00:05:14.400]  有71%
[00:05:14.400 --> 00:05:17.600]  懷孕的少女
[00:05:17.600 --> 00:05:19.360]  有85%
[00:05:19.360 --> 00:05:22.400]  那些行爲失調的小朋友
[00:05:22.400 --> 00:05:23.760]  有90%
[00:05:23.760 --> 00:05:27.840]  離家出走或者流浪街頭的小朋友
[00:05:27.840 --> 00:05:30.800]  63%
[00:05:30.800 --> 00:05:32.800]  自殺的青少年
[00:05:32.800 --> 00:05:34.560]  85%
[00:05:34.560 --> 00:05:35.920]  在監獄裏面
[00:05:35.920 --> 00:05:38.800]  坐牢的那些teenager
[00:05:38.800 --> 00:05:41.200]  是來自
[00:05:41.200 --> 00:05:45.360]  沒爸爸的單親家
[00:05:45.360 --> 00:05:46.880]  我不知道你看這些數字的時候
[00:05:46.880 --> 00:05:49.440]  心裏有什麼感覺
[00:05:49.440 --> 00:05:51.760]  這個問題是越來越嚴重
[00:05:51.760 --> 00:05:52.640]  越來越惡化
[00:05:52.640 --> 00:05:54.240]  所以爲什麼
[00:05:54.240 --> 00:05:55.280]  我和陳牧師說
[00:05:55.280 --> 00:05:57.520]  喂,我們要做點事
[00:05:57.520 --> 00:05:58.400]  我們要做點事
[00:05:58.400 --> 00:06:00.800]  所以幾年前我們開始我們的MCR
[00:06:00.800 --> 00:06:03.360]  即是親子互動計劃
[00:06:03.360 --> 00:06:05.120]  剛剛我們開鑼
[00:06:05.120 --> 00:06:05.760]  剛纔說過
[00:06:05.760 --> 00:06:06.560]  現在星期六
[00:06:06.560 --> 00:06:09.120]  比星期日還要多的小朋友回來參加
[00:06:09.120 --> 00:06:10.400]  I'm really happy
[00:06:10.400 --> 00:06:14.400]  因爲家長家庭需要這些幫助
[00:06:14.400 --> 00:06:17.120]  然後後來我們又爲那些
[00:06:17.120 --> 00:06:18.960]  第一次做爹地媽咪的那些
[00:06:18.960 --> 00:06:23.840]  有產前的研習小組
[00:06:23.840 --> 00:06:26.640]  師母或者已經有經驗的
[00:06:26.640 --> 00:06:29.280]  去幫助那些第一次做爹地媽咪的
[00:06:29.280 --> 00:06:31.920]  如何去適應他們做媽媽
[00:06:31.920 --> 00:06:34.080]  做爸爸那些新的生活
[00:06:34.080 --> 00:06:38.720]  接着我們請了專職的青少年牧師
[00:06:38.720 --> 00:06:41.440]  然後差不多每一年或者兩年
[00:06:41.440 --> 00:06:45.440]  我們搞一些婚姻家庭的講座
[00:06:45.440 --> 00:06:47.280]  或者conference
[00:06:47.280 --> 00:06:48.400]  今年我們都會再搞
[00:06:48.400 --> 00:06:51.200]  去年搞過,今年會再搞
[00:06:51.200 --> 00:06:55.120]  如果你沒去過家新的那些恩愛夫妻營的話
[00:06:55.120 --> 00:06:58.080]  今年五月尾的時候我們和家新合作
[00:06:58.080 --> 00:06:59.440]  方便你們
[00:06:59.440 --> 00:07:01.360]  錢是照收的,不過不是入我的袋
[00:07:01.360 --> 00:07:03.600]  是家新合作
[00:07:03.600 --> 00:07:07.360]  你沒參加過的話,你可以去參加
[00:07:07.360 --> 00:07:08.640]  除此之外呢
[00:07:08.640 --> 00:07:09.760]  剛剛我報告過
[00:07:09.760 --> 00:07:11.200]  星期四,剛剛過了星期四
[00:07:11.200 --> 00:07:12.640]  我們開了一個playhouse
[00:07:12.640 --> 00:07:14.720]  看幾張照片也好
[00:07:14.720 --> 00:07:15.440]  ok
[00:07:15.440 --> 00:07:17.440]  device solution差一點點
[00:07:17.440 --> 00:07:18.640]  不過你看看
[00:07:18.640 --> 00:07:19.440]  不是很多小朋友
[00:07:19.440 --> 00:07:21.280]  因爲我們還沒做大量的宣傳
[00:07:21.280 --> 00:07:23.600]  但是你可以請你的neighbor回來的
[00:07:23.600 --> 00:07:25.680]  如果他們有學前的小朋友的話
[00:07:25.680 --> 00:07:27.280]  請他們回來
[00:07:27.280 --> 00:07:29.760]  一起來參加這個聚會
[00:07:29.760 --> 00:07:30.400]  爲什麼呢
[00:07:30.400 --> 00:07:34.160]  我們希望給些媽媽有些空間去透透氣
[00:07:34.160 --> 00:07:36.160]  小朋友可以和一些小朋友
[00:07:36.160 --> 00:07:37.200]  雖然還沒上學
[00:07:37.200 --> 00:07:38.240]  可以接觸得到
[00:07:38.240 --> 00:07:39.520]  可以一起來玩
[00:07:39.520 --> 00:07:43.200]  大家去散散心
[00:07:43.200 --> 00:07:44.800]  教會
[00:07:44.800 --> 00:07:45.920]  過去這麼多年裏面
[00:07:45.920 --> 00:07:47.280]  想了很多東西
[00:07:47.280 --> 00:07:49.280]  希望幫助大家
[00:07:49.280 --> 00:07:53.360]  建立一個健康的家庭
[00:07:53.360 --> 00:07:55.520]  不過今天我想和大家說的
[00:07:55.520 --> 00:08:01.920]  就算教會再安排更多這些不同類型的活動去幫助大家
[00:08:01.920 --> 00:08:04.880]  如果大家不能夠下定決心
[00:08:04.880 --> 00:08:07.440]  去建立一個健康的家庭的話
[00:08:07.440 --> 00:08:09.120]  再多這些東西
[00:08:09.120 --> 00:08:10.800]  都沒用
[00:08:10.800 --> 00:08:12.480]  因爲真的要去做
[00:08:12.480 --> 00:08:14.320]  能夠建立健康家庭的
