
[00:00:00.000 --> 00:00:06.600]  很開心能夠實體地一齊去敬拜神
[00:00:06.600 --> 00:00:08.700]  我是很喜歡的
[00:00:08.700 --> 00:00:10.800]  我相信大家都會很喜歡
[00:00:10.800 --> 00:00:14.600]  因為可以一齊見面
[00:00:14.600 --> 00:00:19.400]  一齊在很多段時間祈禱
[00:00:19.400 --> 00:00:21.400]  在安靜的當中
[00:00:21.400 --> 00:00:25.100]  我們的心一齊朝向神
[00:00:25.100 --> 00:00:26.800]  我很喜歡見到大家
[00:00:26.800 --> 00:00:32.900]  因為看到大家的形貌有沒有改變
[00:00:32.900 --> 00:00:35.200]  今早清祖堂講完道
[00:00:35.200 --> 00:00:37.300]  有位弟兄說
[00:00:37.300 --> 00:00:39.800]  「草木司,你胖了」
[00:00:39.800 --> 00:00:40.500]  這也不錯
[00:00:40.500 --> 00:00:43.300]  你也知道我胖了
[00:00:43.300 --> 00:00:45.000]  能夠一齊相交
[00:00:45.000 --> 00:00:46.200]  一齊去敬拜主
[00:00:46.200 --> 00:00:50.400]  是何等的好
[00:00:50.400 --> 00:00:57.600]  今天的講題是「聖個世界,信和愛」
[00:00:57.600 --> 00:00:59.300]  在過往幾個月當中
[00:00:59.300 --> 00:01:03.100]  我們一齊看這一項一書
[00:01:03.100 --> 00:01:04.600]  我專登的
[00:01:04.600 --> 00:01:05.700]  因為其中一個原因
[00:01:05.700 --> 00:01:07.900]  我想大家一齊去練習
[00:01:07.900 --> 00:01:11.800]  是從聖經到世界
[00:01:11.800 --> 00:01:13.700]  從聖經到世界
[00:01:13.700 --> 00:01:19.500]  這種閱讀是一種宗教改革運動的讀聖經方式
[00:01:19.500 --> 00:01:24.700]  有別於自由主義的讀聖經方式
[00:01:24.700 --> 00:01:25.600]  一般來說
[00:01:25.600 --> 00:01:29.200]  自由主義的讀聖經方式
[00:01:29.200 --> 00:01:33.400]  是由世界讀到聖經
[00:01:33.400 --> 00:01:37.500]  將世界的思潮讀到聖經
[00:01:37.500 --> 00:01:39.800]  將哲學、科學
[00:01:39.800 --> 00:01:41.800]  將我們個人的意念
[00:01:41.800 --> 00:01:44.300]  某些忠義的意念
[00:01:44.300 --> 00:01:47.400]  讀到聖經
[00:01:47.400 --> 00:01:49.200]  結果是什麼呢?
[00:01:49.200 --> 00:01:51.600]  結果好像很相應
[00:01:51.600 --> 00:01:54.400]  我們英文叫relevant
[00:01:54.400 --> 00:01:56.100]  很落地
[00:01:56.100 --> 00:02:00.300]  但問題是輕則
[00:02:00.300 --> 00:02:02.900]  聖經混合混合
[00:02:02.900 --> 00:02:03.800]  混合混合
[00:02:03.800 --> 00:02:06.100]  混合到很稀薄
[00:02:06.100 --> 00:02:11.100]  重則是聖經被吃了
[00:02:11.100 --> 00:02:13.200]  什麼叫被吃了呢?
[00:02:13.200 --> 00:02:15.600]  混合混合
[00:02:15.600 --> 00:02:20.900]  人可以質疑耶穌基督的道成肉身
[00:02:20.900 --> 00:02:23.200]  耶穌基督的釘死
[00:02:23.200 --> 00:02:27.000]  耶穌基督的復活等
[00:02:27.000 --> 00:02:32.900]  所以這是宗教改革的讀聖經方式
[00:02:32.900 --> 00:02:36.800]  有別於自由主義的讀聖經方式
[00:02:36.800 --> 00:02:38.600]  所以我想和大家練習
[00:02:38.600 --> 00:02:42.600]  希望有一種心思的習慣
[00:02:42.600 --> 00:02:44.400]  一起可以一同
[00:02:44.400 --> 00:02:45.600]  因為有這樣的準備
[00:02:45.600 --> 00:02:47.000]  有這樣的習慣
[00:02:47.000 --> 00:02:49.300]  我們能夠靠著神的恩典
[00:02:49.300 --> 00:02:51.600]  面對當下
[00:02:51.600 --> 00:02:53.500]  活得穩定
[00:02:53.500 --> 00:02:55.300]  steady
[00:02:55.300 --> 00:02:58.500]  所以也要和大家溫習一下
[00:02:58.500 --> 00:03:03.200]  記不記得《約翰一書》第三章
[00:03:03.200 --> 00:03:04.700]  其實是講到身份的
[00:03:04.700 --> 00:03:06.700]  講到身份是講到什麼身份呢?
[00:03:06.700 --> 00:03:11.800]  講到我們作兒女的身份
[00:03:11.800 --> 00:03:14.300]  《約翰一書》三章
[00:03:14.300 --> 00:03:17.900]  講到我們天父的兒女
[00:03:17.900 --> 00:03:20.800]  在苦難當中必然要像他
[00:03:20.800 --> 00:03:23.200]  神的兒女要成聖
[00:03:23.200 --> 00:03:27.600]  必然像父神的聖傑一樣
[00:03:27.600 --> 00:03:29.100]  《約翰一書》說
[00:03:29.100 --> 00:03:30.200]  都記住
[00:03:30.200 --> 00:03:32.600]  你們的身份是神的兒女
[00:03:32.600 --> 00:03:35.100]  所以在神的面前坦然無懼
[00:03:35.100 --> 00:03:36.300]  你們坦然無懼
[00:03:36.300 --> 00:03:38.200]  你們有兩樣是很重要的
[00:03:38.200 --> 00:03:40.200]  要有信心
[00:03:40.200 --> 00:03:42.200]  要有愛心
[00:03:42.200 --> 00:03:45.600]  所以在前一次我講到三章二十三節
[00:03:45.600 --> 00:03:47.300]  是我很喜歡的經文
[00:03:47.300 --> 00:03:48.700]  我希望這一次的經文
[00:03:48.700 --> 00:03:50.500]  成為你們的心思意念
[00:03:50.500 --> 00:03:51.800]  二十三節是這樣說的
[00:03:51.800 --> 00:03:55.700]  「神的命令就是叫我們信」
[00:03:55.700 --> 00:03:56.400]  信什麼?
[00:03:56.400 --> 00:04:00.800]  「信他兒子耶穌基督的名」
[00:04:00.800 --> 00:04:03.800]  「且照他所賜給我們的命令是」
[00:04:03.800 --> 00:04:07.000]  「彼此相愛」
[00:04:07.000 --> 00:04:09.200]  我很喜歡這句金句
[00:04:09.200 --> 00:04:12.700]  對我來說是一個很大的提醒
[00:04:12.700 --> 00:04:17.200]  這個命令其實是單數的
[00:04:17.200 --> 00:04:18.400]  意思就是說
[00:04:18.400 --> 00:04:20.200]  相信耶穌基督
[00:04:20.200 --> 00:04:21.700]  和彼此相愛
[00:04:21.700 --> 00:04:28.400]  是緊密相連的
[00:04:28.400 --> 00:04:31.100]  所以我們要記得
[00:04:31.100 --> 00:04:34.200]  我們要有信心
[00:04:34.200 --> 00:04:38.700]  信心就是信他兒子耶穌基督的名
[00:04:38.700 --> 00:04:40.200]  什麼意思?
[00:04:40.200 --> 00:04:42.600]  意思信心不是信一些的意念
[00:04:42.600 --> 00:04:43.900]  不是信一些的哲學
[00:04:43.900 --> 00:04:46.400]  不是信一些的理想
[00:04:46.400 --> 00:04:48.500]  也不是信一個機構的理想
[00:04:48.500 --> 00:04:51.400]  也不是信成鎮家的理想
[00:04:51.400 --> 00:04:53.500]  也不是信某一個人的想法
[00:04:53.500 --> 00:04:54.400]  是信什麼?
[00:04:54.400 --> 00:04:55.700]  是信一位的人物
[00:04:55.700 --> 00:04:56.700]  信一位的person
[00:04:56.700 --> 00:04:59.900]  這位person就是耶穌
[00:04:59.900 --> 00:05:02.700]  祂是生在拿撒納
[00:05:02.700 --> 00:05:06.300]  祂的母親是瑪利亞
[00:05:06.300 --> 00:05:09.000]  祂有一個專稱
[00:05:09.000 --> 00:05:10.900]  叫做尼賽亞
[00:05:10.900 --> 00:05:14.300]  叫做基督是神所高納的
[00:05:14.300 --> 00:05:17.700]  祂啟示神的愛和救贖
[00:05:17.700 --> 00:05:20.500]  是能夠帶來寬恕
[00:05:20.500 --> 00:05:22.800]  我們就要相信耶穌基督
[00:05:22.800 --> 00:05:26.000]  相信祂是神的兒子
[00:05:26.000 --> 00:05:28.000]  我們相信祂的時候
[00:05:28.000 --> 00:05:31.700]  我們就能夠成為耶穌基督的弟兄姊妹
[00:05:31.700 --> 00:05:35.900]  我們可以稱神為父親
[00:05:35.900 --> 00:05:38.600]  能夠稱神為父親
[00:05:38.600 --> 00:05:39.700]  作為神的兒女
[00:05:39.700 --> 00:05:42.500]  神叫我們收納我們成為祂的兒女
[00:05:42.500 --> 00:05:44.200]  我們當然是自由
[00:05:44.200 --> 00:05:47.500]  我們就坦然無懼
[00:05:47.500 --> 00:05:48.500]  這就是信心
[00:05:48.500 --> 00:05:49.500]  當我們說信心的時候
[00:05:49.500 --> 00:05:50.400]  信什麼?
[00:05:50.400 --> 00:05:54.000]  信主耶穌基督的名字
[00:05:54.000 --> 00:05:55.100]  記住
[00:05:55.100 --> 00:05:56.800]  第二方面就是要有愛心
[00:05:56.800 --> 00:05:58.400]  愛心就是和信心
[00:05:58.400 --> 00:06:00.800]  你信的時候就會有愛心
[00:06:00.800 --> 00:06:02.600]  所以二十三節剛才讀過
[00:06:02.600 --> 00:06:05.100]  信和愛不能分
[00:06:05.100 --> 00:06:08.900]  原來信心有愛心
[00:06:08.900 --> 00:06:10.400]  愛心是一種什麼愛心?
[00:06:10.400 --> 00:06:13.500]  是彼此相愛的愛心
[00:06:13.500 --> 00:06:19.300]  彼此相愛是我們在神面前的
[00:06:19.300 --> 00:06:23.100]  一個坦然無懼的鎖匙
[00:06:23.100 --> 00:06:24.800]  你試想假如你的生命
[00:06:24.800 --> 00:06:26.800]  能夠在弟兄姊妹面前
[00:06:26.800 --> 00:06:28.900]  能夠坦然無懼的話
[00:06:28.900 --> 00:06:32.100]  這是何等的美好
[00:06:32.100 --> 00:06:33.800]  在第三章有說過
[00:06:33.800 --> 00:06:38.100]  戈癮說到彼此相愛的負面例子
[00:06:38.100 --> 00:06:40.300]  要彼此相愛就不要什麼?
[00:06:40.300 --> 00:06:41.600]  不要嫉妒
[00:06:41.600 --> 00:06:44.100]  甚至不要仇殺
[00:06:44.100 --> 00:06:45.900]  正面的例子就是耶穌基督
[00:06:45.900 --> 00:06:49.500]  耶穌基督為我們寫明
[00:06:49.500 --> 00:06:54.300]  彼此相愛是帶著犧牲
[00:06:54.300 --> 00:06:57.700]  一項叫我們坦然無懼的愛神
[00:06:57.700 --> 00:07:00.100]  和愛人
[00:07:00.100 --> 00:07:01.000]  結果是什麼?
[00:07:01.000 --> 00:07:02.300]  是快樂的
[00:07:02.300 --> 00:07:03.600]  我們得到拯救
[00:07:03.600 --> 00:07:05.300]  是不需要懼怕
[00:07:05.300 --> 00:07:09.400]  我們有自由和能力去愛
[00:07:09.400 --> 00:07:13.400]  這就是我們所溫習得到的訊息
[00:07:13.400 --> 00:07:14.600]  我希望你們記得
[00:07:14.600 --> 00:07:16.200]  有信心的時候
[00:07:16.200 --> 00:07:18.000]  就要有愛心
[00:07:18.000 --> 00:07:19.900]  有愛心的時候
[00:07:19.900 --> 00:07:21.900]  就要有信心
[00:07:21.900 --> 00:07:24.600]  我們同心吐告
[00:07:24.600 --> 00:07:26.500]  真愛主懇求祢的話語
[00:07:26.500 --> 00:07:29.400]  成為我們的心思意念
[00:07:29.400 --> 00:07:32.300]  讓我們能夠常常相信
[00:07:32.300 --> 00:07:33.800]  祢給我們的救恩
[00:07:33.800 --> 00:07:35.900]  好像今天的崇拜當中
[00:07:35.900 --> 00:07:37.800]  這麼多位主席
[00:07:37.800 --> 00:07:40.100]  都帶領我們去到
[00:07:40.100 --> 00:07:42.900]  主耶穌基督的面前
[00:07:42.900 --> 00:07:44.900]  我們相信祢
[00:07:44.900 --> 00:07:47.200]  祢是我們的救主
[00:07:47.200 --> 00:07:49.300]  祢是我們的主人
[00:07:49.300 --> 00:07:50.500]  我們仰望祢
[00:07:50.500 --> 00:07:51.900]  我們經歷祢
[00:07:51.900 --> 00:07:53.600]  經歷祢的愛
[00:07:53.600 --> 00:07:55.500]  在祢的愛裡面
[00:07:55.500 --> 00:07:57.200]  主啊,求祢因待我們
[00:07:57.200 --> 00:07:59.700]  求祢向我們每個人說話
[00:07:59.700 --> 00:08:04.300]  我們的禱告是奉主耶穌基督名字求我們
