
[00:00:00.000 --> 00:00:01.480]  我們讀一節的聖經
[00:00:01.480 --> 00:00:04.080]  在羅馬書第一章第十六節
[00:00:04.080 --> 00:00:05.760]  我們一同來唸只有一節的聖經
[00:00:05.760 --> 00:00:08.400]  來 我不以福音爲詞
[00:00:08.400 --> 00:00:10.720]  這福音本是神的大能
[00:00:10.720 --> 00:00:12.680]  要就一切相信的
[00:00:12.680 --> 00:00:15.520]  先是猶太人後是心裏人
[00:00:15.520 --> 00:00:17.120]  我們就到這裏
[00:00:17.120 --> 00:00:18.680]  對你們還有一個月
[00:00:18.680 --> 00:00:21.880]  我們所期待的14天一字步道大會
[00:00:21.880 --> 00:00:25.480]  就要開始了 興奮嗎
[00:00:25.480 --> 00:00:26.200]  有些人問說
[00:00:26.200 --> 00:00:30.480]  爲什麼我們要舉行這14天一字步道大會
[00:00:30.480 --> 00:00:35.640]  首先因爲這是主耶穌在地上所做的事情
[00:00:35.640 --> 00:00:36.360]  我常說
[00:00:36.360 --> 00:00:40.680]  今天教會在地上最重要一件事情
[00:00:40.680 --> 00:00:43.920]  就要做耶穌基督所做的事情
[00:00:43.920 --> 00:00:47.600]  因爲教會就是基督的身體
[00:00:47.600 --> 00:00:51.800]  想想看一個身體是要做頭要做的事情
[00:00:51.800 --> 00:00:52.960]  不是嗎
[00:00:52.960 --> 00:00:56.880]  如果今天一個身體不去做頭要做的事情
[00:00:56.880 --> 00:01:01.520]  那這個整個人就無法發揮他的功能了
[00:01:01.520 --> 00:01:02.040]  同樣的
[00:01:02.040 --> 00:01:06.360]  今天教會在地上最重要一件事情
[00:01:06.360 --> 00:01:09.000]  不是一天到晚做自己想要做的事情
[00:01:09.000 --> 00:01:12.920]  而是要做耶穌基督要做的事情
[00:01:12.920 --> 00:01:13.800]  那如果你仔細想
[00:01:13.800 --> 00:01:16.840]  耶穌在地上他做些什麼呢
[00:01:16.840 --> 00:01:18.080]  如果你仔細讀四福
[00:01:18.080 --> 00:01:21.840]  你就發現耶穌基督無論在地上走到哪裏
[00:01:21.840 --> 00:01:24.080]  一定做兩件事情
[00:01:24.080 --> 00:01:26.320]  第一個他傳天國的福音
[00:01:26.320 --> 00:01:29.120]  第二個他醫治病人
[00:01:29.120 --> 00:01:32.240]  當耶穌選擇12個門徒來跟隨他的時候
[00:01:32.240 --> 00:01:33.640]  叫他們去做什麼呢
[00:01:33.640 --> 00:01:35.160]  兩件事情
[00:01:35.160 --> 00:01:36.880]  叫他們傳天國的福音
[00:01:36.880 --> 00:01:38.480]  醫治病人
[00:01:38.480 --> 00:01:41.040]  後來耶穌選擇了70個人
[00:01:41.040 --> 00:01:43.760]  拆解他們兩個兩個出去幹什麼呢
[00:01:43.760 --> 00:01:45.320]  還是兩件事情
[00:01:45.320 --> 00:01:46.720]  傳天國的福音
[00:01:46.720 --> 00:01:48.280]  醫治病人
[00:01:48.280 --> 00:01:52.000]  甚至主耶穌把大使命給教會
[00:01:52.000 --> 00:01:54.240]  這個大使命的內容是什麼呢
[00:01:54.240 --> 00:01:56.760]  馬太福音講到傳天國的福音
[00:01:56.760 --> 00:01:59.480]  馬可福音講到守岸病人
[00:01:59.480 --> 00:02:02.000]  病人就得醫治
[00:02:02.000 --> 00:02:02.920]  所以我們看見
[00:02:02.920 --> 00:02:06.720]  耶穌在地上其實就做這兩件事情
[00:02:06.720 --> 00:02:08.440]  傳天國的福音
[00:02:08.440 --> 00:02:09.800]  醫治病人
[00:02:09.800 --> 00:02:13.080]  那麼教會今天同樣應當做
[00:02:13.080 --> 00:02:15.920]  耶穌基督在地上所做的事情
[00:02:15.920 --> 00:02:17.640]  在這兩件事情上
[00:02:17.640 --> 00:02:19.960]  我們應當來遵行神的命令
[00:02:19.960 --> 00:02:21.760]  Amen
[00:02:21.760 --> 00:02:22.760]  其次
[00:02:22.760 --> 00:02:25.640]  這是神所給我們的應許
[00:02:25.640 --> 00:02:27.640]  你還記得在去年
[00:02:27.640 --> 00:02:30.760]  我們在十月份宣教主日的時候
[00:02:30.760 --> 00:02:32.560]  康邁克牧師爲我們教會
[00:02:32.560 --> 00:02:34.480]  做一個祝福禱告
[00:02:34.480 --> 00:02:37.800]  他特別用一節的經文爲我們禱告
[00:02:37.800 --> 00:02:41.680]  那就是創世紀第49章第22節的經文
[00:02:41.680 --> 00:02:43.200]  我們一同來唸這個經文好不好
[00:02:43.200 --> 00:02:44.120]  來
[00:02:44.120 --> 00:02:46.640]  約瑟是多節國子的數之
[00:02:46.640 --> 00:02:49.120]  是全龐多節國的枝子
[00:02:49.120 --> 00:02:51.360]  他的枝條探出強腕
[00:02:51.360 --> 00:02:53.080]  這個應許好不好
[00:02:53.080 --> 00:02:54.040]  太好了
[00:02:54.040 --> 00:02:56.040]  講到我們要多節國子
[00:02:56.040 --> 00:02:59.480]  我們要享受多節國子的恩典
[00:02:59.480 --> 00:03:02.240]  那我深深地相信這個所謂的多節國子
[00:03:02.240 --> 00:03:05.200]  不但是在我們生活每一個領域裏面
[00:03:05.200 --> 00:03:06.840]  我們的德盟祝福
[00:03:06.840 --> 00:03:10.840]  這個多節國子更是指的要領人歸主
[00:03:10.840 --> 00:03:12.920]  結出福音的國子來
[00:03:12.920 --> 00:03:14.640]  Amen
[00:03:14.640 --> 00:03:17.400]  神賜給我們這麼寶貴的應許
[00:03:17.400 --> 00:03:19.400]  不是叫我們收藏起來
[00:03:19.400 --> 00:03:22.000]  好像一個應許Box我們收藏起來
[00:03:22.000 --> 00:03:23.160]  或是掛在牆上
[00:03:23.160 --> 00:03:25.160]  你看多好看這個應許
[00:03:25.160 --> 00:03:26.240]  不是的
[00:03:26.240 --> 00:03:30.440]  神的應許是讓我們實際的去遵行的
[00:03:30.440 --> 00:03:31.640]  Amen
[00:03:31.640 --> 00:03:35.600]  只有當我們按照神的應許去做的時候
[00:03:35.600 --> 00:03:40.520]  神應許的祝福纔可能領到在我們身上
[00:03:40.520 --> 00:03:43.400]  所以我們這次舉辦十字天一字步道大會
[00:03:43.400 --> 00:03:48.680]  最主要的原因就是回應神所給我們這個應許
[00:03:48.680 --> 00:03:51.720]  我們要抓住神的應許來宣告說
[00:03:51.720 --> 00:03:54.360]  主所應許的必定要成就
[00:03:54.360 --> 00:03:55.520]  Amen
[00:03:55.520 --> 00:03:59.880]  主必將得救的人數天天加給我們
[00:03:59.880 --> 00:04:02.880]  你知道我現在終於明白初代教會
[00:04:02.880 --> 00:04:06.200]  爲什麼主將得救的人數天天加給他們
[00:04:06.200 --> 00:04:07.240]  你知道爲什麼
[00:04:07.240 --> 00:04:10.960]  因爲教會天天開門
[00:04:10.960 --> 00:04:13.960]  不但天天開門天天有聚會
[00:04:13.960 --> 00:04:15.240]  天天有人來教會
[00:04:15.240 --> 00:04:17.760]  就天天有人得救
[00:04:17.760 --> 00:04:18.560]  Hallelujah
[00:04:18.560 --> 00:04:19.800]  Amen
[00:04:19.800 --> 00:04:22.920]  我相信在這十四天一字步道大會當中
[00:04:22.920 --> 00:04:27.800]  我們要經歷這種天天有人得救的恩典
[00:04:27.800 --> 00:04:28.800]  Amen
[00:04:28.800 --> 00:04:31.360]  那你說我們要怎麼樣預備我們自己
