
[00:00:00.000 --> 00:00:04.800]  讓我們首先低頭一起同心祈禱
[00:00:04.800 --> 00:00:08.960]  真人姐感謝你招聚我們在你的殿裡一起敬拜
[00:00:08.960 --> 00:00:12.200]  我們部分的大型節目可能在網上參與
[00:00:12.200 --> 00:00:13.360]  求你的靈
[00:00:13.360 --> 00:00:15.280]  無論我們在哪個地方
[00:00:15.280 --> 00:00:17.240]  你都與我們同在
[00:00:17.240 --> 00:00:19.440]  讓我們打開我們的心
[00:00:19.440 --> 00:00:21.200]  來到你的面前
[00:00:21.200 --> 00:00:24.640]  恭敬的來到領受你要給我們的說話
[00:00:24.640 --> 00:00:26.880]  由於我們聽得明白
[00:00:26.880 --> 00:00:29.200]  因為你的靈去教導我們
[00:00:29.200 --> 00:00:32.160]  願講的和聽的都同盟你的願
[00:00:32.160 --> 00:00:34.440]  祈禱奉主耶穌給了個名求
[00:00:34.440 --> 00:00:36.000]  阿妹
[00:00:36.000 --> 00:00:39.000]  今天我和大家定出一個題目
[00:00:39.000 --> 00:00:40.920]  就是什麼話
[00:00:40.920 --> 00:00:42.880]  你還缺少一樣嗎
[00:00:42.880 --> 00:00:45.160]  如果用我們廣東話來說
[00:00:45.160 --> 00:00:46.640]  怎麼說呢
[00:00:46.640 --> 00:00:47.720]  (你還欠缺什麼)
[00:00:47.720 --> 00:00:50.360]  對,你欠缺什麼
[00:00:50.360 --> 00:00:52.800]  你還欠缺什麼
[00:00:52.800 --> 00:00:54.120]  還欠缺什麼
[00:00:54.120 --> 00:00:55.520]  還欠缺什麼
[00:00:55.520 --> 00:00:57.000]  那要看看我去哪兒了
[00:00:57.000 --> 00:00:59.160]  我做什麼事了
[00:00:59.160 --> 00:01:00.960]  如果你去超市的時候
[00:01:00.960 --> 00:01:02.960]  你突然發現還欠缺什麼
[00:01:02.960 --> 00:01:05.760]  你欠缺什麼
[00:01:05.760 --> 00:01:07.240]  欠缺什麼
[00:01:07.240 --> 00:01:11.880]  忘記帶銀包和電子錢包
[00:01:11.880 --> 00:01:13.480]  你沒有,沒錯
[00:01:13.480 --> 00:01:15.920]  原來去超市
[00:01:15.920 --> 00:01:18.000]  忘記帶銀包和電子錢包
[00:01:18.000 --> 00:01:19.760]  是一件很大的事
[00:01:19.760 --> 00:01:20.840]  好了
[00:01:20.840 --> 00:01:23.040]  最近很多人不想消費
[00:01:23.040 --> 00:01:25.840]  不知道大家是不是也不想消費
[00:01:25.840 --> 00:01:27.120]  如果你不想消費的時候
[00:01:27.120 --> 00:01:30.320]  你去羅湖才發現自己欠缺一樣東西
[00:01:30.320 --> 00:01:33.640]  欠缺什麼
[00:01:33.640 --> 00:01:34.800]  回鄉卡
[00:01:34.800 --> 00:01:35.440]  對
[00:01:35.440 --> 00:01:37.400]  不是,去到羅湖欠缺回鄉卡
[00:01:37.400 --> 00:01:39.280]  那就去不了
[00:01:39.280 --> 00:01:42.240]  還有,如果你除了有帶回鄉卡
[00:01:42.240 --> 00:01:47.760]  你還欠缺一樣東西,還欠什麼呢
[00:01:47.760 --> 00:01:49.200]  你有帶回鄉卡
[00:01:49.200 --> 00:01:51.640]  但你還欠什麼呢
[00:01:51.640 --> 00:01:54.400]  我欠一個電話也很大件事
[00:01:54.400 --> 00:01:56.800]  現在出門不帶錢包也無所謂
[00:01:56.800 --> 00:01:58.160]  是嗎
[00:01:58.160 --> 00:02:00.000]  不帶電話也很大件事
[00:02:00.000 --> 00:02:01.360]  欠電話
[00:02:01.360 --> 00:02:03.240]  有啊
[00:02:03.240 --> 00:02:06.800]  那你還欠什麼呢
[00:02:06.800 --> 00:02:08.200]  你還欠什麼呢
[00:02:08.200 --> 00:02:09.600]  身份證
[00:02:09.600 --> 00:02:13.400]  為什麼會欠身份證
[00:02:13.400 --> 00:02:16.160]  為什麼會欠身份證
[00:02:16.160 --> 00:02:18.320]  證明你是誰
[00:02:18.320 --> 00:02:24.240]  回鄉證也能證明我是誰
[00:02:24.240 --> 00:02:26.560]  回鄉證不是特區政府出的
[00:02:26.560 --> 00:02:30.160]  於是你沒有身份證的時候
[00:02:30.160 --> 00:02:34.240]  你可不可以出境
[00:02:34.240 --> 00:02:35.640]  你出不了境
[00:02:35.640 --> 00:02:37.440]  你就哪裡都不用去了
[00:02:37.440 --> 00:02:39.640]  除非你偷渡
[00:02:39.640 --> 00:02:41.240]  好了
[00:02:41.240 --> 00:02:42.760]  坐在這裏
[00:02:42.760 --> 00:02:44.680]  也是有信耶穌的
[00:02:44.680 --> 00:02:49.800]  也有對信仰有興趣的我們一班無謂的學生
[00:02:49.800 --> 00:02:52.320]  現在我們不是北上消費
[00:02:52.320 --> 00:02:55.080]  如果來到天國的門口
[00:02:55.080 --> 00:02:56.480]  敲極門
[00:02:56.480 --> 00:02:59.120]  都沒有人開門給你
[00:02:59.120 --> 00:03:00.640]  裏面的人還說
[00:03:00.640 --> 00:03:01.880]  你是誰
[00:03:01.880 --> 00:03:03.800]  我不認識你
[00:03:03.800 --> 00:03:05.120]  不是我講的
[00:03:05.120 --> 00:03:06.640]  是聖經講的
[00:03:06.640 --> 00:03:08.960]  真的有人在敲門的時候
[00:03:08.960 --> 00:03:10.240]  聖經裏面
[00:03:10.240 --> 00:03:12.720]  天國裏面的耶穌說
[00:03:12.720 --> 00:03:14.000]  你是誰
[00:03:14.000 --> 00:03:15.600]  我都不認識你
[00:03:15.600 --> 00:03:17.640]  不是耶穌
[00:03:17.640 --> 00:03:19.640]  我奉你的名愛趕鬼
[00:03:19.640 --> 00:03:20.840]  奉你的問行義能
[00:03:20.840 --> 00:03:22.680]  為什麼你不認識我
[00:03:22.680 --> 00:03:26.480]  咦 原來我們欠了一樣東西
[00:03:26.480 --> 00:03:29.000]  耶穌真的說不認識我們
[00:03:29.000 --> 00:03:31.280]  欠了什麼呢
[00:03:31.280 --> 00:03:34.680]  今天雅各就告訴你欠了什麼
[00:03:34.680 --> 00:03:36.160]  今天的經文就是
[00:03:36.160 --> 00:03:39.800]  雅各書二章一至十七節
[00:03:39.800 --> 00:03:44.240]  今天雅各在這裏告訴大家
[00:03:44.240 --> 00:03:48.760]  其實我們信耶穌最重要的當然是信心
[00:03:48.760 --> 00:03:50.600]  信心是重要的
[00:03:50.600 --> 00:03:52.080]  保羅說什麼
[00:03:52.080 --> 00:03:59.080]  「口裏承認,心裏相信,就必得救」
[00:03:59.080 --> 00:04:00.480]  有沒有意義
[00:04:00.480 --> 00:04:01.720]  你的口認
[00:04:01.720 --> 00:04:03.160]  我信耶穌的
[00:04:03.160 --> 00:04:04.920]  心裏面相信
[00:04:04.920 --> 00:04:07.880]  你就得救了
[00:04:07.880 --> 00:04:10.120]  不過雅各在這裏說
[00:04:10.120 --> 00:04:15.160]  你拿出你心裏面的信心給我看看
[00:04:15.160 --> 00:04:18.720]  難道是把心刮出來給你
[00:04:18.720 --> 00:04:20.520]  是怎樣的
[00:04:20.520 --> 00:04:25.160]  為什麼要把我心裏面的信心拿出來
[00:04:25.160 --> 00:04:26.040]  沒錯
[00:04:26.040 --> 00:04:29.920]  雅各說如果你沒有實際的行動
[00:04:29.920 --> 00:04:30.600]  行動
[00:04:30.600 --> 00:04:31.160]  什麼叫行動
[00:04:31.160 --> 00:04:34.040]  就是去遵行上帝的說話
[00:04:34.040 --> 00:04:36.240]  就是沒有愛心的行為
[00:04:36.240 --> 00:04:38.480]  這個人的信心
[00:04:38.480 --> 00:04:39.960]  只有說一句
[00:04:39.960 --> 00:04:41.640]  吹
[00:04:41.640 --> 00:04:44.840]  可能年輕人不知道什麼叫吹
[00:04:44.840 --> 00:04:47.840]  你也知道吧
[00:04:47.840 --> 00:04:49.440]  我不知道現在的潮語
[00:04:49.440 --> 00:04:51.080]  是更加先進的
[00:04:51.080 --> 00:04:52.920]  是怎樣的
[00:04:52.920 --> 00:04:55.120]  你不是年輕人嗎
[00:04:55.120 --> 00:04:57.440]  還沒到這麼年輕
[00:04:57.440 --> 00:04:58.600]  是吹的
[00:04:58.600 --> 00:05:00.520]  不是真的
[00:05:00.520 --> 00:05:03.360]  因為並沒有真正相信耶穌基督
[00:05:03.360 --> 00:05:06.480]  他們的生命不是真正的重生
[00:05:06.480 --> 00:05:08.320]  其實很簡單
[00:05:08.320 --> 00:05:10.000]  如果你信一個人的時候
[00:05:10.000 --> 00:05:10.960]  那個人說什麼
[00:05:10.960 --> 00:05:16.600]  你會不會跟著他做
[00:05:16.600 --> 00:05:18.120]  我覺得太快了
[00:05:18.120 --> 00:05:20.240]  如果你信一個人
[00:05:20.240 --> 00:05:22.440]  他跟你說什麼
[00:05:22.440 --> 00:05:23.960]  如果你真的相信他的時候
[00:05:23.960 --> 00:05:24.760]  他叫你做什麼
[00:05:24.760 --> 00:05:27.320]  你會不會去做
[00:05:27.320 --> 00:05:28.680]  你當然會去做
[00:05:28.680 --> 00:05:29.880]  如果你相信那個醫生
[00:05:29.880 --> 00:05:31.200]  醫生叫你吃藥就會康復
[00:05:31.200 --> 00:05:33.320]  你會不會吃
[00:05:33.320 --> 00:05:34.440]  吃吧
[00:05:34.440 --> 00:05:36.160]  如果你相信他的說話
[00:05:36.160 --> 00:05:37.160]  沒錯
[00:05:37.160 --> 00:05:38.200]  很簡單
[00:05:38.200 --> 00:05:40.160]  如果你相信那個人的時候
[00:05:40.160 --> 00:05:40.920]  他說什麼
[00:05:40.920 --> 00:05:44.000]  你會留心去聽
[00:05:44.000 --> 00:05:45.320]  跟著他做
[00:05:45.320 --> 00:05:47.520]  那你才叫做相信他
[00:05:47.520 --> 00:05:51.560]  所以跟著耶穌說的事情去做
[00:05:51.560 --> 00:05:52.920]  就是代表了
[00:05:52.920 --> 00:05:56.440]  證明了我真的相信耶穌
[00:05:56.440 --> 00:05:58.280]  經常有人說
[00:05:58.280 --> 00:06:00.360]  說你又不聽
[00:06:00.360 --> 00:06:01.920]  聽你又不留心聽
[00:06:01.920 --> 00:06:04.360]  聽了又不去做
[00:06:04.360 --> 00:06:06.360]  當你聽了又不去做
[00:06:06.360 --> 00:06:07.960]  其實你多麼相信對方
[00:06:07.960 --> 00:06:09.720]  大家心知肚明
[00:06:09.720 --> 00:06:12.160]  第一節至第七節
[00:06:12.160 --> 00:06:13.680]  那你下一句想說什麼
[00:06:13.680 --> 00:06:15.680]  原來在描述當時
[00:06:15.680 --> 00:06:17.880]  初期教的第一世紀的時候
[00:06:17.880 --> 00:06:20.520]  當時教會的狀況
[00:06:20.520 --> 00:06:22.440]  當時教會的狀況是怎樣的
[00:06:22.440 --> 00:06:25.200]  他們很偏袒一些富有的人
[00:06:25.200 --> 00:06:27.000]  那些很有錢的人
[00:06:27.000 --> 00:06:30.840]  而不是好好對待一些窮的人
[00:06:30.840 --> 00:06:34.480]  怎麼看他是有錢人還是沒錢人
[00:06:34.480 --> 00:06:36.840]  怎麼看呢 聖經說
[00:06:36.840 --> 00:06:40.040]  看他的衣著 是不是
[00:06:40.040 --> 00:06:41.680]  他的衣著
[00:06:41.680 --> 00:06:43.560]  那裡寫著金戒指
[00:06:43.560 --> 00:06:45.040]  原來色經書就說
[00:06:45.040 --> 00:06:47.800]  其實他們的金戒指是整隻的
[00:06:47.800 --> 00:06:50.760]  好像我們看到那些
[00:06:50.760 --> 00:06:53.760]  現在那些宮廷的片
[00:06:53.760 --> 00:06:55.080]  不是叫宮廷片
[00:06:55.080 --> 00:06:57.040]  就是甄嬛傳那些
[00:06:57.040 --> 00:07:00.120]  那些不是整支的
[00:07:00.120 --> 00:07:02.840]  整支金是穿進去的
[00:07:02.840 --> 00:07:04.600]  當時的有錢人都是這樣
[00:07:04.600 --> 00:07:06.920]  不只是穿一隻
[00:07:06.920 --> 00:07:08.680]  可能穿五隻都是這樣
[00:07:08.680 --> 00:07:10.440]  所以走進來的時候
[00:07:10.440 --> 00:07:13.920]  你很明顯地就知道他是有錢人
[00:07:13.920 --> 00:07:15.000]  這個分別就是
[00:07:15.000 --> 00:07:19.400]  有錢人就叫他坐在貴賓位
[00:07:19.400 --> 00:07:21.320]  VIP位
[00:07:21.320 --> 00:07:25.480]  而他穿得不是很光鮮
[00:07:25.480 --> 00:07:27.040]  可能有點爛
[00:07:27.040 --> 00:07:29.240]  就叫他坐在哪裡
[00:07:29.240 --> 00:07:30.680]  就站在那裡
[00:07:30.680 --> 00:07:32.800]  或者你坐在我的腳椅
[00:07:32.800 --> 00:07:34.040]  什麼叫腳椅
[00:07:34.040 --> 00:07:36.280]  你現在是不是坐在椅子上面
[00:07:36.280 --> 00:07:37.560]  如果坐在你的腳椅
[00:07:37.560 --> 00:07:40.280]  那你坐在哪裡
[00:07:40.280 --> 00:07:42.200]  嚇什麼
[00:07:42.200 --> 00:07:44.640]  聽不到
[00:07:44.640 --> 00:07:50.760]  擺腳的也坐在地上
[00:07:50.760 --> 00:07:52.240]  坐在你的腳椅的
[00:07:52.240 --> 00:07:53.760]  也是下面坐在地上
[00:07:53.760 --> 00:07:55.080]  不好意思
[00:07:55.080 --> 00:07:56.520]  老師有點錯誤
[00:07:56.520 --> 00:07:58.440]  聽得不太清楚
[00:07:58.440 --> 00:08:01.840]  雅閣從我們這個行為告訴你
[00:08:01.840 --> 00:08:04.320]  其實你們是很偏心
[00:08:04.320 --> 00:08:05.520]  很歧視
[00:08:05.520 --> 00:08:07.440]  很偏袒那些人
[00:08:07.440 --> 00:08:09.480]  而第五節和第七節
[00:08:09.480 --> 00:08:11.240]  雅閣就說
[00:08:11.240 --> 00:08:12.640]  原來貧窮的人
[00:08:12.640 --> 00:08:16.440]  他在信心上是很富足的
[00:08:16.440 --> 00:08:18.720]  加上他們很愛上帝
[00:08:18.720 --> 00:08:20.080]  所以他們才是那些
[00:08:20.080 --> 00:08:24.480]  能夠真正進入天國的人
[00:08:24.480 --> 00:08:28.440]  反而那些欺詐初期教會信徒的人
[00:08:28.440 --> 00:08:31.800]  抓那些信耶穌的人上法庭
[00:08:31.800 --> 00:08:33.000]  去坐牢
[00:08:33.000 --> 00:08:34.520]  也毀謗一些
