
[00:00:00.000 --> 00:00:07.740]  我們說天長地久,我相信我們每一個人都很珍惜我們身邊一些很親密的關係
[00:00:07.740 --> 00:00:15.580]  無論是親密的關係,我們父母和子女,或者是丈夫和太太,或者是兄弟姐妹
[00:00:15.580 --> 00:00:20.200]  甚至是有些老師和學生,有時我們說的一些叫"恩師"
[00:00:20.200 --> 00:00:24.200]  這個老師給我們很大的啓發,跟他關係相當密切
[00:00:24.200 --> 00:00:37.800]  很多時候,當我們有這樣的密切關係的時候,我們不其然心裏面都會希望能夠跟一些我們所愛、所關心、所尊敬的人有更多的時間在一起
[00:00:37.800 --> 00:00:43.940]  當然對夫妻來說,我們希望天長地久,白頭到老
[00:00:43.940 --> 00:00:48.760]  不過現實很多時候就不是我們想象當中這樣
[00:00:48.760 --> 00:00:51.140]  因爲環境會改變的
[00:00:51.140 --> 00:00:57.080]  性格固然有很多不同,如果我們不懂得如何處理性格上的差別的時候
[00:00:57.080 --> 00:01:02.600]  很多時候在關係上就會出現很多裂痕、破口
[00:01:02.600 --> 00:01:07.920]  除了這些之外,還有意外,還有死亡
[00:01:07.920 --> 00:01:15.480]  很多時候讓我們覺得心裏很想,但是似乎達不到,事與願違
[00:01:15.480 --> 00:01:17.960]  這就是中國人所說的話
[00:01:17.960 --> 00:01:22.500]  天長地久,不知道爲什麼,好像只是聽故事,一個天方夜譚
[00:01:22.500 --> 00:01:26.420]  我們好像跟天長地久的觀念是絕了緣的
[00:01:26.420 --> 00:01:28.580]  連不上關係的
[00:01:28.580 --> 00:01:34.100]  所以唯有曾經擁有已足夠了
[00:01:34.100 --> 00:01:37.460]  這就是我們現實的情況
[00:01:37.460 --> 00:01:40.900]  不過我想跟大家思考一個問題
[00:01:40.900 --> 00:01:48.700]  如果我們看天長地久只是從一個時間的觀念去看這句話的話
[00:01:48.700 --> 00:01:53.820]  其實天長地久就不一定是一個愉快的經驗
[00:01:53.820 --> 00:02:01.420]  比如說一個有暴力傾向的丈夫
[00:02:01.420 --> 00:02:03.100]  他不一定會打老婆的
[00:02:03.100 --> 00:02:05.420]  不過說些難聽的話
[00:02:05.420 --> 00:02:08.860]  或者是給你面子看一下
[00:02:08.860 --> 00:02:11.940]  這是精神上、情緒上的虐待
[00:02:11.940 --> 00:02:16.860]  我相信做太太的一個人,未必想跟你天長地久
[00:02:16.860 --> 00:02:23.660]  或者你身邊有一個時時在發號施令的老婆
[00:02:23.660 --> 00:02:27.660]  我相信做老公的一個人,可能也不想跟你天長地久
[00:02:27.660 --> 00:02:30.300]  甚至不想曾經擁有
[00:02:30.300 --> 00:02:32.620]  會不會啊?
[00:02:32.620 --> 00:02:37.540]  所以我們要明白到底天長地久是什麼意思
[00:02:37.540 --> 00:02:40.380]  除非我們覺得天長地久是
[00:02:40.380 --> 00:02:42.820]  我跟這個人在一起的時候
[00:02:42.820 --> 00:02:45.420]  或者我跟這個人有這樣的關係的時候
[00:02:45.420 --> 00:02:49.340]  我們時時都有一種很幸福的感覺
[00:02:49.340 --> 00:02:51.460]  那你就想跟他天長地久了
[00:02:51.460 --> 00:02:52.820]  如果不是的話
[00:02:52.820 --> 00:02:55.220]  你就不想曾經跟他擁有
[00:02:55.220 --> 00:03:00.260]  所以今天我們開始講到天長地久的實現
[00:03:00.260 --> 00:03:02.500]  如何能夠有一個天長地久的
[00:03:02.500 --> 00:03:08.700]  我們覺得享受的、可以享受的、幸福的一個關係
[00:03:08.700 --> 00:03:10.500]  第一樣東西就是
[00:03:10.500 --> 00:03:13.660]  先要調教我們對天長地久的觀念
[00:03:13.660 --> 00:03:16.660]  對人際關係的觀念
[00:03:16.660 --> 00:03:18.260]  特別在夫妻上來說
[00:03:18.260 --> 00:03:23.060]  如果我們只是想着浪漫地、天長地久下去
[00:03:23.060 --> 00:03:28.860]  我保證你一定會失望的
[00:03:28.860 --> 00:03:31.740]  於是我們變成跟很多人一樣
[00:03:31.740 --> 00:03:32.820]  爲了安慰自己
[00:03:32.820 --> 00:03:35.660]  不要那麼容易depress
[00:03:35.660 --> 00:03:39.980]  我們就安慰自己曾經擁有熱足狗
[00:03:39.980 --> 00:03:42.300]  但如果我們看回聖經的時候
[00:03:42.300 --> 00:03:45.580]  一個長久而幸福的關係
[00:03:45.580 --> 00:03:47.980]  我希望你記住一件事
[00:03:47.980 --> 00:03:49.580]  從聖經裏面給我們的啓示
[00:03:49.580 --> 00:03:52.140]  一個幸福而長久的關係
[00:03:52.140 --> 00:03:56.340]  必定是先從神那裏開始的
[00:03:56.340 --> 00:03:58.820]  如果沒有了神的關係當中的話
[00:03:58.820 --> 00:04:00.660]  我們只是在空想
[00:04:00.660 --> 00:04:02.540]  我們不會實現到
[00:04:02.540 --> 00:04:05.660]  有一個天長地久而幸福的關係
[00:04:05.660 --> 00:04:09.100]  所以如果你真的想擁有這種關係的話
[00:04:09.100 --> 00:04:14.700]  我們必須要先從神建立一個健康、正常的關係
[00:04:14.700 --> 00:04:18.060]  因爲這是基礎
[00:04:18.060 --> 00:04:20.020]  大家知道我們在看《路德記》
[00:04:20.020 --> 00:04:21.820]  從《路德記》裏面來說
[00:04:21.820 --> 00:04:25.580]  我們可以看到幾個原則作爲我們的參考
[00:04:25.580 --> 00:04:27.900]  就溫習一點
[00:04:27.900 --> 00:04:32.180]  我們記得路德是一個摩洛女子
[00:04:32.180 --> 00:04:36.100]  她和伊麗米勒的兒子馬倫結婚
[00:04:36.100 --> 00:04:37.740]  這兩人結婚之後
[00:04:37.740 --> 00:04:39.180]  婚姻生活如何呢
[00:04:39.180 --> 00:04:41.340]  聖經是沒有提及的
[00:04:41.340 --> 00:04:44.100]  我們不知道是否幸福
[00:04:44.100 --> 00:04:46.500]  We don't know
[00:04:46.500 --> 00:04:50.220]  不過有一件事似乎很清楚
[00:04:50.220 --> 00:04:55.740]  路德和他的婆婆拿娥米
[00:04:55.740 --> 00:04:58.540]  有很好的婆媳關係
[00:04:58.540 --> 00:04:59.940]  聖經接着說
[00:04:59.940 --> 00:05:01.260]  結婚十年
[00:05:01.260 --> 00:05:03.020]  結婚十年不是很短的時間
[00:05:03.020 --> 00:05:03.780]  沒有孩子
[00:05:03.780 --> 00:05:06.580]  但是馬倫死了
[00:05:06.580 --> 00:05:12.060]  留下了婆婆拿娥米和路德相依爲命
[00:05:12.060 --> 00:05:15.540]  回到拿娥米的老家
[00:05:15.540 --> 00:05:18.420]  以色列的伯尼
[00:05:18.420 --> 00:05:20.260]  回到那裏之後
[00:05:20.260 --> 00:05:22.500]  大家聽了幾個星期應該知道
[00:05:22.500 --> 00:05:26.380]  連衣食住都出了問題
[00:05:26.380 --> 00:05:27.740]  跟婆婆回去
[00:05:27.740 --> 00:05:29.940]  衣食住出了問題
[00:05:29.940 --> 00:05:31.340]  當我們看到這裏的時候
[00:05:31.340 --> 00:05:33.580]  哇,這個女人的命都很苦
[00:05:33.580 --> 00:05:34.740]  我們看《如意殘片》的時候
[00:05:34.740 --> 00:05:38.260]  哇,這個是白燕那一類
[00:05:38.260 --> 00:05:39.660]  你們不懂白燕的了
[00:05:39.660 --> 00:05:41.660]  我們拿了她的色
[00:05:41.660 --> 00:05:42.700]  哇,好苦啊
[00:05:42.700 --> 00:05:43.980]  命真是苦了
[00:05:43.980 --> 00:05:45.380]  嫁了個老公
[00:05:45.380 --> 00:05:46.340]  但是又沒有子女
[00:05:46.340 --> 00:05:47.780]  十年之後老公死了
[00:05:47.780 --> 00:05:50.340]  回到婆婆的老家
[00:05:50.340 --> 00:05:51.540]  又沒得喫沒得住
[00:05:51.540 --> 00:05:54.420]  多慘啊
[00:05:54.420 --> 00:05:56.020]  但是
[00:05:56.020 --> 00:05:58.860]  誰不知我們繼續看下去的時候
[00:05:58.860 --> 00:06:01.860]  發現原來在這十年裏面
[00:06:01.860 --> 00:06:04.740]  路德在這個家庭當中
[00:06:04.740 --> 00:06:07.700]  得到了一件寶貝
[00:06:07.700 --> 00:06:08.860]  這個寶貝
[00:06:08.860 --> 00:06:10.620]  讓他能夠自終享有一個
[00:06:10.620 --> 00:06:13.540]  天長地久十分蒙福的關係
[00:06:13.540 --> 00:06:16.740]  這件寶貝是什麼呢?
[00:06:16.740 --> 00:06:19.100]  就是他認識了創造宇宙漫迷
[00:06:19.100 --> 00:06:23.340]  和管理宇宙漫迷的獨一真神
[00:06:23.340 --> 00:06:25.580]  他找到了這個寶貝
[00:06:25.580 --> 00:06:27.180]  在他的生命當中
[00:06:27.180 --> 00:06:28.900]  所以讓我們一起看看聖經
