
[00:00:00.000 --> 00:00:01.260]  各位兄弟姊妹早安
[00:00:01.260 --> 00:00:04.000]  讓我們再一次低頭同心祈禱
[00:00:04.000 --> 00:00:08.840]  多謝主的愛
[00:00:08.840 --> 00:00:11.400]  就是基督你犧牲的愛
[00:00:11.400 --> 00:00:15.220]  再一次能夠讓我們生命得到改變
[00:00:15.220 --> 00:00:18.260]  又因為基督你的復活
[00:00:18.260 --> 00:00:20.760]  讓我們能夠經歷生命的豐富
[00:00:20.760 --> 00:00:22.140]  復活的大難
[00:00:22.140 --> 00:00:25.600]  願祢讓我們生命當中繼續經歷更多
[00:00:26.160 --> 00:00:30.240]  又讓我們每一個在祢面前專心的去崇拜祢
[00:00:30.240 --> 00:00:33.380]  開我們耳朵讓我們專心去聆聽
[00:00:33.380 --> 00:00:36.200]  開我們眼睛能夠沾養祢的榮光
[00:00:36.200 --> 00:00:40.160]  更以我們的手腳去用行動回應祢
[00:00:40.160 --> 00:00:44.260]  願每人口中的言語頂至每之間的心思意念
[00:00:44.260 --> 00:00:46.600]  蒙聖靈的啟迪 蒙主的悅立
[00:00:46.600 --> 00:00:49.540]  禱告奉耶穌基督的名 阿們
[00:00:49.540 --> 00:00:52.680]  今天跟大家看這段聖經
[00:00:52.680 --> 00:00:54.480]  可能你也有機會去看過
[00:00:54.480 --> 00:00:57.360]  特別是上個星期的復活節
[00:00:57.360 --> 00:01:00.860]  當我們在復活節之後進入第二個星期的時候
[00:01:00.860 --> 00:01:02.920]  我們很多時候就會看這段聖經
[00:01:02.920 --> 00:01:06.080]  因為這段聖經就是剛剛耶穌復活
[00:01:06.080 --> 00:01:08.520]  和門徒顯現的一個很重要的經文
[00:01:08.520 --> 00:01:10.500]  請大家先打開手上的聖經
[00:01:10.500 --> 00:01:13.000]  讓我們回看第20章這段經文
[00:01:13.000 --> 00:01:15.500]  這段經文裡面
[00:01:15.500 --> 00:01:18.220]  你很快就會發現整段經文有一個主角
[00:01:18.220 --> 00:01:21.720]  這個主角的名字叫做多瑪
[00:01:21.900 --> 00:01:25.520]  又或者說叫做低土瑪的多瑪
[00:01:25.520 --> 00:01:28.120]  首先給大家一些資料
[00:01:28.120 --> 00:01:30.320]  多瑪或低土瑪這個名字
[00:01:30.320 --> 00:01:31.640]  其實是什麼意思呢
[00:01:31.640 --> 00:01:33.320]  其實就是媽生的意思
[00:01:33.320 --> 00:01:35.720]  是阿蘭語或者希臘語不同的叫法
[00:01:35.720 --> 00:01:37.320]  同一個意思就是媽仔
[00:01:37.320 --> 00:01:39.720]  很多時候我們看到朋友
[00:01:39.720 --> 00:01:41.820]  媽生的有時候就會這樣叫
[00:01:41.820 --> 00:01:43.840]  媽仔 大媽 細媽
[00:01:43.840 --> 00:01:45.440]  叫著叫著可能會忘記名字
[00:01:45.440 --> 00:01:48.440]  這也是當時一個很常見的用詞
[00:01:48.440 --> 00:01:50.640]  可能祂是媽仔其中一個
[00:01:50.640 --> 00:01:52.640]  所以耶穌常常用媽仔
[00:01:52.640 --> 00:01:55.840]  去稱呼這位多瑪
[00:01:55.840 --> 00:01:58.440]  多瑪是一個什麼樣的人呢
[00:01:58.440 --> 00:02:00.940]  想起多瑪可能第一時間想起
[00:02:00.940 --> 00:02:02.440]  就是這段聖經
[00:02:02.440 --> 00:02:04.840]  因為如果你熟悉聖經的話你會發現
[00:02:04.840 --> 00:02:08.440]  在科幻書裡面提到多瑪其實不是很多記載
[00:02:08.440 --> 00:02:10.340]  如果你看其他的三段科幻書
[00:02:10.340 --> 00:02:12.540]  馬太、馬可、路加的科幻書
[00:02:12.540 --> 00:02:14.340]  你只看到門徒的名字
[00:02:14.340 --> 00:02:15.340]  就是十二使徒
[00:02:15.340 --> 00:02:17.340]  數著數著的時候數到那個人叫做多瑪
[00:02:17.340 --> 00:02:18.340]  就沒有了
[00:02:18.340 --> 00:02:19.840]  沒有其他內容的
[00:02:20.140 --> 00:02:21.540]  預漢科幻書是比較特別的
[00:02:21.540 --> 00:02:23.540]  預漢科幻書有四個地方
[00:02:23.540 --> 00:02:25.540]  特別說到多瑪
[00:02:25.540 --> 00:02:27.040]  跟耶穌的對話
[00:02:27.040 --> 00:02:28.040]  一定要表達
[00:02:28.040 --> 00:02:29.240]  而這一段
[00:02:29.240 --> 00:02:31.740]  耶穌復活之後顯現的神蹟
[00:02:31.740 --> 00:02:33.540]  這一件特別的事
[00:02:33.540 --> 00:02:36.540]  也是最詳細經文去
[00:02:36.540 --> 00:02:38.540]  描述這位多瑪的
[00:02:38.540 --> 00:02:42.040]  聖經裡面說的背景
[00:02:42.040 --> 00:02:44.040]  一開始說的就是當那一天
[00:02:44.040 --> 00:02:46.040]  十九節說那一天是哪一天呢
[00:02:46.040 --> 00:02:48.040]  就是七天的第一天
[00:02:48.040 --> 00:02:49.540]  其實如果你打開聖經來看
[00:02:49.540 --> 00:02:51.540]  從二十章開始就是說耶穌復活了
[00:02:51.540 --> 00:02:53.040]  耶穌復活之後
[00:02:53.040 --> 00:02:54.040]  七天的第一天
[00:02:54.040 --> 00:02:55.540]  就是星期天的早上
[00:02:55.540 --> 00:02:57.540]  就是我們熟悉的復活的早上
[00:02:57.540 --> 00:02:59.540]  就是上個星期
[00:02:59.540 --> 00:03:01.540]  在耶穌復活的時候
[00:03:01.540 --> 00:03:03.540]  首先就是莫大拉的瑪利亞
[00:03:03.540 --> 00:03:05.540]  走到墳墓裡面見到不見了
[00:03:05.540 --> 00:03:07.540]  見到這個墳墓的石頭
[00:03:07.540 --> 00:03:08.540]  被挪開
[00:03:08.540 --> 00:03:09.540]  接著
[00:03:09.540 --> 00:03:10.540]  森林彼得
[00:03:10.540 --> 00:03:11.540]  還有另外一位門徒
[00:03:11.540 --> 00:03:12.540]  應該相信就是約翰
[00:03:12.540 --> 00:03:14.540]  就很快地跑到去
[00:03:14.540 --> 00:03:17.040]  看見耶穌的屍體不見了
[00:03:17.040 --> 00:03:19.040]  看見只剩下那些割屍布在那裡
[00:03:19.040 --> 00:03:21.040]  接著就走回去
[00:03:21.040 --> 00:03:22.540]  告訴門徒
[00:03:22.540 --> 00:03:25.540]  這個就是一到十八節的內容
[00:03:25.540 --> 00:03:27.540]  在當日的晚上
[00:03:27.540 --> 00:03:29.540]  就是復活日的晚上
[00:03:29.540 --> 00:03:31.540]  聖經裡面說
[00:03:31.540 --> 00:03:33.540]  耶穌就向那些門徒顯現了
[00:03:33.540 --> 00:03:35.540]  首先我們發現
[00:03:35.540 --> 00:03:37.540]  第一件事就是十九節裡面說
[00:03:37.540 --> 00:03:38.540]  那一天的晚上
[00:03:38.540 --> 00:03:41.540]  門徒因為怕猶太人
[00:03:41.540 --> 00:03:44.540]  所在的地方門都關了
[00:03:44.540 --> 00:03:46.540]  第一個印象你要知道
[00:03:46.540 --> 00:03:48.540]  這班門徒當耶穌復活之後
[00:03:48.540 --> 00:03:50.540]  當他們未知耶穌復活
[00:03:50.540 --> 00:03:51.540]  可以這麼說
[00:03:51.540 --> 00:03:52.540]  或者他們在疑惑
[00:03:52.540 --> 00:03:53.540]  為什麼這麼說呢
[00:03:53.540 --> 00:03:54.540]  因為莫大拉的瑪利亞
[00:03:54.540 --> 00:03:56.540]  見到石頭被挪開了
[00:03:56.540 --> 00:03:58.540]  進去的時候跟天使聊天
[00:03:58.540 --> 00:04:00.540]  就說耶穌復活了
[00:04:00.540 --> 00:04:02.540]  不過他們不知道是不是真的有點疑惑
[00:04:02.540 --> 00:04:04.540]  當西門彼得和約翰走到墳墓裡面
[00:04:04.540 --> 00:04:06.540]  見到不見了屍體
[00:04:06.540 --> 00:04:08.540]  究竟是什麼事呢
[00:04:08.540 --> 00:04:11.540]  當他們知道耶穌的屍體不見了
[00:04:11.540 --> 00:04:13.540]  知道耶穌提的復活這件事
[00:04:13.540 --> 00:04:15.540]  可能發生或者不知道
[00:04:15.540 --> 00:04:17.540]  總之就是有些事情很特別
[00:04:17.540 --> 00:04:19.540]  第一個反應這班門徒是怎樣呢
[00:04:19.540 --> 00:04:22.540]  這班門徒是很害怕
[00:04:22.540 --> 00:04:25.540]  司徒利平說這班門徒很怕猶太人
[00:04:25.540 --> 00:04:26.540]  為什麼怕其實很簡單
[00:04:26.540 --> 00:04:28.540]  或者很容易明白
[00:04:28.540 --> 00:04:29.540]  因為當你的老師
[00:04:29.540 --> 00:04:32.540]  當這位夫子耶穌被釘了十字架
[00:04:32.540 --> 00:04:35.540]  當時身邊的門徒當然很害怕
[00:04:35.540 --> 00:04:36.540]  我們熟悉的西門彼得
[00:04:36.540 --> 00:04:38.540]  在耶穌被捉拿
[00:04:38.540 --> 00:04:39.540]  被人去審判的時候
[00:04:39.540 --> 00:04:40.540]  他害怕到怎樣呢
[00:04:40.540 --> 00:04:42.540]  害怕到不認耶穌
[00:04:42.540 --> 00:04:44.540]  所以當他見到耶穌
[00:04:44.540 --> 00:04:47.540]  還有沒有機會呢沒有了終於釘死了
[00:04:47.540 --> 00:04:48.540]  死了
[00:04:48.540 --> 00:04:50.540]  這班門徒當然更害怕
[00:04:50.540 --> 00:04:52.540]  因為我們的老師
[00:04:52.540 --> 00:04:54.540]  我們的領袖被人釘死
[00:04:54.540 --> 00:04:56.540]  下一個可能就是我們
[00:04:56.540 --> 00:04:58.540]  所以就害怕就躲起來
[00:04:58.540 --> 00:05:00.540]  都人之常情
[00:05:00.540 --> 00:05:01.540]  他們躲起來的時候聖經裡面說
[00:05:01.540 --> 00:05:03.540]  第十九節就說
[00:05:03.540 --> 00:05:06.540]  耶穌來站在當中
[00:05:06.540 --> 00:05:07.540]  這個描述很有趣
[00:05:07.540 --> 00:05:09.540]  是耶穌來到他們當中
[00:05:09.540 --> 00:05:12.540]  耶穌主動特意去到那班門徒裡面
[00:05:12.540 --> 00:05:14.540]  就跟他們說願你們平安
[00:05:14.540 --> 00:05:18.540]  說完之後就把手和肋旁
[00:05:18.540 --> 00:05:20.540]  給那班門徒看
[00:05:20.540 --> 00:05:22.540]  耶穌的手是怎樣的
[00:05:22.540 --> 00:05:24.540]  有釘痕的手
[00:05:24.540 --> 00:05:25.540]  肋旁是怎樣的
[00:05:25.540 --> 00:05:27.540]  有被矛刺傷的肋旁
[00:05:27.540 --> 00:05:30.540]  這個也是記號讓門徒知道
[00:05:30.540 --> 00:05:32.540]  他真是那位在十字架上面
[00:05:32.540 --> 00:05:33.540]  被釘
[00:05:33.540 --> 00:05:35.540]  並且釘死的耶穌
[00:05:35.540 --> 00:05:36.540]  他復活了
[00:05:36.540 --> 00:05:38.540]  他顯現了
[00:05:38.540 --> 00:05:40.540]  並且耶穌跟門徒說
[00:05:40.540 --> 00:05:42.540]  願你們平安
[00:05:42.540 --> 00:05:43.540]  負責怎樣猜險你們
[00:05:43.540 --> 00:05:44.540]  猜險我
[00:05:44.540 --> 00:05:45.540]  我就怎樣猜險你們
[00:05:45.540 --> 00:05:46.540]  然後向他們吹氣
[00:05:46.540 --> 00:05:47.540]  就讓他們領受聖靈
[00:05:47.540 --> 00:05:51.540]  告訴他們他們得著赦罪的能力
[00:05:51.540 --> 00:05:54.540]  耶穌親臨門徒當中顯現
[00:05:54.540 --> 00:05:57.540]  並且將能力傳給門徒
[00:05:57.540 --> 00:05:59.540]  這個很容易看到
[00:05:59.540 --> 00:06:01.540]  門徒就得著能力了
[00:06:01.540 --> 00:06:02.540]  然後聖經裡面怎麼說
[00:06:02.540 --> 00:06:03.540]  是不是說門徒得著能力
[00:06:03.540 --> 00:06:06.540]  就很開心很有力量的傳福音
[00:06:06.540 --> 00:06:08.540]  不是
[00:06:08.540 --> 00:06:10.540]  接著第24節
[00:06:10.540 --> 00:06:11.540]  開始說這段經文
[00:06:11.540 --> 00:06:12.540]  就是說什麼呢
[00:06:12.540 --> 00:06:13.540]  就是說有一個人
[00:06:13.540 --> 00:06:16.540]  其中一個門徒叫多瑪
[00:06:16.540 --> 00:06:18.540]  他是怎樣呢
[00:06:18.540 --> 00:06:20.540]  他說耶穌來的時候
[00:06:20.540 --> 00:06:23.540]  他沒有跟門徒在一起
[00:06:23.540 --> 00:06:25.540]  傳統裡面我們想起多瑪
[00:06:25.540 --> 00:06:28.540]  第一時間想起後面會繼續說的
[00:06:28.540 --> 00:06:30.540]  就是他懷疑他不相信
[00:06:30.540 --> 00:06:32.540]  甚至有人猜
[00:06:32.540 --> 00:06:34.540]  為什麼多瑪在復活那天
[00:06:34.540 --> 00:06:35.540]  晚上不跟門徒在一起
[00:06:35.540 --> 00:06:39.540]  當然是他不相信所以躲起來走了不知去哪
[00:06:39.540 --> 00:06:41.540]  到底這個多瑪
[00:06:41.540 --> 00:06:45.540]  是當時為什麼沒有跟門徒在一起呢
[00:06:45.540 --> 00:06:46.540]  聖經沒有說
[00:06:46.540 --> 00:06:48.540]  總之就是沒有在一起
[00:06:48.540 --> 00:06:50.540]  可能因為很多原因
[00:06:50.540 --> 00:06:51.540]  躲在不同地方
[00:06:51.540 --> 00:06:54.540]  又或者可能他去幫門徒做其他事
[00:06:54.540 --> 00:06:55.540]  總之無論如何
[00:06:55.540 --> 00:06:58.540]  多瑪就沒有見到
[00:06:58.540 --> 00:07:00.540]  這個第一次在復活那晚
[00:07:00.540 --> 00:07:03.540]  跟門徒顯現的耶穌
[00:07:03.540 --> 00:07:05.540]  接著多瑪就跟門徒說
[00:07:05.540 --> 00:07:06.540]  他說
[00:07:06.540 --> 00:07:08.540]  我見不到
[00:07:08.540 --> 00:07:10.540]  門徒說我們見到
[00:07:10.540 --> 00:07:13.540]  多瑪就說除非我親眼見到
[00:07:13.540 --> 00:07:15.540]  除非我伸手
[00:07:15.540 --> 00:07:19.540]  或者是伸指頭去耶穌的釘痕和肋旁摸過
[00:07:19.540 --> 00:07:22.540]  否則我絕不信
[00:07:22.540 --> 00:07:26.540]  這個描述就成為後期很多人說多瑪
[00:07:26.540 --> 00:07:28.540]  這個很多疑的
[00:07:28.540 --> 00:07:30.540]  這個很沒有信心的
[00:07:30.540 --> 00:07:34.540]  因為耶穌說要他不要疑惑要信那位多瑪
[00:07:34.540 --> 00:07:37.540]  所以我們常常覺得多瑪不是很好
[00:07:37.540 --> 00:07:39.540]  所以很好笑
[00:07:39.540 --> 00:07:42.540]  有一次我的同學改了一個英文名叫Thomas
[00:07:42.540 --> 00:07:43.540]  即是多瑪
[00:07:43.540 --> 00:07:44.540]  改了這個名之後
[00:07:44.540 --> 00:07:46.540]  老師就說不是很好
[00:07:46.540 --> 00:07:48.540]  因為代表懷疑
[00:07:48.540 --> 00:07:50.540]  有很多不信心的意思
