
[00:00:00.000 --> 00:00:03.640]  基督教和其他的宗教信仰
[00:00:03.640 --> 00:00:06.880]  有一個地方是很不一樣的
[00:00:06.880 --> 00:00:08.880]  不一樣在於甚麼呢?
[00:00:08.880 --> 00:00:11.440]  不一樣在於基督教信仰
[00:00:11.440 --> 00:00:15.320]  是非常強調恩典
[00:00:15.320 --> 00:00:17.080]  Grace
[00:00:17.080 --> 00:00:21.760]  強調神往往很慷慨地將很多福分
[00:00:21.760 --> 00:00:25.920]  很多益處、好處賜給世人
[00:00:25.920 --> 00:00:29.600]  也特別賜給教會
[00:00:29.600 --> 00:00:31.280]  很多很多的恩典
[00:00:31.280 --> 00:00:33.760]  而其中最大的恩典
[00:00:33.760 --> 00:00:36.960]  就是將永生賜給我們
[00:00:36.960 --> 00:00:38.440]  透過福音
[00:00:38.440 --> 00:00:41.320]  透過耶穌基督十誡的釘心
[00:00:41.320 --> 00:00:42.760]  流出寶血
[00:00:42.760 --> 00:00:44.120]  赦免世人的罪子
[00:00:44.120 --> 00:00:46.360]  我們悔改歸向神
[00:00:46.360 --> 00:00:50.080]  就得永生就可以上天堂
[00:00:50.080 --> 00:00:52.080]  誰想到這些呢?
[00:00:52.080 --> 00:00:53.760]  是恩典
[00:00:53.760 --> 00:00:55.760]  所以每當想及恩典的時候
[00:00:55.760 --> 00:00:57.560]  想到永生的時候
[00:00:57.560 --> 00:00:59.400]  我們就更加想起
[00:00:59.400 --> 00:01:01.120]  是奇異恩典
[00:01:01.120 --> 00:01:02.520]  Amazing Grace
[00:01:02.520 --> 00:01:04.800]  是很驚訝的
[00:01:04.800 --> 00:01:07.200]  基督教是常常強調恩典
[00:01:07.200 --> 00:01:10.160]  因為我們的神是施恩的神
[00:01:10.160 --> 00:01:13.440]  施恩不在於我們有甚麼特別的好處
[00:01:13.440 --> 00:01:15.160]  甚麼比別人厲害、比別人好
[00:01:15.160 --> 00:01:15.960]  不是
[00:01:15.960 --> 00:01:18.200]  就是因為神的愛
[00:01:18.200 --> 00:01:20.040]  神憐憫世人
[00:01:20.040 --> 00:01:23.000]  而將這些恩典賜給我們
[00:01:23.000 --> 00:01:25.480]  所以我們在教會裡
[00:01:25.480 --> 00:01:27.240]  也常常彼此鼓勵
[00:01:27.240 --> 00:01:29.440]  要數算主恩
[00:01:29.440 --> 00:01:32.960]  獻師剛才亦是這樣的提醒
[00:01:32.960 --> 00:01:35.880]  我們要常常想起恩典
[00:01:35.880 --> 00:01:38.120]  想起施恩的神
[00:01:38.120 --> 00:01:38.920]  好了
[00:01:38.920 --> 00:01:40.520]  每當我們想起恩典的時候
[00:01:40.520 --> 00:01:42.280]  我們會怎樣做呢?
[00:01:42.280 --> 00:01:45.040]  每當我們數算了很多豐富的恩典
[00:01:45.040 --> 00:01:46.040]  臨到教會
[00:01:46.040 --> 00:01:47.360]  臨到在自己身上的時候
[00:01:47.360 --> 00:01:49.160]  我們會怎樣做呢?
[00:01:49.160 --> 00:01:51.680]  當然有一樣我們一定會做的
[00:01:51.680 --> 00:01:53.160]  就是感謝神
[00:01:53.160 --> 00:01:54.320]  是嗎?
[00:01:54.320 --> 00:01:55.320]  就是感謝神
[00:01:55.320 --> 00:01:59.040]  所以我們常常來感恩、讚美
[00:01:59.040 --> 00:02:02.040]  用嘴唇的濟呈獻給主
[00:02:02.040 --> 00:02:04.040]  在神面前我們真的覺得我們不配
[00:02:04.040 --> 00:02:05.600]  不過神施恩
[00:02:05.600 --> 00:02:08.000]  我們很開心、快樂
[00:02:08.000 --> 00:02:10.600]  這是很當然應該有的東西
[00:02:10.600 --> 00:02:12.240]  但是弟兄姊妹
[00:02:12.240 --> 00:02:13.960]  當我們看見這麼多恩典
[00:02:13.960 --> 00:02:14.960]  臨到在教會
[00:02:14.960 --> 00:02:16.520]  臨到在自己身上的時候
[00:02:16.520 --> 00:02:23.560]  是否只是用嘴唇獻上感恩、感謝就夠呢?
[00:02:23.560 --> 00:02:25.000]  如果你問我
[00:02:25.000 --> 00:02:27.720]  我就覺得未夠
[00:02:27.720 --> 00:02:29.680]  還需要甚麼?
[00:02:29.680 --> 00:02:31.960]  還需要甚麼?
[00:02:31.960 --> 00:02:32.680]  如果你問我
[00:02:32.680 --> 00:02:33.560]  我就會回答
[00:02:33.560 --> 00:02:36.160]  還需要的就是行動
[00:02:36.160 --> 00:02:37.600]  回報
[00:02:37.600 --> 00:02:38.680]  是嗎?
[00:02:38.680 --> 00:02:42.200]  神是真實賜給我們有獨生子
[00:02:42.200 --> 00:02:43.160]  來到世間上
[00:02:43.160 --> 00:02:44.120]  是一個行動
[00:02:44.120 --> 00:02:45.000]  不在天上
[00:02:45.000 --> 00:02:47.280]  只是說「我愛你」
[00:02:47.280 --> 00:02:49.160]  所以當我們說感謝神的時候
[00:02:49.160 --> 00:02:50.520]  我們領受這個恩典的時候
[00:02:50.520 --> 00:02:52.400]  我們需要回應
[00:02:52.400 --> 00:02:54.720]  我們知恩回報神的時候
[00:02:54.720 --> 00:03:00.400]  很重要拿出我們的行動去回應神
[00:03:00.400 --> 00:03:02.200]  這個就重要了
[00:03:02.200 --> 00:03:05.720]  所以盼望我們能夠在當中彼此的勉勵
[00:03:05.720 --> 00:03:06.960]  看看我們的教會
[00:03:06.960 --> 00:03:11.480]  看看我們自己在行動上怎樣去反映
[00:03:11.480 --> 00:03:13.520]  我們是感謝神
[00:03:13.520 --> 00:03:16.480]  這個就來得重要了
[00:03:16.480 --> 00:03:18.080]  當然我們還會問
[00:03:18.080 --> 00:03:19.480]  那應該怎樣回應
[00:03:19.480 --> 00:03:21.640]  有甚麼行動呢?
[00:03:21.640 --> 00:03:23.040]  這個也很重要的
[00:03:23.040 --> 00:03:24.280]  我們不是立斷有行動
[00:03:24.280 --> 00:03:25.800]  而是希望我們回應神
[00:03:25.800 --> 00:03:28.600]  我們回應的行動是討祂的喜悅
[00:03:28.600 --> 00:03:31.200]  是上帝心裏面所期盼的
[00:03:31.200 --> 00:03:34.360]  我們就真的做上帝很喜歡做的事
[00:03:34.360 --> 00:03:36.240]  我們需要甚麼?
[00:03:36.240 --> 00:03:38.600]  很多事當然上帝是很喜歡我們做
[00:03:38.600 --> 00:03:41.000]  不過我們可以很簡單的
[00:03:41.000 --> 00:03:41.920]  來彼此勉勵
[00:03:41.920 --> 00:03:43.800]  有一件事我們真的需要做
[00:03:43.800 --> 00:03:45.880]  亦都必須做的
[00:03:45.880 --> 00:03:50.760]  就是傳道宣教
[00:03:50.760 --> 00:03:52.880]  真的需要做的
[00:03:52.880 --> 00:03:57.480]  教會在地上除了要崇拜主之外
[00:03:57.480 --> 00:04:00.160]  其中一個很大的任務使命
[00:04:00.160 --> 00:04:07.400]  是真的要有行動去傳道和宣教、猜拳
[00:04:07.400 --> 00:04:10.960]  熟悉聖經的弟兄姊妹應該都會同意我所講
[00:04:10.960 --> 00:04:13.040]  所以當我們知道很多恩典
[00:04:13.040 --> 00:04:14.520]  我們知道我們蒙恩
[00:04:14.520 --> 00:04:15.760]  我們很想回報神
[00:04:15.760 --> 00:04:20.520]  我們不只是停留在一個嘴巴說感謝主就算之外
[00:04:20.520 --> 00:04:21.760]  我們就要有行動
[00:04:21.760 --> 00:04:26.280]  而這個行動是需要傳道、宣教
[00:04:26.280 --> 00:04:26.800]  很重要
[00:04:26.800 --> 00:04:29.880]  而今早早鼎之妹在感恩節的主日裏面
[00:04:29.880 --> 00:04:32.360]  讓我們去思想這件事
[00:04:32.360 --> 00:04:35.600]  讓我們特別在神的話語裏面去學習功課
[00:04:35.600 --> 00:04:37.440]  特別在新約裏面
[00:04:37.440 --> 00:04:40.920]  我們在安特阿教會裏面去學習功課
[00:04:40.920 --> 00:04:44.160]  因為他們有一個很好的版
[00:04:44.160 --> 00:04:46.320]  很好的示範告訴我們
[00:04:46.320 --> 00:04:52.920]  他們就是一間知恩回報傳道宣教的教會
[00:04:52.920 --> 00:04:57.880]  所以讓我們在當中神的話語裏面學習這麼美好的功課
[00:04:57.880 --> 00:05:02.680]  讓我們可以打開剛才我們所讀的兩段經文
[00:05:02.680 --> 00:05:07.680]  試圖行傳的第十一章的十九到二十六節一段
[00:05:07.680 --> 00:05:12.160]  另外是十三章的一到三節又另一段
[00:05:12.160 --> 00:05:16.880]  但是同樣都是在講的是安特阿教會
[00:05:16.880 --> 00:05:19.640]  所以我們在當中去學習這個功課
[00:05:19.640 --> 00:05:25.320]  怎樣知恩回報傳道宣教
[00:05:25.320 --> 00:05:26.520]  好了
[00:05:26.520 --> 00:05:28.800]  這間教會是蒙恩的教會
[00:05:28.800 --> 00:05:30.160]  是知恩的教會
[00:05:30.160 --> 00:05:34.440]  是願意回應主傳道宣教的教會
[00:05:34.440 --> 00:05:36.760]  或者你可能會問一件事
[00:05:36.760 --> 00:05:41.440]  為什麼我們說安特阿教會是蒙恩知恩的教會呢?
[00:05:41.440 --> 00:05:43.120]  是真的嗎?
[00:05:43.120 --> 00:05:46.080]  是不是聶牧師強硬說他們是這樣
[00:05:46.080 --> 00:05:48.560]  事實上他們未必是
[00:05:48.560 --> 00:05:50.880]  我相信不是我強硬這樣說的
[00:05:50.880 --> 00:05:54.000]  因為神的話語經文裏面是真的告訴我們
[00:05:54.000 --> 00:05:56.840]  他們是蒙恩的教會
[00:05:56.840 --> 00:05:58.440]  為什麼我們知道?
[00:05:58.440 --> 00:06:00.080]  因為在經文裏面
[00:06:00.080 --> 00:06:02.240]  在第十一章的二十三節
[00:06:02.240 --> 00:06:07.040]  我們可以透過巴拿巴在現場裏面
[00:06:07.040 --> 00:06:08.520]  他看到他告訴我們
[00:06:08.520 --> 00:06:10.160]  所以今天超越了二千多年
[00:06:10.160 --> 00:06:12.160]  我們都知道是真實的
[00:06:12.160 --> 00:06:15.360]  所以頂尖會你打開十一章
[00:06:15.360 --> 00:06:18.520]  第二十三節我們一起看
[00:06:18.520 --> 00:06:19.720]  那裏怎樣說?
[00:06:19.720 --> 00:06:21.800]  他是指著巴拿巴
[00:06:21.800 --> 00:06:26.040]  他到了那裏看見神所賜的恩
[00:06:26.040 --> 00:06:27.800]  就歡喜
