
[00:00:00.000 --> 00:00:01.600]  好,剛纔講了
[00:00:01.600 --> 00:00:07.000]  今天分享的經文是《馬太:18章1-9》
[00:00:07.000 --> 00:00:11.960]  9節經文的結構是相當簡單的
[00:00:11.960 --> 00:00:15.500]  一開始第一節就交代了背景
[00:00:15.500 --> 00:00:19.280]  當時有些門徒去問耶穌國的問題
[00:00:19.280 --> 00:00:22.760]  天國裏面哪一個是最大的
[00:00:22.760 --> 00:00:28.280]  然後耶穌就拉了一個小孩去回應他
[00:00:28.280 --> 00:00:32.360]  第三節不是一個解釋
[00:00:32.360 --> 00:00:34.880]  讀下去是一個警告
[00:00:34.880 --> 00:00:37.400]  第四節有個結論
[00:00:37.400 --> 00:00:40.200]  第五到第九節是一個引申的意義
[00:00:40.200 --> 00:00:42.200]  就是講到羣體裏面
[00:00:42.200 --> 00:00:46.880]  在這個基礎裏面應該如何相處
[00:00:46.880 --> 00:00:48.680]  第五節是正面的教導
[00:00:48.680 --> 00:00:49.640]  一會兒會講多一點
[00:00:49.640 --> 00:00:52.080]  六至九節是負面的影響
[00:00:52.080 --> 00:00:55.600]  是一個提醒和反省
[00:00:55.600 --> 00:00:57.160]  不知道你有沒有讀到這裏的時候
[00:00:57.160 --> 00:00:58.440]  你會覺得很奇怪
[00:00:58.440 --> 00:01:04.200]  爲什麼耶穌當門徒問天國裏面哪一個是最大的時候
[00:01:04.200 --> 00:01:09.760]  他就用小小的鮮卑將者小孩子
[00:01:09.760 --> 00:01:11.240]  他不是一種普通的鮮卑
[00:01:11.240 --> 00:01:14.000]  是特別像這種小孩子的鮮卑
[00:01:14.000 --> 00:01:15.440]  那個小孩子是沒有名字的
[00:01:15.440 --> 00:01:17.360]  到底是什麼呢
[00:01:17.360 --> 00:01:21.360]  今天很想從三方面和大家分享
[00:01:21.360 --> 00:01:22.600]  不過在分享之前
[00:01:22.600 --> 00:01:24.880]  先要處理一個更基本的問題
[00:01:24.880 --> 00:01:27.080]  什麼是更基本呢
[00:01:27.080 --> 00:01:28.400]  就是今天的講題
[00:01:28.400 --> 00:01:31.000]  爲什麼門徒一開始就要問耶穌
[00:01:31.000 --> 00:01:34.080]  天國裏面哪一個是最大的呢
[00:01:34.080 --> 00:01:36.760]  無端端有個人走過來問你這一句
[00:01:36.760 --> 00:01:38.000]  肯定是有原因的
[00:01:38.000 --> 00:01:39.720]  你經常有個組員開組的時候
[00:01:39.720 --> 00:01:41.360]  小組裏面哪一個是最大的
[00:01:41.360 --> 00:01:42.800]  你會問他爲什麼無端端問你這一句
[00:01:42.800 --> 00:01:44.080]  你也會這樣
[00:01:44.080 --> 00:01:46.360]  爲什麼門徒要問這個問題呢
[00:01:46.360 --> 00:01:48.160]  我們要先處理這個問題
[00:01:48.160 --> 00:01:49.720]  再下去你就會明白
[00:01:49.720 --> 00:01:52.080]  爲什麼耶穌會這樣教導
[00:01:52.080 --> 00:01:54.320]  好 當時發生什麼事
[00:01:54.320 --> 00:01:55.720]  經文沒有講
[00:01:55.720 --> 00:01:58.880]  不過根據《馬學》第九章和《路加》第九章
[00:01:58.880 --> 00:02:00.360]  一些平衡經文
[00:02:00.360 --> 00:02:02.040]  你知道書中有時記載不同的故事
[00:02:02.040 --> 00:02:03.600]  有時會多些有時會少些
[00:02:03.600 --> 00:02:04.880]  在這些平衡經文裏面
[00:02:04.880 --> 00:02:08.480]  我們知道當時門徒問這個問題之前
[00:02:08.480 --> 00:02:10.840]  其實在做什麼呢
[00:02:10.840 --> 00:02:13.560]  他們在爭論
[00:02:13.560 --> 00:02:17.440]  哪個是大哥 哪個是大一點
[00:02:17.440 --> 00:02:21.600]  爲什麼要爭做大呢
[00:02:21.600 --> 00:02:22.480]  再問你一次
[00:02:22.480 --> 00:02:26.920]  《馬太福音》是寫給哪個 是不是寫給香港人的
[00:02:26.920 --> 00:02:29.480]  不是 寫給猶太人的
[00:02:29.480 --> 00:02:30.600]  《馬太福音》寫給猶太人
[00:02:30.600 --> 00:02:32.360]  猶太人當時如何理解耶穌
[00:02:32.360 --> 00:02:33.520]  我們今天如何理解耶穌
[00:02:33.520 --> 00:02:34.640]  耶穌就是救主
[00:02:34.640 --> 00:02:36.680]  我們信耶穌就有永生
[00:02:36.680 --> 00:02:37.840]  我們是這樣理解的
[00:02:37.840 --> 00:02:39.120]  不過明天要上班
[00:02:39.120 --> 00:02:40.520]  我們是這樣理解的
[00:02:40.520 --> 00:02:42.560]  但是對於當時的猶太人來說
[00:02:42.560 --> 00:02:46.560]  他們理解的耶穌不只是永生
[00:02:46.560 --> 00:02:47.520]  他是怎樣呢
[00:02:47.520 --> 00:02:50.880]  就好像摩西帶領以色列人
[00:02:50.880 --> 00:02:53.120]  離開埃及的壓制
[00:02:53.120 --> 00:02:56.480]  就好像大衛建立了一個強盛的國家
[00:02:56.480 --> 00:03:00.400]  可以抵擋菲律斯人的攻擊
[00:03:00.400 --> 00:03:02.880]  當時的人去跟隨耶穌的時候
[00:03:02.880 --> 00:03:07.120]  他是預期了耶穌是建立一個實體的國度
[00:03:07.120 --> 00:03:08.520]  政治的權勢
[00:03:08.520 --> 00:03:09.440]  而且當時你知道
[00:03:09.440 --> 00:03:14.960]  其實巴勒斯坦猶太人是在羅馬的管治裏面的
[00:03:14.960 --> 00:03:17.600]  所以你記得耶穌是給誰受審的
[00:03:17.600 --> 00:03:20.600]  給拉多 總督來的
[00:03:20.600 --> 00:03:23.480]  耶穌是給誰出生的呢
[00:03:23.480 --> 00:03:27.400]  突然說到分封王
[00:03:27.400 --> 00:03:28.360]  希律
[00:03:28.360 --> 00:03:30.400]  希律是分封王
[00:03:30.400 --> 00:03:32.840]  所以當時是在羅馬的管治裏面的
[00:03:32.840 --> 00:03:36.680]  所以當人們知道耶穌是救世主的時候
[00:03:36.680 --> 00:03:39.040]  他們想着耶穌是建立一個地上的權勢
[00:03:39.040 --> 00:03:40.120]  地上的權並
[00:03:40.120 --> 00:03:42.160]  是想着有這樣的想法的
[00:03:42.160 --> 00:03:44.280]  那你說那有什麼特別呢
[00:03:44.280 --> 00:03:46.760]  再跟你提一件事
[00:03:46.760 --> 00:03:48.080]  這是什麼呢
[00:03:48.080 --> 00:03:51.960]  這是書的地圖
[00:03:51.960 --> 00:03:56.200]  你有沒有人教你怎麼看
[00:03:56.200 --> 00:03:59.640]  我用半分鐘教你記下書的地圖
[00:03:59.640 --> 00:04:00.920]  半分鐘而已
[00:04:00.920 --> 00:04:03.960]  你看到書的地圖是有兩個圈
[00:04:03.960 --> 00:04:05.080]  上面一個圓一點的
[00:04:05.080 --> 00:04:06.200]  下面一個長一點的
[00:04:06.200 --> 00:04:07.720]  中間有一條線
[00:04:07.720 --> 00:04:09.680]  上面那個是加里裏湖
[00:04:09.680 --> 00:04:11.360]  下面那條長的就是死海
[00:04:11.360 --> 00:04:14.480]  中間就是約旦河
[00:04:14.480 --> 00:04:18.760]  死海上面那個端旁邊一點點的
[00:04:18.760 --> 00:04:21.000]  就是耶路撒冷了
[00:04:21.000 --> 00:04:21.760]  恭喜你
[00:04:21.760 --> 00:04:24.520]  你已經記下了書的地圖了
[00:04:24.520 --> 00:04:25.920]  是這樣記下了
[00:04:25.920 --> 00:04:27.200]  很容易記下的
[00:04:27.200 --> 00:04:28.240]  爲什麼我這麼說呢
[00:04:28.240 --> 00:04:29.480]  因爲所有的書
[00:04:29.480 --> 00:04:32.960]  四卷的書都是在說
[00:04:32.960 --> 00:04:35.160]  耶穌的前部分
[00:04:35.160 --> 00:04:38.560]  他呼召門徒教導事工開展的時候
[00:04:38.560 --> 00:04:40.680]  其實是在上半部分的
[00:04:40.680 --> 00:04:42.880]  不要算他離開出去埃及的那些
[00:04:42.880 --> 00:04:44.240]  就另外再說一下
[00:04:44.240 --> 00:04:46.600]  但主要耶穌的事工都是在上面的部分
[00:04:46.600 --> 00:04:48.480]  在北部加里裏裏面的
[00:04:48.480 --> 00:04:51.240]  而去到開始後面那段的時候
[00:04:51.240 --> 00:04:52.800]  耶穌受死在哪裏呢
[00:04:52.800 --> 00:04:54.560]  受難州Passion V在哪裏呢
[00:04:54.560 --> 00:04:56.000]  進去的時候是進去
[00:04:56.000 --> 00:04:57.960]  一直下去沿着約旦河
[00:04:57.960 --> 00:05:00.120]  在耶利哥的時候進入耶路撒冷
[00:05:00.120 --> 00:05:01.240]  這樣進去的
[00:05:01.240 --> 00:05:03.800]  所以就是這樣進去的
[00:05:03.800 --> 00:05:05.200]  好
[00:05:05.200 --> 00:05:07.160]  有什麼特別呢
[00:05:07.160 --> 00:05:08.840]  再解釋多一點
[00:05:08.840 --> 00:05:09.720]  你記得我剛纔說
[00:05:09.720 --> 00:05:11.560]  五個選段完結了
[00:05:11.560 --> 00:05:12.680]  有一句話是什麼呢
[00:05:12.680 --> 00:05:14.440]  你看到十九章一節
[00:05:14.440 --> 00:05:17.360]  耶穌說完了這話
[00:05:17.360 --> 00:05:18.400]  就是說這一段落
[00:05:18.400 --> 00:05:19.400]  第十八章完結了
[00:05:19.400 --> 00:05:20.800]  十九章一節就說完結了
[00:05:20.800 --> 00:05:21.200]  完結了
[00:05:21.200 --> 00:05:22.720]  有一個很清楚的sign
[00:05:22.720 --> 00:05:24.680]  五個段落都是這樣的
[00:05:24.680 --> 00:05:27.880]  就離開加里裏
[00:05:27.880 --> 00:05:29.400]  離開加里裏是什麼意思呢
[00:05:29.400 --> 00:05:30.800]  向南下
[00:05:30.800 --> 00:05:32.440]  有什麼特別呢
[00:05:32.440 --> 00:05:33.160]  你記得我剛纔說
[00:05:33.160 --> 00:05:35.520]  建立一個實體的國度
[00:05:35.520 --> 00:05:36.080]  好了
[00:05:36.080 --> 00:05:37.040]  我拿一個比喻
[00:05:37.040 --> 00:05:40.400]  我不知道你是否熟悉中國的歷史
[00:05:40.400 --> 00:05:43.880]  如果你跟着一個偉人
[00:05:43.880 --> 00:05:44.400]  很多人
[00:05:44.400 --> 00:05:45.280]  日頭就像耶穌那樣
[00:05:45.280 --> 00:05:47.920]  千千萬萬的人跟着他
[00:05:47.920 --> 00:05:51.400]  晚上只有十幾個入室的人
[00:05:51.400 --> 00:05:53.280]  晚上的時候
[00:05:53.280 --> 00:05:56.320]  你旁邊的夥伴跟你說
[00:05:56.320 --> 00:05:58.240]  你知不知道你跟的那個是誰
[00:05:58.240 --> 00:05:59.080]  拋着線的
[00:05:59.080 --> 00:06:00.240]  羽毛線那些
[00:06:00.240 --> 00:06:01.120]  拋着這樣
[00:06:01.120 --> 00:06:01.840]  你知不知道你跟的那個是誰
[00:06:01.840 --> 00:06:03.040]  我不知道是誰
[00:06:03.040 --> 00:06:04.640]  那個就是劉比
[00:06:04.640 --> 00:06:05.840]  哦 劉比
[00:06:05.840 --> 00:06:06.600]  然後拋着線的
[00:06:06.600 --> 00:06:08.760]  旁邊的臉是紅色的
[00:06:08.760 --> 00:06:10.040]  然後拋着線的
[00:06:10.040 --> 00:06:11.440]  是呀 那個是劉比
[00:06:11.440 --> 00:06:14.120]  你旁邊拋線的那個就是諸葛亮
[00:06:14.120 --> 00:06:15.480]  然後再旁邊那個
[00:06:15.480 --> 00:06:17.720]  是呀 那個是紅面的那個就是關羽
[00:06:17.720 --> 00:06:22.160]  再旁邊那個是趙雲 張飛
[00:06:22.160 --> 00:06:24.760]  如果你旁邊的是諸葛亮
[00:06:24.760 --> 00:06:26.720]  是趙雲
[00:06:26.720 --> 00:06:27.720]  劉比
[00:06:27.720 --> 00:06:29.160]  張飛
[00:06:29.160 --> 00:06:31.000]  那你跟着你們一起去的時候
[00:06:31.000 --> 00:06:33.640]  你會不會是去喫自助餐
[00:06:33.640 --> 00:06:35.000]  去冒險樂園
[00:06:35.000 --> 00:06:38.400]  去遊山玩水
[00:06:38.400 --> 00:06:39.400]  當然不會啦
[00:06:39.400 --> 00:06:40.200]  去哪裏啊
[00:06:40.200 --> 00:06:42.040]  去打曹操啦
[00:06:42.040 --> 00:06:42.920]  你明白嗎
[00:06:42.920 --> 00:06:45.880]  所以當那些門徒一直跟着耶穌的時候
[00:06:45.880 --> 00:06:48.520]  他們想着耶穌是建立一個實體的國度
[00:06:48.520 --> 00:06:50.720]  當耶穌說在他北部的事情做完了
[00:06:50.720 --> 00:06:52.400]  南下的時候
[00:06:52.400 --> 00:06:54.720]  南下耶路撒冷是什麼地方啊
[00:06:54.720 --> 00:06:58.720]  首都政治宗教的中心
[00:06:58.720 --> 00:07:00.560]  哇 這次很棒啊
[00:07:00.560 --> 00:07:03.400]  然後耶穌就下去革命了
[00:07:03.400 --> 00:07:04.800]  所以當他們下去的時候
[00:07:04.800 --> 00:07:13.880]  想着耶穌實體的國度就要反對羅馬的抵抗之後就要建立了
[00:07:13.880 --> 00:07:17.000]  國家未正式建立之前
[00:07:17.000 --> 00:07:18.920]  有些東西都要討論清楚
[00:07:18.920 --> 00:07:19.960]  討論什麼呢
[00:07:19.960 --> 00:07:22.920]  如果一個新的國家建立了之後
[00:07:22.920 --> 00:07:26.320]  誰會進入內國啊
[00:07:26.320 --> 00:07:31.080]  誰會是宰相啊
[00:07:31.080 --> 00:07:33.800]  誰會是財政司啊
[00:07:33.800 --> 00:07:35.040]  你明白嗎
[00:07:35.040 --> 00:07:37.960]  你開始就明白爲什麼那些門徒要爭了
[00:07:37.960 --> 00:07:40.560]  爲什麼要爭誰做大呢
[00:07:40.560 --> 00:07:43.520]  因爲如果真的實體國家建立了
[00:07:43.520 --> 00:07:46.240]  我當然是想做說得是的那個
[00:07:46.240 --> 00:07:50.400]  我當然是想在內國裏面有份
[00:07:50.400 --> 00:07:51.760]  爲什麼會這麼說呢
[00:07:51.760 --> 00:07:55.240]  《馬太方》第20章一直講下去的時候
[00:07:55.240 --> 00:07:57.680]  西比泰的兒子
[00:07:57.680 --> 00:07:58.680]  有兩個兒子
[00:07:58.680 --> 00:08:00.240]  約翰和雅各
[00:08:00.240 --> 00:08:02.840]  他媽媽就帶了兩個兒子來拜耶穌
[00:08:02.840 --> 00:08:05.080]  跟着就求耶穌一件事
[00:08:05.080 --> 00:08:05.920]  耶穌啊
[00:08:05.920 --> 00:08:09.840]  當你叫我這兩個兒子在你的國家裏面
[00:08:09.840 --> 00:08:12.880]  一個坐在你的左邊一個坐在你的右邊
[00:08:12.880 --> 00:08:13.680]  你明白嗎
[00:08:13.680 --> 00:08:17.200]  有時有些長輩就說
[00:08:17.200 --> 00:08:18.400]  我有個小侄子
[00:08:18.400 --> 00:08:22.520]  可不可以去你公司那裏謀回一官半職
[00:08:22.520 --> 00:08:23.120]  你明白嗎
[00:08:23.120 --> 00:08:24.360]  所以對當時來說
[00:08:24.360 --> 00:08:27.800]  他真的想着耶穌有個革命
[00:08:27.800 --> 00:08:28.720]  跟着呢
[00:08:28.720 --> 00:08:30.000]  有這個革命的時候
[00:08:30.000 --> 00:08:35.120]  所以他就想着要爭誰是大
[00:08:35.120 --> 00:08:39.040]  哎呀 真可憐
[00:08:39.040 --> 00:08:44.200]  是啊
[00:08:44.200 --> 00:08:48.360]  他離開了我真的覺得很可惜
[00:08:48.360 --> 00:08:51.160]  那你明白爲什麼耶穌要爭誰是大
[00:08:51.160 --> 00:08:54.640]  因爲他當時就是要想知道實體的國家
[00:08:54.640 --> 00:08:56.080]  但是你要知道
[00:08:56.080 --> 00:09:00.360]  耶穌是否來立刻建立一個這樣實體的國家
[00:09:00.360 --> 00:09:03.920]  不是
[00:09:03.920 --> 00:09:06.160]  當我們讀的經文在馬大方十八章
[00:09:06.160 --> 00:09:08.200]  和剛纔讀的那個在馬大方二十章
[00:09:08.200 --> 00:09:10.200]  這兩段前一點
[00:09:10.200 --> 00:09:12.320]  十七章和二十章早一點
[00:09:12.320 --> 00:09:15.640]  其實耶穌分別是第二次和第三次
[00:09:15.640 --> 00:09:17.200]  同天門徒說
[00:09:17.200 --> 00:09:18.880]  祂來是做什麼
[00:09:18.880 --> 00:09:22.320]  祂來是要受死
[00:09:22.320 --> 00:09:24.520]  三日之後復活
[00:09:24.520 --> 00:09:26.880]  是和同天門徒說了幾次
[00:09:26.880 --> 00:09:30.200]  是第二次說完就爭誰是大
[00:09:30.200 --> 00:09:32.000]  第三次說完
[00:09:32.000 --> 00:09:35.800]  西比泰那兩個兒子的媽媽就來說
[00:09:35.800 --> 00:09:39.080]  一個坐在左邊一個坐在右邊
[00:09:39.080 --> 00:09:40.600]  已經說了
[00:09:40.600 --> 00:09:43.400]  都這樣去問
[00:09:43.400 --> 00:09:45.800]  還要說什麼呢
[00:09:45.800 --> 00:09:46.680]  耶穌說
[00:09:46.680 --> 00:09:48.800]  我的虎杯你能不能喝
[00:09:48.800 --> 00:09:49.440]  那兩個兒子說
[00:09:49.440 --> 00:09:50.720]  當然可以喝
[00:09:50.720 --> 00:09:52.040]  如果我心想
[00:09:52.040 --> 00:09:53.000]  你喝了虎杯之後
[00:09:53.000 --> 00:09:56.440]  你就可以做宰相做財政司
[00:09:56.440 --> 00:09:57.320]  你喝不喝
[00:09:57.320 --> 00:09:58.320]  多大都喝
[00:09:58.320 --> 00:10:00.280]  當然喝
[00:10:00.280 --> 00:10:01.520]  但是耶穌說
[00:10:01.520 --> 00:10:04.560]  你喝就喝定了
[00:10:04.560 --> 00:10:06.000]  跟隨主意
[00:10:06.000 --> 00:10:06.760]  喝就喝定了
[00:10:06.760 --> 00:10:07.880]  不過誰可以坐在左右
[00:10:07.880 --> 00:10:10.080]  就不是我可以說了
[00:10:10.080 --> 00:10:13.600]  所以對於當時的門徒來說
[00:10:13.600 --> 00:10:16.080]  他們不明白
[00:10:16.080 --> 00:10:19.880]  他們不明白耶穌爲什麼要受死
[00:10:19.880 --> 00:10:22.320]  搞革命是有危險的
[00:10:22.320 --> 00:10:24.480]  那你贏了就不用受死了
[00:10:24.480 --> 00:10:27.000]  爲什麼要說得這麼悲觀呢
[00:10:27.000 --> 00:10:27.720]  你明白嗎
[00:10:27.720 --> 00:10:31.360]  所以他們還在爭論建國之後
[00:10:31.360 --> 00:10:37.200]  誰先走
[00:10:37.200 --> 00:10:40.160]  我們跟門徒其實都一樣
[00:10:40.160 --> 00:10:44.800]  我們都是生活在一種充滿着競爭的環境裏面
[00:10:44.800 --> 00:10:47.720]  因爲這個世界的資源有限
[00:10:47.720 --> 00:10:49.640]  我們想擁有多一點
[00:10:49.640 --> 00:10:54.760]  我們很需要努力靠自己去競爭
[00:10:54.760 --> 00:10:58.200]  不是誰給你的
