
[00:00:00.000 --> 00:00:04.320]  好 大英姐妹平安 我們再一次低頭祈禱
[00:00:04.320 --> 00:00:06.000]  天父我們求你帶領我們
[00:00:06.000 --> 00:00:10.040]  今天我們繼續思想你獨特的創造
[00:00:10.040 --> 00:00:11.960]  在我們的生命當中
[00:00:11.960 --> 00:00:15.760]  願你幫助我們更加明白你的心意
[00:00:15.760 --> 00:00:17.800]  也更加知道怎樣為你而活
[00:00:17.800 --> 00:00:22.120]  奉耶穌基督的名祈求 阿們
[00:00:22.120 --> 00:00:25.400]  好了 今天就說到第三講
[00:00:25.400 --> 00:00:27.600]  就是認清你的熱情
[00:00:27.600 --> 00:00:30.680]  我們之前也有說過
[00:00:30.680 --> 00:00:36.160]  我們生命當中的特質
[00:00:36.160 --> 00:00:40.320]  就用了s-h-a-p-e這個英文字
[00:00:40.320 --> 00:00:47.080]  來給我們去理解和明白
[00:00:47.080 --> 00:00:49.200]  s就是屬靈恩賜
[00:00:49.200 --> 00:00:51.800]  我們上個禮拜就說屬靈恩賜
[00:00:51.800 --> 00:00:54.560]  今天所以就說h這個字就是heart
[00:00:54.560 --> 00:01:00.080]  我用這個就是熱情或者你的關注
[00:01:00.080 --> 00:01:05.360]  我們每個人其實都有我們很特別的神造
[00:01:05.360 --> 00:01:07.920]  我們用這本書所說
[00:01:07.920 --> 00:01:10.080]  我們的心跳是不同的
[00:01:10.080 --> 00:01:12.840]  在聖經那裡有一個大誡命
[00:01:12.840 --> 00:01:14.560]  稱之為大誡命
[00:01:14.560 --> 00:01:16.800]  馬可福音第十二章第三十節
[00:01:16.800 --> 00:01:20.400]  他說你要盡心盡性盡意盡力
[00:01:20.400 --> 00:01:23.160]  愛主你的神
[00:01:23.160 --> 00:01:28.680]  說到各方面好像要盡上來去愛神
[00:01:28.680 --> 00:01:32.320]  而第一個他所說的就是盡心
[00:01:32.320 --> 00:01:39.600]  我們的心好像是獻盡給神
[00:01:39.600 --> 00:01:43.520]  這個是聖經給我們的挑戰
[00:01:43.520 --> 00:01:46.680]  這個不是一個選擇
[00:01:46.680 --> 00:01:54.800]  我可以比如做基督徒的我已經得到神各樣的恩典
[00:01:54.800 --> 00:01:59.920]  然後我就夠了停在那裡
[00:01:59.920 --> 00:02:02.040]  那就已經很滿足了
[00:02:02.040 --> 00:02:03.920]  其實不是的
[00:02:03.920 --> 00:02:07.400]  這個是一個命令
[00:02:07.400 --> 00:02:10.520]  你有時候讀聖經你要搞清楚
[00:02:10.520 --> 00:02:13.880]  有些聖經是敘述的
[00:02:13.880 --> 00:02:19.560]  說到一些事情神為我們做了已經發生了
[00:02:19.560 --> 00:02:22.560]  神愛世人甚至將他的獨生子賜給他們
[00:02:22.560 --> 00:02:25.880]  叫一切信他的不致滅亡反得永生
[00:02:25.880 --> 00:02:30.160]  這個某個程度是一個敘述的經文
[00:02:30.160 --> 00:02:35.040]  當中沒有一個命令帶在其中的
[00:02:35.040 --> 00:02:40.680]  是說到神自己的工作神自己的作為
[00:02:40.680 --> 00:02:48.000]  但是聖經本身也都有他的命令在其中
[00:02:48.000 --> 00:02:51.200]  而這一句就是一句命令
[00:02:51.200 --> 00:02:56.080]  命令的意思是沒有選擇性的
[00:02:56.080 --> 00:03:01.640]  你要盡心盡性盡意盡力愛主你的神這句
[00:03:01.640 --> 00:03:10.200]  這個命令是給所有信神的人的一個呼喚
[00:03:10.200 --> 00:03:15.920]  在這樣的命令之下就沒有選擇的餘地
[00:03:15.920 --> 00:03:16.800]  沒有
[00:03:16.800 --> 00:03:22.440]  如果你要做一個更加認識神的基督徒
[00:03:22.440 --> 00:03:25.320]  就要盡心盡性盡意盡力愛主你的神
[00:03:25.320 --> 00:03:29.920]  或者如果你有更大的理想目標
[00:03:29.920 --> 00:03:32.960]  想去更加為神而活的
[00:03:32.960 --> 00:03:39.760]  那你就去學習盡心盡性盡意盡力去愛主你的神
[00:03:39.760 --> 00:03:42.240]  沒有的
[00:03:42.240 --> 00:03:44.120]  但是恐怕我也不知道在哪裡來的
[00:03:44.120 --> 00:03:46.920]  可能我自己曾經年輕的時候
[00:03:46.920 --> 00:03:49.640]  或者多或少都有這樣的思想
[00:03:49.640 --> 00:03:51.680]  其實不知道在哪裡來的
[00:03:51.680 --> 00:03:54.120]  就好像聽到這些命令之後
[00:03:54.120 --> 00:04:00.880]  就好像覺得是被某些超級的基督徒
[00:04:00.880 --> 00:04:02.200]  你明白我什麼意思嗎
[00:04:02.200 --> 00:04:07.200]  就是某些人他可能比較虔誠
[00:04:07.200 --> 00:04:11.000]  或者比較他想為神做多些事的時候
[00:04:11.000 --> 00:04:12.880]  那他就要盡心盡性多些
[00:04:12.880 --> 00:04:13.960]  你明白嗎
[00:04:13.960 --> 00:04:17.080]  但是我就初步就是入門
[00:04:17.080 --> 00:04:22.840]  入門就這些似乎都不太適合我
[00:04:22.840 --> 00:04:23.840]  是不是
