
[00:00:00.000 --> 00:00:02.000]  第四枚早晨
[00:00:02.000 --> 00:00:03.000]  第一枚早上好
[00:00:03.000 --> 00:00:06.000]  聽神的道理預先 讓我們先同心同道
[00:00:06.000 --> 00:00:08.000]  在我們清醒之前 先同心同道
[00:00:08.000 --> 00:00:12.000]  慈悲父神 多謝你
[00:00:12.000 --> 00:00:16.000]  讓我們能夠有生命氣息再次回到你
[00:00:16.000 --> 00:00:19.000]  去到聆聽主你的說話
[00:00:19.000 --> 00:00:23.000]  讓我們珍惜這份福氣
[00:00:23.000 --> 00:00:26.000]  能夠認識你
[00:00:26.000 --> 00:00:29.000]  是我們人生當中最大的得著
[00:00:31.000 --> 00:00:34.000]  但願讓我們在認識你過後
[00:00:34.000 --> 00:00:37.000]  能夠更加和你同行
[00:00:37.000 --> 00:00:41.000]  願以今生能夠在你的道理當中
[00:00:41.000 --> 00:00:44.000]  活出在我們的生活裡面
[00:00:44.000 --> 00:00:49.000]  並且從今天預備進入到永恆的裡面
[00:00:49.000 --> 00:00:52.000]  預備與主你永遠的相近
[00:00:52.000 --> 00:00:55.000]  求你的幫助
[00:00:55.000 --> 00:00:57.000]  慈悲的父神 感謝你
[00:00:57.000 --> 00:01:01.000]  讓我們能夠有生命氣息來到你的跟前
[00:01:01.000 --> 00:01:03.000]  認識主你的道理
[00:01:03.000 --> 00:01:04.000]  讀你的聖經
[00:01:04.000 --> 00:01:06.000]  明白當中的意義
[00:01:06.000 --> 00:01:08.000]  我們再次獻上感謝
[00:01:08.000 --> 00:01:11.000]  能夠認識你
[00:01:11.000 --> 00:01:16.000]  是我們今生最美好最重要的事情
[00:01:16.000 --> 00:01:21.000]  讓我們能夠今天可以知道你的心意
[00:01:21.000 --> 00:01:24.000]  也能夠在今天的生活裡面
[00:01:24.000 --> 00:01:27.000]  活出與主同行的生命
[00:01:27.000 --> 00:01:30.000]  我們感謝你給我們有這份福氣
[00:01:30.000 --> 00:01:32.000]  你也陪著我們
[00:01:32.000 --> 00:01:37.000]  鬥爭我們有很多錯誤的了解的時候
[00:01:37.000 --> 00:01:40.000]  給我們機會改變過來
[00:01:40.000 --> 00:01:43.000]  我們也同樣獻上感謝
[00:01:43.000 --> 00:01:46.000]  但願我們今天的生活
[00:01:46.000 --> 00:01:49.000]  能夠預備在永恆的裡面
[00:01:49.000 --> 00:01:52.000]  與你永遠相處
[00:01:52.000 --> 00:01:54.000]  使我們能夠
[00:01:54.000 --> 00:01:57.000]  在你的福氣的裡面
[00:01:57.000 --> 00:02:00.000]  能夠一直明白上帝
[00:02:00.000 --> 00:02:03.000]  一起活在一起
[00:02:03.000 --> 00:02:05.000]  求你的幫助
[00:02:05.000 --> 00:02:07.000]  我們來祈求耶穌的名臣
[00:02:07.000 --> 00:02:09.000]  感恩
[00:02:09.000 --> 00:02:12.000]  廣東人有一句俗語
[00:02:12.000 --> 00:02:14.000]  廣東人有這樣一句俗語
[00:02:14.000 --> 00:02:18.000]  人要面
[00:02:18.000 --> 00:02:21.000]  樹要皮
[00:02:22.000 --> 00:02:25.000]  每一個人都希望自己在別人的面前
[00:02:25.000 --> 00:02:28.000]  好好的有一個美好的體面
[00:02:28.000 --> 00:02:30.000]  每個人都希望自己在別人面前
[00:02:30.000 --> 00:02:32.000]  有一個很好的體面
[00:02:32.000 --> 00:02:35.000]  你知不知道原來上帝同樣
[00:02:35.000 --> 00:02:38.000]  很想我們很有體面的
[00:02:38.000 --> 00:02:41.000]  其實上帝也希望我們每個人都很有體面
[00:02:41.000 --> 00:02:43.000]  不過最重要的是
[00:02:43.000 --> 00:02:47.000]  我們怎樣得到上帝所給的體面
[00:02:47.000 --> 00:02:49.000]  最重要的是我們怎麼得到
[00:02:49.000 --> 00:02:51.000]  上帝給我們的體面
[00:02:51.000 --> 00:02:53.000]  我們就需要去考慮
[00:02:53.000 --> 00:02:57.000]  我們怎樣得到一個體面的人生
[00:02:57.000 --> 00:02:59.000]  我們怎麼得到一個體面的人生
[00:02:59.000 --> 00:03:02.000]  和帶著一種什麼心態
[00:03:02.000 --> 00:03:03.000]  什麼態度
[00:03:03.000 --> 00:03:07.000]  去到活在一個有體面的生命當中
[00:03:07.000 --> 00:03:08.000]  帶著一個什麼心態
[00:03:08.000 --> 00:03:09.000]  帶著一個什麼態度
[00:03:09.000 --> 00:03:12.000]  去活一個有體面的人生
[00:03:12.000 --> 00:03:15.000]  正因為上帝很關心你和我的體面
[00:03:15.000 --> 00:03:19.000]  正因為上帝很關心你和我的體面
[00:03:19.000 --> 00:03:21.000]  所以祂就在聖經裏面
[00:03:21.000 --> 00:03:23.000]  所以祂在聖經裏面
[00:03:23.000 --> 00:03:25.000]  教導我們一件很重要的神學觀
[00:03:25.000 --> 00:03:27.000]  教導我們一件很重要的神學觀
[00:03:27.000 --> 00:03:29.000]  叫做托管神學
[00:03:29.000 --> 00:03:31.000]  叫做托管神學
[00:03:31.000 --> 00:03:33.000]  即將托管神學
[00:03:33.000 --> 00:03:35.000]  即將托管神學
[00:03:35.000 --> 00:03:37.000]  就活出一個
[00:03:37.000 --> 00:03:41.000]  凡物公用的基督社群的關係
[00:03:41.000 --> 00:03:45.000]  就引申一個凡物公用的基督社群關係
[00:03:45.000 --> 00:03:46.000]  換句話來講
[00:03:46.000 --> 00:03:47.000]  換句話來講
[00:03:47.000 --> 00:03:49.000]  你和我對托管神學的理解
[00:03:49.000 --> 00:03:52.000]  你和我對托管神學的理解
[00:03:52.000 --> 00:03:54.000]  以及凡物公用
[00:03:54.000 --> 00:03:55.000]  以及凡物公用
[00:03:55.000 --> 00:03:58.000]  以及上帝關心我們的體面
[00:03:58.000 --> 00:04:00.000]  以及上帝關心我們的體面
[00:04:00.000 --> 00:04:01.000]  這三樣的東西
[00:04:01.000 --> 00:04:04.000]  是緊緊的互相扣住在一起
[00:04:04.000 --> 00:04:06.000]  這三樣緊緊的扣在一起
[00:04:06.000 --> 00:04:07.000]  而今天
[00:04:07.000 --> 00:04:08.000]  而今天
[00:04:08.000 --> 00:04:09.000]  我們會繼續延伸上個星期
[00:04:09.000 --> 00:04:10.000]  我們會繼續延伸上個星期
[00:04:10.000 --> 00:04:11.000]  我們會繼續延伸上個星期
[00:04:11.000 --> 00:04:12.000]  我們會繼續延伸上個星期
[00:04:12.000 --> 00:04:13.000]  我們會繼續延伸上個星期
[00:04:13.000 --> 00:04:14.000]  我們會繼續延伸上個星期
[00:04:14.000 --> 00:04:15.000]  我們會繼續延伸上個星期
[00:04:15.000 --> 00:04:17.000]  我們會繼續延伸上個星期
[00:04:17.000 --> 00:04:18.000]  我們會繼續延伸上個星期
[00:04:18.000 --> 00:04:19.000]  我們會繼續延伸上個星期
[00:04:19.000 --> 00:04:20.000]  我們會繼續延伸上個星期
[00:04:20.000 --> 00:04:21.000]  我們會繼續延伸上個星期
[00:04:21.000 --> 00:04:22.000]  我們會繼續延伸上個星期
[00:04:22.000 --> 00:04:23.000]  我們會繼續延伸上個星期
[00:04:23.000 --> 00:04:24.000]  我們會繼續延伸上個星期
[00:04:24.000 --> 00:04:25.000]  我們會繼續延伸上個星期
[00:04:25.000 --> 00:04:26.000]  我們會繼續延伸上個星期
[00:04:26.000 --> 00:04:27.000]  我們會繼續延伸上個星期
[00:04:27.000 --> 00:04:28.000]  我們會繼續延伸上個星期
[00:04:28.000 --> 00:04:29.000]  我們會繼續延伸上個星期
[00:04:29.000 --> 00:04:30.000]  我們會繼續延伸上個星期
[00:04:30.000 --> 00:04:31.000]  我們會繼續延伸上個星期
[00:04:31.000 --> 00:04:32.000]  我們會繼續延伸上個星期
[00:04:32.000 --> 00:04:46.000]  我們會繼續延伸上個星期
[00:04:46.000 --> 00:04:47.000]  我們會繼續延伸上個星期
[00:04:47.000 --> 00:04:48.000]  我們會繼續延伸上個星期
[00:04:48.000 --> 00:04:49.000]  我們會繼續延伸上個星期
[00:04:49.000 --> 00:04:50.000]  我們會繼續延伸上個星期
[00:04:50.000 --> 00:04:51.000]  我們會繼續延伸上個星期
[00:04:51.000 --> 00:04:52.000]  我們會繼續延伸上個星期
[00:04:52.000 --> 00:04:53.000]  我們會繼續延伸上個星期
[00:04:53.000 --> 00:04:54.000]  我們會繼續延伸上個星期
[00:04:54.000 --> 00:04:55.000]  我們會繼續延伸上個星期
[00:04:55.000 --> 00:04:56.000]  我們會繼續延伸上個星期
[00:04:56.000 --> 00:04:57.000]  我們會繼續延伸上個星期
[00:04:57.000 --> 00:04:58.000]  我們會繼續延伸上個星期
[00:04:58.000 --> 00:04:59.000]  我們會繼續延伸上個星期
[00:04:59.000 --> 00:05:00.000]  我們會繼續延伸上個星期
[00:05:00.000 --> 00:05:01.000]  我們會繼續延伸上個星期
[00:05:01.000 --> 00:05:02.000]  我們會繼續延伸上個星期
[00:05:02.000 --> 00:05:03.000]  我們會繼續延伸上個星期
[00:05:03.000 --> 00:05:04.000]  我們會繼續延伸上個星期
[00:05:04.000 --> 00:05:05.000]  我們會繼續延伸上個星期
[00:05:05.000 --> 00:05:06.000]  我們會繼續延伸上個星期
[00:05:06.000 --> 00:05:07.000]  我們會繼續延伸上個星期
[00:05:07.000 --> 00:05:08.000]  我們會繼續延伸上個星期
[00:05:08.000 --> 00:05:09.000]  我們會繼續延伸上個星期
[00:05:09.000 --> 00:05:10.000]  我們會繼續延伸上個星期
[00:05:10.000 --> 00:05:11.000]  我們會繼續延伸上個星期
[00:05:11.000 --> 00:05:12.000]  我們會繼續延伸上個星期
[00:05:12.000 --> 00:05:13.000]  我們會繼續延伸上個星期
[00:05:13.000 --> 00:05:14.000]  我們會繼續延伸上個星期
[00:05:14.000 --> 00:05:15.000]  我們會繼續延伸上個星期
[00:05:15.000 --> 00:05:16.000]  我們會繼續延伸上個星期
[00:05:16.000 --> 00:05:17.000]  我們會繼續延伸上個星期
[00:05:17.000 --> 00:05:32.000]  我們會繼續延伸上個星期
[00:05:47.000 --> 00:05:48.000]  我們開始看一下
[00:05:48.000 --> 00:05:49.000]  我們開始看一下
[00:05:49.000 --> 00:05:50.000]  神家的體面
[00:05:50.000 --> 00:05:51.000]  神家的體面
[00:05:51.000 --> 00:05:52.000]  以及託管神學的互動的關係
[00:05:52.000 --> 00:05:53.000]  以及託管神學的互動的關係
[00:05:53.000 --> 00:05:54.000]  以及託管神學的互動的關係
[00:05:54.000 --> 00:05:55.000]  和託管神學互動關係的發展
[00:05:55.000 --> 00:05:56.000]  和託管神學互動關係的發展
[00:05:56.000 --> 00:05:57.000]  在這兩節當中
[00:05:57.000 --> 00:05:58.000]  在這兩節當中
[00:05:58.000 --> 00:05:59.000]  提供了一個很正面的實踐例子
[00:05:59.000 --> 00:06:00.000]  提供了一個很正面的實踐例子
[00:06:00.000 --> 00:06:01.000]  提供了一個很正面的實踐例子
[00:06:01.000 --> 00:06:02.000]  提供了一個很正面的實踐例子
[00:06:02.000 --> 00:06:03.000]  提供了一個很正面的實踐例子
[00:06:03.000 --> 00:06:04.000]  提供了一個很正面的實踐例子
[00:06:04.000 --> 00:06:18.000]  提供了一個很正面的實踐例子
[00:06:18.000 --> 00:06:19.000]  提供了一個很正面的實踐例子
[00:06:19.000 --> 00:06:20.000]  提供了一個很正面的實踐例子
[00:06:20.000 --> 00:06:21.000]  提供了一個很正面的實踐例子
[00:06:21.000 --> 00:06:22.000]  提供了一個很正面的實踐例子
[00:06:22.000 --> 00:06:23.000]  提供了一個很正面的實踐例子
[00:06:23.000 --> 00:06:24.000]  提供了一個很正面的實踐例子
[00:06:24.000 --> 00:06:25.000]  提供了一個很正面的實踐例子
[00:06:25.000 --> 00:06:26.000]  提供了一個很正面的實踐例子
[00:06:26.000 --> 00:06:27.000]  提供了一個很正面的實踐例子
[00:06:27.000 --> 00:06:28.000]  提供了一個很正面的實踐例子
[00:06:28.000 --> 00:06:29.000]  提供了一個很正面的實踐例子
[00:06:29.000 --> 00:06:30.000]  提供了一個很正面的實踐例子
[00:06:30.000 --> 00:06:34.000]  提供了一個很正面的實踐例子
[00:06:34.000 --> 00:06:35.000]  提供了一個很正面的實踐例子
[00:06:35.000 --> 00:06:36.000]  提供了一個很正面的實踐例子
[00:06:36.000 --> 00:06:37.000]  提供了一個很正面的實踐例子
[00:06:37.000 --> 00:06:38.000]  提供了一個很正面的實踐例子
[00:06:38.000 --> 00:06:39.000]  提供了一個很正面的實踐例子
[00:06:39.000 --> 00:06:40.000]  提供了一個很正面的實踐例子
[00:06:40.000 --> 00:06:41.000]  提供了一個很正面的實踐例子
[00:06:41.000 --> 00:06:42.000]  提供了一個很正面的實踐例子
[00:06:42.000 --> 00:06:43.000]  提供了一個很正面的實踐例子
[00:06:43.000 --> 00:06:44.000]  提供了一個很正面的實踐例子
[00:06:44.000 --> 00:06:45.000]  提供了一個很正面的實踐例子
[00:06:45.000 --> 00:06:46.000]  提供了一個很正面的實踐例子
[00:06:46.000 --> 00:07:01.000]  提供了一個很正面的實踐例子
[00:07:01.000 --> 00:07:02.000]  提供了一個很正面的實踐例子
[00:07:02.000 --> 00:07:03.000]  提供了一個很正面的實踐例子
[00:07:03.000 --> 00:07:04.000]  提供了一個很正面的實踐例子
[00:07:04.000 --> 00:07:05.000]  提供了一個很正面的實踐例子
[00:07:05.000 --> 00:07:06.000]  提供了一個很正面的實踐例子
[00:07:06.000 --> 00:07:07.000]  提供了一個很正面的實踐例子
[00:07:07.000 --> 00:07:08.000]  提供了一個很正面的實踐例子
[00:07:08.000 --> 00:07:09.000]  提供了一個很正面的實踐例子
[00:07:09.000 --> 00:07:10.000]  提供了一個很正面的實踐例子
[00:07:10.000 --> 00:07:11.000]  提供了一個很正面的實踐例子
[00:07:11.000 --> 00:07:12.000]  提供了一個很正面的實踐例子
[00:07:12.000 --> 00:07:13.000]  提供了一個很正面的實踐例子
[00:07:13.000 --> 00:07:16.000]  提供了一個很正面的實踐例子
[00:07:16.000 --> 00:07:17.000]  提供了一個很正面的實踐例子
[00:07:17.000 --> 00:07:18.000]  提供了一個很正面的實踐例子
[00:07:18.000 --> 00:07:19.000]  提供了一個很正面的實踐例子
[00:07:19.000 --> 00:07:20.000]  提供了一個很正面的實踐例子
[00:07:20.000 --> 00:07:21.000]  提供了一個很正面的實踐例子
[00:07:21.000 --> 00:07:22.000]  提供了一個很正面的實踐例子
[00:07:22.000 --> 00:07:23.000]  提供了一個很正面的實踐例子
[00:07:23.000 --> 00:07:24.000]  提供了一個很正面的實踐例子
[00:07:24.000 --> 00:07:25.000]  提供了一個很正面的實踐例子
[00:07:25.000 --> 00:07:26.000]  提供了一個很正面的實踐例子
[00:07:26.000 --> 00:07:27.000]  提供了一個很正面的實踐例子
[00:07:27.000 --> 00:07:28.000]  提供了一個很正面的實踐例子
[00:07:28.000 --> 00:07:44.000]  提供了一個很正面的實踐例子
[00:07:44.000 --> 00:07:45.000]  提供了一個很正面的實踐例子
[00:07:45.000 --> 00:07:46.000]  提供了一個很正面的實踐例子
[00:07:46.000 --> 00:07:47.000]  提供了一個很正面的實踐例子
[00:07:47.000 --> 00:07:48.000]  提供了一個很正面的實踐例子
[00:07:48.000 --> 00:07:49.000]  提供了一個很正面的實踐例子
[00:07:49.000 --> 00:07:50.000]  提供了一個很正面的實踐例子
[00:07:50.000 --> 00:07:51.000]  提供了一個很正面的實踐例子
[00:07:51.000 --> 00:07:52.000]  提供了一個很正面的實踐例子
[00:07:52.000 --> 00:07:53.000]  提供了一個很正面的實踐例子
[00:07:53.000 --> 00:07:54.000]  提供了一個很正面的實踐例子
[00:07:54.000 --> 00:07:55.000]  提供了一個很正面的實踐例子
[00:07:55.000 --> 00:07:56.000]  提供了一個很正面的實踐例子
