
[00:00:00.000 --> 00:00:03.280]  各位網友大家好,我們又一齊讀聖經了
[00:00:03.280 --> 00:00:07.200]  《生命述書》的網絡和我們一起看聖經人、聖經事
[00:00:07.200 --> 00:00:12.000]  希望你在人與故事的背後認識上帝更多
[00:00:12.000 --> 00:00:13.600]  今天講四個字
[00:00:13.600 --> 00:00:15.800]  其實通常都是講兩個字
[00:00:15.800 --> 00:00:18.000]  就是「心煩」
[00:00:18.000 --> 00:00:21.400]  「心裡愁煩」即是心煩
[00:00:21.400 --> 00:00:23.600]  今天看看哪個心煩
[00:00:23.600 --> 00:00:30.200]  是《創世紀》二十六章三十四、三十五字,兩節,很短
[00:00:30.200 --> 00:00:37.600]  「以數四十歲的時候娶了黑人比利的女兒尤迪」
[00:00:37.600 --> 00:00:42.800]  「和黑人以倫的女兒巴神梅為妻」
[00:00:42.800 --> 00:00:53.800]  「這兩個女士常常使老爺奶奶以薩和利伯家心裡愁煩」
[00:00:53.800 --> 00:00:55.800]  先介紹一下她們
[00:00:55.800 --> 00:00:58.400]  「以數四十歲」
[00:00:58.400 --> 00:01:02.000]  這麼大年紀了,娶妻不可以不大
[00:01:02.000 --> 00:01:05.400]  當然有些可能十多二十歲去娶
[00:01:05.400 --> 00:01:06.800]  不過她四十歲
[00:01:06.800 --> 00:01:10.400]  四十歲其實是不大的
[00:01:10.400 --> 00:01:14.400]  因為當日阿寶罕百多歲
[00:01:14.400 --> 00:01:17.000]  以薩也百多歲
[00:01:17.000 --> 00:01:20.000]  當時的人很多也百多歲
[00:01:20.000 --> 00:01:25.200]  如果四十歲只是人生走了三分之一
[00:01:25.200 --> 00:01:26.800]  還有很長時間
[00:01:26.800 --> 00:01:28.400]  「以數四十歲」
[00:01:28.400 --> 00:01:31.200]  如果我猜當時來說
[00:01:31.200 --> 00:01:33.600]  就算遲婚了
[00:01:33.600 --> 00:01:36.000]  第一點
[00:01:36.000 --> 00:01:41.200]  「娶了」這個字很有趣
[00:01:41.200 --> 00:01:44.000]  希伯來文用的字是Lakak
[00:01:44.000 --> 00:01:45.200]  Lakak
[00:01:45.200 --> 00:01:47.800]  Lakak是什麼來的呢?
[00:01:47.800 --> 00:01:49.000]  就是
[00:01:49.000 --> 00:01:51.000]  真的「娶了」,大家留意一下
[00:01:51.000 --> 00:01:54.000]  中文是「取了」
[00:01:54.000 --> 00:01:56.600]  這個字是「娶了」
[00:01:56.600 --> 00:02:00.400]  其實這個「娶了」是「拎了」的意思
[00:02:00.400 --> 00:02:03.000]  「拿在手裡拎了」
[00:02:03.000 --> 00:02:08.200]  有點像中國南方人
[00:02:08.200 --> 00:02:09.600]  「你兒子多大?」
[00:02:09.600 --> 00:02:10.400]  「三十多歲了」
[00:02:10.400 --> 00:02:13.400]  「三十多歲還不叫他拎回人家」
[00:02:13.400 --> 00:02:16.400]  這是老一點的廣東話
[00:02:16.400 --> 00:02:17.600]  「拎回人家」
[00:02:17.600 --> 00:02:21.000]  「老友,大家差不多一年多了」
[00:02:21.000 --> 00:02:22.400]  「你太太過世了」
[00:02:22.400 --> 00:02:24.600]  「不如拎回人家」
[00:02:24.600 --> 00:02:26.600]  拎回人家,很有趣
[00:02:26.600 --> 00:02:29.000]  原來也有這個字
[00:02:29.000 --> 00:02:30.000]  Lakak
[00:02:30.000 --> 00:02:33.000]  以素「拿了」
[00:02:33.000 --> 00:02:35.600]  意思是
[00:02:35.600 --> 00:02:39.600]  不是經過三思六禮、名門正取
[00:02:39.600 --> 00:02:41.600]  「拎了」
[00:02:41.600 --> 00:02:44.600]  「不如大家一起歡喜」
[00:02:44.600 --> 00:02:45.800]  「一起拎吧」
[00:02:45.800 --> 00:02:47.200]  「拎了」
[00:02:47.200 --> 00:02:48.000]  好了
[00:02:48.000 --> 00:02:49.600]  他是什麼人呢?
[00:02:49.600 --> 00:02:51.800]  不是他們本族
[00:02:51.800 --> 00:02:54.000]  你知道
[00:02:54.000 --> 00:02:56.400]  以薩娶妻是阿伯拉罕
[00:02:56.400 --> 00:03:01.600]  特意叫他老婆人回故鄉那裡娶回來
[00:03:01.600 --> 00:03:03.800]  就是不想本地人
[00:03:03.800 --> 00:03:09.000]  誰知以素大情大性
[00:03:09.000 --> 00:03:12.400]  恐慕有力到處玩
[00:03:12.400 --> 00:03:16.000]  認識了兩個本地黑人
[00:03:16.000 --> 00:03:17.400]  本地有很多族
[00:03:17.400 --> 00:03:19.400]  加南族很多族
[00:03:19.400 --> 00:03:20.800]  拜不同的神
[00:03:20.800 --> 00:03:23.600]  就娶了兩個黑人的女孩
[00:03:23.600 --> 00:03:25.000]  不是黑色
[00:03:25.000 --> 00:03:27.000]  黑字
[00:03:27.000 --> 00:03:31.800]  Ketit
[00:03:31.800 --> 00:03:35.800]  黑人其實是當地一個民族
[00:03:35.800 --> 00:03:38.800]  Ketit 意思是恐懼、懼怕
[00:03:38.800 --> 00:03:41.200]  民族名叫懼怕
[00:03:41.200 --> 00:03:44.400]  有些人認為
[00:03:44.400 --> 00:03:47.800]  聖經裡有黑人出現過很多次
[00:03:47.800 --> 00:03:50.600]  但其實在歷史裡找不到黑人
[00:03:50.600 --> 00:03:52.800]  是不是作家、創世紀
[00:03:52.800 --> 00:03:55.600]  後來有些考古學者發現
[00:03:55.600 --> 00:03:57.400]  真的有黑人的記載
[00:03:57.400 --> 00:04:01.400]  而且黑人當時是一個部族
[00:04:01.400 --> 00:04:03.000]  後來一直擴大
[00:04:03.000 --> 00:04:06.600]  甚至成為一個很強大的國家
[00:04:06.600 --> 00:04:09.400]  後來又被滅了
[00:04:09.400 --> 00:04:13.400]  找回他們的泥板、文件等資料
[00:04:13.400 --> 00:04:16.000]  真是有黑人這一族
[00:04:16.000 --> 00:04:19.200]  黑人裡面有一個人叫比利
[00:04:19.200 --> 00:04:22.400]  比利就是Biree
[00:04:22.400 --> 00:04:25.400]  Biree就是「我的井」
[00:04:25.400 --> 00:04:28.600]  這個男士的爸爸叫「我的井」
[00:04:28.600 --> 00:04:31.400]  他的女兒叫「尤迪」
[00:04:31.400 --> 00:04:35.400]  「尤迪」是Yahudith
[00:04:35.400 --> 00:04:38.000]  「Yahud」是猶太
[00:04:38.000 --> 00:04:39.400]  「迪」是女孩
[00:04:39.400 --> 00:04:45.200]  「Yahudith」就是猶太女人
[00:04:45.200 --> 00:04:47.400]  「尤迪」的意思是猶太女人
[00:04:47.400 --> 00:04:52.600]  但是它變成一個英文的名字反而很多人都認識
[00:04:52.600 --> 00:04:56.200]  甚至我認識一個人是用Judith這個名字
[00:04:56.200 --> 00:04:57.400]  Judith這個英文名字
[00:04:57.400 --> 00:05:02.400]  Judith這個英文名字就是猶太女人的意思
[00:05:02.400 --> 00:05:06.400]  那麼是不是猶太人呢?
[00:05:06.400 --> 00:05:08.200]  是與不是
[00:05:08.200 --> 00:05:13.200]  其實「猶太」是地方名字
[00:05:13.200 --> 00:05:16.200]  那裡地方的一個女士
[00:05:16.200 --> 00:05:19.600]  就像香港人
[00:05:19.600 --> 00:05:22.400]  不過我的名字也叫香港人
[00:05:22.400 --> 00:05:23.400]  奇怪一點
[00:05:23.400 --> 00:05:26.400]  當時沒有什麼名字
[00:05:26.400 --> 00:05:29.400]  這個女子是猶太的女人
[00:05:29.400 --> 00:05:31.000]  還做了名字
[00:05:31.000 --> 00:05:35.200]  你要知道猶太不是猶大
[00:05:35.200 --> 00:05:37.600]  猶太是地方來的
[00:05:37.600 --> 00:05:39.600]  阿巴喊
[00:05:39.600 --> 00:05:41.000]  以撒
[00:05:41.000 --> 00:05:42.200]  然後瓦國
[00:05:42.200 --> 00:05:44.200]  瓦國有十二個兒子
[00:05:44.200 --> 00:05:47.400]  十二個兒子其中一個就是猶大
[00:05:47.400 --> 00:05:48.400]  這個名字
[00:05:48.400 --> 00:05:50.600]  猶大一直數下去就是大衛
[00:05:50.600 --> 00:05:53.000]  大衛再數下去就是耶穌
[00:05:53.000 --> 00:05:55.000]  在主耶穌的十二門徒裡面
[00:05:55.000 --> 00:05:57.000]  又有一個人叫猶大
[00:05:57.000 --> 00:05:58.800]  主耶穌自己的弟弟
[00:05:58.800 --> 00:06:00.800]  四上的弟弟又叫猶大
[00:06:00.800 --> 00:06:02.600]  寫猶大書的那個
[00:06:02.600 --> 00:06:04.800]  一個就是賣他的猶大
[00:06:04.800 --> 00:06:05.800]  死了
[00:06:05.800 --> 00:06:07.600]  有一個弟弟叫猶大書
[00:06:07.600 --> 00:06:08.800]  寫猶大書的猶大
[00:06:08.800 --> 00:06:11.400]  這裡不是猶大是名字
[00:06:11.400 --> 00:06:14.600]  猶大是地方來的
[00:06:14.600 --> 00:06:17.200]  還有另一個黑人叫以倫
[00:06:17.200 --> 00:06:18.800]  Elon
[00:06:18.800 --> 00:06:21.200]  Elon是指重哲尤
[00:06:21.200 --> 00:06:22.400]  強大的意思
[00:06:22.400 --> 00:06:25.000]  爸爸的名字叫重哲尤
[00:06:25.000 --> 00:06:26.200]  很有趣
[00:06:26.200 --> 00:06:29.600]  這個女子叫巴神末
[00:06:29.600 --> 00:06:32.000]  Bosmith
[00:06:32.000 --> 00:06:34.200]  就是香料的意思
[00:06:34.200 --> 00:06:35.800]  耶穌四十歲的時候
[00:06:35.800 --> 00:06:38.600]  就拿了兩個女人做太太
[00:06:38.600 --> 00:06:39.600]  拿了兩個女人
[00:06:39.600 --> 00:06:41.400]  用現在的詞應該這麼說
[00:06:41.400 --> 00:06:43.600]  拿了兩個女人做太太
[00:06:43.600 --> 00:06:45.000]  就這兩個
[00:06:45.000 --> 00:06:47.000]  拿了就拿了
[00:06:47.000 --> 00:06:49.400]  拿了
[00:06:49.400 --> 00:06:50.600]  就是這句了
[00:06:50.600 --> 00:06:56.200]  他們嘗試以撒和利伯加心裡愁煩
[00:06:56.200 --> 00:06:58.200]  是什麼意思?
[00:06:58.200 --> 00:07:00.600]  這兩個
[00:07:00.600 --> 00:07:05.200]  媳婦令到老爺奶奶心煩
[00:07:05.200 --> 00:07:07.200]  這樣也有話說的嗎?
[00:07:07.200 --> 00:07:08.200]  有的
[00:07:08.200 --> 00:07:09.600]  第一點
[00:07:09.600 --> 00:07:11.000]  就是他
[00:07:11.000 --> 00:07:12.800]  以數決定
[00:07:12.800 --> 00:07:15.600]  拿了兩個
[00:07:15.600 --> 00:07:19.200]  不是自己種族的太太
[00:07:19.200 --> 00:07:21.800]  這個在猶太
[00:07:21.800 --> 00:07:24.600]  在當日他的家族裡
[00:07:24.600 --> 00:07:27.800]  是一件不受歡迎的事
[00:07:27.800 --> 00:07:30.200]  因為你知道以撒承繼著
[00:07:30.200 --> 00:07:31.400]  阿巴拉罕的父親
[00:07:31.400 --> 00:07:34.000]  是要找一個本族的女子
[00:07:34.000 --> 00:07:36.400]  都還沒找到
[00:07:36.400 --> 00:07:39.000]  他自己就去拉了兩個女子回來
[00:07:39.000 --> 00:07:41.400]  入門也要在這裡住
[00:07:41.400 --> 00:07:43.400]  已經很煩了
[00:07:43.400 --> 00:07:46.400]  那怎麼辦?
[00:07:46.400 --> 00:07:49.400]  而且還令他們心裡愁煩
[00:07:49.400 --> 00:07:51.800]  他們兩個女子令他們心裡愁煩
[00:07:51.800 --> 00:07:53.400]  為什麼會這樣呢?
[00:07:53.400 --> 00:07:54.800]  主要原因就是
[00:07:54.800 --> 00:07:55.800]  很簡單
[00:07:55.800 --> 00:07:58.400]  有文化的差異
[00:07:58.400 --> 00:08:03.800]  黑人本地的民族有他們拜的神
[00:08:03.800 --> 00:08:05.400]  我們拜耶和華
[00:08:05.400 --> 00:08:06.400]  我們敬拜耶和華
[00:08:06.400 --> 00:08:08.400]  他們拜不同的神
[00:08:08.400 --> 00:08:11.800]  通常是有不同的世界觀
[00:08:11.800 --> 00:08:14.600]  有不同的價值觀
[00:08:14.600 --> 00:08:17.000]  如果你想認識一個人深一點
[00:08:17.000 --> 00:08:18.000]  你跟他聊天
[00:08:18.000 --> 00:08:20.400]  其中一定要聊到的就是
[00:08:20.400 --> 00:08:24.800]  這個世界從哪裡來的呢?
[00:08:24.800 --> 00:08:26.400]  世界是自然爆出來的
[00:08:26.400 --> 00:08:27.400]  Big Bang Theory
[00:08:27.400 --> 00:08:28.400]  一下子出現
[00:08:28.400 --> 00:08:29.400]  慢慢慢慢
[00:08:29.400 --> 00:08:31.800]  然後在海水裡有很多
[00:08:31.800 --> 00:08:33.400]  不同的百多個化學物質
[00:08:33.400 --> 00:08:34.800]  撞啊撞啊撞啊撞啊
[00:08:34.800 --> 00:08:37.400]  然後竟然間偶然
[00:08:37.400 --> 00:08:40.400]  只是發生一次
[00:08:40.400 --> 00:08:43.400]  撞出一個氨基酸
[00:08:43.400 --> 00:08:46.000]  然後撞啊撞啊撞出十個氨基酸
[00:08:46.000 --> 00:08:47.800]  然後十個氨基酸就沒了
[00:08:47.800 --> 00:08:49.400]  於是就組成了一個細胞
