
[00:00:00.000 --> 00:00:01.500]  各位頂小廟,早晨
[00:00:01.500 --> 00:00:04.800]  神的恩典尚要你們同在
[00:00:04.800 --> 00:00:08.700]  在這個蒼茫大地
[00:00:08.700 --> 00:00:12.200]  群雄俗綠中原
[00:00:12.200 --> 00:00:15.500]  拜的都是戰神
[00:00:15.500 --> 00:00:18.900]  當大家不再講規矩
[00:00:18.900 --> 00:00:21.400]  回到叢林法則
[00:00:21.400 --> 00:00:26.800]  最後就看看誰能夠在這個施殺裡面取勝了
[00:00:28.000 --> 00:00:30.800]  一生追求溝通理性的
[00:00:30.800 --> 00:00:32.200]  那位哲人
[00:00:32.200 --> 00:00:34.000]  哈伯瑪斯
[00:00:34.000 --> 00:00:35.500]  近日離世
[00:00:35.500 --> 00:00:37.400]  他屍骨都未寒
[00:00:37.400 --> 00:00:40.500]  各國的行動的重點
[00:00:40.500 --> 00:00:42.500]  就是儲備軍火
[00:00:42.500 --> 00:00:44.300]  大家都在想
[00:00:44.300 --> 00:00:46.100]  只有戰神
[00:00:46.100 --> 00:00:48.100]  才能夠救自己
[00:00:48.100 --> 00:00:50.700]  第一世紀
[00:00:50.700 --> 00:00:53.100]  羅馬帝國的鐵蹄
[00:00:53.100 --> 00:00:55.900]  踐踏在巴勒斯坦的土地上
[00:00:57.000 --> 00:00:58.600]  猶太人苦不堪言
[00:00:58.600 --> 00:01:00.100]  他們祈求
[00:01:00.100 --> 00:01:01.400]  救世主
[00:01:01.400 --> 00:01:02.800]  好像一個
[00:01:02.800 --> 00:01:05.800]  無敵的戰神那樣降臨
[00:01:05.800 --> 00:01:07.300]  驅散敵人
[00:01:07.300 --> 00:01:08.700]  救助他們
[00:01:08.700 --> 00:01:11.200]  他們望穿秋水
[00:01:11.200 --> 00:01:13.800]  終於來了一個耶穌
[00:01:13.800 --> 00:01:16.900]  他們看到祂行神蹟
[00:01:16.900 --> 00:01:19.400]  對祂滿有期望
[00:01:19.400 --> 00:01:21.100]  他們在想
[00:01:21.100 --> 00:01:25.600]  這個是不是我們期望的戰神呢
[00:01:27.000 --> 00:01:29.300]  我們聽聽耶穌基督的話
[00:01:29.300 --> 00:01:31.600]  就是今天我們講到的經文
[00:01:31.600 --> 00:01:33.800]  記載在《馬可福音》第8章
[00:01:33.800 --> 00:01:38.000]  我們由第29節讀到第9章第1節
[00:01:38.000 --> 00:01:42.800]  我們的經文印製在我們的程序表
[00:01:42.800 --> 00:01:44.400]  教後的部分
[00:01:44.400 --> 00:01:46.000]  大家可以打開
[00:01:46.000 --> 00:01:50.700]  我們由8章第29節開始讀起
[00:01:50.700 --> 00:01:53.400]  耶穌問他們
[00:01:53.400 --> 00:01:55.500]  祂的門徒
[00:01:55.500 --> 00:01:56.700]  你們說
[00:01:57.200 --> 00:01:58.000]  我是誰
[00:01:58.000 --> 00:01:59.700]  彼得回答說
[00:01:59.700 --> 00:02:00.900]  你是基督
[00:02:00.900 --> 00:02:03.400]  耶穌就禁戒他們
[00:02:03.400 --> 00:02:04.500]  不要告訴人
[00:02:04.500 --> 00:02:05.900]  從此
[00:02:05.900 --> 00:02:07.800]  祂教訓他們說
[00:02:07.800 --> 00:02:10.500]  人只必須受許多的苦
[00:02:10.500 --> 00:02:14.300]  被長老祭司長和民事氣絕
[00:02:14.300 --> 00:02:15.700]  並且被殺
[00:02:15.700 --> 00:02:17.500]  過三天復活
[00:02:17.500 --> 00:02:21.000]  耶穌明不明白的說這些話
[00:02:21.000 --> 00:02:23.400]  彼得就拉著祂
[00:02:23.400 --> 00:02:25.000]  勸祂
[00:02:26.000 --> 00:02:27.500]  勸這個字
[00:02:27.500 --> 00:02:29.500]  和下一節
[00:02:29.500 --> 00:02:33.000]  第33節那個責備那個字
[00:02:33.000 --> 00:02:35.700]  其實完全是同一個字
[00:02:35.700 --> 00:02:39.200]  耶穌斥責污鬼的時候
[00:02:39.200 --> 00:02:40.900]  也是用這個字
[00:02:40.900 --> 00:02:42.000]  所以
[00:02:42.000 --> 00:02:44.000]  彼得不是勸祂
[00:02:44.000 --> 00:02:45.300]  彼得在這裡
[00:02:45.300 --> 00:02:47.400]  簡直就是斥責耶穌
[00:02:47.400 --> 00:02:48.300]  罵祂
[00:02:48.300 --> 00:02:50.000]  第33節
[00:02:50.000 --> 00:02:51.500]  耶穌轉過來
[00:02:51.500 --> 00:02:52.800]  看著門徒
[00:02:52.800 --> 00:02:55.100]  就責備彼得說
[00:02:55.300 --> 00:02:57.600]  和剛才那個勸字同一個字
[00:02:57.600 --> 00:02:59.600]  責備彼得說
[00:02:59.600 --> 00:03:00.300]  撒旦
[00:03:00.300 --> 00:03:01.800]  退我後邊去吧
[00:03:01.800 --> 00:03:04.700]  因為你不體貼上帝的意思
[00:03:04.700 --> 00:03:06.700]  只體貼人的意思
[00:03:06.700 --> 00:03:10.100]  這個是非常罕有的場面
[00:03:10.100 --> 00:03:13.100]  司徒互相斥責
[00:03:13.100 --> 00:03:15.200]  耶穌責備彼得
[00:03:15.200 --> 00:03:18.100]  你站在撒旦的那一邊
[00:03:18.100 --> 00:03:21.800]  然後耶穌面對一個更加大的群眾
[00:03:21.800 --> 00:03:22.700]  祂這樣說
[00:03:22.700 --> 00:03:24.500]  第34節
[00:03:24.900 --> 00:03:26.700]  於是叫眾人和門徒來
[00:03:26.700 --> 00:03:27.800]  對他們說
[00:03:27.800 --> 00:03:29.900]  若有人要跟從我
[00:03:29.900 --> 00:03:33.300]  就當社己背起他的十字架來
[00:03:33.300 --> 00:03:34.200]  跟從我
[00:03:34.200 --> 00:03:35.100]  因為
[00:03:35.100 --> 00:03:37.000]  凡要救自己生命的
[00:03:37.000 --> 00:03:38.500]  必喪掉生命
[00:03:38.500 --> 00:03:41.700]  凡為我和福音喪掉生命的
[00:03:41.700 --> 00:03:43.500]  必救了生命
[00:03:43.500 --> 00:03:46.200]  人就是賺得全世界
[00:03:46.200 --> 00:03:48.400]  賠上了自己的生命
[00:03:48.400 --> 00:03:50.100]  有什麼益處呢
[00:03:50.100 --> 00:03:53.400]  人還能拿什麼換生命呢
[00:03:54.900 --> 00:03:57.300]  在這個淫亂罪惡的世代
[00:03:57.300 --> 00:04:00.700]  把我和我的道當作可恥的
[00:04:00.700 --> 00:04:04.200]  人只在他負的榮耀裡
[00:04:04.200 --> 00:04:07.100]  和聖天使降臨的時候
[00:04:07.100 --> 00:04:09.800]  也要把那人當作可恥的
[00:04:09.800 --> 00:04:11.900]  耶穌又對他們說
[00:04:11.900 --> 00:04:14.100]  我實實在在告訴你們
[00:04:14.100 --> 00:04:15.800]  站在這裡的
[00:04:15.800 --> 00:04:18.900]  有人在末常死未以前
[00:04:18.900 --> 00:04:21.900]  必要看見上帝的國
[00:04:21.900 --> 00:04:24.300]  大有能力臨到
[00:04:25.100 --> 00:04:26.300]  最後這一節
[00:04:26.300 --> 00:04:28.300]  當然是講到耶穌
[00:04:28.300 --> 00:04:30.100]  祂自己的復活
[00:04:30.100 --> 00:04:33.400]  祂的復活更生了天地
[00:04:33.400 --> 00:04:36.000]  讓這個被死亡氣息
[00:04:36.000 --> 00:04:38.300]  籠罩的世界
[00:04:38.300 --> 00:04:42.200]  能夠窺見生命的光明
[00:04:42.200 --> 00:04:46.700]  在這裡耶穌說的
[00:04:46.700 --> 00:04:50.300]  和當日門徒的期望
[00:04:50.300 --> 00:04:53.700]  和今日信徒的期望
[00:04:54.000 --> 00:04:56.300]  落差都非常大
[00:04:56.300 --> 00:05:00.100]  當時給得很激動
[00:05:00.100 --> 00:05:01.900]  給得很激動
[00:05:01.900 --> 00:05:03.900]  他們對耶穌說
[00:05:03.900 --> 00:05:06.300]  喂!我們跟著祢
[00:05:06.300 --> 00:05:08.300]  是因為祢厲害
[00:05:08.300 --> 00:05:09.600]  祢強
[00:05:09.600 --> 00:05:11.400]  祢好打
[00:05:11.400 --> 00:05:14.300]  好像那些黑幫大佬那樣
[00:05:14.300 --> 00:05:16.700]  在這個講拳頭的世界
[00:05:16.700 --> 00:05:19.300]  能夠殺出一條血路出來
[00:05:19.300 --> 00:05:21.500]  誰知道祢說什麼
[00:05:21.500 --> 00:05:23.100]  祢說受苦
