
[00:00:00.000 --> 00:00:05.000]  各位鄧兄姐妹,早晨,願你們平安
[00:00:05.000 --> 00:00:14.000]  今天跟大家分享的講題,是天堂是真的,是真實的
[00:00:14.000 --> 00:00:25.000]  有三個分題,第一個是不要憂慮,第二個是只要相信,第三就是常作,準備
[00:00:26.000 --> 00:00:31.000]  我們在開始之前,同心的,再次低頭祈禱
[00:00:31.000 --> 00:00:39.000]  請恩主,我們多謝你親自去為我們預備地方
[00:00:39.000 --> 00:00:44.000]  求你這一刻幫助我們預備好我們的心靈
[00:00:44.000 --> 00:00:52.000]  求你讓我們打開不單止我們的眼睛,我們的耳朵
[00:00:53.000 --> 00:00:57.000]  同心的去聆聽你今天要對我們說的話
[00:00:57.000 --> 00:01:03.000]  求你幫助我們去預備好自己,去迎見你
[00:01:03.000 --> 00:01:09.000]  多謝恩主,聽我們的祈禱,奉耶穌的名,阿們
[00:01:09.000 --> 00:01:15.000]  當要去面對一個你不能確定的未來
[00:01:16.000 --> 00:01:24.000]  我們通常都會感覺到很憂慮,很受煩,很閉蟻,不知道怎樣算好
[00:01:24.000 --> 00:01:29.000]  不知道你有沒有試過這種是因為前途那種不確定
[00:01:29.000 --> 00:01:34.000]  以致令你很迷惘的這種經驗
[00:01:34.000 --> 00:01:45.000]  會不會是經濟的下滑,考試肥了腦,生意失敗,失去工作,患上絕症
[00:01:46.000 --> 00:01:53.000]  或者面對自己親人的離世,甚或面對自己的死亡
[00:01:53.000 --> 00:01:59.000]  請問你會不會因為對於前途那種不確定
[00:01:59.000 --> 00:02:03.000]  對於未來沒有任何的渣拿和把握
[00:02:03.000 --> 00:02:11.000]  以致你感覺到憂慮,徬徨,恐懼,不安,甚至乎是不知所措
[00:02:13.000 --> 00:02:17.000]  這班已經跟隨了主耶穌三年這麼久的門徒
[00:02:17.000 --> 00:02:20.000]  其實他們都是一樣
[00:02:20.000 --> 00:02:25.000]  他們本來是很確實地相信主耶穌就是那一位
[00:02:25.000 --> 00:02:30.000]  是那一位神應許要來的尼塞亞
[00:02:30.000 --> 00:02:36.000]  並且期待他來是要在這個地上建立一個王國
[00:02:36.000 --> 00:02:42.000]  無論是軍事上的,政治上的一個超級王國
[00:02:43.000 --> 00:02:46.000]  帶來給以色列一個很大很大的復興
[00:02:46.000 --> 00:02:53.000]  以致他們可以不再需要被周圍的那些外敵來欺壓和統治
[00:02:53.000 --> 00:02:57.000]  國家從此能夠得到永遠的太平
[00:02:57.000 --> 00:03:05.000]  人民能夠安居樂業,享受一個很繁榮和穩定的生活
[00:03:07.000 --> 00:03:13.000]  不過我們知道,《約翰福音》在第十三章結束之前
[00:03:13.000 --> 00:03:19.000]  主耶穌就剛剛好憂愁地告訴這班門徒
[00:03:19.000 --> 00:03:23.000]  我好實在地告訴你們
[00:03:23.000 --> 00:03:27.000]  你中間有一個人要出賣我
[00:03:27.000 --> 00:03:33.000]  聽到這句說話,門徒就開始自自然地在揣測
[00:03:34.000 --> 00:03:37.000]  究竟要出賣耶穌的是誰呢?
[00:03:37.000 --> 00:03:40.000]  如果耶穌真的被人出賣
[00:03:40.000 --> 00:03:43.000]  接下來會有什麼事情發生?
[00:03:43.000 --> 00:03:46.000]  他們將會有什麼下場?
[00:03:46.000 --> 00:03:52.000]  而整個局勢會有什麼情況發展下去呢?
[00:03:52.000 --> 00:03:56.000]  這班門徒沒有任何的答案
[00:03:57.000 --> 00:04:04.000]  他們真的不知道應該怎樣去面對這個不確定的未來
[00:04:04.000 --> 00:04:09.000]  接下來,主耶穌又對他們說
[00:04:09.000 --> 00:04:16.000]  孩子們,我和你們在一起的時間,時候不多了
[00:04:16.000 --> 00:04:18.000]  你們會找我的
[00:04:18.000 --> 00:04:23.000]  不過我要去的地方,你們不能夠去
[00:04:23.000 --> 00:04:26.000]  聽到主耶穌說要離開他們
[00:04:27.000 --> 00:04:30.000]  去一個他們都不能夠跟著去的地方
[00:04:30.000 --> 00:04:36.000]  這班門徒的心情就變得更加沉重和憂愁
[00:04:36.000 --> 00:04:40.000]  於是西門彼得就忍不住問
[00:04:40.000 --> 00:04:42.000]  主啊,你去哪裡?
[00:04:42.000 --> 00:04:44.000]  耶穌就回答說
[00:04:44.000 --> 00:04:48.000]  我去的地方,你現在不能夠跟我去
[00:04:48.000 --> 00:04:52.000]  不過將來你要跟我去
[00:04:52.000 --> 00:04:54.000]  彼得就對他說
[00:04:55.000 --> 00:04:57.000]  主啊,為什麼我不能夠跟你去?
[00:04:57.000 --> 00:05:00.000]  我就算是把我的性命都給了你
[00:05:00.000 --> 00:05:02.000]  我也是願意的
[00:05:02.000 --> 00:05:04.000]  耶穌就回答說
[00:05:04.000 --> 00:05:08.000]  你真的願意為我寫名?
[00:05:08.000 --> 00:05:13.000]  我告訴你,雞叫之前,你要三次不認我
[00:05:13.000 --> 00:05:20.000]  根據《馬可福音》的記載,主耶穌是在第八、第九、第十章
[00:05:21.000 --> 00:05:25.000]  在祂和門徒上耶路撒冷的這段路程當中
[00:05:25.000 --> 00:05:30.000]  其實已經一而再,再而三地向門徒預言
[00:05:30.000 --> 00:05:34.000]  自己必須要受很多很多的苦
[00:05:34.000 --> 00:05:39.000]  並且要被欺絕,甚至乎要被殺害
[00:05:39.000 --> 00:05:44.000]  門徒這一刻應該開始體會到
[00:05:44.000 --> 00:05:48.000]  耶穌不是在開玩笑,祂是說真的
[00:05:49.000 --> 00:05:54.000]  祂似乎真心相信自己即將要被交在人的手裡
[00:05:54.000 --> 00:05:57.000]  會被定罪、被殺死
[00:05:57.000 --> 00:06:03.000]  正如祂之前一而再、再而三的預言一樣
[00:06:03.000 --> 00:06:08.000]  所以聽完主耶穌這一連串的說話
[00:06:08.000 --> 00:06:13.000]  假如這些說話、這些預言將會一一應驗的話
[00:06:14.000 --> 00:06:19.000]  他們真的不知道應該怎樣去面對耶穌的死亡
[00:06:19.000 --> 00:06:23.000]  不知道應該怎樣去面對自己的失敗
[00:06:23.000 --> 00:06:25.000]  也不知道應該怎樣去面對一個
[00:06:25.000 --> 00:06:31.000]  如此不能夠掌握、如此不能夠確定的未來
[00:06:31.000 --> 00:06:36.000]  難怪門徒這一刻的心情是非常沉重
[00:06:36.000 --> 00:06:40.000]  而心裡是極度的憂愁
[00:06:43.000 --> 00:06:44.000]  各位親愛的弟兄姊妹
[00:06:44.000 --> 00:06:48.000]  請問你怕不怕死呢?
[00:06:48.000 --> 00:06:52.000]  你怕不怕要去面對無論是自己
[00:06:52.000 --> 00:06:56.000]  或者你身邊的人的離去呢?
[00:06:56.000 --> 00:07:02.000]  假如肉身的死亡並不是生命最終極的下場
[00:07:02.000 --> 00:07:04.000]  或者是結局
[00:07:04.000 --> 00:07:09.000]  請問你知不知道自己死了去哪裡呢?
[00:07:11.000 --> 00:07:15.000]  假如這個短暫的人生過去了之後
[00:07:15.000 --> 00:07:22.000]  我們將要從短暫這個有定時的人生進入到永恆
[00:07:22.000 --> 00:07:28.000]  請問你知不知道哪裡才是你永恆的歸宿?
[00:07:28.000 --> 00:07:33.000]  是天堂還是地獄呢?
[00:07:33.000 --> 00:07:39.000]  其實當我們要面對生命裡種種的不確定
[00:07:40.000 --> 00:07:43.000]  我們心裡會不會憂愁
[00:07:43.000 --> 00:07:46.000]  或者會有多麼憂愁
[00:07:46.000 --> 00:07:51.000]  其實完全是決定於你相信誰
[00:07:51.000 --> 00:07:55.000]  還有你相信些什麼
[00:07:55.000 --> 00:07:59.000]  難怪主耶穌就在這裡對門徒說
[00:07:59.000 --> 00:08:02.000]  你們心裡不要憂愁
[00:08:02.000 --> 00:08:04.000]  你們要相信神
[00:08:04.000 --> 00:08:07.000]  也要相信我
[00:08:08.000 --> 00:08:11.000]  主耶穌邀請我們首先要相信神
[00:08:11.000 --> 00:08:18.000]  根據主耶穌用來教導門徒怎樣禱告的主祷文第一句
[00:08:18.000 --> 00:08:20.000]  大家認識吧
[00:08:20.000 --> 00:08:24.000]  「我們在天上的父」
[00:08:24.000 --> 00:08:28.000]  這句話提醒我們原來我們跟神有一個很親密
[00:08:28.000 --> 00:08:31.000]  有一個很特別的關係
[00:08:31.000 --> 00:08:33.000]  當我們願意相信
[00:08:33.000 --> 00:08:37.000]  我們就被賦予權並成為神的兒女
[00:08:38.000 --> 00:08:42.000]  我們能夠在神的這個大家庭裡
[00:08:42.000 --> 00:08:45.000]  成為這個家庭裡的其中一員
[00:08:45.000 --> 00:08:50.000]  原來神是我們在天上的父親
[00:08:50.000 --> 00:08:54.000]  而我們都是祂所愛的兒女
[00:08:54.000 --> 00:08:57.000]  我們都是屬於祂
[00:08:57.000 --> 00:09:01.000]  可以隨時來到這位充滿著愛
[00:09:01.000 --> 00:09:06.000]  充滿著恩典和憐憫的父神的面前
[00:09:07.000 --> 00:09:11.000]  因為祂實在是一位很愛我們的天父
[00:09:11.000 --> 00:09:15.000]  我們原來有一位很可愛
[00:09:15.000 --> 00:09:17.000]  很可信
[00:09:17.000 --> 00:09:19.000]  很可求
[00:09:19.000 --> 00:09:21.000]  可以親近的天父
[00:09:21.000 --> 00:09:23.000]  而這位天父
[00:09:23.000 --> 00:09:25.000]  根據主祷文第一句
[00:09:25.000 --> 00:09:27.000]  是在天上
[00:09:27.000 --> 00:09:29.000]  這也提醒我們
[00:09:29.000 --> 00:09:31.000]  我們在天父裡
[00:09:31.000 --> 00:09:33.000]  原來是有一個永恆的居所
[00:09:34.000 --> 00:09:37.000]  天上永遠的家鄉
[00:09:37.000 --> 00:09:40.000]  只要你和我相信
[00:09:40.000 --> 00:09:44.000]  至上主耶穌就在這裡進一步
[00:09:44.000 --> 00:09:46.000]  跟著就說
[00:09:46.000 --> 00:09:49.000]  你當信神也當信我
[00:09:49.000 --> 00:09:52.000]  因為在我父的家裡
[00:09:52.000 --> 00:09:55.000]  有很多的住處
[00:09:55.000 --> 00:09:58.000]  有許多住處
[00:09:58.000 --> 00:10:02.000]  這個妙術其實是要向我們表達
[00:10:03.000 --> 00:10:08.000]  對我們原來是有一份無窮無盡的愛
[00:10:08.000 --> 00:10:14.000]  有一個這樣的愛和空間
[00:10:14.000 --> 00:10:19.000]  去容納我們每一個屬於祂自己的兒女
[00:10:19.000 --> 00:10:22.000]  我們絕對不需要擔心
[00:10:22.000 --> 00:10:26.000]  將來天堂人口會不會過分的
[00:10:26.000 --> 00:10:29.000]  稠密或者擠迫
[00:10:29.000 --> 00:10:31.000]  因為神已經預留了
[00:10:32.000 --> 00:10:36.000]  是一個無盡的空間給我們
[00:10:36.000 --> 00:10:39.000]  一個永恆的空間給我們
[00:10:39.000 --> 00:10:45.000]  神對人的這份浩瀚無邊際的愛
[00:10:45.000 --> 00:10:47.000]  其實早就已經在
[00:10:47.000 --> 00:10:49.000]  約翰福第三章第十六節
[00:10:49.000 --> 00:10:51.000]  向我們表明
[00:10:51.000 --> 00:10:54.000]  那裡說神愛
[00:10:54.000 --> 00:10:58.000]  世界上每一個人愛到一個地步
[00:10:59.000 --> 00:11:02.000]  甚至願意將自己獨生的愛子
[00:11:02.000 --> 00:11:05.000]  主耶穌基督賜給我們
[00:11:05.000 --> 00:11:09.000]  叫一切凡是願意相信祂的
[00:11:09.000 --> 00:11:12.000]  不致滅亡反得永生
[00:11:12.000 --> 00:11:15.000]  這次經文我們很熟悉
[00:11:15.000 --> 00:11:19.000]  它不單止指出了神向你和我的大愛
[00:11:19.000 --> 00:11:21.000]  它更同時指出了
[00:11:21.000 --> 00:11:24.000]  原來在永恆的當中
[00:11:25.000 --> 00:11:29.000]  天堂和地獄都是真的
[00:11:29.000 --> 00:11:32.000]  是堅的不是留的
[00:11:32.000 --> 00:11:35.000]  正因為天堂是那麼真實那麼重要
[00:11:35.000 --> 00:11:37.000]  以致神才願意
