
[00:00:00.000 --> 00:00:04.000]  今天跟大家去看這個題目
[00:00:04.000 --> 00:00:07.000]  當說到惡人谷,惡人group
[00:00:07.000 --> 00:00:12.000]  想起惡人谷,不知道大家有沒有想起一個圖畫呢?
[00:00:12.000 --> 00:00:13.000]  想起惡人谷
[00:00:13.000 --> 00:00:17.000]  事實上我自己除了喜歡看電影
[00:00:17.000 --> 00:00:20.000]  其實我小時候最喜歡看小說
[00:00:20.000 --> 00:00:24.000]  其中有一本小說就有介紹惡人谷
[00:00:24.000 --> 00:00:26.000]  大家知道是哪本小說嗎?
[00:00:26.000 --> 00:00:29.000]  射雕英雄傳,天龍八部
[00:00:29.000 --> 00:00:31.000]  這些都是金庸的
[00:00:31.000 --> 00:00:33.000]  不是金庸的
[00:00:33.000 --> 00:00:34.000]  絕代雙嬌
[00:00:34.000 --> 00:00:37.000]  嘩,強哥真厲害
[00:00:37.000 --> 00:00:40.000]  所以待會播放的畫面,強哥應該很有印象
[00:00:40.000 --> 00:00:43.000]  沒錯,是古龍的
[00:00:43.000 --> 00:00:44.000]  古龍的
[00:00:44.000 --> 00:00:48.000]  事實上古龍寫了很多小說
[00:00:48.000 --> 00:00:52.000]  我上網查看,原來絕代雙嬌
[00:00:52.000 --> 00:00:58.000]  是古代武俠小說的一個新領域
[00:00:58.000 --> 00:01:02.000]  在古龍這本小說裏,為它帶來一個很大的突破
[00:01:02.000 --> 00:01:05.000]  說到絕代雙嬌,不知道大家有沒有印象
[00:01:05.000 --> 00:01:10.000]  原來絕代雙嬌在電視裏拍了很多很多部電影
[00:01:10.000 --> 00:01:14.000]  其中,其實左邊這部電影
[00:01:14.000 --> 00:01:16.000]  大家認識吧,那兩個主角
[00:01:16.000 --> 00:01:18.000]  一個梁朝偉,一個是甚麼?
[00:01:18.000 --> 00:01:20.000]  梁朝偉在下面
[00:01:20.000 --> 00:01:23.000]  但主角是誰?左邊那一個
[00:01:23.000 --> 00:01:26.000]  認不認識他?吳岱融,大家認不認識?
[00:01:26.000 --> 00:01:27.000]  吳岱融
[00:01:27.000 --> 00:01:30.000]  其實再早一點就有另外一些
[00:01:30.000 --> 00:01:32.000]  我不知道大家認不認識
[00:01:32.000 --> 00:01:36.000]  原來右邊你會見到,原來謝霆鋒也拍過
[00:01:36.000 --> 00:01:38.000]  也拍過絕代雙嬌
[00:01:38.000 --> 00:01:42.000]  當我們去看絕代雙嬌的時候
[00:01:42.000 --> 00:01:49.000]  這兩個兄弟分別被不同人收養了
[00:01:49.000 --> 00:01:52.000]  收養了之後有不同的處境
[00:01:52.000 --> 00:01:58.000]  其中花無缺被好好地教養
[00:01:58.000 --> 00:02:02.000]  受到很好的培育
[00:02:02.000 --> 00:02:04.000]  好像公子哥兒一樣
[00:02:04.000 --> 00:02:07.000]  而其中另外一個兄弟
[00:02:07.000 --> 00:02:08.000]  即是兩兄弟
[00:02:08.000 --> 00:02:10.000]  其中一個兄弟叫做小如兒
[00:02:10.000 --> 00:02:15.000]  小如兒被送去後來輾轉去了惡人谷
[00:02:15.000 --> 00:02:19.000]  所以你想想其實兩個不同的教養之下
[00:02:19.000 --> 00:02:23.000]  兩個小朋友應該也會很不一樣
[00:02:23.000 --> 00:02:27.000]  一個傳統教育,高質教育
[00:02:27.000 --> 00:02:30.000]  好好的家庭背景培育
[00:02:30.000 --> 00:02:33.000]  風流倜儻,公子哥兒
[00:02:33.000 --> 00:02:36.000]  但是小如兒就在惡人谷長大
[00:02:36.000 --> 00:02:39.000]  而惡人谷裡面最出名的是什麼呢?
[00:02:39.000 --> 00:02:42.000]  就是有十大惡人
[00:02:42.000 --> 00:02:44.000]  惡人谷裡面有十大惡人
[00:02:44.000 --> 00:02:46.000]  不知道你有沒有聽過
[00:02:46.000 --> 00:02:48.000]  有很多不同的名字
[00:02:48.000 --> 00:02:52.000]  有哈哈兒等不同的名字
[00:02:52.000 --> 00:02:56.000]  其中我腦裡最記得的就是李大嘴
[00:02:56.000 --> 00:02:57.000]  為什麼呢?
[00:02:57.000 --> 00:03:00.000]  因為我讀書的時候有個老師是教我經濟的
[00:03:00.000 --> 00:03:01.000]  他姓李的
[00:03:01.000 --> 00:03:03.000]  他的嘴真的很大
[00:03:03.000 --> 00:03:06.000]  所以我很記得李大嘴這個名字
[00:03:06.000 --> 00:03:09.000]  因為有這樣的聯想
[00:03:09.000 --> 00:03:12.000]  事實上這十個惡人真的很惡
[00:03:12.000 --> 00:03:16.000]  你也想像一下為什麼惡人谷會聚集這麼多惡人呢?
[00:03:16.000 --> 00:03:18.000]  其中一個原因就是因為
[00:03:18.000 --> 00:03:20.000]  大家都知道這是一個惡人的谷
[00:03:20.000 --> 00:03:22.000]  所以惡人想一想
[00:03:22.000 --> 00:03:24.000]  哪裡可以好一點的地方棲身
[00:03:24.000 --> 00:03:27.000]  哪裡比較能夠接納到惡人呢?
[00:03:27.000 --> 00:03:29.000]  其實就是這個地方
[00:03:29.000 --> 00:03:31.000]  大家都是惡鬥惡的
[00:03:31.000 --> 00:03:34.000]  所以這群人就聚集在這個惡人谷裡面
[00:03:34.000 --> 00:03:38.000]  十個惡人一起培育著小如兒去成長
[00:03:38.000 --> 00:03:40.000]  那我就想問
[00:03:40.000 --> 00:03:43.000]  小如兒在這樣的環境之下
[00:03:43.000 --> 00:03:46.000]  培育、教育、長大的話
[00:03:46.000 --> 00:03:49.000]  你猜她會是一個好人還是一個壞人呢?
[00:03:49.000 --> 00:03:52.000]  壞人,壞人的機會比較大
[00:03:52.000 --> 00:03:54.000]  好人
[00:03:54.000 --> 00:03:55.000]  好人呢
[00:03:55.000 --> 00:03:56.000]  好人是有限的
[00:03:56.000 --> 00:03:58.000]  可能就是那一個
[00:03:58.000 --> 00:04:00.000]  事實上是真的
[00:04:00.000 --> 00:04:05.000]  如果十個惡人都像養父養母一樣培育她的話
[00:04:05.000 --> 00:04:09.000]  其實小如兒在一個惡人谷裡面長大
[00:04:09.000 --> 00:04:10.000]  真的可能都要想
[00:04:10.000 --> 00:04:11.000]  問一個問題就是
[00:04:11.000 --> 00:04:14.000]  她能不能夠保存著自己一顆心呢?
[00:04:14.000 --> 00:04:17.000]  讓她不是惡人呢?
[00:04:17.000 --> 00:04:19.000]  所以這套戲裡面都很有趣
[00:04:19.000 --> 00:04:22.000]  就是說小如兒學了他們一些古惑的
[00:04:22.000 --> 00:04:25.000]  真是靈巧像蛇
[00:04:25.000 --> 00:04:27.000]  不過似乎又真的可以保存到某一些的
[00:04:27.000 --> 00:04:29.000]  信仰如鴿子一樣
[00:04:29.000 --> 00:04:32.000]  她都不是邪惡的
[00:04:32.000 --> 00:04:34.000]  但事實上就真的不容易的
[00:04:34.000 --> 00:04:37.000]  天天在寓言木掩之下
[00:04:37.000 --> 00:04:39.000]  被惡人的教導蒲蓉之下
[00:04:39.000 --> 00:04:40.000]  其實很大機會
[00:04:40.000 --> 00:04:42.000]  都不知不覺
[00:04:42.000 --> 00:04:45.000]  小如兒都變成了大惡語
[00:04:45.000 --> 00:04:48.000]  但是我們今天要思考的題目就是
[00:04:48.000 --> 00:04:50.000]  如果我們今天
[00:04:50.000 --> 00:04:52.000]  我們同樣在一個大染缸裡面
[00:04:52.000 --> 00:04:54.000]  在一個惡人谷裡面
[00:04:54.000 --> 00:04:58.000]  如果生存五年、十年、二十年
[00:04:58.000 --> 00:05:00.000]  究竟我們能不能夠保存著
[00:05:00.000 --> 00:05:02.000]  我們善良的本質
[00:05:02.000 --> 00:05:03.000]  又或者這麼說
[00:05:03.000 --> 00:05:05.000]  今天我們作為基督的門徒
[00:05:05.000 --> 00:05:07.000]  我們在這個世界裡面
[00:05:07.000 --> 00:05:11.000]  有很多不好的風俗習慣等等
[00:05:11.000 --> 00:05:12.000]  我們能不能夠保存到
[00:05:12.000 --> 00:05:15.000]  我們作為門徒的那種特質呢?
[00:05:15.000 --> 00:05:16.000]  今天這段經文裡面
[00:05:16.000 --> 00:05:18.000]  都是幫我們去想一想這個問題
[00:05:18.000 --> 00:05:20.000]  當在一個惡人谷
[00:05:20.000 --> 00:05:23.000]  或者我們今天的社會叫大染缸裡面
[00:05:23.000 --> 00:05:27.000]  我們怎樣能夠保存著我們的氣質呢?
[00:05:27.000 --> 00:05:29.000]  一個門徒的特質
[00:05:29.000 --> 00:05:32.000]  這也是耶穌不斷在登山部分裡面去強調的
[00:05:32.000 --> 00:05:36.000]  就是怎樣去建立門徒應該有的品質
[00:05:36.000 --> 00:05:38.000]  門徒應該有的品質
[00:05:38.000 --> 00:05:40.000]  所以我們今天就會集中
[00:05:40.000 --> 00:05:43.000]  看到第38到42節
[00:05:43.000 --> 00:05:46.000]  38到42節
[00:05:46.000 --> 00:05:49.000]  讓我再去讀一次這段聖經
[00:05:49.000 --> 00:05:51.000]  你們聽過有話說
[00:05:51.000 --> 00:05:54.000]  以眼還眼 以牙還牙
[00:05:54.000 --> 00:05:56.000]  但是我告訴你們
[00:05:56.000 --> 00:05:58.000]  不要與惡人作對
[00:05:58.000 --> 00:06:00.000]  有人打你的右臉
[00:06:00.000 --> 00:06:03.000]  連另一邊也轉過去由他打
[00:06:03.000 --> 00:06:06.000]  有人想要告你
