
[00:00:00.000 --> 00:00:03.200]  從今天星期開始我們會開始一個新的講道系列
[00:00:03.200 --> 00:00:06.200]  我們會一起看貼沙羅尼加後書
[00:00:06.200 --> 00:00:07.400]  如果大家記得的話
[00:00:07.400 --> 00:00:09.000]  其實不是很久之前
[00:00:09.000 --> 00:00:12.000]  我們剛剛看完貼沙羅尼加的前書
[00:00:12.000 --> 00:00:14.400]  是半年前左右
[00:00:14.400 --> 00:00:18.200]  不知道是巧合還是刻意的安排
[00:00:18.200 --> 00:00:22.800]  其實一般的解荊家都會同意
[00:00:22.800 --> 00:00:26.800]  貼沙羅尼加前書和後書之間相隔的時間也是六個月
[00:00:26.800 --> 00:00:30.800]  這麼短的時間,保羅很空閒
[00:00:30.800 --> 00:00:33.800]  我相信保羅寫貼沙羅尼加後書的原因
[00:00:33.800 --> 00:00:37.800]  絕對不是因爲他沒事做,空閒而寫這封信
[00:00:37.800 --> 00:00:41.800]  而是在那個時間實際上是有一個需要
[00:00:41.800 --> 00:00:45.800]  保羅是需要寫貼沙羅尼加的後書
[00:00:45.800 --> 00:00:48.800]  你說究竟是什麼需要呢?
[00:00:48.800 --> 00:00:53.800]  如果我們看這個記得的話
[00:00:53.800 --> 00:00:54.800]  貼沙羅尼加前書
[00:00:54.800 --> 00:00:56.800]  保羅所說的是什麼?
[00:00:56.800 --> 00:00:59.800]  他曾經提過主將來會有一天再回來
[00:00:59.800 --> 00:01:01.800]  不過,什麼時候回來?
[00:01:01.800 --> 00:01:05.800]  沒有一個人知道主耶穌會在什麼時候回來
[00:01:05.800 --> 00:01:08.800]  但是如果我們看貼沙羅尼加後書的二章
[00:01:08.800 --> 00:01:10.800]  一到二節的時候
[00:01:10.800 --> 00:01:13.800]  保羅在那裏很清楚地說
[00:01:13.800 --> 00:01:19.800]  無論有靈、有言、與有冒我名的書信
[00:01:19.800 --> 00:01:21.800]  講主的日子
[00:01:21.800 --> 00:01:23.800]  現在已經到了
[00:01:23.800 --> 00:01:26.800]  千萬不要輕易動心
[00:01:26.800 --> 00:01:29.800]  也不要因爲所講的而驚慌
[00:01:29.800 --> 00:01:32.800]  如果我們再看三章十七節的時候
[00:01:32.800 --> 00:01:34.800]  保羅再進一步說
[00:01:34.800 --> 00:01:36.800]  你們看清楚了
[00:01:36.800 --> 00:01:37.800]  我親筆寫的這封信
[00:01:37.800 --> 00:01:39.800]  認着我的字跡
[00:01:39.800 --> 00:01:41.800]  如果有一封信是保羅所寫
[00:01:41.800 --> 00:01:43.800]  但不是這句字跡的時候
[00:01:43.800 --> 00:01:44.800]  這些是假的
[00:01:44.800 --> 00:01:45.800]  假先知
[00:01:45.800 --> 00:01:50.800]  我以爲最近纔有假新聞、假消息傳遞
[00:01:50.800 --> 00:01:52.800]  原來在2000年之前
[00:01:52.800 --> 00:01:54.800]  在教會的圈子裏面
[00:01:54.800 --> 00:01:57.800]  已經有假消息、假新聞的出現
[00:01:57.800 --> 00:02:01.800]  我們來看看究竟
[00:02:01.800 --> 00:02:07.800]  在後書保羅所講的是什麼信息
[00:02:07.800 --> 00:02:10.800]  在二章開始的時候
[00:02:10.800 --> 00:02:12.800]  在第三節
[00:02:12.800 --> 00:02:17.800]  保羅爲貼沙羅尼加的教會去感謝神
[00:02:17.800 --> 00:02:18.800]  大家留意
[00:02:18.800 --> 00:02:21.800]  保羅所感謝的事項
[00:02:21.800 --> 00:02:25.800]  就是當時的信徒對神有信心
[00:02:25.800 --> 00:02:26.800]  對門徒
[00:02:26.800 --> 00:02:29.800]  對他們周圍的頂尖妹有愛心
[00:02:29.800 --> 00:02:32.800]  我想大家留意想一想
[00:02:32.800 --> 00:02:34.800]  其實基本上保羅所講的
[00:02:34.800 --> 00:02:36.800]  所感恩的地方是指向什麼
[00:02:36.800 --> 00:02:40.800]  這幫信徒的屬靈成長
[00:02:40.800 --> 00:02:41.800]  如果是這樣的時候
[00:02:41.800 --> 00:02:43.800]  爲什麼感謝神
[00:02:43.800 --> 00:02:45.800]  爲什麼保羅不直接讚揚
[00:02:45.800 --> 00:02:47.800]  稱讚這幫頂尖妹
[00:02:47.800 --> 00:02:48.800]  你們做得好
[00:02:48.800 --> 00:02:51.800]  你們真是信心、愛心的表現
[00:02:51.800 --> 00:02:53.800]  我相信在這一段聖經裏
[00:02:53.800 --> 00:02:55.800]  我們有一個很重要的功課可以學到
[00:02:55.800 --> 00:02:57.800]  讓我問大家
[00:02:57.800 --> 00:03:00.800]  當你見到周圍頂尖妹有好的行爲
[00:03:00.800 --> 00:03:01.800]  好的見證
[00:03:01.800 --> 00:03:03.800]  你們通常會怎麼做
[00:03:03.800 --> 00:03:05.800]  通常會怎麼做
[00:03:05.800 --> 00:03:07.800]  會不會說你們做得好
[00:03:07.800 --> 00:03:09.800]  優秀的信徒
[00:03:09.800 --> 00:03:11.800]  你會不會這麼說
[00:03:11.800 --> 00:03:13.800]  有些人可能未必會
[00:03:13.800 --> 00:03:14.800]  有些人的態度就是
[00:03:14.800 --> 00:03:17.800]  如果我們過分地稱讚這些頂尖妹的時候
[00:03:17.800 --> 00:03:20.800]  他們會不會因此而感到驕傲
[00:03:20.800 --> 00:03:22.800]  會不會從此
[00:03:22.800 --> 00:03:27.800]  很自滿的情況出現
[00:03:27.800 --> 00:03:29.800]  由於這樣的心態
[00:03:29.800 --> 00:03:33.800]  我相信有這些心態的時候
[00:03:33.800 --> 00:03:35.800]  很多時候我們見到一些頂尖妹
[00:03:35.800 --> 00:03:36.800]  沒錯
[00:03:36.800 --> 00:03:38.800]  他們真是一個很好的見證
[00:03:38.800 --> 00:03:40.800]  但是我們恐怕這些頂尖妹
[00:03:40.800 --> 00:03:42.800]  如果我們過分地讚賞的時候
[00:03:42.800 --> 00:03:45.800]  他們會過分地自豪
[00:03:45.800 --> 00:03:46.800]  過分地驕傲
[00:03:46.800 --> 00:03:48.800]  所以我們反而不出聲
[00:03:48.800 --> 00:03:49.800]  沒錯
[00:03:49.800 --> 00:03:50.800]  當我們不出聲的時候
[00:03:50.800 --> 00:03:52.800]  也許我們會避免讓這些頂尖妹
[00:03:52.800 --> 00:03:54.800]  陷入不必要的試探
[00:03:54.800 --> 00:03:55.800]  但是大家想一想
[00:03:55.800 --> 00:03:57.800]  同一個時候
[00:03:57.800 --> 00:04:01.800]  我相信對一些很辛勞工作的頂尖妹
[00:04:01.800 --> 00:04:04.800]  也是一種很泄氣的情況出現
[00:04:04.800 --> 00:04:06.800]  我們要問的問題就是
[00:04:06.800 --> 00:04:08.800]  我們應該怎麼做
[00:04:08.800 --> 00:04:12.800]  來確認這些頂尖妹所付出的辛勞
[00:04:12.800 --> 00:04:17.800]  而同一時間不讓他們遇到自滿
[00:04:17.800 --> 00:04:19.800]  驕傲的試探
[00:04:19.800 --> 00:04:20.800]  有沒有這樣的情況
[00:04:20.800 --> 00:04:21.800]  我們應該怎麼做
[00:04:21.800 --> 00:04:23.800]  聖經保羅在這段經文裏面
[00:04:23.800 --> 00:04:25.800]  給我們一個很好的例子
[00:04:25.800 --> 00:04:26.800]  很好的例子
[00:04:26.800 --> 00:04:28.800]  他指出
[00:04:28.800 --> 00:04:32.800]  這羣信徒他們對神的信心
[00:04:32.800 --> 00:04:33.800]  對頂尖妹的愛心
[00:04:33.800 --> 00:04:35.800]  傳到保羅的耳中
[00:04:35.800 --> 00:04:36.800]  不單止傳到保羅
[00:04:36.800 --> 00:04:38.800]  也傳到周圍的教會
[00:04:38.800 --> 00:04:45.800]  所以保羅不會因爲恐怕他們受到不必要的試探
[00:04:45.800 --> 00:04:47.800]  而不出聲
[00:04:47.800 --> 00:04:48.800]  如果大家看聖經的時候
[00:04:48.800 --> 00:04:49.800]  保羅在這裏說
[00:04:49.800 --> 00:04:53.800]  甚至我們在神的各教會里
[00:04:53.800 --> 00:04:56.800]  爲你們誇口
[00:04:56.800 --> 00:04:57.800]  贊得很厲害
[00:04:57.800 --> 00:04:59.800]  但是大家留意
[00:04:59.800 --> 00:05:00.800]  他這個讚賞
[00:05:00.800 --> 00:05:01.800]  保羅這個讚賞
[00:05:01.800 --> 00:05:04.800]  其實他所確認的
[00:05:04.800 --> 00:05:05.800]  他所確認的
[00:05:05.800 --> 00:05:09.800]  不是說這羣信徒拿了所有的功勞
[00:05:09.800 --> 00:05:12.800]  他們有特別個人之處
[00:05:12.800 --> 00:05:15.800]  保羅所確認的是神的恩典
[00:05:15.800 --> 00:05:17.800]  但是爲什麼我們有這樣的定論
[00:05:17.800 --> 00:05:19.800]  因爲如果大家看這兩節的經文的時候
[00:05:19.800 --> 00:05:22.800]  這兩節的經文所說的
[00:05:22.800 --> 00:05:26.800]  其實是一個總體的主旋律
[00:05:26.800 --> 00:05:27.800]  一個前提
[00:05:27.800 --> 00:05:28.800]  是什麼
[00:05:28.800 --> 00:05:29.800]  神的恩典
[00:05:29.800 --> 00:05:31.800]  感謝神
[00:05:31.800 --> 00:05:32.800]  大家看看
[00:05:32.800 --> 00:05:35.800]  我們該爲你們上上感謝神
[00:05:35.800 --> 00:05:36.800]  感謝什麼
[00:05:36.800 --> 00:05:39.800]  就是這羣信徒有好的見證
[00:05:39.800 --> 00:05:40.800]  換言之
[00:05:40.800 --> 00:05:42.800]  當我們看到其他電視節目做得好的時候
[00:05:42.800 --> 00:05:44.800]  我們需要肯定
[00:05:44.800 --> 00:05:46.800]  這羣信徒
[00:05:46.800 --> 00:05:49.800]  他們辛苦的付出
[00:05:49.800 --> 00:05:50.800]  他們的辛勞
[00:05:50.800 --> 00:05:51.800]  他們的努力
[00:05:51.800 --> 00:05:52.800]  但是同一個時間
[00:05:52.800 --> 00:05:53.800]  更加重要的
[00:05:53.800 --> 00:05:55.800]  我們需要確認的就是
[00:05:55.800 --> 00:05:56.800]  這些付出
[00:05:56.800 --> 00:05:59.800]  他們能夠有好的見證
[00:05:59.800 --> 00:06:02.800]  傳恩神的恩典
[00:06:02.800 --> 00:06:05.800]  傳恩神的賜福
[00:06:05.800 --> 00:06:08.800]  以致讓他們的辛勞能夠結出屬靈的果子
[00:06:08.800 --> 00:06:10.800]  這個纔是最重要的
[00:06:10.800 --> 00:06:11.800]  我們繼續看下去
[00:06:11.800 --> 00:06:13.800]  在《馬太福音》那裏
[00:06:13.800 --> 00:06:15.800]  主耶穌也說得很清楚
[00:06:15.800 --> 00:06:18.800]  祂說我們屬靈的成長
[00:06:18.800 --> 00:06:20.800]  我們的好行爲
[00:06:20.800 --> 00:06:23.800]  不是要讓自己在人的面前有多光彩
[00:06:23.800 --> 00:06:24.800]  而是要什麼
