
[00:00:00.000 --> 00:00:02.000]  我哋一齊低頭祈禱
[00:00:02.000 --> 00:00:08.880]  親愛的天父
[00:00:08.880 --> 00:00:13.160]  願祢的聖靈在我們當中來運行
[00:00:13.160 --> 00:00:17.160]  叫祢自己的說話能夠跟我們說話
[00:00:17.160 --> 00:00:19.400]  也願祢我們有信服的心
[00:00:19.400 --> 00:00:23.680]  願祢進行祢自己的大使命
[00:00:23.680 --> 00:00:25.680]  祈禱奉主耶穌基督的名禱
[00:00:28.160 --> 00:00:31.240]  很多時候我們基督徒聽道
[00:00:31.240 --> 00:00:35.000]  我們都喜歡聽一些安慰我們的心的道
[00:00:35.000 --> 00:00:37.000]  或者說到神的慈愛
[00:00:37.000 --> 00:00:42.480]  每逢有講完講這些道理之後
[00:00:42.480 --> 00:00:45.640]  那些信徒都會覺得很好
[00:00:45.640 --> 00:00:47.640]  很有反應 覺得很切身
[00:00:47.640 --> 00:00:49.640]  很安慰
[00:00:49.640 --> 00:00:53.840]  但是耶穌基督在祂受死復活升天之前
[00:00:53.840 --> 00:00:55.840]  所講最後的說話
[00:00:55.840 --> 00:00:58.200]  其實四福音都有記載的
[00:00:58.200 --> 00:01:00.200]  都是大同小異的
[00:01:00.200 --> 00:01:04.360]  都是叫祂的門徒把福音傳到地極
[00:01:04.360 --> 00:01:07.440]  使萬民作祂的門徒
[00:01:07.440 --> 00:01:15.320]  這些說話是需要我們付代價去執行的
[00:01:15.320 --> 00:01:16.320]  今天我們信了主
[00:01:16.320 --> 00:01:21.320]  我們不單單是為了滿足我們生活的需要
[00:01:21.320 --> 00:01:25.040]  或者每天我們得到神的祝福和保守
[00:01:25.040 --> 00:01:27.480]  或者我們最看重的是
[00:01:27.480 --> 00:01:31.280]  一家人能夠齊齊整整 平平安安
[00:01:31.280 --> 00:01:33.680]  我們不要失業 不要有人病
[00:01:33.680 --> 00:01:35.840]  兒女都聰明孝順
[00:01:35.840 --> 00:01:39.000]  每天都能夠平安穩妥地過生活
[00:01:39.000 --> 00:01:41.000]  這就是最好的
[00:01:41.000 --> 00:01:45.560]  但是耶穌基督臨離開世界之前
[00:01:45.560 --> 00:01:49.360]  祂跟我們講的說話
[00:01:49.360 --> 00:01:51.360]  不是這樣的
[00:01:51.360 --> 00:01:54.240]  四福音都有記載
[00:01:54.240 --> 00:01:56.960]  其實我們很熟悉的《瑪利亞福音》28章
[00:01:56.960 --> 00:01:58.960]  19至20節
[00:01:58.960 --> 00:02:01.240]  大使命
[00:02:01.240 --> 00:02:07.120]  耶穌這段說話是在加利利講的
[00:02:07.120 --> 00:02:08.640]  所以講了不止一次
[00:02:08.640 --> 00:02:10.840]  今天我們讀的《約翰福音》
[00:02:10.840 --> 00:02:13.040]  這一段經文都是類似
[00:02:13.040 --> 00:02:15.040]  是在耶路撒冷講的
[00:02:15.040 --> 00:02:19.920]  所以今天我們要從《約翰福音》去看看
[00:02:19.920 --> 00:02:21.920]  耶穌最後的遺命
[00:02:22.520 --> 00:02:24.520]  我們看回經文
[00:02:24.520 --> 00:02:26.520]  我們打開《約翰福音》20章
[00:02:26.520 --> 00:02:30.960]  耶穌講了幾句說話
[00:02:30.960 --> 00:02:33.080]  有一句說話
[00:02:33.080 --> 00:02:34.600]  耶穌是講了兩次的
[00:02:34.600 --> 00:02:36.600]  哪一句說話
[00:02:36.600 --> 00:02:39.240]  講了兩次的
[00:02:39.240 --> 00:02:41.240]  知道嗎
[00:02:41.240 --> 00:02:44.920]  「願你們平安」
[00:02:44.920 --> 00:02:48.640]  耶穌講了「願你們平安」兩次
[00:02:48.640 --> 00:02:50.640]  在19至21節
[00:02:51.600 --> 00:02:53.600]  當時
[00:02:53.600 --> 00:02:57.840]  是耶穌復活那天的黃昏
[00:02:57.840 --> 00:03:01.040]  很多門徒都未正式見過耶穌
[00:03:01.040 --> 00:03:03.560]  他們很害怕猶太人抓他們
[00:03:03.560 --> 00:03:06.560]  於是他們就在屋裏面
[00:03:06.560 --> 00:03:08.560]  這裏聖經講到他們關上門
[00:03:08.560 --> 00:03:12.200]  其實原文是說是鎖了門
[00:03:12.200 --> 00:03:14.200]  他們心裏面充滿恐懼
[00:03:14.200 --> 00:03:15.960]  極度沒有平安
[00:03:15.960 --> 00:03:18.320]  主知道他們這個時候
[00:03:18.320 --> 00:03:21.800]  是很需要有平安在他們心裏面
[00:03:21.800 --> 00:03:26.440]  「願你們平安」其實是猶太人的問安語
[00:03:26.440 --> 00:03:28.440]  就好像我們今天
[00:03:28.440 --> 00:03:30.440]  大家見到我們會說甚麼
[00:03:30.440 --> 00:03:33.440]  我們會說「嗨」或者「你好嗎」
[00:03:33.440 --> 00:03:37.440]  「Shalom」大家都很熟悉
[00:03:37.440 --> 00:03:40.000]  所以猶太人彼此見到的時候
[00:03:40.000 --> 00:03:42.000]  他們會說「Shalom」
[00:03:42.000 --> 00:03:46.280]  但主知道他們很需要平安
[00:03:46.280 --> 00:03:48.760]  所以這句說話不單止是
[00:03:48.760 --> 00:03:53.160]  耶穌見他們一個的問安語
[00:03:53.160 --> 00:03:55.160]  耶穌再講多一次
[00:03:55.160 --> 00:03:57.160]  是因為耶穌知道他們
[00:03:57.160 --> 00:03:59.160]  很需要平安
[00:03:59.160 --> 00:04:01.160]  很需要安慰
[00:04:01.160 --> 00:04:05.240]  然後耶穌又給他們看他的釘痕
[00:04:05.240 --> 00:04:07.240]  他的肋旁的傷口
[00:04:07.240 --> 00:04:10.120]  讓門徒能夠確定
[00:04:10.120 --> 00:04:14.240]  這個就是受死又復活的主
[00:04:14.240 --> 00:04:16.240]  他已經得性死亡
[00:04:16.240 --> 00:04:17.680]  所以在二十節
[00:04:17.680 --> 00:04:21.880]  當他們看了主的釘痕和肋旁的時候
[00:04:21.880 --> 00:04:26.320]  他們就歡喜了
[00:04:26.320 --> 00:04:28.320]  整個氣氛都不同了
[00:04:28.320 --> 00:04:32.880]  基督的復活對當時信祂的猶太人來說
[00:04:32.880 --> 00:04:34.600]  是很重要的
[00:04:34.600 --> 00:04:36.840]  因為神使他們從死裡復活
[00:04:36.840 --> 00:04:39.720]  就證明祂是彌賽亞
